event_id,key,scan,scan_ns,pid,category,old_members,new_members,old_representative,new_representative,old_rep_still_member,required_change,delta_d,delta_y,delta_v,abs_delta_d,abs_delta_y,abs_delta_v,old_published,new_published,old_alias,new_alias,publication_effect,publication_delta_d,publication_delta_y,publication_delta_v,publication_delta_aLead,radarstate_effect,radarstate_affected,score_delta,old_cost,new_cost,best_vision,old_vision,best_oem,old_oem,support_superiority,group_size_before,group_size_after,old_d,old_y,old_v,old_age,new_d,new_y,new_v,new_age,old_aRel,new_aRel,old_member_current_d,old_member_current_y,old_member_current_v,old_member_current_age,old_member_current_slot,old_member_current_measurement_ns,new_member_current_d,new_member_current_y,new_member_current_v,new_member_current_age,new_member_current_slot,new_member_current_measurement_ns,old_published_aLead,new_published_aLead,lead_role_before,lead_role_after,previous_rep_dwell_scans,previous_rep_dwell_s
00000269--4014745f93--7:92:1000097,00000269--4014745f93--7,92,500045635369,1000097,R1_STABLE_GROUP_REP_CHANGE,96|119,96|119,96,119,1,0,-2.25,0.25,0.25,2.25,0.25,0.25,1,1,82,82,P2_PUBLISHED_COORDINATE_CHANGE,-2.1069869995117188,0.25,0.25,0.3449709714882702,NO_DOWNSTREAM_EFFECT,0,0.601680337288685,1.5508401686443425,0.9491598313556575,0,0,0,0,0,2,2,103.5,-4.875,-15.5,26,101.25,-4.625,-15.25,27,N/A_NAN,N/A_NAN,103.5,-4.875,-15.5,27,16,500035993832,101.25,-4.625,-15.25,12,29,500045635369,-0.08097806400371038,0.26399290748455984,,,2,0.099884278
00000269--4014745f93--7:92:1000103,00000269--4014745f93--7,92,500045635369,1000103,R2_MEMBER_DISAPPEAR_REP_CHANGE,114,102,114,102,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50,50,P2_PUBLISHED_COORDINATE_CHANGE,-0.01094818115234375,0.0,0.0,-0.34477879234598086,NO_DOWNSTREAM_EFFECT,0,,,,0,0,0,0,0,1,1,109.25,-3.53125,-15.5,23,109.25,-3.53125,-15.5,24,N/A_NAN,N/A_NAN,,,,,,,109.25,-3.53125,-15.5,23,20,500035993832,0.11037803300518279,-0.23440075934079807,,,10,0.9086484060000001
00000269--4014745f93--7:93:1000103,00000269--4014745f93--7,93,500146353728,1000103,R2_MEMBER_DISAPPEAR_REP_CHANGE,102,114,102,114,0,1,-2.5,0.1875,0.25,2.5,0.1875,0.25,1,1,50,50,P2_PUBLISHED_COORDINATE_CHANGE,-2.5155410766601562,0.1875,0.25,0.18059726676075538,NO_DOWNSTREAM_EFFECT,0,,,,0,0,0,0,0,1,1,109.25,-3.53125,-15.5,24,106.75,-3.34375,-15.25,25,N/A_NAN,N/A_NAN,,,,,,,106.75,-3.34375,-15.25,16,20,500136431454,-0.23440075934079807,-0.05380349258004269,,,1,0.0
00000269--4014745f93--7:93:1000109,00000269--4014745f93--7,93,500146353728,1000109,R1_STABLE_GROUP_REP_CHANGE,107|111,107|111,107,111,1,0,-0.75,-0.28125,0.0,0.75,0.28125,0.0,1,1,35,35,P2_PUBLISHED_COORDINATE_CHANGE,-0.7724723815917969,-0.28125,0.0,-0.4123954996941182,NO_DOWNSTREAM_EFFECT,0,0.30181355438967117,1.2368442771948356,0.9350307228051644,0,0,0,0,0,2,2,47.5,3.5,-15.25,18,46.75,3.21875,-15.25,19,N/A_NAN,N/A_NAN,44.75,3.5625,-15.25,19,4,500136431454,46.75,3.21875,-15.25,15,10,500136431454,0.31019861655671555,-0.10219688313740266,,,3,0.19917021000000001
00000269--4014745f93--7:94:1000103,00000269--4014745f93--7,94,500246405341,1000103,R2_MEMBER_DISAPPEAR_REP_CHANGE,114,102,114,102,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50,50,P2_PUBLISHED_COORDINATE_CHANGE,0.18787384033203125,0.0,0.0,-0.17344944153629735,NO_DOWNSTREAM_EFFECT,0,,,,0,0,0,0,0,1,1,106.75,-3.34375,-15.25,25,106.75,-3.34375,-15.25,26,N/A_NAN,N/A_NAN,,,,,,,106.75,-3.34375,-15.25,24,20,500246405341,-0.05380349258004269,-0.22725293411634004,,,1,0.0
00000269--4014745f93--7:94:1000109,00000269--4014745f93--7,94,500246405341,1000109,R1_STABLE_GROUP_REP_CHANGE,107|111,107|111,111,107,1,0,-2.0,0.34375,0.0,2.0,0.34375,0.0,1,1,35,35,P2_PUBLISHED_COORDINATE_CHANGE,-1.9759445190429688,0.34375,0.0,-0.3446928083382889,NO_DOWNSTREAM_EFFECT,0,0.8877040111689496,1.5297895055844748,0.6420854944155252,0,0,0,0,0,2,2,46.75,3.21875,-15.25,19,44.75,3.5625,-15.25,20,N/A_NAN,N/A_NAN,46.75,3.21875,-15.25,16,10,500235663264,44.75,3.5625,-15.25,20,4,500235663264,-0.10219688313740266,-0.4468896914756916,,,1,0.0
00000269--4014745f93--7:95:1000103,00000269--4014745f93--7,95,500346213739,1000103,R2_MEMBER_DISAPPEAR_REP_CHANGE,102,114,102,114,0,1,-2.75,-0.1875,0.25,2.75,0.1875,0.25,1,1,50,50,P2_PUBLISHED_COORDINATE_CHANGE,-2.8938980102539062,-0.1875,0.25,0.19836467542720126,NO_DOWNSTREAM_EFFECT,0,,,,0,0,0,0,0,1,1,106.75,-3.34375,-15.25,26,104.0,-3.53125,-15.0,27,N/A_NAN,N/A_NAN,,,,,,,104.0,-3.53125,-15.0,17,20,500336309132,-0.22725293411634004,-0.028888258689138774,,,1,0.0
00000269--4014745f93--7:95:1000109,00000269--4014745f93--7,95,500346213739,1000109,R1_STABLE_GROUP_REP_CHANGE,107|111,107|111,107,111,1,0,-0.5,-0.375,0.25,0.5,0.375,0.25,1,1,35,35,P2_PUBLISHED_COORDINATE_CHANGE,-0.48007965087890625,-0.375,0.25,0.19235932530222621,NO_DOWNSTREAM_EFFECT,0,0.12716003656008468,1.4637119222920263,1.3365518857319416,0,0,0,0,0,2,2,44.75,3.5625,-15.25,20,44.25,3.1875,-15.0,21,N/A_NAN,N/A_NAN,42.0,3.34375,-15.0,21,4,500336309132,44.25,3.1875,-15.0,17,10,500336309132,-0.4468896914756916,-0.25453036617346536,,,1,0.0
00000269--4014745f93--7:97:1000109,00000269--4014745f93--7,97,500546647108,1000109,R1_STABLE_GROUP_REP_CHANGE,107|111,107|111,111,107,1,0,-2.0,-0.375,0.0,2.0,0.375,0.0,1,1,35,35,P2_PUBLISHED_COORDINATE_CHANGE,-1.9948043823242188,-0.375,0.0,-0.2029685244850169,NO_DOWNSTREAM_EFFECT,0,0.7886146516186727,1.4970853620321563,0.7084707104134835,0,0,0,0,0,2,2,41.75,3.375,-14.75,22,39.75,3.0,-14.75,23,N/A_NAN,N/A_NAN,41.75,3.375,-14.75,19,10,500536732182,39.75,3.0,-14.75,23,4,500536732182,0.1287817620981847,-0.0741867623868322,,,2,0.09965101400000001
00000269--4014745f93--7:103:1000104,00000269--4014745f93--7,103,501146357384,1000104,R1_STABLE_GROUP_REP_CHANGE,75|98,75|98,98,75,1,0,-0.5,-0.25,0.25,0.5,0.25,0.25,1,1,84,84,P2_PUBLISHED_COORDINATE_CHANGE,-0.6603889465332031,-0.25,0.25,0.24905444410609534,NO_DOWNSTREAM_EFFECT,0,0.10892216400132781,1.2862015452294921,1.1772793812281643,0,0,0,0,0,2,2,50.5,1.53125,-14.25,32,50.0,1.28125,-14.0,33,N/A_NAN,N/A_NAN,48.0,1.34375,-14.0,37,23,501146357384,50.0,1.28125,-14.0,56,26,501136445169,-0.40795145812380673,-0.1588970140177114,,,32,3.1102844210000002
00000269--4014745f93--7:105:1000104,00000269--4014745f93--7,105,501346742142,1000104,R1_STABLE_GROUP_REP_CHANGE,75|98,75|98,75,98,1,0,-2.25,0.28125,0.0,2.25,0.28125,0.0,1,1,84,84,P2_PUBLISHED_COORDINATE_CHANGE,-2.2531166076660156,0.28125,0.0,-0.21137189591076289,NO_DOWNSTREAM_EFFECT,0,0.38526160248162,1.3977254435822113,1.0124638411005913,0,0,0,0,0,2,2,48.25,1.15625,-13.75,34,46.0,1.4375,-13.75,35,N/A_NAN,N/A_NAN,48.25,1.15625,-13.75,58,26,501346742142,46.0,1.4375,-13.75,39,23,501346742142,0.16693475707982092,-0.04443713883094197,,,2,0.099408617
00000269--4014745f93--7:105:1000150,00000269--4014745f93--7,105,501346742142,1000150,R1_STABLE_GROUP_REP_CHANGE,145|146,145|146,145,146,1,0,-2.5,0.0625,0.0,2.5,0.0625,0.0,1,1,67,67,P2_PUBLISHED_COORDINATE_CHANGE,-2.521129608154297,0.0625,0.0,0.0,NO_DOWNSTREAM_EFFECT,0,0.24351046178435354,1.392204752305068,1.1486942905207145,0,0,0,0,0,2,2,24.5,2.5,-13.75,4,22.0,2.5625,-13.75,5,N/A_NAN,N/A_NAN,24.5,2.5,-13.75,5,0,501335801726,22.0,2.5625,-13.75,5,15,501335801726,0.0,0.0,,,4,0.29975970700000004
00000269--4014745f93--7:107:1000087,00000269--4014745f93--7,107,501545843290,1000087,R2_MEMBER_DISAPPEAR_REP_CHANGE,99|101,99,101,99,0,1,-2.0,-0.65625,0.25,2.0,0.65625,0.25,1,1,46,46,P2_PUBLISHED_COORDINATE_CHANGE,-2.1369667053222656,-0.65625,0.25,0.31459772046924556,NO_DOWNSTREAM_EFFECT,0,,,,0,0,0,0,0,2,1,63.0,-4.03125,-13.5,45,61.0,-4.6875,-13.25,46,N/A_NAN,N/A_NAN,,,,,,,61.0,-4.6875,-13.25,39,3,501535935974,0.05815249706137132,0.3727502175306169,,,33,3.21047137
00000269--4014745f93--7:113:1000103,00000269--4014745f93--7,113,502146744028,1000103,R1_STABLE_GROUP_REP_CHANGE,114|154,114|154,114,154,1,0,-2.25,0.375,0.0,2.25,0.375,0.0,1,1,50,50,P2_PUBLISHED_COORDINATE_CHANGE,-2.2254257202148438,0.375,0.0,-0.15787326658403245,NO_DOWNSTREAM_EFFECT,0,0.03125,1.1182638688395454,1.0870138688395454,0,0,0,0,0,2,2,80.75,-3.03125,-13.5,44,78.5,-2.65625,-13.5,45,N/A_NAN,N/A_NAN,78.75,-2.59375,-13.0,35,20,502146744028,78.5,-2.65625,-13.5,10,28,502146744028,-0.7553746284596734,-0.9132478950437058,,,18,1.700132127
00000269--4014745f93--7:115:1000142,00000269--4014745f93--7,115,502347905198,1000142,R2_MEMBER_DISAPPEAR_REP_CHANGE,138|158,158,138,158,0,1,0.25,-1.125,0.5,0.25,1.125,0.5,1,1,34,34,P2_PUBLISHED_COORDINATE_CHANGE,0.4212517738342285,-1.125,0.5,0.715248412009871,NO_DOWNSTREAM_EFFECT,0,,,,0,0,0,0,0,2,1,6.0,3.34375,-12.5,19,6.25,2.21875,-12.0,20,N/A_NAN,N/A_NAN,,,,,,,6.25,2.21875,-12.0,9,30,502347905198,-0.240735761565967,0.474512650443904,,,19,1.8016154960000001
00000269--4014745f93--7:115:1000157,00000269--4014745f93--7,115,502347905198,1000157,R1_STABLE_GROUP_REP_CHANGE,152|159,152|159,152,159,1,0,-1.75,0.40625,-0.25,1.75,0.40625,0.25,1,1,41,41,P2_PUBLISHED_COORDINATE_CHANGE,-1.7485198974609375,0.40625,-0.25,-0.9340159561148187,NO_DOWNSTREAM_EFFECT,0,0.09667110468996176,0.9577318622706066,0.8610607575806448,0,0,0,0,0,2,2,102.0,-3.625,-12.25,11,100.25,-3.21875,-12.5,12,N/A_NAN,N/A_NAN,100.0,-4.03125,-12.25,12,6,502347905198,100.25,-3.21875,-12.5,8,1,502335461107,0.19210430661034483,-0.7419116495044739,,,11,1.001714248
