scan,scan_ns,pid,alias,anchor_rep,published_raw,d,y,v,a,member_age_s
252,3390590497003,1000004,36,5,5,7.27495002746582,-0.75,1.0,0.9602086652681701,0.024950063
253,3390690998022,1000004,36,5,5,7.274378299713135,-0.78125,1.0,0.8665030606355169,0.024378503000000003
254,3390789952209,1000004,36,5,5,7.270650386810303,-0.78125,1.25,1.1539460205425862,0.016520244
255,3390890349279,1000004,36,5,5,7.531774997711182,-0.6875,1.25,1.011238980500695,0.025420175000000003
256,3390991802811,1000004,36,5,5,7.770643711090088,-0.6875,1.5,1.3096016401438337,0.013762435000000002
257,3391091885589,1000004,36,5,5,7.785783290863037,-0.65625,1.5,1.246470005506163,0.023855428
258,3391189917729,1000004,36,5,5,8.030608177185059,-0.59375,1.75,1.4894055857002937,0.017490307
259,3391290572848,1000004,36,5,5,8.046161651611328,-0.59375,1.75,1.3224093921602926,0.026377999000000003
260,3391389803259,1000004,36,5,5,8.283212661743164,-0.5625,2.0,1.5694383767617688,0.016606537
261,3391489988943,1000004,36,5,5,8.549886703491211,-0.59375,2.0,1.3670766442525157,0.024943553
262,3391590837272,1000004,36,5,5,8.780088424682617,-0.5,2.0,1.0706755977973608,0.015044448
263,3391690850213,1000004,36,5,5,8.804621696472168,-0.40625,2.25,1.341598536932039,0.024276377000000002
264,3391789915483,1000004,36,5,5,9.037712097167969,-0.40625,2.25,1.1931871504950131,0.01676095
265,3391891075085,1000004,36,5,5,9.2871732711792,-0.34375,2.5,1.4741628095918522,0.014869151
266,3391990359241,1000004,36,5,5,9.538959503173828,-0.5,2.5,1.3212477622970689,0.015583614
267,3392091052689,1000004,36,5,5,9.810815811157227,-0.46875,2.5,1.1237211456332488,0.024326477000000003
268,3392190800863,1000004,36,5,5,10.043055534362793,-0.59375,2.75,1.3651634213664834,0.01565642
269,3392290681524,1000004,36,5,5,10.31769847869873,-0.59375,2.75,1.2954380536022199,0.024617543000000002
270,3392389904905,1000004,36,5,5,10.798360824584961,-0.46875,2.75,1.0705323186443483,0.017585767000000002
271,3392489964768,1000004,36,5,5,11.091087341308594,-0.625,2.75,0.9102270095808123,0.033122564
272,3392590049420,1000004,36,5,5,11.31871509552002,-0.5,2.75,0.7147821421265628,0.024987455000000002
273,3392692608159,1000004,36,5,5,11.598085403442383,-0.46875,2.75,0.6507621875284086,0.035667528000000004
274,3392791568856,1000004,36,5,5,11.795592308044434,-0.4375,3.0,1.0533002282593613,0.015197297
275,3392891006799,1000004,36,5,5,12.324936866760254,-0.5,3.0,1.109154214785269,0.024978863
276,3392990060508,1000004,36,5,5,12.306577682495117,-0.5,3.0,0.974489127084537,0.018859135000000003
277,3393090933679,1000004,36,5,5,12.830320358276367,-0.65625,3.0,0.7565041068818023,0.026773378
278,3393189991919,1000004,36,5,5,12.80082893371582,-0.65625,3.0,0.5542327104611646,0.01694286
279,3393290784472,1000004,36,5,5,13.32460880279541,-0.5625,3.0,0.3088785774411096,0.02486955
280,3393389964315,1000004,36,5,5,13.55752944946289,-0.5625,3.25,0.8336334906228191,0.017701381000000002
281,3393490165779,1000004,36,5,5,13.803759574890137,-0.53125,3.25,0.7330590049781622,0.016541284
282,3393590451923,1000004,36,5,5,14.049888610839844,-0.46875,3.25,0.862543094838271,0.015350303000000001
283,3393691164380,1000004,36,5,5,14.588099479675293,-0.4375,3.5,1.4563708049544148,0.025171188
284,3393790288811,1000004,36,5,5,14.805317878723145,-0.21875,3.5,1.4391774718220747,0.015805104
285,3393890116821,1000004,36,5,5,15.333983421325684,-0.21875,3.25,0.6445169548128762,0.025840968000000002
286,3393990067059,1000004,36,5,5,15.554099082946777,-0.3125,3.25,0.3009174566610437,0.016645753000000003
287,3394090725719,1000004,36,5,5,15.834824562072754,-0.28125,3.25,0.22362126685672498,0.026100006000000002
288,3394190430252,1000004,36,5,5,16.049816131591797,-0.28125,3.25,0.28399392675381585,0.015328274000000001
289,3394290832009,1000004,36,5,5,16.33131217956543,-0.1875,3.25,0.3545064632979591,0.02501938
290,3394390818025,1000004,36,5,5,16.556640625,-0.1875,3.25,0.4434727682715336,0.017427813
291,3394491103856,1000004,36,5,5,17.083189010620117,-0.125,3.25,0.5277318381094334,0.025596876
292,3394589990185,1000004,36,5,5,17.30382537841797,-0.125,3.25,0.5634224001889165,0.016561594000000002
293,3394690849295,1000004,36,5,5,17.545019149780273,-0.0625,3.0,0.08142479088018884,0.015006066
294,3394790596063,1000004,36,5,5,18.04656982421875,-0.0625,3.0,0.027774378841891684,0.015523360000000002
295,3394890933399,1000004,36,5,5,18.324777603149414,0.09375,3.0,0.1457159290522739,0.024925847
296,3394990202817,1000004,36,5,5,18.546396255493164,0.0,3.0,0.3269697041545442,0.015465345
297,3395090719876,1000004,36,5,5,18.794681549072266,0.125,3.0,0.5060246648278012,0.014893732000000002
298,3395190117302,1000004,36,5,5,19.045516967773438,0.15625,2.75,-0.02114929700556145,0.016551439
299,3395290441150,1000004,36,5,5,19.542009353637695,0.03125,2.75,-0.03680422463272964,0.015275988
300,3395390063347,1000004,36,5,5,19.796457290649414,-0.09375,2.75,0.10544759909221096,0.016893854
301,3395490440940,1000004,36,5,5,20.0622501373291,-0.09375,2.5,-0.3073955423099169,0.02490012
302,3395589937732,1000004,36,5,5,20.310733795166016,-0.125,2.5,-0.23605279301662324,0.024293667
303,3395690305117,1000004,36,5,5,20.53765296936035,-0.125,2.5,-0.09253401411749468,0.015061009
304,3395792037841,1000004,36,5,5,20.78573226928711,-0.1875,2.5,0.12073990627157377,0.014292697
305,3395891742842,1000004,36,5,5,21.035837173461914,-0.125,2.5,0.2498157369495426,0.014334516
306,3395990311077,1000004,36,5,5,21.2908878326416,-0.1875,2.5,0.3569378419989161,0.016354843
307,3396090562641,1000004,36,5,5,21.284507751464844,0.0625,2.25,-0.06572225685618094,0.015336919000000001
308,3396189969701,1000004,36,5,5,21.53648567199707,-0.0625,2.25,-0.12599840425749476,0.016216159
309,3396290912292,1000004,36,5,5,22.032114028930664,-0.03125,2.25,-0.03752294094447761,0.014272699000000002
310,3396390463610,1000004,36,5,5,22.28331756591797,-0.03125,2.25,0.04774041172659993,0.014807387000000002
311,3396490898281,1000004,36,5,5,22.279788970947266,-0.03125,2.0,-0.2820462307353614,0.014894566000000001
312,3396590142910,1000004,36,5,5,22.536203384399414,-0.0625,2.25,0.3051229150071032,0.016090337
313,3396690362497,1000004,36,5,5,22.800317764282227,-0.375,2.0,0.06661138041592041,0.025158533
314,3396790413819,1000004,36,5,5,23.02931785583496,-0.40625,2.0,0.048408922763975126,0.014659276
315,3396891080655,1000004,36,5,5,23.27811050415039,-0.21875,2.0,0.1358588691773116,0.014055167
316,3396990665512,1000004,36,5,5,23.53010368347168,-0.0625,2.0,0.2302943662941877,0.015051426000000001
317,3397090501021,1000004,36,5,5,23.529199600219727,-0.0625,2.0,0.27698880040187573,0.014599490000000001
318,3397189741744,1000004,36,5,5,24.04096221923828,-0.125,1.75,-0.1560520405850649,0.023407346000000002
319,3397290048302,1000004,36,5,5,24.040611267089844,-0.125,1.75,-0.1179550261215549,0.023206689000000003
320,3397390969332,1000004,36,5,5,24.291688919067383,-0.09375,1.75,-0.0007739668511614339,0.023822619000000003
321,3397491461029,1000004,36,5,5,24.27390480041504,-0.09375,1.75,0.21302540873734024,0.013660361000000001
322,3397589923441,1000004,36,5,5,24.533327102661133,-0.09375,1.75,0.4004578738509117,0.019044377
323,3397690227759,1000004,36,5,5,24.52192497253418,-0.1875,1.5,-0.05532516904638318,0.014617093000000001
324,3397790167842,1000004,36,5,5,24.77404022216797,-0.125,1.5,0.029118477284328703,0.016026541000000002
325,3397890181928,1000004,36,5,5,25.037565231323242,-0.09375,1.5,0.2371311411075332,0.025042971
326,3397990459218,1000004,36,5,5,25.02178382873535,0.0625,1.5,0.3471833914497786,0.014522519000000001
327,3398090644538,1000004,36,5,5,25.2862548828125,0.03125,1.5,0.4626157318035432,0.024169877000000003
328,3398190447915,1000004,36,5,5,25.272104263305664,0.03125,1.5,0.5018283331480745,0.014736092000000001
329,3398290737756,1000004,36,5,5,25.780437469482422,-0.0625,1.25,0.08012227342528744,0.024349548000000002
330,3398389910725,1000004,36,5,5,25.77040672302246,-0.125,1.25,0.03563930984341162,0.016325523
331,3398490101617,1000004,36,5,5,25.77486228942871,-0.09375,1.0,-0.3498197544784187,0.024862363000000002
332,3398590362763,1000004,36,5,5,25.77473258972168,0.0,1.0,-0.30575484916281076,0.024733521
333,3398690536365,1000004,36,5,5,26.026479721069336,0.28125,1.0,-0.21045697853635054,0.026480490000000002
334,3398789645433,1000004,36,5,5,26.02362823486328,0.375,1.0,-0.05320548189504953,0.023628991000000002
335,3398889822681,1000004,36,5,5,26.033445358276367,0.21875,1.0,0.08757603146480308,0.033444720000000004
336,3398991009259,1000004,36,5,5,26.268217086791992,0.25,0.75,-0.30162485573907416,0.024289189000000003
337,3399091598290,1000004,36,5,5,26.267894744873047,-0.09375,0.75,-0.23628356994187838,0.023858553
338,3399189981751,1000004,36,5,5,26.263671875,-0.09375,0.75,-0.10047000244090354,0.018229976000000002
339,3399290513027,1000004,36,5,5,26.520061492919922,0.15625,0.75,-0.07345677475059793,0.026749162
340,3399390077573,1000004,36,5,5,26.51205825805664,0.1875,0.75,-0.08575288840067137,0.01607789
341,3399490514848,1000004,36,5,5,26.518491744995117,0.125,0.75,-0.0019818418889645945,0.02465681
342,3399590483105,1000004,36,5,5,26.518470764160156,0.0,0.75,-0.016619399626096196,0.024626813
343,3399690840283,1000004,36,5,5,26.76824951171875,-0.03125,0.75,0.05647599520216194,0.024332883000000003
344,3399789917220,1000004,36,5,5,26.763084411621094,0.09375,0.75,0.08446227196392181,0.017446822
345,3399890599940,1000004,36,5,5,26.767208099365234,0.0,0.5,-0.41415060488076,0.034417439
346,3399990150789,1000004,36,5,5,27.01244354248047,0.125,0.75,0.05451511715331486,0.016591435
347,3400090656338,1000004,36,5,5,27.025651931762695,0.125,0.75,0.2296423624778992,0.034202356
348,3400190857386,1000004,36,5,5,27.011825561523438,-0.0625,0.75,0.26570080034903476,0.015768441
349,3400290204296,1000004,36,5,5,27.26951789855957,-0.0625,0.75,0.28828115974567664,0.026024648
350,3400390510281,1000004,36,5,5,27.265445709228516,-0.09375,0.75,0.2271641284315224,0.020593865000000003
351,3400490784395,1000004,36,5,5,27.275888442993164,0.125,0.75,0.19771702464980206,0.034516961
352,3400591930821,1000004,36,5,5,27.519655227661133,0.0,0.75,0.17616825349563844,0.026207079
353,3400692534069,1000004,36,5,5,27.52411460876465,0.03125,0.75,0.12505520284233132,0.0321525
354,3400790101670,1000004,36,5,5,27.520973205566406,0.1875,0.75,0.10737719513838118,0.027963317
355,3400890494679,1000004,36,5,5,27.52762222290039,0.1875,0.75,0.12178946845201966,0.036830177000000006
356,3400990608391,1000004,36,5,5,27.512109756469727,0.125,0.75,0.005154595769890066,0.01614554
357,3401090216213,1000004,36,5,5,27.757699966430664,0.03125,0.5,-0.42136925704186756,0.015401653000000001
358,3401190487879,1000004,36,5,5,27.758054733276367,0.0,0.5,-0.38294479082264166,0.016107731
359,3401290652211,1000004,36,5,5,27.767513275146484,0.0,0.5,-0.2093411270696922,0.035027381
360,3401390809721,1000004,36,5,5,27.757905960083008,-0.09375,0.5,-0.036239213731523695,0.015811041
361,3401490893957,1000004,36,5,5,28.0079402923584,-0.09375,0.5,0.04025005048128648,0.015881607000000002
362,3401590264719,1000004,36,5,5,28.013599395751953,-0.09375,0.5,0.01741785406171502,0.027197974000000003
363,3401690939263,1000004,36,5,5,28.01270866394043,-0.15625,0.5,0.0678470216335713,0.025416164
364,3401790143791,1000004,36,5,5,28.013465881347656,-0.15625,0.5,0.024556072175467333,0.026932634
365,3401891039459,1000004,36,5,5,28.014530181884766,0.09375,0.5,0.05199145386688646,0.029059358
366,3401990071400,1000004,36,5,5,28.00624656677246,0.15625,0.25,-0.37540435013414347,0.024988862
367,3402090246200,1000004,36,5,5,28.009166717529297,0.21875,0.25,-0.3884805470824169,0.036665089000000005
368,3402190632438,1000004,36,5,5,28.25,0.15625,0.0,-0.8246080166994754,0.025558807000000003
369,3402289992368,1000004,36,5,5,28.0,0.03125,0.0,-0.8021006466417726,0.026740152000000003
370,3402389960989,1000004,36,5,5,27.992738723754883,0.09375,-0.25,-1.153828349272706,0.029042276000000002
371,3402490423574,1000004,36,5,5,27.99079132080078,0.125,-0.25,-1.02117670381392,0.036831844
372,3402590159458,1000004,36,5,5,27.993389129638672,0.125,-0.25,-0.7635464736615474,0.026445754000000002
373,3402690615637,1000004,36,5,5,27.987281799316406,0.03125,-0.5,-1.0155847004596963,0.025437777
374,3402789908698,1000004,36,5,5,27.986608505249023,-0.125,-0.5,-0.8993287706435338,0.026781711000000003
375,3402889988560,1000004,36,5,5,27.737089157104492,-0.15625,-0.5,-0.7131920311814184,0.025819875000000003
376,3402990450207,1000004,36,5,5,27.737918853759766,-0.0625,-0.75,-0.9911647711306031,0.016109189
377,3403090602457,1000004,36,5,5,27.731433868408203,-0.0625,-0.75,-0.9336051330298616,0.024754248000000003
378,3403190144661,1000004,36,5,5,27.73035430908203,0.03125,-0.75,-0.677301456692885,0.026195309
379,3403291019446,1000004,36,5,5,27.485017776489258,0.09375,-1.0,-0.9091639296407166,0.014982266000000001
380,3403390405363,1000004,36,5,5,27.474578857421875,0.09375,-1.0,-0.7802005850598135,0.025421684
381,3403490189471,1000004,36,5,5,27.205533981323242,0.28125,-1.25,-1.1540826096931098,0.035572902
382,3403590690907,1000004,36,5,5,27.21941566467285,0.3125,-1.25,-1.037639404861271,0.024467505
383,3403691220673,1000004,36,5,5,26.732730865478516,0.0625,-1.25,-0.8248454630742301,0.013815398000000001
384,3403790892135,1000004,36,5,5,26.728673934936523,0.03125,-1.25,-0.711574332391617,0.017061442
385,3403890406373,1000004,36,5,5,26.71867561340332,0.03125,-1.25,-0.5377922541947054,0.025058854000000002
386,3403990701631,1000004,36,5,5,26.466981887817383,0.0,-1.25,-0.3591933947296288,0.026413778000000002
387,3404090566929,1000004,36,5,5,26.45577621459961,-0.21875,-1.25,-0.2101218012868879,0.035378441000000004
388,3404190145327,1000004,36,5,5,26.467769622802734,-0.125,-1.25,-0.03730090726190363,0.025784983
389,3404290764043,1000004,36,5,5,26.219648361206055,-0.15625,-1.25,0.0011630768833064895,0.024281169000000002
390,3404390618405,1000004,36,5,5,26.21746826171875,-0.15625,-1.25,-0.00013154752773162498,0.026025377000000002
391,3404490342831,1000004,36,5,5,25.946516036987305,-0.3125,-1.5,-0.5999504124548757,0.035656227000000006
392,3404590403892,1000004,36,5,5,25.976734161376953,-0.28125,-1.5,-0.6865098403839673,0.015510288
393,3404690507553,1000004,36,5,5,25.712615966796875,-0.15625,-1.5,-0.5810307873413953,0.024922722
394,3404789928102,1000004,36,5,5,25.710460662841797,-0.15625,-1.5,-0.4168997860306596,0.026358939
395,3404882587786,1000004,36,5,5,25.718910217285156,-0.125,-1.5,-0.28616740711622013,0.020726613
396,3404982496101,1000004,36,5,5,25.712900161743164,-0.125,-1.5,-0.19394510657053426,0.024733261000000003
397,3405091044111,1000004,36,5,5,25.464191436767578,-0.0625,-1.5,-0.16610480590809898,0.023872249
398,3405190669380,1000004,36,5,5,25.459426879882812,-0.125,-1.5,-0.15535115158017102,0.027048248
399,3405290865532,1000004,36,5,5,25.225595474243164,0.0,-1.5,-0.17134781338128927,0.016269903000000002
400,3405390315297,1000004,36,5,5,24.95271110534668,-0.03125,-1.75,-0.6899348053977129,0.027022157
401,3405490601180,1000004,36,5,5,24.457422256469727,-0.15625,-1.75,-0.7286377370306725,0.024330226
402,3405589788782,1000004,36,5,5,24.20524024963379,-0.3125,-1.75,-0.5886087516693537,0.025576670000000003
403,3405690973590,1000004,36,5,5,24.188880920410156,-0.375,-1.75,-0.4471850379048221,0.034924891
404,3405789852836,1000004,36,5,5,23.949600219726562,-0.3125,-2.0,-0.8315906000323907,0.025200143
405,3405890470563,1000004,36,5,5,23.701431274414062,-0.3125,-2.0,-0.8170473957344968,0.024284450000000003
406,3405990275346,1000004,36,5,5,23.701494216918945,-0.3125,-2.0,-0.6991101603763554,0.02425315
407,3406090751575,1000004,36,5,5,23.451250076293945,-0.25,-2.0,-0.6165086869499887,0.024374649
408,3406190066717,1000004,36,5,5,23.455617904663086,-0.09375,-1.75,0.020405275227324493,0.025361326
409,3406290407022,1000004,36,5,5,22.93941879272461,0.3125,-1.75,0.12154023228290622,0.034617368
410,3406390098587,1000004,36,5,5,22.95781707763672,0.09375,-1.75,0.1730654030166255,0.024104519
411,3406491040397,1000004,36,5,5,22.709815979003906,-0.03125,-1.75,0.046271996602694404,0.022962389
412,3406591363360,1000004,36,5,5,22.705936431884766,-0.03125,-1.75,0.02207375260406849,0.025179156
413,3406690873587,1000004,36,5,5,22.459609985351562,0.0,-1.5,0.4847803966774389,0.026926905
414,3406789756688,1000004,36,5,5,22.212379455566406,-0.125,-1.5,0.4496545384197741,0.025079999000000002
415,3406890731567,1000004,36,5,5,21.964563369750977,-0.125,-1.5,0.321144033658906,0.023624356000000003
416,3406990162428,1000004,36,5,5,21.968278884887695,-0.125,-1.25,0.6668136815628908,0.025376481000000003
417,3407090845721,1000004,36,5,5,21.955881118774414,-0.03125,-1.25,0.5681748690732941,0.035294491000000004
418,3407190653264,1000004,36,5,5,21.718408584594727,0.09375,-1.25,0.4073014619609746,0.025273834000000002
419,3407290133963,1000004,36,5,5,21.47513771057129,-0.09375,-1.0,0.7791469880112539,0.024861530000000003
420,3407390663417,1000004,36,5,5,21.47392463684082,-0.0625,-1.0,0.6701053180483053,0.026076309000000002
421,3407490470543,1000004,36,5,5,21.46405601501465,-0.09375,-1.0,0.4377856633618701,0.035944221000000005
422,3407590065763,1000004,36,5,5,21.22418975830078,-0.125,-1.0,0.1941830902401195,0.025810867
423,3407690472364,1000004,36,5,5,21.2258358001709,-0.09375,-1.0,0.019627483106954252,0.024163575000000003
424,3407790610917,1000004,36,5,5,21.23165512084961,-0.0625,-0.75,0.434735377842709,0.02445912
425,3407890446114,1000004,36,5,5,20.974069595336914,-0.0625,-0.75,0.4506646746768735,0.034574247
426,3407991353135,1000004,36,5,5,20.98124885559082,-0.03125,-0.75,0.34610350894193803,0.025001204000000003
427,3408091645841,1000004,36,5,5,20.972827911376953,-0.0625,-0.75,0.21306563533908507,0.036228516
428,3408190394006,1000004,36,5,5,20.730369567871094,0.0,-0.75,0.07177318826658069,0.026173332
429,3408289935898,1000004,36,5,5,20.731231689453125,-0.03125,-0.5,0.3843015695714887,0.037536256000000004
430,3408389918424,1000004,36,5,5,20.737327575683594,0.0,-0.5,0.35310025222640223,0.025345077
431,3408490650254,1000004,36,5,5,20.732824325561523,0.0,-0.5,0.26033294134321966,0.034350154
432,3408590147098,1000004,36,5,5,20.481107711791992,-0.28125,-0.75,-0.38169212920011325,0.025189415000000003
433,3408690551823,1000004,36,5,5,20.482576370239258,-0.09375,-0.5,-0.05165408763659435,0.034845836000000005
434,3408790339785,1000004,36,5,5,20.487760543823242,0.03125,-0.5,0.07417144924454327,0.024478181
435,3408890465267,1000004,36,5,5,20.23250961303711,-0.09375,-0.5,0.04727250356544993,0.034979365000000005
436,3408990465344,1000004,36,5,5,20.237361907958984,0.0,-0.5,-0.04204046869316819,0.025276386
437,3409090381262,1000004,36,5,5,20.23261833190918,0.03125,-0.5,-0.0842758955856361,0.034764125
438,3409189917581,1000004,36,5,5,20.23702049255371,0.09375,-0.5,-0.16155567340068347,0.025959186000000002
439,3409282345778,1000004,36,5,5,20.239702224731445,-0.03125,-0.5,-0.17660914321249954,0.020595115
440,3409382272216,1000004,36,5,5,20.244266510009766,0.21875,-0.25,0.25650607769596967,0.022937703
441,3409482449255,1000004,36,5,5,20.244945526123047,0.15625,-0.25,0.25449291353673964,0.020219630000000002
442,3409591385092,1000004,36,5,5,20.243793487548828,0.0,-0.25,0.12581905589803022,0.024825648000000002
443,3409690373391,1000004,36,5,5,20.240917205810547,-0.03125,-0.25,0.015704515649470285,0.036328924000000005
444,3409790142084,1000004,36,5,5,20.243667602539062,-0.03125,-0.25,-0.07041082633480829,0.025329141000000003
445,3409890218976,1000004,36,5,5,19.991174697875977,-0.0625,-0.25,-0.2512416935310147,0.035300272
446,3409989998189,1000004,36,5,5,19.99363136291504,-0.09375,-0.25,-0.28622361978937055,0.025471732
447,3410090194289,1000004,36,5,5,19.99106788635254,0.03125,-0.25,-0.2980084179837976,0.035724971
448,3410189993708,1000004,36,5,5,19.993408203125,0.03125,-0.25,-0.2758319011613497,0.026363939000000003
449,3410291011344,1000004,36,5,5,19.9912052154541,0.0,-0.25,-0.27132076290382967,0.035175856000000005
450,3410390332006,1000004,36,5,5,19.993560791015625,-0.03125,-0.25,-0.29254655093630083,0.025759934
451,3410489953682,1000004,36,5,5,19.99112319946289,-0.0625,-0.25,-0.2936352531592388,0.035509991000000005
452,3410590636038,1000004,36,5,5,19.993562698364258,-0.09375,-0.25,-0.3030982792492096,0.025752435
453,3410690627782,1000004,36,5,5,19.741273880004883,-0.03125,-0.25,-0.3157826228702326,0.034902653
454,3410789854287,1000004,36,5,5,19.74365234375,-0.03125,-0.25,-0.3027799710000586,0.025393718000000003
455,3410890637206,1000004,36,5,5,19.991289138793945,-0.03125,-0.25,-0.301673858729233,0.034846982000000006
456,3410990321271,1000004,36,5,5,19.99392318725586,-0.03125,-0.25,-0.27556459583144244,0.024308926
457,3411090424359,1000004,36,5,5,19.741363525390625,0.125,-0.25,-0.2931090101005033,0.034543156000000005
458,3411190552445,1000004,36,5,5,19.743087768554688,0.1875,-0.25,-0.4189230989337425,0.027651732000000002
459,3411290611266,1000004,36,5,5,19.74098014831543,-0.25,-0.25,-0.4712645830789908,0.036082124
460,3411390162844,1000004,36,5,5,19.743492126464844,-0.25,-0.25,-0.43763397370944523,0.02602996
461,3411490690058,1000004,36,5,5,19.7406005859375,-0.25,-0.25,-0.41390105279731393,0.037595157000000004
462,3411590050561,1000004,36,5,5,19.74344825744629,-0.25,-0.25,-0.37241328896225645,0.026203225
463,3411690694847,1000004,36,5,5,19.75,-0.25,0.0,0.12462606917807234,0.034231884000000004
464,3411790678936,1000004,36,5,5,19.75,-0.25,0.0,0.2286702751983818,0.025966476000000002
465,3411890999867,1000004,36,5,5,19.75,-0.3125,0.0,0.09613907895638296,0.035136746
466,3411989885624,1000004,36,5,5,19.75,-0.25,0.0,-0.028937725834446537,0.026172238
467,3412090803009,1000004,36,5,5,19.75,-0.1875,0.0,-0.11447886239066205,0.034358278
468,3412189671319,1000004,36,5,5,20.0,-0.125,0.0,-0.18132783367523886,0.026017148
469,3412290810766,1000004,36,5,5,20.0,-0.03125,0.0,-0.18082189089734713,0.035883653
470,3412390466970,1000004,36,5,5,19.75,-0.25,0.0,-0.17827724477708373,0.025550422000000003
471,3412490487826,1000004,36,5,5,19.75,-0.15625,0.0,-0.21357502158009214,0.035296679000000004
472,3412582800304,1000004,36,5,5,19.75,-0.0625,0.0,-0.19481208751031534,0.020396280000000003
473,3412690512144,1000004,36,5,5,19.75,-0.125,0.0,-0.19152633177950765,0.034542844
474,3412790482380,1000004,36,5,5,19.75,0.03125,0.0,-0.17540962459303802,0.026519965000000003
475,3412890494591,1000004,36,5,5,19.75,0.03125,0.0,-0.17337644605819116,0.035838866000000004
476,3412990300781,1000004,36,5,5,19.75,-0.09375,0.0,-0.21111595304442568,0.024168836000000003
477,3413090498651,1000004,36,5,5,19.75,-0.3125,0.0,-0.23679430655405645,0.037500009
478,3413189694117,1000004,36,5,5,19.75,-0.3125,0.0,-0.24878229585313535,0.025262168
479,3413290198834,1000004,36,5,5,19.75,-0.34375,0.0,-0.23307495161847955,0.035743563
480,3413390544607,1000004,36,5,5,19.75,-0.375,0.0,-0.21067079269235764,0.02503568
481,3413490641081,1000004,36,5,5,20.0,-0.375,0.0,-0.18411225097928038,0.035914068
482,3413590414252,1000004,36,5,5,20.0,-0.40625,0.0,-0.15574430304055029,0.024817367
483,3413690492863,1000004,36,5,5,19.75,-0.21875,0.0,-0.12541920276661117,0.035483535000000004
484,3413789911589,1000004,36,5,5,19.743499755859375,-0.28125,-0.25,-0.6340466143488503,0.026000848
485,3413891039684,1000004,36,5,5,19.743635177612305,-0.21875,-0.25,-0.5610820762330524,0.025462878
486,3413990523664,1000004,36,5,5,19.743492126464844,-0.25,-0.25,-0.3835688593661606,0.026032199000000002
487,3414090488536,1000004,36,5,5,19.741130828857422,-0.34375,-0.25,-0.2581438467627333,0.035479526000000004
488,3414182946209,1000004,36,5,5,19.49488639831543,-0.375,-0.25,-0.18490127869115364,0.020451899000000003
489,3414291771796,1000004,36,5,5,19.493553161621094,-0.46875,-0.25,-0.17182850566167557,0.025783577000000002
490,3414391713337,1000004,36,5,5,19.49312973022461,-0.3125,-0.25,-0.14117361617803398,0.027482269
491,3414490687575,1000004,36,5,5,19.490442276000977,-0.25,-0.25,-0.10883086320495026,0.038231189000000006
492,3414590684423,1000004,36,5,5,19.48675537109375,-0.1875,-0.5,-0.5453606798517397,0.026488770000000002
493,3414690928018,1000004,36,5,5,19.48707389831543,-0.28125,-0.5,-0.5468884499028657,0.0258518
494,3414789950636,1000004,36,5,5,19.48680305480957,-0.3125,-0.5,-0.4419821523028129,0.026393987
495,3414890523575,1000004,36,5,5,19.23206329345703,-0.34375,-0.5,-0.3272064534118466,0.035872249
496,3414990153792,1000004,36,5,5,19.230117797851562,-0.3125,-0.75,-0.6529916327496816,0.026508612
497,3415090656268,1000004,36,5,5,19.231260299682617,-0.3125,-0.75,-0.6477587122960169,0.024987403000000002
498,3415189946569,1000004,36,5,5,18.980186462402344,-0.21875,-0.75,-0.6105320521968021,0.026417944000000002
499,3415290478783,1000004,36,5,5,18.981468200683594,-0.21875,-0.75,-0.5266083822530727,0.024710086000000003
500,3415389943755,1000004,36,5,5,18.986663818359375,-0.25,-0.5,0.07025670287599306,0.02667167
501,3415491056642,1000004,36,5,5,18.98172950744629,-0.25,-0.5,0.24993439290281821,0.036540049000000005
502,3415590135713,1000004,36,5,5,18.986614227294922,-0.28125,-0.5,0.24460686023634787,0.026770566000000003
503,3415682809667,1000004,36,5,5,18.989702224731445,-0.1875,-0.5,0.16760559997117036,0.020595480000000003
504,3415782845054,1000004,36,5,5,18.98957061767578,-0.21875,-0.5,0.131472840911054,0.020859881
505,3415883214314,1000004,36,5,5,18.72450065612793,-0.25,-0.75,-0.44327447002825443,0.033999719000000005
506,3415990314077,1000004,36,5,5,18.729026794433594,-0.21875,-0.75,-0.6048564610521896,0.027964097
507,3416090630426,1000004,36,5,5,18.479883193969727,-0.125,-0.75,-0.5395492312420873,0.026823634000000002
508,3416190146799,1000004,36,5,5,18.479684829711914,0.03125,-0.75,-0.42282373582603183,0.027085693
509,3416290808844,1000004,36,5,5,18.230548858642578,0.09375,-0.75,-0.30262335907898175,0.025935698
510,3416390587744,1000004,36,5,5,18.22966194152832,0.0625,-0.75,-0.1881187965369042,0.027116418000000003
511,3416490352531,1000004,36,5,5,18.225160598754883,0.25,-1.0,-0.6091633868084463,0.024839396000000003
512,3416589995194,1000004,36,5,5,17.97256851196289,0.125,-1.0,-0.6657574413701788,0.027431805
513,3416690537615,1000004,36,5,5,17.97481918334961,0.28125,-1.0,-0.5701261476732604,0.025180822000000002
514,3416790589301,1000004,36,5,5,17.973173141479492,0.125,-1.0,-0.49802920581078425,0.026827176
515,3416890178636,1000004,36,5,5,17.72406005859375,-0.09375,-1.0,-0.41658066677628214,0.025939343
516,3416980867364,1000004,36,5,5,17.73117446899414,-0.1875,-0.75,0.14203601220374995,0.025101819
517,3417090977985,1000004,36,5,5,17.731033325195312,-0.28125,-0.75,0.24044812393832005,0.02528826
