scan,scan_ns,pid,alias,anchor_rep,published_raw,d,y,v,a,member_age_s
64,3371790484966,1000004,36,5,5,44.687416076660156,-4.0,-2.5,-0.184582198680573,0.025034169000000002
65,3371890152470,1000004,36,5,5,44.43557357788086,-4.0,-2.5,-0.24005672626801827,0.025771183000000003
66,3371990445749,1000004,36,5,5,44.18642807006836,-4.0,-2.5,-0.19819745111559245,0.025429392000000002
67,3372091614777,1000004,36,5,5,43.6845703125,-3.78125,-2.5,-0.2036669577193918,0.0261713
68,3372191561994,1000004,36,5,5,43.68871307373047,-3.84375,-2.5,-0.23452079758309707,0.024514324
69,3372290171996,1000004,36,5,5,43.434783935546875,-3.84375,-2.5,-0.2618563192610989,0.0260861
70,3372390566983,1000004,36,5,5,43.18199920654297,-4.0,-2.5,-0.2858659094265941,0.02719964
71,3372490483058,1000004,36,5,5,42.94057846069336,-3.9375,-2.25,0.1975456570205158,0.026409976
72,3372589966310,1000004,36,5,5,42.690547943115234,-4.09375,-2.25,0.25633482167119653,0.026423255000000003
73,3372690776934,1000004,36,5,5,42.44416809082031,-4.15625,-2.25,0.17595198138379048,0.02481492
74,3372790492768,1000004,36,5,5,42.193328857421875,-4.25,-2.25,0.05413910362627733,0.025187696000000002
75,3372890464618,1000004,36,5,5,42.191932678222656,-4.25,-2.25,-0.015290500316327213,0.025807846000000002
76,3372989862722,1000004,36,5,5,41.93982696533203,-4.3125,-2.25,-0.06750233829395186,0.026743694000000002
77,3373091025865,1000004,36,5,5,41.6943473815918,-4.3125,-2.25,-0.12890516455920265,0.024735084
78,3373190848719,1000004,36,5,5,41.198028564453125,-4.40625,-2.0,0.33069039264360767,0.025986215
79,3373290973004,1000004,36,5,5,40.95048141479492,-4.4375,-2.0,0.3365092140976547,0.024759456000000003
80,3373390449693,1000004,36,5,5,40.946250915527344,-4.5,-2.0,0.2907818063945929,0.026875192000000003
81,3373490794060,1000004,36,5,5,40.69883728027344,-4.3125,-2.0,0.22658620840045712,0.025581201
82,3373590367876,1000004,36,5,5,40.44734191894531,-4.3125,-2.0,0.15578468081983246,0.026328525000000002
83,3373690689016,1000004,36,5,5,40.44968032836914,-4.15625,-2.0,0.16855758420883163,0.025158897000000003
84,3373790676542,1000004,36,5,5,40.19807434082031,-3.90625,-2.0,0.11327938057300971,0.025962779000000002
85,3373890746144,1000004,36,5,5,39.9389762878418,-3.75,-2.25,-0.45998852856428385,0.027120949000000002
86,3373990084513,1000004,36,5,5,39.6861572265625,-3.6875,-2.25,-0.5011612273871,0.028374111
