key,scan,scan_ns,policy,effect,baseline_lead1,candidate_lead1,baseline_lead2,candidate_lead2
00000252--d191bee66c--0,359,108548012879,P6,LEAD_COORDINATE_ONLY,90,90,-1,-1
0000025d--70dff69b9d--23,281,1479797360240,P6,LEAD_COORDINATE_ONLY,49,49,-1,-1
