event_id,key,route,segment,split_scan,split_ns,parent_pid,parent_members,parent_member_count,observed_parent_members,raw_dropout_count,child_count,children,parent_representative,owner_child_pid,owner_child_members,owner_child_representative,new_pid_births,new_pids,failure_edge,failure_reason,failure_excess,publication_gap,new_public_point,alias_change,representative_change,external_visible,internal_only,rejoin_scan,rejoin_ns,rejoin_latency_s,rejoin_pid,rejoin_members,rejoin_to_parent_pid
00000243--a4d9c0a5dd--0:99:1000073:74|75,00000243--a4d9c0a5dd--0,00000243,0,99,167402860916,1000073,74|75,2,74|75,0,2,1000073:75;1000083:74|84,74,1000073,75,75,0,,74|75,LATERAL_GROWTH,0.09375,0,1,0,1,1,0,109,168402954697,1.000093781,1000073,74|75,1
00000243--a4d9c0a5dd--0:114:1000073:74|75,00000243--a4d9c0a5dd--0,00000243,0,114,168902448124,1000073,74|75,2,74|75,0,2,1000073:75;1000108:74,75,1000073,75,75,1,1000108,74|75,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,117,169203299778,0.300851654,1000073,74|75,1
00000243--a4d9c0a5dd--0:143:1000127:126|127,00000243--a4d9c0a5dd--0,00000243,0,143,171803173496,1000127,126|127,2,126|127,0,2,1000100:113|127;1000127:126,126,1000127,126,126,0,,126|127,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,150,172493590473,0.690416977,1000127,126|127,1
00000243--a4d9c0a5dd--0:148:1000100:113|127,00000243--a4d9c0a5dd--0,00000243,0,148,172293339539,1000100,113|127,2,113|127,0,2,1000100:113;1000152:127,113,1000100,113,113,1,1000152,113|127,LATERAL_DIAMETER,0.28125,0,1,0,0,1,0,153,172793608453,0.500268914,1000100,113|127,1
00000243--a4d9c0a5dd--0:153:1000127:126|127,00000243--a4d9c0a5dd--0,00000243,0,153,172793608453,1000127,126|127,2,126|127,0,2,1000100:113|127;1000127:126,126,1000127,126,126,0,,126|127,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,159,173393628353,0.6000199,1000100,126|127,0
00000243--a4d9c0a5dd--0:160:1000092:93|123,00000243--a4d9c0a5dd--0,00000243,0,160,173493424134,1000092,93|123,2,93|123,0,2,1000092:93;1000165:123,93,1000092,93,93,1,1000165,93|123,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,163,173792915834,0.2994917,1000092,93|123,1
00000243--a4d9c0a5dd--0:204:1000133:132|188|190,00000243--a4d9c0a5dd--0,00000243,0,204,177893419091,1000133,132|188|190,3,132|188|190,0,2,1000133:188|190;1000203:132,132,1000133,188|190,190,1,1000203,132|188,DISTANCE_DIAMETER,0.25,0,1,0,1,1,0,214,178892929157,0.999510066,1000133,132|188|190,1
00000243--a4d9c0a5dd--0:216:1000133:132|188|190,00000243--a4d9c0a5dd--0,00000243,0,216,179093642260,1000133,132|188|190,3,132|188|190,0,2,1000133:132;1000209:188|190|200,190,1000133,132,132,0,,132|188,DISTANCE_DIAMETER,0.25,0,1,0,1,1,0,220,179492438436,0.398796176,1000209,132|188|190,0
00000243--a4d9c0a5dd--0:293:1000234:193|221,00000243--a4d9c0a5dd--0,00000243,0,293,186803087218,1000234,193|221,2,193|221,0,2,1000234:221;1000253:193,221,1000234,221,221,1,1000253,193|221,LATERAL_DIAMETER,0.03125,0,1,0,0,1,0,308,188302642341,1.499555123,1000234,193|209|221,1
00000243--a4d9c0a5dd--0:392:1000311:291|293,00000243--a4d9c0a5dd--0,00000243,0,392,196713364343,1000311,291|293,2,291|293,0,2,1000311:291;1000320:293,291,1000311,291,291,1,1000320,291|293,LATERAL_GROWTH,0.125,0,1,0,0,1,0,394,196912623591,0.199259248,1000311,291|293,1
00000243--a4d9c0a5dd--0:395:1000311:291|293,00000243--a4d9c0a5dd--0,00000243,0,395,197013070892,1000311,291|293,2,291|293,0,2,1000295:275|291;1000311:293,291,1000311,293,293,0,,291|293,DISTANCE_GROWTH,0.25,0,1,0,1,1,0,396,197113281335,0.100210443,1000295,275|291|293,0
00000243--a4d9c0a5dd--0:402:1000295:275|291|293,00000243--a4d9c0a5dd--0,00000243,0,402,197712430871,1000295,275|291|293,3,275|291|293,0,2,1000295:275|293;1000328:291,275,1000295,275|293,275,1,1000328,275|291,LATERAL_GROWTH,0.0625,0,1,0,0,1,0,403,197813214759,0.100783888,1000295,275|291|293,1
00000243--a4d9c0a5dd--0:440:1000368:342|343,00000243--a4d9c0a5dd--0,00000243,0,440,201513451381,1000368,342|343,2,342|343,0,2,1000368:342;1000370:343|345,343,1000368,342,342,0,,342|343,DISTANCE_GROWTH,0.25,0,1,0,1,1,0,445,202015113321,0.50166194,1000375,342|343,0
00000245--2c15eb5d45--12:258:1000141:140|141,00000245--2c15eb5d45--12,00000245,12,258,801718900987,1000141,140|141,2,140|141,0,2,1000141:140;1000144:141,140,1000141,140,140,1,1000144,140|141,VELOCITY_DIAMETER,0.75,0,1,0,0,1,0,261,802019410539,0.300509552,1000141,140|141,1
00000245--2c15eb5d45--19:291:1000369:356|358,00000245--2c15eb5d45--19,00000245,19,291,1224998874297,1000369,356|358,2,356|358,0,2,1000369:356;1000404:358,356,1000369,356,356,1,1000404,356|358,LATERAL_GROWTH,0.15625,0,1,0,0,1,0,296,1225499174942,0.500300645,1000369,356|358,1
00000245--2c15eb5d45--19:345:1000421:407|421,00000245--2c15eb5d45--19,00000245,19,345,1230398841772,1000421,407|421,2,407|421,0,2,1000421:407;1000440:421,407,1000421,407,407,1,1000440,407|421,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,349,1230798929176,0.400087404,1000421,407|421,1
00000245--2c15eb5d45--19:368:1000421:407|421,00000245--2c15eb5d45--19,00000245,19,368,1232698579697,1000421,407|421,2,407|421,0,2,1000421:407;1000465:421,407,1000421,407,407,1,1000465,407|421,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,372,1233099055800,0.400476103,1000421,407|421,1
00000245--2c15eb5d45--19:372:1000445:433|441,00000245--2c15eb5d45--19,00000245,19,372,1233099055800,1000445,433|441,2,433|441,0,2,1000445:441;1000469:433,441,1000445,441,441,1,1000469,433|441,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,375,1233399670154,0.300614354,1000445,433|441,1
00000245--2c15eb5d45--19:376:1000445:433|441,00000245--2c15eb5d45--19,00000245,19,376,1233498847233,1000445,433|441,2,433|441,0,2,1000445:441;1000473:433,441,1000445,441,441,1,1000473,433|441,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,379,1233800588504,0.301741271,1000445,433|441,1
00000245--2c15eb5d45--19:398:1000476:457|462,00000245--2c15eb5d45--19,00000245,19,398,1235698919321,1000476,457|462,2,457|462,0,2,1000476:457;1000505:462,457,1000476,457,457,1,1000505,457|462,LATERAL_GROWTH,0.1875,0,1,0,0,1,0,400,1235898838971,0.19991965,1000476,457|462,1
00000245--2c15eb5d45--19:457:1000558:536|538,00000245--2c15eb5d45--19,00000245,19,457,1241599786633,1000558,536|538,2,536|538,0,2,1000558:536;1000598:538,536,1000558,536,536,1,1000598,536|538,LATERAL_GROWTH,0.0625,0,1,0,0,1,0,458,1241699152771,0.099366138,1000558,536|538,1
00000245--2c15eb5d45--19:465:1000558:536|538,00000245--2c15eb5d45--19,00000245,19,465,1242399306892,1000558,536|538,2,536|538,0,2,1000558:536;1000568:537|538,536,1000558,536,536,0,,536|538,LATERAL_GROWTH,0.0625,0,1,0,0,1,0,469,1242799811439,0.400504547,1000619,536|538,0
00000245--2c15eb5d45--19:466:1000599:575|583,00000245--2c15eb5d45--19,00000245,19,466,1242499557561,1000599,575|583,2,575|583,0,2,1000599:575;1000611:583,575,1000599,575,575,1,1000611,575|583,DISTANCE_DIAMETER,0.5,0,1,0,0,1,0,479,1243799275028,1.299717467,1000599,575|583,1
00000245--2c15eb5d45--19:467:1000558:536|576,00000245--2c15eb5d45--19,00000245,19,467,1242599038748,1000558,536|576,2,536|576,0,2,1000558:536;1000615:576,536,1000558,536,536,1,1000615,536|576,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,468,1242699090613,0.100051865,1000558,536|576,1
00000245--2c15eb5d45--19:468:1000568:537|538,00000245--2c15eb5d45--19,00000245,19,468,1242699090613,1000568,537|538,2,537|538,0,2,1000568:537;1000619:538,537,1000568,537,537,1,1000619,537|538,DISTANCE_DIAMETER,0.75,0,1,0,0,1,0,475,1243399287160,0.700196547,1000568,537|538,1
00000245--2c15eb5d45--19:469:1000558:536|576,00000245--2c15eb5d45--19,00000245,19,469,1242799811439,1000558,536|576,2,536|576,0,2,1000558:576;1000619:536|538,536,1000558,576,576,0,,536|576,DISTANCE_GROWTH,0.25,0,1,0,1,1,0,471,1242999026991,0.199215552,1000619,536|538|576,0
00000245--2c15eb5d45--19:469:1000603:579|583,00000245--2c15eb5d45--19,00000245,19,469,1242799811439,1000603,579|583,2,579|583,0,2,1000603:583;1000618:579|592,579,1000603,583,583,0,,579|583,DISTANCE_DIAMETER,0.25,0,1,0,1,1,0,477,1243600227554,0.800416115,1000603,579|583,1
00000245--2c15eb5d45--19:474:1000618:579|592,00000245--2c15eb5d45--19,00000245,19,474,1243298639201,1000618,579|592,2,579|592,0,2,1000618:592;1000625:579,592,1000618,592,592,1,1000625,579|592,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,479,1243799275028,0.500635827,1000618,579|592,1
00000245--2c15eb5d45--19:501:1000642:611|622,00000245--2c15eb5d45--19,00000245,19,501,1245999797696,1000642,611|622,2,611|622,0,2,1000642:611;1000663:622,611,1000642,611,611,1,1000663,611|622,LATERAL_GROWTH,0.03125,0,1,0,0,1,0,503,1246198777613,0.198979917,1000642,611|622,1
00000245--2c15eb5d45--21:10:1000013:14|22,00000245--2c15eb5d45--21,00000245,21,10,1316898985022,1000013,14|22,2,14|22,0,2,1000013:14;1000028:22,14,1000013,14,14,1,1000028,14|22,LATERAL_GROWTH,0.03125,0,1,0,0,1,0,13,1317199697913,0.300712891,1000013,14|22,1
00000245--2c15eb5d45--21:20:1000034:33|40,00000245--2c15eb5d45--21,00000245,21,20,1317898562897,1000034,33|40,2,33|40,0,2,1000034:33;1000045:40,33,1000034,33,33,1,1000045,33|40,LATERAL_DIAMETER,0.4375,0,1,0,0,1,0,24,1318299400957,0.40083806,1000034,33|40|46,1
00000245--2c15eb5d45--21:281:1000307:302|304,00000245--2c15eb5d45--21,00000245,21,281,1343999469303,1000307,302|304,2,302|304,0,2,1000307:304;1000314:302|309,302,1000307,304,304,0,,302|304,DISTANCE_DIAMETER,0.25,0,1,0,1,1,0,291,1344999426005,0.999956702,1000314,302|304,0
00000245--2c15eb5d45--21:286:1000296:291|292,00000245--2c15eb5d45--21,00000245,21,286,1344499343669,1000296,291|292,2,291|292,0,2,1000296:291;1000302:292|297,291,1000296,291,291,0,,291|292,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,290,1344899375266,0.400031597,1000296,291|292,1
00000245--2c15eb5d45--21:294:1000315:310|312,00000245--2c15eb5d45--21,00000245,21,294,1345298794142,1000315,310|312,2,310|312,0,2,1000315:312;1000332:310,312,1000315,312,312,1,1000332,310|312,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,297,1345599525947,0.300731805,1000315,310|312,1
00000245--2c15eb5d45--21:297:1000325:320|323,00000245--2c15eb5d45--21,00000245,21,297,1345599525947,1000325,320|323,2,320|323,0,2,1000325:322|323;1000334:320|327,323,1000325,322|323,323,0,,320|323,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,318,1347700480560,2.100954613,1000334,320|323,0
00000245--2c15eb5d45--21:300:1000337:329|331,00000245--2c15eb5d45--21,00000245,21,300,1345890412551,1000337,329|331,2,329|331,0,2,1000337:329;1000338:330|331,329,1000337,329,329,0,,329|331,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,304,1346298772142,0.408359591,1000337,329|331,1
00000245--2c15eb5d45--21:302:1000338:330|331,00000245--2c15eb5d45--21,00000245,21,302,1346100105038,1000338,330|331,2,330|331,0,2,1000338:331;1000342:330|334,330,1000338,331,331,0,,330|331,DISTANCE_DIAMETER,0.25,0,1,0,1,1,0,317,1347600476597,1.500371559,1000360,330|331,0
00000245--2c15eb5d45--21:303:1000315:310|312,00000245--2c15eb5d45--21,00000245,21,303,1346199125459,1000315,310|312,2,310|312,0,2,1000315:312;1000346:310,312,1000315,312,312,1,1000346,310|312,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,308,1346699215331,0.500089872,1000315,310|312,1
00000245--2c15eb5d45--21:307:1000330:324|326,00000245--2c15eb5d45--21,00000245,21,307,1346599479151,1000330,324|326,2,324|326,0,2,1000330:326|327;1000343:324|335,326,1000330,326|327,326,0,,324|326,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,322,1348099124976,1.499645825,1000343,324|326,0
00000245--2c15eb5d45--21:307:1000342:330|334,00000245--2c15eb5d45--21,00000245,21,307,1346599479151,1000342,330|334,2,330|334,0,2,1000342:330;1000348:334|338,334,1000342,330,330,0,,330|334,DISTANCE_DIAMETER,0.25,0,1,0,1,1,0,311,1346998969926,0.399490775,1000342,330|334,1
00000245--2c15eb5d45--21:311:1000348:334|338,00000245--2c15eb5d45--21,00000245,21,311,1346998969926,1000348,334|338,2,334|338,0,2,1000342:330|334;1000350:338|340,334,,,,0,,334|338,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,319,1347798942929,0.799973003,1000342,334|338,0
00000245--2c15eb5d45--21:312:1000337:329|331,00000245--2c15eb5d45--21,00000245,21,312,1347099028352,1000337,329|331,2,329|331,0,2,1000337:329;1000360:331,329,1000337,329,329,1,1000360,329|331,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,328,1348698987615,1.599959263,1000360,329|331,0
00000245--2c15eb5d45--21:317:1000340:332|341,00000245--2c15eb5d45--21,00000245,21,317,1347600476597,1000340,332|341,2,332|341,0,2,1000340:332;1000365:341,332,1000340,332,332,1,1000365,332|341,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,326,1348499548679,0.899072082,1000365,332|341,0
00000245--2c15eb5d45--21:318:1000350:338|340,00000245--2c15eb5d45--21,00000245,21,318,1347700480560,1000350,338|340,2,338|340,0,2,1000340:332|340;1000350:338,338,1000350,338,338,0,,338|340,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,333,1349190237079,1.489756519,1000340,338|340,0
00000245--2c15eb5d45--21:357:1000401:386|389,00000245--2c15eb5d45--21,00000245,21,357,1351599633983,1000401,386|389,2,386|389,0,2,1000401:386;1000426:389,386,1000401,386,386,1,1000426,386|389,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,361,1351999478069,0.399844086,1000401,386|389,1
00000245--2c15eb5d45--21:402:1000476:461|465,00000245--2c15eb5d45--21,00000245,21,402,1356099313944,1000476,461|465,2,461|465,0,2,1000476:465;1000487:461,465,1000476,465,465,1,1000487,461|465,LATERAL_DIAMETER,0.3125,0,1,0,0,1,0,407,1356599853318,0.500539374,1000476,461|465,1
00000245--2c15eb5d45--21:466:1000572:552|557,00000245--2c15eb5d45--21,00000245,21,466,1362499445268,1000572,552|557,2,552|557,0,2,1000572:552;1000594:557,552,1000572,552,552,1,1000594,552|557,LATERAL_GROWTH,0.09375,0,1,0,0,1,0,467,1362599762063,0.100316795,1000572,552|557,1
00000245--2c15eb5d45--21:553:1000701:666|668,00000245--2c15eb5d45--21,00000245,21,553,1371199433790,1000701,666|668,2,666|668,0,2,1000701:666;1000726:668,666,1000701,666,666,1,1000726,666|668,DISTANCE_DIAMETER,2.0,0,1,0,0,1,0,557,1371589560640,0.39012685,1000701,666|668,1
00000245--2c15eb5d45--21:558:1000721:685|688,00000245--2c15eb5d45--21,00000245,21,558,1371689620279,1000721,685|688,2,685|688,0,2,1000721:685;1000737:688,685,1000721,685,685,1,1000737,685|688,DISTANCE_DIAMETER,2.0,0,1,0,0,1,0,563,1372189162531,0.499542252,1000721,685|688,1
00000245--2c15eb5d45--32:201:1000058:56|59,00000245--2c15eb5d45--32,00000245,32,201,1996109691848,1000058,56|59,2,56|59,0,2,1000058:59;1000085:56,59,1000058,59,59,1,1000085,56|59,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,202,1996208896006,0.099204158,1000058,56|59,1
00000245--2c15eb5d45--32:293:1000176:167|172,00000245--2c15eb5d45--32,00000245,32,293,2005310802735,1000176,167|172,2,167|172,0,2,1000176:167;1000200:172,167,1000176,167,167,1,1000200,167|172,LATERAL_GROWTH,0.125,0,1,0,0,1,0,299,2005908834877,0.598032142,1000176,167|172,1
00000245--2c15eb5d45--7:87:1000179:171|173,00000245--2c15eb5d45--7,00000245,7,87,484658779260,1000179,171|173,2,171|173,0,2,1000179:173;1000185:171,173,1000179,173,173,1,1000185,171|173,DISTANCE_GROWTH,0.5,0,1,0,0,1,0,90,484958890624,0.300111364,1000179,171|173,1
00000245--2c15eb5d45--7:153:1000238:227|228,00000245--2c15eb5d45--7,00000245,7,153,491259420213,1000238,227|228,2,227|228,0,2,1000238:227;1000246:228|238,227,1000238,227,227,0,,227|228,DISTANCE_GROWTH,0.5,0,1,0,0,1,0,156,491559611083,0.30019087,1000238,227|228,1
00000245--2c15eb5d45--7:160:1000257:246|248,00000245--2c15eb5d45--7,00000245,7,160,491959106329,1000257,246|248,2,246|248,0,2,1000257:246;1000265:248,246,1000257,246,246,1,1000265,246|248,DISTANCE_DIAMETER,0.75,0,1,0,0,1,0,163,492259309630,0.300203301,1000257,246|248,1
00000245--2c15eb5d45--7:177:1000283:269|273,00000245--2c15eb5d45--7,00000245,7,177,493660524719,1000283,269|273,2,269|273,0,2,1000283:269;1000292:273,269,1000283,269,269,1,1000292,269|273,DISTANCE_GROWTH,1.25,0,1,0,0,1,0,184,494359412164,0.698887445,1000283,269|273|278,1
00000247--b657952782--0:7:1000014:15|25,00000247--b657952782--0,00000247,0,7,69792280128,1000014,15|25,2,15|25,0,2,1000014:15;1000036:25,15,1000014,15,15,1,1000036,15|25,LATERAL_DIAMETER,0.15625,0,1,0,0,1,0,12,70293347941,0.501067813,1000014,15|25,1
00000247--b657952782--0:29:1000055:52|57,00000247--b657952782--0,00000247,0,29,71992678308,1000055,52|57,2,52|57,0,2,1000055:52;1000061:57|58,52,1000055,52,52,0,,52|57,DISTANCE_GROWTH,0.75,0,1,0,0,1,0,45,73592762550,1.600084242,1000055,52|57|62,1
00000247--b657952782--0:49:1000090:86|89,00000247--b657952782--0,00000247,0,49,73992837480,1000090,86|89,2,86|89,0,2,1000090:86;1000101:89,86,1000090,86,86,1,1000101,86|89,LATERAL_DIAMETER,0.03125,0,1,0,0,1,0,54,74493498901,0.500661421,1000101,86|89,0
00000247--b657952782--0:118:1000175:157|162,00000247--b657952782--0,00000247,0,118,80893330932,1000175,157|162,2,157|162,0,2,1000175:157;1000206:162,157,1000175,157,157,1,1000206,157|162,LATERAL_GROWTH,0.125,0,1,0,0,1,0,120,81092957454,0.199626522,1000175,157|162,1
00000247--b657952782--0:123:1000170:152|167,00000247--b657952782--0,00000247,0,123,81392935187,1000170,152|167,2,152|167,0,2,1000170:152;1000211:167,152,1000170,152,152,1,1000211,152|167,LATERAL_GROWTH,0.1875,0,1,0,0,1,0,130,82093247571,0.700312384,1000170,152|167,1
00000247--b657952782--0:125:1000200:180|181,00000247--b657952782--0,00000247,0,125,81593312979,1000200,180|181,2,180|181,0,2,1000200:181;1000211:167|180,180,1000200,181,181,0,,180|181,LATERAL_GROWTH,0.03125,0,1,0,1,1,0,133,82393025010,0.799712031,1000200,180|181,1
00000247--b657952782--0:206:1000315:280|281,00000247--b657952782--0,00000247,0,206,89692976193,1000315,280|281,2,280|281,0,2,1000315:280;1000350:281,280,1000315,280,280,1,1000350,280|281,LATERAL_DIAMETER,0.15625,0,1,0,0,1,0,209,89992659795,0.299683602,1000315,280|281,1
00000247--b657952782--0:250:1000370:327|329,00000247--b657952782--0,00000247,0,250,94092618441,1000370,327|329,2,327|329,0,2,1000370:327;1000414:329,327,1000370,327,327,1,1000414,327|329,LATERAL_GROWTH,0.0625,0,1,0,0,1,0,254,94492877183,0.400258742,1000370,327|329,1
00000247--b657952782--0:275:1000407:360|384,00000247--b657952782--0,00000247,0,275,96582882725,1000407,360|384,2,360|384,0,2,1000407:360;1000452:384,360,1000407,360,360,1,1000452,360|384,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,277,96793006447,0.210123722,1000407,360|384,1
00000247--b657952782--0:311:1000471:417|423,00000247--b657952782--0,00000247,0,311,100182780319,1000471,417|423,2,417|423,0,2,1000471:417;1000484:423|430,417,1000471,417,417,0,,417|423,LATERAL_GROWTH,0.03125,0,1,0,0,1,0,318,100883287363,0.700507044,1000471,417|423,1
00000247--b657952782--0:339:1000504:449|455,00000247--b657952782--0,00000247,0,339,102982635628,1000504,449|455,2,449|455,0,2,1000504:449;1000528:455,449,1000504,449,449,1,1000528,449|455,LATERAL_DIAMETER,0.0625,0,1,0,0,1,0,344,103483280358,0.50064473,1000504,449|455,1
00000247--b657952782--0:342:1000512:456|461,00000247--b657952782--0,00000247,0,342,103283359511,1000512,456|461,2,456|461,0,2,1000512:456;1000537:461,456,1000512,456,456,1,1000537,456|461,DISTANCE_GROWTH,0.75,0,1,0,0,1,0,350,104083148620,0.799789109,1000512,456|461|475,1
00000247--b657952782--0:348:1000533:461|475,00000247--b657952782--0,00000247,0,348,103883427449,1000533,461|475,2,461|475,0,2,1000512:456|475;1000533:461,475,1000533,461,461,0,,461|475,LATERAL_GROWTH,0.03125,0,1,0,1,1,0,350,104083148620,0.199721171,1000512,456|461|475,0
00000247--b657952782--0:351:1000512:456|461|475,00000247--b657952782--0,00000247,0,351,104182800193,1000512,456|461|475,3,456|461|475,0,2,1000512:456|475;1000547:461,456,1000512,456|475,456,1,1000547,461|475,LATERAL_GROWTH,0.125,0,1,0,0,1,0,352,104282668567,0.099868374,1000512,456|461|475,1
00000247--b657952782--0:380:1000512:456|461,00000247--b657952782--0,00000247,0,380,107082980404,1000512,456|461,2,456|461,0,2,1000512:456;1000590:461,456,1000512,456,456,1,1000590,456|461,DISTANCE_DIAMETER,1.75,0,1,0,0,1,0,383,107382988576,0.300008172,1000586,456|461|524,0
00000247--b657952782--0:394:1000504:449|521,00000247--b657952782--0,00000247,0,394,108482853123,1000504,449|521,2,449|521,0,2,1000504:449;1000612:521,449,1000504,449,449,1,1000612,449|521,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,398,108882858807,0.400005684,1000504,449|521,1
00000247--b657952782--0:405:1000504:449|521,00000247--b657952782--0,00000247,0,405,109583205707,1000504,449|521,2,449|521,0,2,1000504:449;1000624:521,449,1000504,449,449,1,1000624,449|521,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,409,109982944838,0.399739131,1000504,449|521,1
00000247--b657952782--0:432:1000627:559|570,00000247--b657952782--0,00000247,0,432,112283289067,1000627,559|570,2,559|570,0,2,1000627:559;1000656:570,559,1000627,559,559,1,1000656,559|570,LATERAL_GROWTH,0.03125,0,1,0,0,1,0,433,112382571915,0.099282848,1000627,559|570,1
00000247--b657952782--0:464:1000681:609|617|618,00000247--b657952782--0,00000247,0,464,115483455255,1000681,609|617|618,3,609|617|618,0,2,1000681:609|617;1000698:618,609,1000681,609|617,609,1,1000698,609|618,LATERAL_GROWTH,0.3125,0,1,0,0,1,0,469,115982673740,0.499218485,1000681,609|617|618,1
00000247--b657952782--0:467:1000667:595|605,00000247--b657952782--0,00000247,0,467,115782711228,1000667,595|605,2,595|605,0,2,1000667:595;1000705:605,595,1000667,595,595,1,1000705,595|605,LATERAL_GROWTH,0.21875,0,1,0,0,1,0,470,116082777909,0.300066681,1000667,595|605,1
00000247--b657952782--0:476:1000667:595|605,00000247--b657952782--0,00000247,0,476,116683346106,1000667,595|605,2,595|605,0,2,1000667:595;1000719:605,595,1000667,595,595,1,1000719,595|605,LATERAL_DIAMETER,0.09375,0,1,0,0,1,0,480,117083333561,0.399987455,1000667,595|605,1
00000247--b657952782--0:485:1000629:561|642,00000247--b657952782--0,00000247,0,485,117583359423,1000629,561|642,2,561|642,0,2,1000629:561;1000732:642,561,1000629,561,561,1,1000732,561|642,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,490,118082853150,0.499493727,1000629,561|642,1
00000247--b657952782--0:485:1000667:595|605,00000247--b657952782--0,00000247,0,485,117583359423,1000667,595|605,2,595|605,0,2,1000667:595;1000731:605,595,1000667,595,595,1,1000731,595|605,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,491,118182804786,0.599445363,1000667,595|605,1
00000247--b657952782--0:497:1000627:559|570,00000247--b657952782--0,00000247,0,497,118782294924,1000627,559|570,2,559|570,0,2,1000627:570|642;1000644:559|575,570,1000627,570|642,570,0,,559|570,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,499,118982875855,0.200580931,1000627,559|570,1
00000247--b657952782--0:533:1000768:685|699,00000247--b657952782--0,00000247,0,533,122382806003,1000768,685|699,2,685|699,0,2,1000768:685;1000799:699,685,1000768,685,685,1,1000799,685|699,LATERAL_GROWTH,0.1875,0,1,0,0,1,0,539,122984765638,0.601959635,1000768,685|699,1
00000247--b657952782--0:543:1000796:710|722,00000247--b657952782--0,00000247,0,543,123382372476,1000796,710|722,2,710|722,0,2,1000796:722;1000814:710|727,710,1000796,722,722,0,,710|722,DISTANCE_DIAMETER,0.25,0,1,0,1,1,0,556,124782934460,1.400561984,1000796,710|722|727,1
00000247--b657952782--0:544:1000814:710|727,00000247--b657952782--0,00000247,0,544,123483333744,1000814,710|727,2,710|727,0,2,1000796:722|727;1000814:710|728,727,1000814,710|728,710,0,,710|727,DISTANCE_DIAMETER,0.25,0,1,0,1,1,0,556,124782934460,1.299600716,1000796,710|722|727,0
00000247--b657952782--0:544:1000815:728|729,00000247--b657952782--0,00000247,0,544,123483333744,1000815,728|729,2,728|729,0,2,1000814:710|728;1000815:729,728,1000815,729,729,0,,728|729,DISTANCE_GROWTH,0.25,0,1,0,1,1,0,547,123883081535,0.399747791,1000815,728|729,1
00000247--b657952782--0:545:1000765:682|715,00000247--b657952782--0,00000247,0,545,123683379121,1000765,682|715,2,682|715,0,2,1000765:682;1000826:715,682,1000765,682,682,1,1000826,682|715,OTHER_IMMATURE_PAIR,,0,1,0,0,1,0,547,123883081535,0.199702414,1000765,682|715,1
00000247--b657952782--0:545:1000768:685|699,00000247--b657952782--0,00000247,0,545,123683379121,1000768,685|699,2,685|699,0,2,1000768:685;1000824:699,685,1000768,685,685,1,1000824,685|699,OTHER_IMMATURE_PAIR,,0,1,0,0,1,0,547,123883081535,0.199702414,1000768,685|699,1
00000247--b657952782--0:545:1000785:694|707,00000247--b657952782--0,00000247,0,545,123683379121,1000785,694|707,2,694|707,0,2,1000785:707;1000823:694,707,1000785,707,707,1,1000823,694|707,OTHER_IMMATURE_PAIR,,0,1,0,0,1,0,547,123883081535,0.199702414,1000785,694|707,1
00000247--b657952782--0:545:1000796:722|727,00000247--b657952782--0,00000247,0,545,123683379121,1000796,722|727,2,722|727,0,2,1000796:722;1000828:727,722,1000796,722,722,1,1000828,722|727,OTHER_IMMATURE_PAIR,,0,1,0,0,1,0,547,123883081535,0.199702414,1000796,722|727|736|737,1
00000247--b657952782--0:545:1000814:710|728,00000247--b657952782--0,00000247,0,545,123683379121,1000814,710|728,2,710|728,0,2,1000814:710;1000829:728,710,1000814,710,710,1,1000829,710|728,OTHER_IMMATURE_PAIR,,0,1,0,0,1,0,548,123982762927,0.299383806,1000815,710|728|729,0
00000247--b657952782--0:569:1000847:748|757,00000247--b657952782--0,00000247,0,569,126084560113,1000847,748|757,2,748|757,0,2,1000847:757;1000854:748|755|762,748,1000847,757,757,0,,748|757,LATERAL_GROWTH,0.09375,0,1,0,1,1,0,583,127482847157,1.398287044,1000847,748|757,1
