event_id,key,route,segment,split_scan,split_ns,parent_pid,parent_members,parent_member_count,observed_parent_members,raw_dropout_count,child_count,children,parent_representative,owner_child_pid,owner_child_members,owner_child_representative,new_pid_births,new_pids,failure_edge,failure_reason,failure_excess,publication_gap,new_public_point,alias_change,representative_change,external_visible,internal_only,rejoin_scan,rejoin_ns,rejoin_latency_s,rejoin_pid,rejoin_members,rejoin_to_parent_pid
0000025c--0795289e2c--2:168:1000216:198|205,0000025c--0795289e2c--2,0000025c,2,168,190764797142,1000216,198|205,2,198|205,0,2,1000216:205;1000226:198,205,1000216,205,205,1,1000226,198|205,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,171,191065770465,0.300973323,1000216,198|205,1
0000025c--0795289e2c--2:172:1000216:198|205,0000025c--0795289e2c--2,0000025c,2,172,191165658699,1000216,198|205,2,198|205,0,2,1000216:205;1000237:198,205,1000216,205,205,1,1000237,198|205,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,181,192065344610,0.899685911,1000216,198|205,1
0000025c--0795289e2c--2:189:1000216:198|205,0000025c--0795289e2c--2,0000025c,2,189,192864759876,1000216,198|205,2,198|205,0,2,1000216:205;1000256:198,205,1000216,205,205,1,1000256,198|205,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,192,193165381631,0.300621755,1000216,198|205,1
0000025c--0795289e2c--2:309:1000382:355|373,0000025c--0795289e2c--2,0000025c,2,309,204855017478,1000382,355|373,2,355|373,0,2,1000382:355;1000406:373|377,373,1000382,355,355,0,,355|373,DISTANCE_DIAMETER,1.0,0,1,0,1,1,0,321,206055345879,1.200328401,1000382,355|373,1
0000025c--0795289e2c--2:357:1000459:420|428,0000025c--0795289e2c--2,0000025c,2,357,209654631085,1000459,420|428,2,420|428,0,2,1000459:420;1000481:428,420,1000459,420,420,1,1000481,420|428,DISTANCE_DIAMETER,0.75,0,1,0,0,1,0,376,211555822605,1.90119152,1000459,420|428,1
0000025c--0795289e2c--2:366:1000479:445|457,0000025c--0795289e2c--2,0000025c,2,366,210554905127,1000479,445|457,2,445|457,0,2,1000479:457;1000501:445,457,1000479,457,457,1,1000501,445|457,DISTANCE_DIAMETER,1.0,0,1,0,0,1,0,377,211655240279,1.100335152,1000479,445|457,1
0000025c--0795289e2c--2:380:1000459:420|428,0000025c--0795289e2c--2,0000025c,2,380,211955547264,1000459,420|428,2,420|428,0,2,1000459:428;1000525:420,428,1000459,428,428,1,1000525,420|428,LATERAL_DIAMETER,0.03125,0,1,0,0,1,0,383,212255227232,0.299679968,1000459,420|428,1
0000025c--0795289e2c--2:425:1000595:547|552,0000025c--0795289e2c--2,0000025c,2,425,216455131423,1000595,547|552,2,547|552,0,2,1000595:552;1000615:547,552,1000595,552,552,1,1000615,547|552,DISTANCE_DIAMETER,1.0,0,1,0,0,1,0,429,216854416858,0.399285435,1000595,547|552,1
0000025c--0795289e2c--2:428:1000612:563|564,0000025c--0795289e2c--2,0000025c,2,428,216755332372,1000612,563|564,2,563|564,0,2,1000612:563;1000616:564|565,563,1000612,563,563,0,,563|564,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,438,217756291464,1.000959092,1000612,563|564,1
0000025c--0795289e2c--2:440:1000622:570|571,0000025c--0795289e2c--2,0000025c,2,440,217955700809,1000622,570|571,2,570|571,0,2,1000622:570;1000644:571,570,1000622,570,570,1,1000644,570|571,DISTANCE_DIAMETER,0.75,0,1,0,0,1,0,444,218354878917,0.399178108,1000622,570|571,1
0000025c--0795289e2c--2:450:1000633:526|549,0000025c--0795289e2c--2,0000025c,2,450,218955096026,1000633,526|549,2,526|549,0,2,1000633:526;1000664:549,526,1000633,526,526,1,1000664,526|549,DISTANCE_DIAMETER,0.5,0,1,0,0,1,0,456,219555131822,0.600035796,1000574,526|549,0
0000025c--0795289e2c--3:73:1000116:112|113,0000025c--0795289e2c--3,0000025c,3,73,241255125959,1000116,112|113,2,112|113,0,2,1000116:112;1000147:113,112,1000116,112,112,1,1000147,112|113,DISTANCE_DIAMETER,0.75,0,1,0,0,1,0,82,242155604092,0.900478133,1000116,112|113,1
0000025c--0795289e2c--3:573:1000757:736|745,0000025c--0795289e2c--3,0000025c,3,573,291235374341,1000757,736|745,2,736|745,0,2,1000757:736;1000777:745,736,1000757,736,736,1,1000777,736|745,DISTANCE_DIAMETER,2.0,0,1,0,0,1,0,576,291534645696,0.299271355,1000757,736|745,1
0000025c--0795289e2c--3:573:1000762:741|747,0000025c--0795289e2c--3,0000025c,3,573,291235374341,1000762,741|747,2,741|747,0,2,1000762:741;1000778:747,741,1000762,741,741,1,1000778,741|747,DISTANCE_DIAMETER,2.0,0,1,0,0,1,0,576,291534645696,0.299271355,1000762,741|747,1
0000025c--0795289e2c--3:582:1000763:742|750,0000025c--0795289e2c--3,0000025c,3,582,292134889114,1000763,742|750,2,742|750,0,2,1000763:750;1000787:742,750,1000763,750,750,1,1000787,742|750,DISTANCE_DIAMETER,1.75,0,1,0,0,1,0,585,292436345680,0.301456566,1000763,742|750,1
0000025c--0795289e2c--4:18:1000032:33|39,0000025c--0795289e2c--4,0000025c,4,18,295734522535,1000032,33|39,2,33|39,0,2,1000032:33;1000047:39,33,1000032,33,33,1,1000047,33|39,LATERAL_GROWTH,0.03125,0,1,0,0,1,0,20,295935501817,0.200979282,1000032,33|39,1
0000025c--0795289e2c--4:98:1000111:105|117,0000025c--0795289e2c--4,0000025c,4,98,303735563006,1000111,105|117,2,105|117,0,2,1000111:105;1000129:117|123,105,1000111,105,105,0,,105|117,DISTANCE_DIAMETER,2.0,0,1,0,0,1,0,107,304635323580,0.899760574,1000111,105|117,1
0000025c--0795289e2c--4:323:1000326:315|325,0000025c--0795289e2c--4,0000025c,4,323,326224778148,1000326,315|325,2,315|325,0,2,1000326:325;1000340:315,325,1000326,325,325,1,1000340,315|325,DISTANCE_DIAMETER,2.0,0,1,0,0,1,0,326,326527631303,0.302853155,1000326,315|325,1
0000025c--0795289e2c--4:412:1000438:422|425,0000025c--0795289e2c--4,0000025c,4,412,335125324449,1000438,422|425,2,422|425,0,2,1000438:425;1000443:422|427,422,1000438,425,425,0,,422|425,DISTANCE_DIAMETER,0.75,0,1,0,1,1,0,416,335525334856,0.400010407,1000438,422|425,1
0000025c--0795289e2c--7:128:1000141:142|152,0000025c--0795289e2c--7,0000025c,7,128,486691059696,1000141,142|152,2,142|152,0,2,1000141:142;1000166:152,142,1000141,142,142,1,1000166,142|152,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,131,486989839308,0.298779612,1000141,142|152,1
0000025c--0795289e2c--8:358:1000341:336|340,0000025c--0795289e2c--8,0000025c,8,358,569670371420,1000341,336|340,2,336|340,0,2,1000341:336;1000351:340,336,1000341,336,336,1,1000351,336|340,DISTANCE_DIAMETER,0.75,0,1,0,0,1,0,362,570070158724,0.399787304,1000341,336|340,1
0000025c--0795289e2c--8:383:1000362:355|361,0000025c--0795289e2c--8,0000025c,8,383,572170892144,1000362,355|361,2,355|361,0,2,1000362:355;1000384:361,355,1000362,355,355,1,1000384,355|361,LATERAL_GROWTH,0.03125,0,1,0,0,1,0,384,572270706619,0.099814475,1000362,355|361,1
0000025d--70dff69b9d--0:189:1000221:222|234,0000025d--70dff69b9d--0,0000025d,0,189,88442554092,1000221,222|234,2,222|234,0,2,1000221:222;1000244:234,222,1000221,222,222,1,1000244,222|234,LATERAL_DIAMETER,0.0625,0,1,0,0,1,0,193,88842352230,0.399798138,1000221,222|234,1
0000025d--70dff69b9d--0:206:1000220:229|251,0000025d--70dff69b9d--0,0000025d,0,206,90141883847,1000220,229|251,2,229|251,0,2,1000220:229;1000281:251,229,1000220,229,229,1,1000281,229|251,LATERAL_GROWTH,0.03125,0,1,0,0,1,0,207,90242335874,0.100452027,1000220,229|251,1
0000025d--70dff69b9d--0:208:1000220:229|251,0000025d--70dff69b9d--0,0000025d,0,208,90342762013,1000220,229|251,2,229|251,0,2,1000220:251;1000284:229,251,1000220,251,251,1,1000284,229|251,LATERAL_GROWTH,0.15625,0,1,0,0,1,0,211,90642591868,0.299829855,1000220,229|251,1
0000025d--70dff69b9d--0:208:1000252:250|252,0000025d--70dff69b9d--0,0000025d,0,208,90342762013,1000252,250|252,2,250|252,0,2,1000252:250;1000285:252,250,1000252,250,250,1,1000285,250|252,LATERAL_DIAMETER,0.625,0,1,0,0,1,0,211,90642591868,0.299829855,1000252,250|252,1
0000025d--70dff69b9d--0:212:1000220:229|251,0000025d--70dff69b9d--0,0000025d,0,212,90741892524,1000220,229|251,2,229|251,0,2,1000220:251;1000290:229,251,1000220,251,251,1,1000290,229|251,LATERAL_GROWTH,0.15625,0,1,0,0,1,0,214,90941782970,0.199890446,1000220,229|251,1
0000025d--70dff69b9d--0:221:1000209:210|278,0000025d--70dff69b9d--0,0000025d,0,221,91642799402,1000209,210|278,2,210|278,0,2,1000209:278;1000305:210,278,1000209,278,278,1,1000305,210|278,LATERAL_GROWTH,0.28125,0,1,0,0,1,0,226,92144923709,0.502124307,1000209,210|278,1
0000025d--70dff69b9d--0:388:1000442:426|447,0000025d--70dff69b9d--0,0000025d,0,388,108351896876,1000442,426|447,2,426|447,0,2,1000442:426;1000466:447,426,1000442,426,426,1,1000466,426|447,LATERAL_GROWTH,0.09375,0,1,0,0,1,0,391,108652771806,0.30087493,1000442,426|447,1
0000025d--70dff69b9d--0:606:1000697:677|681,0000025d--70dff69b9d--0,0000025d,0,606,130152069277,1000697,677|681,2,677|681,0,2,1000697:677;1000709:681,677,1000697,677,677,1,1000709,677|681,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,612,130752023510,0.599954233,1000697,677|681,1
0000025d--70dff69b9d--1:8:1000004:5|20,0000025d--70dff69b9d--1,0000025d,1,8,132452147122,1000004,5|20,2,5|20,0,2,1000004:20;1000012:5|13,20,1000004,20,20,0,,5|20,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,18,133452016778,0.999869656,1000004,5|20,1
0000025d--70dff69b9d--1:16:1000012:5|13,0000025d--70dff69b9d--1,0000025d,1,16,133252500879,1000012,5|13,2,5|13,0,2,1000012:5;1000043:13,5,1000012,5,5,1,1000043,5|13,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,22,133852305165,0.599804286,1000043,5|13,0
0000025d--70dff69b9d--1:171:1000116:113|114,0000025d--70dff69b9d--1,0000025d,1,171,148692332973,1000116,113|114,2,113|114,0,2,1000116:114;1000141:113,114,1000116,114,114,1,1000141,113|114,DISTANCE_DIAMETER,1.0,0,1,0,0,1,0,186,150162356130,1.470023157,1000141,113|114,0
0000025d--70dff69b9d--10:103:1000077:76|78,0000025d--70dff69b9d--10,0000025d,10,103,681942223134,1000077,76|78,2,76|78,0,2,1000077:76;1000145:78,76,1000077,76,76,1,1000145,76|78,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,104,682042315395,0.100092261,1000077,76|78,1
0000025d--70dff69b9d--10:130:1000171:161|164,0000025d--70dff69b9d--10,0000025d,10,130,684642533519,1000171,161|164,2,161|164,0,2,1000171:161;1000177:164,161,1000171,161,161,1,1000177,161|164,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,146,686241808024,1.599274505,1000171,161|164|183,1
0000025d--70dff69b9d--15:7:1000009:10|35,0000025d--70dff69b9d--15,0000025d,15,7,972347554501,1000009,10|35,2,10|35,0,2,1000009:10;1000039:35,10,1000009,10,10,1,1000039,10|35,LATERAL_GROWTH,0.0625,0,1,0,0,1,0,13,972947288886,0.599734385,1000009,10|35,1
0000025d--70dff69b9d--15:13:1000000:1|40,0000025d--70dff69b9d--15,0000025d,15,13,972947288886,1000000,1|40,2,1|40,0,2,1000000:1;1000048:40,1,1000000,1,1,1,1000048,1|40,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,16,973247476942,0.300188056,1000000,1|40,1
0000025d--70dff69b9d--15:14:1000005:6|24,0000025d--70dff69b9d--15,0000025d,15,14,973047256350,1000005,6|24,2,6|24,0,2,1000005:24;1000051:6,24,1000005,24,24,1,1000051,6|24,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,18,973448092137,0.400835787,1000005,6|24,1
0000025d--70dff69b9d--15:16:1000009:10|35,0000025d--70dff69b9d--15,0000025d,15,16,973247476942,1000009,10|35,2,10|35,0,2,1000009:10;1000052:35,10,1000009,10,10,1,1000052,10|35,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,19,973547882549,0.300405607,1000009,10|35,1
0000025d--70dff69b9d--15:230:1000214:205|215,0000025d--70dff69b9d--15,0000025d,15,230,994637489859,1000214,205|215,2,205|215,0,2,1000214:205;1000254:215,205,1000214,205,205,1,1000254,205|215,LATERAL_GROWTH,0.0625,0,1,0,0,1,0,240,995637715590,1.000225731,1000214,205|215,1
0000025d--70dff69b9d--18:62:1000075:74|82,0000025d--70dff69b9d--18,0000025d,18,62,1157908081113,1000075,74|82,2,74|82,0,2,1000075:74;1000089:82,74,1000075,74,74,1,1000089,74|82,LATERAL_GROWTH,0.09375,0,1,0,0,1,0,69,1158607742594,0.699661481,1000075,74|82,1
0000025d--70dff69b9d--18:123:1000072:71|139,0000025d--70dff69b9d--18,0000025d,18,123,1164017769298,1000072,71|139,2,71|139,0,2,1000072:71;1000148:139,71,1000072,71,71,1,1000148,71|139,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,126,1164317654773,0.299885475,1000072,71|139,1
0000025d--70dff69b9d--18:147:1000092:89|92,0000025d--70dff69b9d--18,0000025d,18,147,1166417496418,1000092,89|92,2,89|92,0,2,1000092:89;1000171:92,89,1000092,89,89,1,1000171,89|92,LATERAL_GROWTH,0.03125,0,1,0,0,1,0,152,1166919852314,0.502355896,1000092,89|92,1
0000025d--70dff69b9d--18:191:1000012:13|189,0000025d--70dff69b9d--18,0000025d,18,191,1170817036162,1000012,13|189,2,13|189,0,2,1000012:13;1000197:165|189,13,1000012,13,13,0,,13|189,LATERAL_DIAMETER,0.25,0,1,0,0,1,0,198,1171517539042,0.70050288,1000012,13|189,1
0000025d--70dff69b9d--18:194:1000197:165|189,0000025d--70dff69b9d--18,0000025d,18,194,1171117264378,1000197,165|189,2,165|189,0,2,1000197:165;1000216:189,165,1000197,165,165,1,1000216,165|189,LATERAL_DIAMETER,0.4375,0,1,0,0,1,0,201,1171817711403,0.700447025,1000197,165|189,1
0000025d--70dff69b9d--18:233:1000011:12|229,0000025d--70dff69b9d--18,0000025d,18,233,1175017487113,1000011,12|229,2,12|229,0,2,1000011:12;1000259:229,12,1000011,12,12,1,1000259,12|229,LATERAL_GROWTH,0.0625,0,1,0,0,1,0,234,1175119620521,0.102133408,1000011,12|229,1
0000025d--70dff69b9d--18:271:1000276:260|267,0000025d--70dff69b9d--18,0000025d,18,271,1178816920571,1000276,260|267,2,260|267,0,2,1000276:260;1000286:267,260,1000276,260,260,1,1000286,260|267,LATERAL_GROWTH,0.0625,0,1,0,0,1,0,273,1179017821734,0.200901163,1000276,260|267,1
0000025d--70dff69b9d--18:275:1000276:260|267,0000025d--70dff69b9d--18,0000025d,18,275,1179217008247,1000276,260|267,2,260|267,0,2,1000276:260;1000288:267,260,1000276,260,260,1,1000288,260|267,LATERAL_DIAMETER,0.03125,0,1,0,0,1,0,294,1181117528696,1.900520449,1000288,260|267|273,0
0000025d--70dff69b9d--18:305:1000288:260|267|273,0000025d--70dff69b9d--18,0000025d,18,305,1182207721406,1000288,260|267|273,3,260|267|273,0,2,1000288:267|273;1000311:260,267,1000288,267|273,267,1,1000311,260|267,LATERAL_DIAMETER,0.28125,0,1,0,0,1,0,316,1183308046136,1.10032473,1000288,260|267|273,1
0000025d--70dff69b9d--18:342:1000181:150|243,0000025d--70dff69b9d--18,0000025d,18,342,1185917223265,1000181,150|243,2,150|243,0,2,1000181:150;1000335:243,150,1000181,150,150,1,1000335,150|243,LATERAL_GROWTH,0.25,0,1,0,0,1,0,344,1186117989805,0.20076654,1000181,150|243,1
0000025d--70dff69b9d--18:505:1000454:426|427,0000025d--70dff69b9d--18,0000025d,18,505,1202207836646,1000454,426|427,2,426|427,0,2,1000454:427;1000461:426|433,426,1000454,427,427,0,,426|427,LATERAL_GROWTH,0.34375,0,1,0,1,1,0,517,1203417672556,1.20983591,1000454,426|427,1
0000025d--70dff69b9d--19:13:1000023:24|31,0000025d--70dff69b9d--19,0000025d,19,13,1213017053539,1000023,24|31,2,24|31,0,2,1000023:24;1000034:31,24,1000023,24,24,1,1000034,24|31,DISTANCE_DIAMETER,1.0,0,1,0,0,1,0,20,1213717219523,0.700165984,1000023,24|31,1
0000025d--70dff69b9d--19:33:1000007:8|45,0000025d--70dff69b9d--19,0000025d,19,33,1215017621470,1000007,8|45,2,8|45,0,2,1000007:8;1000051:45,8,1000007,8,8,1,1000051,8|45,LATERAL_DIAMETER,0.09375,0,1,0,0,1,0,37,1215416980744,0.399359274,1000007,8|45,1
0000025d--70dff69b9d--19:69:1000078:74|81|83,0000025d--70dff69b9d--19,0000025d,19,69,1218617544404,1000078,74|81|83,3,74|81|83,0,2,1000078:74|83;1000099:81,81,1000078,74|83,74,1,1000099,81|83,DISTANCE_DIAMETER,0.25,0,1,0,1,1,0,73,1219019306735,0.401762331,1000078,74|81|83,1
0000025d--70dff69b9d--19:89:1000078:74|83,0000025d--70dff69b9d--19,0000025d,19,89,1220618625929,1000078,74|83,2,74|83,0,2,1000078:74;1000122:83,74,1000078,74,74,1,1000122,74|83,DISTANCE_GROWTH,0.75,0,1,0,0,1,0,106,1222317880801,1.699254872,1000122,74|83,0
0000025d--70dff69b9d--19:156:1000141:133|150,0000025d--70dff69b9d--19,0000025d,19,156,1227317287000,1000141,133|150,2,133|150,0,2,1000141:133;1000159:150,133,1000141,133,133,1,1000159,133|150,DISTANCE_GROWTH,0.75,0,1,0,0,1,0,163,1228017383114,0.700096114,1000141,133|150,1
0000025d--70dff69b9d--19:209:1000184:174|178,0000025d--70dff69b9d--19,0000025d,19,209,1232617903591,1000184,174|178,2,174|178,0,2,1000184:174;1000189:178,174,1000184,174,174,1,1000189,174|178,LATERAL_GROWTH,0.0625,0,1,0,0,1,0,231,1234818246632,2.200343041,1000184,174|178,1
0000025d--70dff69b9d--19:295:1000224:212|215,0000025d--70dff69b9d--19,0000025d,19,295,1241217460010,1000224,212|215,2,212|215,0,2,1000224:212;1000241:215,212,1000224,212,212,1,1000241,212|215,LATERAL_GROWTH,0.1875,0,1,0,0,1,0,296,1241317421730,0.09996172,1000224,212|215,1
0000025d--70dff69b9d--19:298:1000224:212|215,0000025d--70dff69b9d--19,0000025d,19,298,1241517710461,1000224,212|215,2,212|215,0,2,1000224:212;1000244:215,212,1000224,212,212,1,1000244,212|215,LATERAL_GROWTH,0.0625,0,1,0,0,1,0,299,1241617613261,0.0999028,1000224,212|215,1
0000025d--70dff69b9d--19:302:1000224:212|215,0000025d--70dff69b9d--19,0000025d,19,302,1241917441442,1000224,212|215,2,212|215,0,2,1000224:212;1000247:215,212,1000224,212,212,1,1000247,212|215,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,305,1242216926121,0.299484679,1000224,212|215,1
0000025d--70dff69b9d--19:456:1000317:301|305,0000025d--70dff69b9d--19,0000025d,19,456,1257328218366,1000317,301|305,2,301|305,0,2,1000317:301;1000324:305|308,301,1000317,301,301,0,,301|305,LATERAL_DIAMETER,0.125,0,1,0,0,1,0,463,1258027827789,0.699609423,1000324,301|305|308,0
0000025d--70dff69b9d--2:10:1000010:11|12,0000025d--70dff69b9d--2,0000025d,2,10,192402861887,1000010,11|12,2,11|12,0,2,1000010:11;1000020:12,11,1000010,11,11,1,1000020,11|12,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,14,192803004997,0.40014311,1000010,11|12,1
0000025d--70dff69b9d--2:36:1000040:38|39,0000025d--70dff69b9d--2,0000025d,2,36,195002059024,1000040,38|39,2,38|39,0,2,1000040:39;1000051:38,39,1000040,39,39,1,1000051,38|39,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,49,196302826165,1.300767141,1000051,38|39,0
0000025d--70dff69b9d--2:390:1000333:321|322,0000025d--70dff69b9d--2,0000025d,2,390,230472300985,1000333,321|322,2,321|322,0,2,1000333:321;1000345:322,321,1000333,321,321,1,1000345,321|322,DISTANCE_DIAMETER,0.5,0,1,0,0,1,0,400,231492583948,1.020282963,1000345,321|322,0
0000025d--70dff69b9d--2:500:1000405:405|423,0000025d--70dff69b9d--2,0000025d,2,500,241602286795,1000405,405|423,2,405|423,0,2,1000405:405;1000442:423,405,1000405,405,405,1,1000442,405|423,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,501,241702018958,0.099732163,1000405,405|423,1
0000025d--70dff69b9d--20:41:1000027:27|29,0000025d--70dff69b9d--20,0000025d,20,41,1275836983517,1000027,27|29,2,27|29,0,2,1000027:27;1000030:29|30,29,1000027,27,27,0,,27|29,DISTANCE_GROWTH,0.5,0,1,0,1,1,0,51,1276837768215,1.000784698,1000027,27|29,1
0000025d--70dff69b9d--20:238:1000159:150|151,0000025d--70dff69b9d--20,0000025d,20,238,1295537118566,1000159,150|151,2,150|151,0,2,1000159:150;1000164:151,150,1000159,150,150,1,1000164,150|151,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,244,1296137395208,0.600276642,1000159,150|151,1
0000025d--70dff69b9d--20:255:1000159:150|151,0000025d--70dff69b9d--20,0000025d,20,255,1297236921276,1000159,150|151,2,150|151,0,2,1000159:150;1000170:151,150,1000159,150,150,1,1000170,150|151,LATERAL_GROWTH,0.21875,0,1,0,0,1,0,259,1297637463526,0.40054225,1000159,150|151,1
0000025d--70dff69b9d--20:260:1000159:150|151,0000025d--70dff69b9d--20,0000025d,20,260,1297737422261,1000159,150|151,2,150|151,0,2,1000159:150;1000174:151,150,1000159,150,150,1,1000174,150|151,LATERAL_GROWTH,0.03125,0,1,0,0,1,0,261,1297837370044,0.099947783,1000159,150|151,1
0000025d--70dff69b9d--22:519:1000255:254|256,0000025d--70dff69b9d--22,0000025d,22,519,1443567373662,1000255,254|256,2,254|256,0,2,1000255:254;1000299:256,254,1000255,254,254,1,1000299,254|256,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,522,1443867076964,0.299703302,1000255,254|256,1
0000025d--70dff69b9d--22:519:1000284:283|285,0000025d--70dff69b9d--22,0000025d,22,519,1443567373662,1000284,283|285,2,283|285,0,2,1000284:283;1000300:285,283,1000284,283,283,1,1000300,283|285,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,522,1443867076964,0.299703302,1000284,283|285,1
0000025d--70dff69b9d--22:534:1000284:283|285,0000025d--70dff69b9d--22,0000025d,22,534,1445068050153,1000284,283|285,2,283|285,0,2,1000284:283;1000319:285,283,1000284,283,283,1,1000319,283|285,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,537,1445366999920,0.298949767,1000284,283|285,1
0000025d--70dff69b9d--22:538:1000283:282|302,0000025d--70dff69b9d--22,0000025d,22,538,1445467342363,1000283,282|302,2,282|302,0,2,1000283:282;1000322:302,282,1000283,282,282,1,1000322,282|302,DISTANCE_GROWTH,0.25,0,1,0,0,1,0,539,1445567253745,0.099911382,1000283,282|302,1
0000025d--70dff69b9d--22:540:1000284:283|285,0000025d--70dff69b9d--22,0000025d,22,540,1445668378659,1000284,283|285,2,283|285,0,2,1000284:283;1000325:285,283,1000284,283,283,1,1000325,283|285,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,546,1446267814931,0.599436272,1000284,283|285,1
0000025d--70dff69b9d--22:548:1000284:283|285,0000025d--70dff69b9d--22,0000025d,22,548,1446467290952,1000284,283|285,2,283|285,0,2,1000284:283;1000330:285,283,1000284,283,283,1,1000330,283|285,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,557,1447368417808,0.901126856,1000284,283|285,1
0000025d--70dff69b9d--22:555:1000283:282|302,0000025d--70dff69b9d--22,0000025d,22,555,1447167752243,1000283,282|302,2,282|302,0,2,1000283:282;1000340:302,282,1000283,282,282,1,1000340,282|302,LATERAL_GROWTH,0.03125,0,1,0,0,1,0,558,1447467454798,0.299702555,1000283,282|302,1
0000025d--70dff69b9d--22:558:1000284:283|285,0000025d--70dff69b9d--22,0000025d,22,558,1447467454798,1000284,283|285,2,283|285,0,2,1000284:283;1000342:285,283,1000284,283,283,1,1000342,283|285,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,563,1447967341002,0.499886204,1000284,283|285,1
0000025d--70dff69b9d--22:565:1000284:283|285,0000025d--70dff69b9d--22,0000025d,22,565,1448167713764,1000284,283|285,2,283|285,0,2,1000284:283;1000347:285,283,1000284,283,283,1,1000347,283|285,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,569,1448567924647,0.400210883,1000284,283|285,1
0000025d--70dff69b9d--22:573:1000284:283|285,0000025d--70dff69b9d--22,0000025d,22,573,1448968735501,1000284,283|285,2,283|285,0,2,1000284:283;1000354:285,283,1000284,283,283,1,1000354,283|285,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,576,1449267736251,0.29900075,1000284,283|285,1
0000025d--70dff69b9d--22:585:1000359:348|349,0000025d--70dff69b9d--22,0000025d,22,585,1450177225794,1000359,348|349,2,348|349,0,2,1000359:348;1000373:349,348,1000359,348,348,1,1000373,348|349,DISTANCE_GROWTH,0.75,0,1,0,0,1,0,589,1450569046821,0.391821027,1000359,348|349,1
0000025d--70dff69b9d--23:13:1000005:6|10|35,0000025d--70dff69b9d--23,0000025d,23,13,1452977557663,1000005,6|10|35,3,6|10|35,0,2,1000005:6|35;1000047:10,10,1000005,6|35,35,1,1000047,6|10,DISTANCE_DIAMETER,0.25,0,1,0,1,1,0,29,1454577474558,1.599916895,1000005,6|10|35,1
0000025d--70dff69b9d--23:30:1000005:6|10|35,0000025d--70dff69b9d--23,0000025d,23,30,1454677429279,1000005,6|10|35,3,6|10|35,0,2,1000005:6|35;1000069:10,35,1000005,6|35,6,1,1000069,10|35,LATERAL_GROWTH,0.34375,0,1,0,1,1,0,54,1457078718956,2.401289677,1000005,6|10|35,1
0000025d--70dff69b9d--23:55:1000005:6|10|35,0000025d--70dff69b9d--23,0000025d,23,55,1457178337881,1000005,6|10|35,3,6|10|35,0,2,1000005:6|35;1000104:10,35,1000005,6|35,35,1,1000104,6|10,DISTANCE_DIAMETER,0.25,0,1,0,0,1,0,69,1458577799776,1.399461895,1000104,6|10|35,0
0000025d--70dff69b9d--23:65:1000005:6|35,0000025d--70dff69b9d--23,0000025d,23,65,1458177370598,1000005,6|35,2,6|35,0,2,1000005:6;1000104:10|35,35,1000005,6,6,0,,6|35,LATERAL_GROWTH,0.1875,0,1,0,1,1,0,69,1458577799776,0.400429178,1000104,6|10|35,0
0000025d--70dff69b9d--23:74:1000114:6|110,0000025d--70dff69b9d--23,0000025d,23,74,1459087921481,1000114,6|110,2,6|110,0,2,1000114:6;1000126:110,6,1000114,6,6,1,1000126,6|110,LATERAL_DIAMETER,0.21875,0,1,0,0,1,0,83,1459986839720,0.898918239,1000114,6|110,1
0000025d--70dff69b9d--23:100:1000151:144|145,0000025d--70dff69b9d--23,0000025d,23,100,1461687906930,1000151,144|145,2,144|145,0,2,1000151:144;1000160:145,144,1000151,144,144,1,1000160,144|145,LATERAL_DIAMETER,0.125,0,1,0,0,1,0,103,1461990305777,0.302398847,1000151,144|145,1
0000025d--70dff69b9d--23:114:1000165:157|170,0000025d--70dff69b9d--23,0000025d,23,114,1463087604376,1000165,157|170,2,157|170,0,2,1000165:157;1000174:166|170,157,1000165,157,157,0,,157|170,LATERAL_GROWTH,0.21875,0,1,0,0,1,0,119,1463587588918,0.499984542,1000165,157|170,1
