key,candidate,scans,baseline_fractures,suppressed_fractures,grouping_changed_scans,member_count_changed_scans,new_merge_objects,new_split_objects,new_merge_episodes,persistent_new_merges,publication_changed_scans,representative_changes,pid_births,relaxed_edge_scans,state_peak,cpu_mean_us,cpu_p95_us,cpu_p99_us,cpu_max_us
00000259--f920fb6ddd--30,A_HYSTERESIS,600,4,2,3,3,3,0,2,0,552,43,311,4,10,126.9612666666667,767.8200000000005,1135.305,56764.3
00000259--f920fb6ddd--31,A_HYSTERESIS,600,6,2,2,1,2,1,2,0,2,23,247,2,22,124.09849974995876,656.6,1062.341999999999,92516.0
00000259--f920fb6ddd--32,A_HYSTERESIS,600,3,0,0,0,0,0,0,0,0,35,330,4,34,176.41301232922362,1091.5499999999997,1751.306999999998,99113.9
00000259--f920fb6ddd--33,A_HYSTERESIS,600,5,1,1,1,1,0,1,0,375,27,322,2,28,120.50981830305044,674.4099999999993,1217.5719999999983,70540.7
00000259--f920fb6ddd--34,A_HYSTERESIS,600,5,4,5,2,5,3,4,0,522,44,470,4,36,148.3943657276218,913.4299999999988,1534.1839999999934,72239.3
00000259--f920fb6ddd--35,A_HYSTERESIS,600,9,2,5,2,6,4,3,1,466,72,480,8,42,184.3232794534245,1206.7,2009.8,98826.7
00000259--f920fb6ddd--36,A_HYSTERESIS,600,38,18,18,17,18,1,18,0,573,28,314,22,32,136.10666777796254,511.7399999999987,1912.4819999999982,77203.1
00000259--f920fb6ddd--37,A_HYSTERESIS,600,24,8,15,10,19,17,10,2,238,25,325,19,28,123.35520920153391,587.5199999999999,1306.9099999999999,77149.5
00000259--f920fb6ddd--38,A_HYSTERESIS,600,24,12,19,19,19,4,14,1,525,29,486,20,14,152.58941137235306,905.5999999999997,1529.2959999999996,68547.5
00000259--f920fb6ddd--39,A_HYSTERESIS,600,0,0,0,0,0,0,0,0,0,0,59,0,4,83.05324220703432,416.4099999999999,556.0379999999991,2909.1
00000259--f920fb6ddd--4,A_HYSTERESIS,600,33,19,73,41,109,69,21,4,551,72,489,45,44,167.0953946270653,1033.7799999999995,1749.8199999999988,85182.6
00000259--f920fb6ddd--40,A_HYSTERESIS,600,31,17,25,22,25,3,18,1,378,48,581,33,44,145.10943490581758,857.6699999999996,1717.702,89919.5
00000259--f920fb6ddd--41,A_HYSTERESIS,600,80,38,95,51,105,66,50,6,555,81,808,81,40,161.202633772295,987.5299999999987,1672.5679999999936,89228.4
00000259--f920fb6ddd--42,A_HYSTERESIS,66,2,2,2,2,2,0,2,0,37,2,29,4,28,108.76259097525472,834.1299999999994,1109.2879999999998,1691.0
00000259--f920fb6ddd--5,A_HYSTERESIS,600,38,16,21,18,21,7,18,0,477,59,670,26,26,154.46016002667122,880.3599999999996,1620.3939999999977,96130.4
00000259--f920fb6ddd--6,A_HYSTERESIS,600,10,5,5,5,5,1,5,0,521,25,496,7,20,181.0798333333334,1131.52,1827.2500000000011,114825.4
00000259--f920fb6ddd--7,A_HYSTERESIS,600,11,4,4,4,4,0,4,0,515,50,275,5,40,163.32832389203523,573.4849999999999,2253.393,135347.6
00000259--f920fb6ddd--8,A_HYSTERESIS,600,0,0,0,0,0,0,0,0,0,0,57,0,4,116.46114999999979,576.7,730.5170000000004,99818.0
00000259--f920fb6ddd--9,A_HYSTERESIS,600,30,14,18,17,20,2,16,1,441,191,700,29,46,229.77822029661755,1574.4,2947.2,133875.7
0000025b--22177da8d7--0,A_HYSTERESIS,620,95,45,82,68,101,55,61,11,532,87,648,86,50,161.29318329015518,885.1500000000001,1940.3999999999999,117343.7
0000025b--22177da8d7--1,A_HYSTERESIS,600,0,0,0,0,0,0,0,0,0,6,151,2,28,134.0864045318233,678.5649999999999,882.8759999999994,128544.3
0000025b--22177da8d7--2,A_HYSTERESIS,600,1,1,1,1,1,1,1,0,1,2,118,1,10,118.22295765255032,626.415,787.3749999999993,103616.7
0000025b--22177da8d7--3,A_HYSTERESIS,600,19,12,22,19,22,11,14,1,547,18,302,16,26,148.93760626771217,750.01,1398.537999999999,97850.6
0000025c--0795289e2c--1,A_HYSTERESIS,600,29,20,23,22,24,2,21,0,543,63,639,25,24,193.4547757959657,1299.82,1809.7339999999992,111858.9
0000025c--0795289e2c--2,A_HYSTERESIS,600,62,17,26,20,26,10,19,2,591,403,874,31,52,239.59488333333348,1554.655,2899.9180000000006,138907.0
0000025c--0795289e2c--3,A_HYSTERESIS,600,17,0,0,0,0,0,0,0,0,196,808,2,44,210.07130231782602,1500.96,2532.419999999999,42826.1
0000025c--0795289e2c--4,A_HYSTERESIS,600,13,4,6,4,6,2,4,0,581,88,674,8,38,143.08301383563926,881.5099999999987,1416.7699999999984,56096.4
0000025c--0795289e2c--5,A_HYSTERESIS,600,6,1,1,1,1,0,1,0,56,65,621,1,14,126.95576474508499,734.8349999999997,1227.0689999999993,56078.4
0000025c--0795289e2c--6,A_HYSTERESIS,599,9,3,6,6,8,6,5,0,150,106,697,6,20,170.2659049207675,1027.63,1409.5380000000011,127596.7
0000025c--0795289e2c--7,A_HYSTERESIS,600,7,2,2,1,2,1,2,0,150,92,638,2,18,160.54760793465573,890.7399999999999,1387.6539999999986,130512.8
0000025c--0795289e2c--8,A_HYSTERESIS,600,7,1,1,1,1,0,1,0,217,84,652,2,20,157.4354107648728,885.5,1387.0,128174.5
0000025d--70dff69b9d--0,A_HYSTERESIS,621,19,10,11,11,13,0,10,0,415,55,697,13,18,177.96780755569964,911.2599999999991,2026.0739999999917,132307.4
0000025d--70dff69b9d--1,A_HYSTERESIS,600,16,7,7,6,8,1,7,0,329,83,450,11,30,145.76906474820106,791.9799999999999,1430.368,75644.4
0000025d--70dff69b9d--10,A_HYSTERESIS,600,12,6,9,8,9,7,6,1,505,69,368,11,38,143.5239427239428,697.7,1810.2899999999986,58926.2
0000025d--70dff69b9d--11,A_HYSTERESIS,600,0,0,0,0,0,0,0,0,0,0,94,0,6,108.4240073101844,560.6299999999999,755.3279999999999,64573.9
0000025d--70dff69b9d--15,A_HYSTERESIS,600,9,9,13,12,13,1,9,2,445,21,284,16,24,158.60036703370028,953.0599999999991,1609.044999999999,45774.2
0000025d--70dff69b9d--18,A_HYSTERESIS,599,35,18,23,18,25,5,19,1,567,69,581,27,48,188.70005001667252,1194.789999999999,2294.154999999998,47012.3
0000025d--70dff69b9d--19,A_HYSTERESIS,599,19,8,12,8,12,4,9,1,375,33,392,10,22,141.03061802432165,858.409999999999,1420.8919999999998,46260.1
0000025d--70dff69b9d--2,A_HYSTERESIS,600,13,5,5,5,5,0,5,0,249,52,526,7,20,131.30901544081016,729.5999999999997,1387.8439999999987,43787.3
0000025d--70dff69b9d--20,A_HYSTERESIS,600,16,6,18,14,34,24,11,3,568,34,210,14,46,115.53984987489538,494.26000000000045,1059.1640000000057,84525.3
0000025d--70dff69b9d--21,A_HYSTERESIS,600,0,0,0,0,0,0,0,0,0,2,59,0,2,91.31745872936489,369.4999999999999,543.6479999999999,91461.7
0000025d--70dff69b9d--22,A_HYSTERESIS,600,16,12,12,11,13,2,12,0,71,13,398,17,16,141.57576615589613,760.5099999999996,1140.7130000000031,91794.5
0000025d--70dff69b9d--23,A_HYSTERESIS,600,57,34,140,92,193,160,48,12,587,89,753,55,40,203.52796469020677,1361.985,2084.926000000004,88173.6
0000025d--70dff69b9d--3,A_HYSTERESIS,600,18,5,5,4,5,1,5,0,431,81,917,8,24,144.4785976015991,876.8249999999997,1426.3160000000007,52625.1
0000025d--70dff69b9d--4,A_HYSTERESIS,600,21,12,25,19,25,10,12,1,168,81,792,26,34,147.46672778796503,858.1899999999995,1740.6019999999999,85928.2
0000025d--70dff69b9d--5,A_HYSTERESIS,600,48,25,67,38,167,145,34,8,545,173,881,41,50,217.32287952008,1453.8,2470.1,79922.2
0000025d--70dff69b9d--6,A_HYSTERESIS,600,23,13,12,5,13,8,13,0,359,115,739,18,32,165.10545727636827,1090.77,1827.3620000000003,71223.0
0000025d--70dff69b9d--7,A_HYSTERESIS,600,51,25,41,24,42,20,26,3,529,221,828,40,40,231.8185395131706,1485.2999999999943,2810.504999999999,110633.2
0000025d--70dff69b9d--8,A_HYSTERESIS,599,58,40,54,50,55,4,41,3,521,164,915,58,30,231.2919486581099,1360.4299999999987,2265.731999999999,151954.5
0000025d--70dff69b9d--9,A_HYSTERESIS,599,13,8,7,7,8,0,8,0,470,17,366,7,38,129.55351315351314,728.45,1148.9349999999986,76105.8
00000261--4ff9c41127--0,A_HYSTERESIS,616,51,16,40,30,43,29,26,4,449,68,557,35,40,186.39812886430212,1175.05,1974.770000000001,112278.1
00000261--4ff9c41127--1,A_HYSTERESIS,599,38,19,25,17,26,14,19,3,543,50,619,33,30,174.35821666666604,1149.545,1773.402,85947.3
00000261--4ff9c41127--10,A_HYSTERESIS,600,47,13,30,11,30,19,14,1,556,60,744,22,38,188.84550758459747,1263.229999999997,1959.6959999999954,107041.7
00000261--4ff9c41127--11,A_HYSTERESIS,600,34,25,30,18,35,18,26,2,492,48,448,37,30,160.5899099399601,969.775,1628.9700000000005,98211.9
00000261--4ff9c41127--12,A_HYSTERESIS,600,35,8,9,9,9,0,9,0,527,194,758,23,60,213.35638546182147,1304.8249999999994,2825.634999999986,108658.2
00000261--4ff9c41127--13,A_HYSTERESIS,600,38,11,14,12,14,3,11,1,465,383,858,13,36,201.21651941990396,1304.1099999999976,2308.9319999999825,102121.1
00000261--4ff9c41127--14,A_HYSTERESIS,600,40,11,13,10,14,6,11,0,404,233,885,15,28,166.41426666666658,977.1300000000008,1667.0180000000005,134887.5
00000261--4ff9c41127--15,A_HYSTERESIS,600,28,7,23,7,24,17,10,1,519,275,779,13,46,221.73392827356102,1237.1600000000017,3162.840000000004,127330.4
00000261--4ff9c41127--16,A_HYSTERESIS,600,49,7,11,11,11,0,7,1,440,300,826,14,42,229.92123790457038,1473.8649999999989,2596.403999999998,124044.4
00000261--4ff9c41127--17,A_HYSTERESIS,600,39,13,47,14,50,37,15,1,490,224,843,21,32,190.75718093968698,1225.2849999999999,2019.6689999999994,101363.6
00000261--4ff9c41127--18,A_HYSTERESIS,599,90,30,51,36,65,44,39,5,377,223,809,56,60,187.87706039372662,1228.7949999999992,2149.6919999999955,107880.9
00000261--4ff9c41127--19,A_HYSTERESIS,600,61,22,60,22,62,43,27,4,536,222,822,37,52,219.0904952476247,1417.48,2561.2999999999984,127366.7
00000261--4ff9c41127--2,A_HYSTERESIS,599,39,23,26,23,29,9,25,0,572,111,686,31,28,199.42650000000012,1367.6299999999999,2059.301,110001.6
00000261--4ff9c41127--20,A_HYSTERESIS,600,34,8,14,8,14,6,8,1,525,178,750,12,40,186.27217405801923,1117.6049999999998,1831.191999999996,126030.4
00000261--4ff9c41127--21,A_HYSTERESIS,599,35,11,23,12,23,14,13,2,592,216,698,17,32,168.1742247415807,1046.96,1882.1329999999996,44807.4
00000261--4ff9c41127--22,A_HYSTERESIS,600,26,9,11,9,11,3,10,0,586,260,786,14,56,202.9070940882596,1260.4400000000012,2500.816000000001,62664.6
00000261--4ff9c41127--23,A_HYSTERESIS,600,17,4,16,3,16,13,5,1,263,145,716,12,32,159.90628533421992,902.764999999999,1634.1789999999987,136147.0
00000261--4ff9c41127--24,A_HYSTERESIS,600,23,13,18,12,19,6,13,1,501,83,518,22,38,150.64983344437107,887.2349999999984,1626.4110000000016,50992.2
00000261--4ff9c41127--25,A_HYSTERESIS,599,21,15,20,14,20,6,16,1,482,41,553,21,18,158.9365589606933,920.6850000000001,1487.2310000000004,127554.8
00000261--4ff9c41127--26,A_HYSTERESIS,599,56,22,42,29,46,21,24,4,584,59,558,57,42,188.96750499666962,1087.314999999999,2172.374000000001,137700.7
00000261--4ff9c41127--27,A_HYSTERESIS,599,86,27,35,33,36,6,29,1,522,95,829,53,34,182.13937677053795,1092.2,1953.5,130611.8
00000261--4ff9c41127--28,A_HYSTERESIS,444,98,40,76,47,83,47,47,6,422,67,340,72,30,175.38911290322568,1008.2099999999986,1729.5549999999998,116218.2
00000261--4ff9c41127--3,A_HYSTERESIS,600,28,9,21,9,22,20,11,1,512,40,500,15,28,147.21928011998023,801.8,1582.0,79077.1
00000261--4ff9c41127--4,A_HYSTERESIS,600,35,19,30,17,31,14,20,3,508,34,520,28,20,184.208948508582,1265.0,1868.3,80508.9
00000261--4ff9c41127--5,A_HYSTERESIS,600,50,32,36,32,36,5,32,2,592,11,448,38,14,200.28599766627812,1437.6499999999996,1826.9319999999993,81594.3
00000261--4ff9c41127--6,A_HYSTERESIS,600,38,20,30,18,35,17,22,2,494,61,528,31,28,174.61621126291232,1216.6499999999999,1804.026999999994,53330.4
00000261--4ff9c41127--7,A_HYSTERESIS,600,20,15,19,19,20,0,15,1,569,44,512,22,20,144.5375271149668,931.3599999999994,1506.8679999999997,51197.1
00000261--4ff9c41127--8,A_HYSTERESIS,600,72,26,32,24,32,10,27,0,513,203,831,48,42,168.95991997332462,1082.745,2054.3129999999956,48782.9
00000261--4ff9c41127--9,A_HYSTERESIS,600,36,20,27,20,27,7,22,1,504,113,737,31,42,174.3856666666666,1122.9500000000003,1950.7690000000125,58554.5
00000264--31b802e87a--1,A_HYSTERESIS,600,47,23,24,19,27,8,24,0,390,49,571,31,44,136.0892238507663,751.0,1523.295000000001,48371.4
00000264--31b802e87a--10,A_HYSTERESIS,599,13,6,7,4,7,3,6,0,382,46,620,7,12,142.17459153051033,850.9399999999987,1243.8659999999993,79230.3
00000264--31b802e87a--11,A_HYSTERESIS,600,11,6,6,5,6,1,6,0,436,103,701,6,20,144.3219963339448,876.3,1388.6,80639.5
00000264--31b802e87a--12,A_HYSTERESIS,600,19,6,9,8,9,1,7,0,555,131,671,12,26,146.7871623874623,842.2349999999997,1359.7649999999985,97476.9
00000264--31b802e87a--13,A_HYSTERESIS,600,8,4,4,4,4,0,4,0,336,48,504,4,8,108.73458333333286,608.2250000000001,939.5420000000009,62063.6
00000264--31b802e87a--14,A_HYSTERESIS,600,20,7,14,6,14,8,7,1,317,44,372,7,26,125.1023499999997,652.6400000000006,1437.398000000002,77456.6
00000264--31b802e87a--15,A_HYSTERESIS,600,17,6,7,7,8,1,7,0,587,26,489,9,32,142.45597599599907,759.2699999999996,1371.593999999993,75856.3
00000264--31b802e87a--16,A_HYSTERESIS,600,8,5,5,5,5,0,5,0,207,58,486,7,16,141.24435739289953,774.2199999999993,1458.445999999999,73816.7
00000264--31b802e87a--17,A_HYSTERESIS,600,6,3,3,3,3,0,3,0,155,70,571,4,28,185.7180666666663,1336.0250000000005,2058.5060000000003,63667.3
00000264--31b802e87a--18,A_HYSTERESIS,600,10,3,3,3,3,0,3,0,570,35,550,3,12,163.62718333333305,927.1200000000001,1730.0730000000017,112889.3
00000264--31b802e87a--19,A_HYSTERESIS,600,6,1,1,1,1,0,1,0,1,111,820,3,16,163.77279240253256,993.5199999999998,1557.4769999999994,86143.6
00000264--31b802e87a--2,A_HYSTERESIS,600,14,6,6,6,6,1,6,0,346,6,243,9,24,135.20321398834312,748.86,1098.7600000000002,116329.6
00000264--31b802e87a--20,A_HYSTERESIS,600,10,5,6,6,6,0,5,0,292,35,726,6,18,141.079236793868,778.2,1251.6,120834.3
00000264--31b802e87a--21,A_HYSTERESIS,600,50,32,42,31,47,34,34,1,577,185,892,49,58,189.57252417472432,1230.2199999999982,2164.757999999998,93048.4
00000264--31b802e87a--22,A_HYSTERESIS,600,26,9,56,20,57,59,11,4,381,309,781,14,58,280.82001333111185,1938.4,3644.4,128187.5
00000264--31b802e87a--23,A_HYSTERESIS,600,21,6,10,9,10,1,7,1,555,176,838,11,42,218.13027324225223,1519.12,2553.065999999997,100576.5
00000264--31b802e87a--24,A_HYSTERESIS,600,40,21,43,24,46,24,21,2,576,160,886,31,42,211.90571857285755,1419.4649999999997,2472.8719999999994,105880.2
00000264--31b802e87a--25,A_HYSTERESIS,600,26,11,20,17,20,13,11,1,496,38,487,31,20,152.63912029323527,825.4349999999995,1463.5409999999986,137012.1
00000264--31b802e87a--26,A_HYSTERESIS,600,6,0,0,0,0,0,0,0,0,27,311,4,24,118.78514504834996,595.73,1047.1619999999987,99808.0
00000264--31b802e87a--27,A_HYSTERESIS,600,20,12,13,11,13,2,12,0,21,0,90,16,14,121.61011498083641,603.2,787.3,141296.7
00000264--31b802e87a--28,A_HYSTERESIS,600,24,12,16,14,16,4,12,0,320,14,191,20,20,134.14530911514774,728.7,992.0,121937.8
00000264--31b802e87a--29,A_HYSTERESIS,600,21,7,21,10,22,15,9,2,595,99,579,14,36,198.29413137712527,1363.1199999999997,2367.497999999993,97741.7
00000264--31b802e87a--3,A_HYSTERESIS,599,24,12,19,14,23,11,15,2,373,14,294,27,22,126.55588922255657,644.7149999999995,1015.714,116710.7
00000264--31b802e87a--30,A_HYSTERESIS,600,21,14,23,20,26,6,16,1,440,49,511,26,22,190.35141619460202,1286.29,1931.4659999999992,126884.7
00000264--31b802e87a--31,A_HYSTERESIS,599,48,30,55,32,59,31,32,2,570,63,593,38,28,187.32415402567065,1150.0699999999997,1967.1699999999983,105844.4
00000264--31b802e87a--32,A_HYSTERESIS,600,66,40,117,85,173,123,45,7,567,31,721,52,32,252.79234872478733,1598.6999999999994,2079.316,151616.2
00000264--31b802e87a--33,A_HYSTERESIS,599,35,16,20,20,21,0,16,0,564,17,883,20,24,219.91204799200074,1527.3,1954.8,90713.7
00000264--31b802e87a--34,A_HYSTERESIS,600,24,12,31,19,31,20,13,3,503,111,642,27,58,188.7794401866043,1166.044999999999,2497.201999999996,56881.4
00000264--31b802e87a--35,A_HYSTERESIS,599,20,8,25,21,26,27,10,2,484,47,315,19,38,116.79194865811027,577.7599999999998,1340.9359999999992,50637.0
00000264--31b802e87a--36,A_HYSTERESIS,599,4,1,1,0,1,1,1,0,1,3,96,1,10,106.82678333333322,504.61000000000007,707.6030000000002,115017.5
00000264--31b802e87a--37,A_HYSTERESIS,599,5,3,5,5,5,0,4,0,259,8,231,5,14,127.63903698767147,606.9349999999995,1010.3349999999986,126055.0
00000264--31b802e87a--38,A_HYSTERESIS,599,64,36,58,44,60,32,37,5,588,118,706,57,30,177.26870521579735,1190.8,1846.5,117797.0
00000264--31b802e87a--39,A_HYSTERESIS,599,78,37,76,65,86,42,47,9,580,95,776,83,34,187.89160000000064,1296.125,1849.3280000000004,75671.5
00000264--31b802e87a--4,A_HYSTERESIS,599,17,11,12,12,12,1,11,0,536,41,396,15,22,125.3079693231076,646.5,1300.7060000000001,61283.4
00000264--31b802e87a--40,A_HYSTERESIS,600,95,40,100,75,113,90,55,6,590,75,671,80,44,163.095150808199,991.9,1863.9,64597.4
00000264--31b802e87a--41,A_HYSTERESIS,396,5,3,3,3,3,0,3,0,73,8,125,3,14,87.11010785051424,485.3399999999999,719.5759999999989,2261.5
00000264--31b802e87a--5,A_HYSTERESIS,599,24,16,18,17,19,2,16,0,489,32,577,19,28,180.41808031994663,1085.9,1672.6,132631.5
00000264--31b802e87a--6,A_HYSTERESIS,600,15,10,22,15,24,14,13,2,481,22,418,17,36,138.69545151616126,776.3599999999998,1283.9799999999952,53550.9
00000264--31b802e87a--7,A_HYSTERESIS,599,15,6,35,28,35,51,6,2,397,97,453,13,50,147.69149716572144,694.7949999999988,2368.4919999999956,47408.9
00000264--31b802e87a--8,A_HYSTERESIS,599,36,4,4,3,4,1,4,0,433,301,866,4,50,240.52476666666695,1655.2050000000002,3155.9530000000013,91537.2
00000264--31b802e87a--9,A_HYSTERESIS,599,12,1,2,2,2,0,1,0,25,109,718,2,28,152.2079166666667,927.6250000000001,1368.1130000000003,69171.9
00000266--f9c40304ea--0,A_HYSTERESIS,621,96,42,85,60,109,62,55,9,484,83,589,71,44,142.96780645161272,797.9049999999999,1875.539000000001,57247.8
00000266--f9c40304ea--1,A_HYSTERESIS,600,60,32,62,46,63,38,37,3,576,78,741,52,50,190.94810801800318,1280.529999999997,1884.3919999999955,96548.1
00000266--f9c40304ea--10,A_HYSTERESIS,599,46,27,41,40,43,1,28,3,565,86,667,47,36,200.27546697798476,1380.9750000000001,1828.385000000002,103426.0
00000266--f9c40304ea--11,A_HYSTERESIS,600,70,16,19,17,19,2,17,0,520,305,829,22,66,221.19419419419552,1325.2149999999983,3916.0639999999894,69457.6
00000266--f9c40304ea--12,A_HYSTERESIS,600,44,13,23,21,23,2,15,2,549,157,837,28,46,170.33856023995963,1105.6,2097.3,54007.5
00000266--f9c40304ea--13,A_HYSTERESIS,600,8,3,3,3,3,0,3,0,231,49,490,3,24,136.3909818303054,751.4799999999996,1436.4039999999952,67555.7
00000266--f9c40304ea--14,A_HYSTERESIS,600,61,23,31,22,33,16,25,2,526,196,841,40,52,203.75129317537164,1312.4599999999998,2386.1759999999995,88677.3
00000266--f9c40304ea--15,A_HYSTERESIS,600,20,8,12,9,12,3,9,1,549,76,681,13,42,182.53531666666618,1194.645,1963.4640000000015,83914.7
00000266--f9c40304ea--16,A_HYSTERESIS,600,24,11,16,16,16,5,12,1,593,32,425,16,38,204.43931310436847,1465.1299999999992,1956.5359999999996,122072.9
00000266--f9c40304ea--17,A_HYSTERESIS,600,24,15,28,16,28,20,16,3,544,166,671,36,58,241.39176529421675,1697.4199999999994,2640.785999999998,134474.2
00000266--f9c40304ea--18,A_HYSTERESIS,600,52,20,31,31,31,8,21,1,505,43,429,45,44,236.88221778221893,1767.1750000000002,2487.324999999999,125666.1
00000266--f9c40304ea--19,A_HYSTERESIS,600,36,19,23,19,23,6,19,1,478,98,632,27,32,184.87101449275357,1244.98,1943.299999999998,74219.7
00000266--f9c40304ea--2,A_HYSTERESIS,600,75,31,49,40,61,36,37,4,591,77,651,59,38,159.67283621837564,1028.7899999999997,1760.4300000000032,99027.5
00000266--f9c40304ea--20,A_HYSTERESIS,600,43,32,48,36,58,24,36,5,588,14,518,57,30,236.4820529911687,1626.9,2146.5,136536.8
00000266--f9c40304ea--21,A_HYSTERESIS,600,123,60,100,71,115,53,69,6,584,105,664,108,48,173.42899516747173,1148.7,1855.8,88529.3
00000266--f9c40304ea--22,A_HYSTERESIS,600,55,19,40,31,52,27,31,5,508,41,300,40,44,128.2734499999994,514.6250000000008,1457.3140000000026,110871.0
00000266--f9c40304ea--23,A_HYSTERESIS,594,2,0,0,0,0,0,0,0,0,0,62,0,6,121.35835432409762,586.6600000000001,724.484,141534.5
00000266--f9c40304ea--3,A_HYSTERESIS,600,48,23,46,22,53,35,27,5,590,79,800,35,34,187.57962006332272,1190.8,1888.7,143754.8
00000266--f9c40304ea--4,A_HYSTERESIS,599,61,20,55,27,58,36,26,5,558,26,514,43,16,182.23434427595456,1203.8,1709.8,114134.7
00000266--f9c40304ea--5,A_HYSTERESIS,600,38,21,61,32,63,38,26,3,545,22,388,41,26,168.38482425453975,1086.3799999999997,1572.753999999999,88729.8
00000266--f9c40304ea--6,A_HYSTERESIS,599,30,15,35,17,36,22,15,4,496,58,459,34,48,188.07990661997673,1198.9399999999998,1781.2039999999997,135575.4
00000266--f9c40304ea--7,A_HYSTERESIS,600,53,26,31,26,31,5,27,0,540,71,715,46,32,187.86133599866685,1205.7199999999996,1975.8219999999917,109322.4
00000266--f9c40304ea--8,A_HYSTERESIS,599,43,30,34,32,35,3,31,0,406,95,597,38,26,181.33453393363337,1131.98,1765.1439999999998,117357.1
00000266--f9c40304ea--9,A_HYSTERESIS,600,22,12,18,16,18,2,14,0,508,20,580,18,34,181.96273333333346,1170.4800000000005,1682.694000000002,115347.9
00000267--5bcd0e5bb8--0,A_HYSTERESIS,622,45,19,25,21,29,6,21,2,591,39,354,37,40,135.56090528350512,747.784999999999,1502.5800000000077,54163.1
00000267--5bcd0e5bb8--1,A_HYSTERESIS,600,51,24,56,33,68,35,30,8,583,110,688,51,34,177.50204931689365,1064.6949999999993,2062.1799999999976,100952.3
00000267--5bcd0e5bb8--10,A_HYSTERESIS,600,44,16,84,47,116,103,19,6,526,96,621,42,56,247.2638999999993,1844.8049999999998,2625.3560000000034,155280.4
00000267--5bcd0e5bb8--11,A_HYSTERESIS,600,28,5,14,7,14,13,5,1,369,155,642,7,44,178.19244999999984,981.2500000000002,2148.845000000001,49152.9
00000267--5bcd0e5bb8--12,A_HYSTERESIS,600,10,8,18,10,18,8,8,1,465,5,384,12,14,121.36937312437462,766.0149999999992,1074.915,50106.6
00000267--5bcd0e5bb8--13,A_HYSTERESIS,600,80,45,64,45,70,34,51,1,550,171,849,67,76,217.04852376980827,1461.06,2234.942,143547.2
00000267--5bcd0e5bb8--14,A_HYSTERESIS,600,57,31,82,56,106,71,39,3,589,101,623,49,52,181.5974829138187,1111.1499999999992,2059.8699999999935,77799.4
00000267--5bcd0e5bb8--15,A_HYSTERESIS,599,30,11,75,39,104,98,21,4,585,47,466,29,32,145.77163581790876,970.5999999999989,1529.2199999999993,53389.5
00000267--5bcd0e5bb8--16,A_HYSTERESIS,600,58,23,60,21,76,57,24,3,437,31,434,37,40,207.75491502832386,1438.7299999999996,1818.2769999999994,140536.6
00000267--5bcd0e5bb8--17,A_HYSTERESIS,599,98,40,115,75,139,109,62,17,516,98,582,82,40,172.2946851049649,1040.6349999999998,1680.0009999999977,126767.4
00000267--5bcd0e5bb8--18,A_HYSTERESIS,599,160,65,101,77,121,67,78,8,592,101,799,96,52,205.55595535565533,1491.0099999999986,2460.0739999999996,71110.4
