event_id,key,route,segment,split_scan,split_ns,parent_pid,parent_alias,parent_published_before,published_child_count,published_child_pids,publication_gap,new_public_point,alias_change,representative_change,external_visible,internal_only
00000247--b657952782--22:26:1000001:2|10,00000247--b657952782--22,00000247,22,26,1393652998560,1000001,33,1,2,1000001|1000019,0,1,0,1,1,0
00000247--b657952782--22:33:1000002:3|30,00000247--b657952782--22,00000247,22,33,1394352330475,1000002,34,1,2,1000001|1000002,0,1,0,0,1,0
00000247--b657952782--22:56:1000031:32|51,00000247--b657952782--22,00000247,22,56,1396652903124,1000031,63,1,2,1000031|1000062,0,1,0,0,1,0
00000247--b657952782--22:71:1000037:38|72,00000247--b657952782--22,00000247,22,71,1398152459938,1000037,69,1,2,1000037|1000080,0,1,0,0,1,0
00000247--b657952782--22:71:1000071:63|69,00000247--b657952782--22,00000247,22,71,1398152459938,1000071,54,1,2,1000071|1000079,0,1,0,0,1,0
00000247--b657952782--22:76:1000072:70|73,00000247--b657952782--22,00000247,22,76,1398652933057,1000072,50,1,2,1000072|1000084,0,1,0,0,1,0
00000247--b657952782--22:82:1000076:74|76,00000247--b657952782--22,00000247,22,82,1399252473138,1000076,58,1,2,1000076|1000093,0,1,0,0,1,0
00000247--b657952782--22:83:1000058:59|81,00000247--b657952782--22,00000247,22,83,1399354054737,1000058,90,1,2,1000058|1000085,0,1,0,1,1,0
00000247--b657952782--22:86:1000085:59|80,00000247--b657952782--22,00000247,22,86,1399652648254,1000085,59,1,2,1000081|1000085,0,1,0,1,1,0
00000247--b657952782--22:88:1000085:59|91,00000247--b657952782--22,00000247,22,88,1399852587612,1000085,59,1,2,1000058|1000085,0,1,0,0,1,0
00000247--b657952782--22:89:1000076:74|80,00000247--b657952782--22,00000247,22,89,1399952804968,1000076,58,1,2,1000076|1000104,0,1,0,0,1,0
00000247--b657952782--22:91:1000058:87|91,00000247--b657952782--22,00000247,22,91,1400153244160,1000058,90,1,2,1000058|1000103,0,1,0,1,1,0
00000247--b657952782--22:91:1000090:85|92,00000247--b657952782--22,00000247,22,91,1400153244160,1000090,36,1,2,1000090|1000099,0,1,0,1,1,0
00000247--b657952782--22:92:1000103:81|87,00000247--b657952782--22,00000247,22,92,1400252948389,1000103,78,1,2,1000090|1000103,0,1,0,0,1,0
00000247--b657952782--22:100:1000090:81|90|92,00000247--b657952782--22,00000247,22,100,1401052659978,1000090,36,1,2,1000090|1000107,0,1,0,0,1,0
00000247--b657952782--22:106:1000107:90|99,00000247--b657952782--22,00000247,22,106,1401652818722,1000107,84,1,2,1000107|1000114,0,1,0,0,1,0
00000247--b657952782--22:106:1000109:101|102,00000247--b657952782--22,00000247,22,106,1401652818722,1000109,85,1,2,1000109|1000115,0,1,0,0,1,0
00000247--b657952782--22:110:1000109:101|102,00000247--b657952782--22,00000247,22,110,1402053085909,1000109,85,1,2,1000108|1000109,0,1,0,1,1,0
00000247--b657952782--22:115:1000122:112|115,00000247--b657952782--22,00000247,22,115,1402552453569,1000122,63,1,2,1000122|1000133,0,1,0,0,1,0
00000247--b657952782--22:116:1000109:101|102,00000247--b657952782--22,00000247,22,116,1402653246964,1000109,85,1,2,1000109|1000136,0,1,0,0,1,0
00000247--b657952782--22:121:1000124:114|122|123,00000247--b657952782--22,00000247,22,121,1403153102982,1000124,37,1,2,1000124|1000142,0,1,0,1,1,0
00000247--b657952782--22:122:1000132:120|124,00000247--b657952782--22,00000247,22,122,1403253076226,1000132,56,1,2,1000132|1000144,0,1,0,0,1,0
00000247--b657952782--22:124:1000124:122|123,00000247--b657952782--22,00000247,22,124,1403453040677,1000124,37,1,2,1000124|1000148,0,1,0,0,1,0
00000247--b657952782--22:126:1000124:122|123,00000247--b657952782--22,00000247,22,126,1403653024555,1000124,37,1,2,1000124|1000132,0,1,0,0,1,0
00000247--b657952782--22:127:1000132:120|122,00000247--b657952782--22,00000247,22,127,1403753223885,1000132,56,1,2,1000132|1000153,0,1,0,0,1,0
00000247--b657952782--22:130:1000143:128|130,00000247--b657952782--22,00000247,22,130,1404054265044,1000143,66,1,2,1000143|1000157,0,1,0,0,1,0
00000247--b657952782--22:135:1000154:136|137,00000247--b657952782--22,00000247,22,135,1404552651645,1000154,33,1,2,1000154|1000158,0,1,0,1,1,0
00000247--b657952782--22:136:1000158:136|139,00000247--b657952782--22,00000247,22,136,1404653256265,1000158,58,1,2,1000158|1000164,0,1,0,0,1,0
00000247--b657952782--22:141:1000164:136|145,00000247--b657952782--22,00000247,22,141,1405153087402,1000164,82,1,2,1000154|1000158,0,1,0,0,1,0
00000247--b657952782--22:142:1000166:147|150,00000247--b657952782--22,00000247,22,142,1405252564170,1000166,90,1,2,1000166|1000168,0,1,0,0,1,0
00000247--b657952782--22:145:1000168:149|150,00000247--b657952782--22,00000247,22,145,1405552854739,1000168,32,1,2,1000168|1000173,0,1,0,0,1,0
00000247--b657952782--22:150:1000172:152|154|160,00000247--b657952782--22,00000247,22,150,1406052726273,1000172,76,1,2,1000172|1000183,0,1,0,0,1,0
00000247--b657952782--22:153:1000172:152|160,00000247--b657952782--22,00000247,22,153,1406353041243,1000172,76,1,2,1000172|1000185,0,1,0,0,1,0
00000247--b657952782--22:154:1000177:157|159,00000247--b657952782--22,00000247,22,154,1406453000276,1000177,38,1,2,1000177|1000187,0,1,0,0,1,0
00000247--b657952782--22:165:1000196:171|176,00000247--b657952782--22,00000247,22,165,1407552677131,1000196,65,1,2,1000196|1000202,0,1,0,0,1,0
00000247--b657952782--22:173:1000199:174|175,00000247--b657952782--22,00000247,22,173,1408352430660,1000199,42,1,2,1000199|1000211,0,1,0,0,1,0
00000247--b657952782--22:201:1000246:219|227,00000247--b657952782--22,00000247,22,201,1411152830003,1000246,80,1,2,1000246|1000261,0,1,0,0,1,0
00000247--b657952782--22:263:1000325:296|298,00000247--b657952782--22,00000247,22,263,1417352338064,1000325,34,1,2,1000325|1000336,0,1,0,0,1,0
00000247--b657952782--22:297:1000361:330|332,00000247--b657952782--22,00000247,22,297,1420752390358,1000361,86,1,2,1000361|1000372,0,1,0,0,1,0
00000247--b657952782--22:336:1000396:365|378,00000247--b657952782--22,00000247,22,336,1424652985013,1000396,45,1,2,1000396|1000437,0,1,0,0,1,0
00000247--b657952782--22:393:1000471:436|439,00000247--b657952782--22,00000247,22,393,1430352376391,1000471,37,1,2,1000471|1000484,0,1,0,0,1,0
00000247--b657952782--22:513:1000546:510|519,00000247--b657952782--22,00000247,22,513,1442353038213,1000546,87,1,2,1000546|1000569,0,1,0,0,1,0
00000247--b657952782--22:523:1000526:490|492,00000247--b657952782--22,00000247,22,523,1443353980071,1000526,65,1,2,1000526|1000584,0,1,0,0,1,0
00000247--b657952782--22:533:1000542:521|545,00000247--b657952782--22,00000247,22,533,1444352341615,1000542,78,1,2,1000542|1000596,0,1,0,1,1,0
00000247--b657952782--22:550:1000596:521|557,00000247--b657952782--22,00000247,22,550,1446053241128,1000596,48,1,2,1000596|1000618,0,1,0,0,1,0
00000247--b657952782--23:398:1000255:256|266,00000247--b657952782--23,00000247,23,398,1490852530421,1000255,95,1,2,1000255|1000274,0,1,0,0,1,0
00000247--b657952782--23:406:1000268:269|271,00000247--b657952782--23,00000247,23,406,1491644166882,1000268,68,1,2,1000268|1000282,0,1,0,0,1,0
00000247--b657952782--23:426:1000271:272|283,00000247--b657952782--23,00000247,23,426,1493653070429,1000271,67,1,2,1000271|1000303,0,1,0,0,1,0
00000247--b657952782--23:445:1000299:298|314,00000247--b657952782--23,00000247,23,445,1495552330856,1000299,88,1,2,1000299|1000329,0,1,0,0,1,0
00000247--b657952782--23:449:1000299:298|314,00000247--b657952782--23,00000247,23,449,1495952507079,1000299,88,1,2,1000299|1000337,0,1,0,0,1,0
00000247--b657952782--23:452:1000299:298|301,00000247--b657952782--23,00000247,23,452,1496252336528,1000299,88,1,2,1000299|1000337,0,1,0,1,1,0
00000247--b657952782--23:463:1000312:301|310|327,00000247--b657952782--23,00000247,23,463,1497343406204,1000312,47,1,2,1000312|1000355,0,1,0,0,1,0
00000247--b657952782--23:472:1000367:359|360,00000247--b657952782--23,00000247,23,472,1498243246042,1000367,66,1,2,1000367|1000372,0,1,0,0,1,0
00000247--b657952782--23:474:1000353:348|358,00000247--b657952782--23,00000247,23,474,1498443251415,1000353,68,1,2,1000353|1000377,0,1,0,0,1,0
00000247--b657952782--23:474:1000361:346|354,00000247--b657952782--23,00000247,23,474,1498443251415,1000361,63,1,2,1000280|1000361,0,1,0,0,1,0
00000247--b657952782--23:476:1000369:361|367,00000247--b657952782--23,00000247,23,476,1498652976888,1000369,90,1,2,1000369|1000378,0,1,0,0,1,0
00000247--b657952782--23:481:1000364:357|359|362|363,00000247--b657952782--23,00000247,23,481,1499152812462,1000364,71,1,2,1000364|1000384,0,1,0,1,1,0
00000247--b657952782--23:481:1000369:361|366,00000247--b657952782--23,00000247,23,481,1499152812462,1000369,90,1,2,1000369|1000382,0,1,0,0,1,0
00000247--b657952782--23:482:1000382:366|371,00000247--b657952782--23,00000247,23,482,1499252495880,1000382,62,1,2,1000382|1000387,0,1,0,0,1,0
00000247--b657952782--23:485:1000369:360|361|367,00000247--b657952782--23,00000247,23,485,1499555005443,1000369,90,1,2,1000369|1000382,0,1,0,0,1,0
00000247--b657952782--23:485:1000379:368|372,00000247--b657952782--23,00000247,23,485,1499555005443,1000379,38,1,2,1000379|1000387,0,1,0,1,1,0
00000247--b657952782--23:491:1000389:376|379,00000247--b657952782--23,00000247,23,491,1500152303258,1000389,49,1,2,1000389|1000394,0,1,0,0,1,0
00000247--b657952782--23:596:1000448:434|437,00000247--b657952782--23,00000247,23,596,1510643297053,1000448,95,1,2,1000448|1000460,0,1,0,0,1,0
00000247--b657952782--24:48:1000036:36|37,00000247--b657952782--24,00000247,24,48,1515844838552,1000036,68,1,2,1000036|1000039,0,1,0,1,1,0
00000247--b657952782--24:53:1000071:62|82,00000247--b657952782--24,00000247,24,53,1516342715039,1000071,52,1,2,1000071|1000092,0,1,0,0,1,0
00000247--b657952782--24:57:1000036:37|70,00000247--b657952782--24,00000247,24,57,1516742430842,1000036,68,1,2,1000036|1000098,0,1,0,0,1,0
00000247--b657952782--24:60:1000093:88|92,00000247--b657952782--24,00000247,24,60,1517042313239,1000093,67,1,2,1000093|1000101,0,1,0,0,1,0
00000247--b657952782--24:84:1000102:95|102,00000247--b657952782--24,00000247,24,84,1519442485152,1000102,92,1,2,1000102|1000123,0,1,0,0,1,0
00000247--b657952782--24:88:1000108:95|101|103,00000247--b657952782--24,00000247,24,88,1519842391934,1000108,35,1,2,1000108|1000127,0,1,0,0,1,0
00000247--b657952782--24:102:1000138:128|129,00000247--b657952782--24,00000247,24,102,1521243076394,1000138,76,1,2,1000138|1000146,0,1,0,0,1,0
00000247--b657952782--24:129:1000162:151|160,00000247--b657952782--24,00000247,24,129,1523942871122,1000162,40,1,2,1000162|1000177,0,1,0,0,1,0
00000247--b657952782--24:133:1000134:124|136,00000247--b657952782--24,00000247,24,133,1524342837119,1000134,78,1,2,1000134|1000177,0,1,0,1,1,0
00000247--b657952782--24:138:1000177:124|151|160,00000247--b657952782--24,00000247,24,138,1524843734778,1000177,45,1,2,1000134|1000177,0,1,0,1,1,0
00000247--b657952782--24:146:1000134:124|136,00000247--b657952782--24,00000247,24,146,1525642626205,1000134,78,1,2,1000134|1000177,0,1,0,0,1,0
00000247--b657952782--24:216:1000246:232|249,00000247--b657952782--24,00000247,24,216,1532645508947,1000246,82,1,2,1000246|1000275,0,1,0,0,1,0
00000247--b657952782--24:221:1000278:263|266,00000247--b657952782--24,00000247,24,221,1533142561915,1000278,65,1,2,1000278|1000283,0,1,0,0,1,0
00000247--b657952782--24:251:1000302:284|286,00000247--b657952782--24,00000247,24,251,1536143214762,1000302,39,1,2,1000302|1000319,0,1,0,0,1,0
00000247--b657952782--24:301:1000347:328|345,00000247--b657952782--24,00000247,24,301,1541142665568,1000347,66,1,2,1000347|1000367,0,1,0,0,1,0
00000247--b657952782--24:346:1000388:368|375,00000247--b657952782--24,00000247,24,346,1545642299267,1000388,94,1,2,1000388|1000429,0,1,0,0,1,0
00000247--b657952782--24:424:1000510:485|486,00000247--b657952782--24,00000247,24,424,1553442740644,1000510,85,1,2,1000510|1000521,0,1,0,0,1,0
00000247--b657952782--24:447:1000528:501|503,00000247--b657952782--24,00000247,24,447,1555745313571,1000528,73,1,2,1000528|1000537,0,1,0,0,1,0
00000247--b657952782--24:492:1000564:536|546,00000247--b657952782--24,00000247,24,492,1560243317199,1000564,32,1,2,1000564|1000579,0,1,0,0,1,0
00000247--b657952782--24:509:1000582:557|567,00000247--b657952782--24,00000247,24,509,1561942797150,1000582,38,1,2,1000582|1000604,0,1,0,0,1,0
00000247--b657952782--24:515:1000601:569|574,00000247--b657952782--24,00000247,24,515,1562542882820,1000601,90,1,2,1000601|1000611,0,1,0,0,1,0
00000247--b657952782--24:529:1000616:569|574,00000247--b657952782--24,00000247,24,529,1563944933259,1000616,41,1,2,1000616|1000627,0,1,0,0,1,0
00000247--b657952782--24:545:1000643:606|607,00000247--b657952782--24,00000247,24,545,1565543054271,1000643,39,1,2,1000636|1000648,0,1,0,0,1,0
00000247--b657952782--24:583:1000700:654|662,00000247--b657952782--24,00000247,24,583,1569343138497,1000700,62,1,2,1000700|1000703,0,1,0,0,1,0
00000247--b657952782--24:589:1000666:629|640,00000247--b657952782--24,00000247,24,589,1569942307880,1000666,51,1,2,1000666|1000710,0,1,0,0,1,0
00000247--b657952782--24:593:1000699:661|665,00000247--b657952782--24,00000247,24,593,1570343227242,1000699,93,1,2,1000699|1000720,0,1,0,0,1,0
00000247--b657952782--24:595:1000707:661|668|670,00000247--b657952782--24,00000247,24,595,1570542333712,1000707,76,1,2,1000707|1000724,0,1,0,0,1,0
00000247--b657952782--24:596:1000707:661|668,00000247--b657952782--24,00000247,24,596,1570642762799,1000707,76,1,2,1000707|1000723,0,1,0,1,1,0
00000247--b657952782--25:26:1000003:11|32,00000247--b657952782--25,00000247,25,26,1573642866708,1000003,35,1,2,1000003|1000030,0,1,0,0,1,0
00000247--b657952782--25:35:1000061:60|82,00000247--b657952782--25,00000247,25,35,1574543158296,1000061,93,1,2,1000061|1000090,0,1,0,0,1,0
00000247--b657952782--25:43:1000045:46|51,00000247--b657952782--25,00000247,25,43,1575343124886,1000045,77,1,2,1000045|1000099,0,1,0,0,1,0
00000247--b657952782--25:46:1000061:60|91,00000247--b657952782--25,00000247,25,46,1575642503880,1000061,93,1,2,1000061|1000106,0,1,0,0,1,0
00000247--b657952782--25:46:1000097:92|95,00000247--b657952782--25,00000247,25,46,1575642503880,1000097,90,1,2,1000097|1000107,0,1,0,0,1,0
00000247--b657952782--25:54:1000091:86|99,00000247--b657952782--25,00000247,25,54,1576443083662,1000091,82,1,2,1000091|1000116,0,1,0,0,1,0
00000247--b657952782--25:60:1000107:95|102,00000247--b657952782--25,00000247,25,60,1577042983386,1000107,52,1,2,1000107|1000124,0,1,0,1,1,0
00000247--b657952782--25:64:1000110:101|105,00000247--b657952782--25,00000247,25,64,1577442971740,1000110,53,1,2,1000110|1000131,0,1,0,0,1,0
00000247--b657952782--25:76:1000112:103|120,00000247--b657952782--25,00000247,25,76,1578642859034,1000112,32,1,2,1000112|1000152,0,1,0,0,1,0
00000247--b657952782--25:76:1000122:111|112,00000247--b657952782--25,00000247,25,76,1578642859034,1000122,66,1,2,1000122|1000151,0,1,0,0,1,0
00000247--b657952782--25:183:1000260:223|247,00000247--b657952782--25,00000247,25,183,1589342885999,1000260,35,1,2,1000237|1000251,0,1,0,0,1,0
00000247--b657952782--25:184:1000237:218|223,00000247--b657952782--25,00000247,25,184,1589442860853,1000237,54,1,2,1000237|1000272,0,1,0,0,1,0
00000247--b657952782--25:184:1000251:232|247,00000247--b657952782--25,00000247,25,184,1589442860853,1000251,74,1,2,1000251|1000274,0,1,0,0,1,0
00000247--b657952782--25:216:1000286:263|266,00000247--b657952782--25,00000247,25,216,1592642794243,1000286,34,1,2,1000286|1000297,0,1,0,0,1,0
00000247--b657952782--25:218:1000287:264|268,00000247--b657952782--25,00000247,25,218,1592842500795,1000287,56,1,2,1000286|1000295,0,1,0,0,1,0
00000247--b657952782--25:225:1000294:271|277|278,00000247--b657952782--25,00000247,25,225,1593542922031,1000294,41,1,2,1000294|1000307,0,1,0,0,1,0
00000247--b657952782--25:243:1000294:271|277,00000247--b657952782--25,00000247,25,243,1595342440964,1000294,41,1,2,1000294|1000320,0,1,0,1,1,0
00000247--b657952782--25:306:1000375:348|351,00000247--b657952782--25,00000247,25,306,1601643052371,1000375,50,1,2,1000375|1000397,0,1,0,0,1,0
00000247--b657952782--25:307:1000369:343|359,00000247--b657952782--25,00000247,25,307,1601743024332,1000369,82,1,2,1000369|1000387,0,1,0,0,1,0
00000247--b657952782--25:312:1000376:349|369,00000247--b657952782--25,00000247,25,312,1602243165530,1000376,71,1,2,1000376|1000407,0,1,0,0,1,0
00000247--b657952782--25:326:1000410:380|390,00000247--b657952782--25,00000247,25,326,1603644730028,1000410,69,1,2,1000410|1000424,0,1,0,0,1,0
00000247--b657952782--25:333:1000410:380|390,00000247--b657952782--25,00000247,25,333,1604342234375,1000410,69,1,2,1000410|1000432,0,1,0,0,1,0
00000247--b657952782--25:357:1000410:380|406,00000247--b657952782--25,00000247,25,357,1606742833446,1000410,69,1,2,1000410|1000455,0,1,0,0,1,0
00000247--b657952782--25:513:1000606:571|575,00000247--b657952782--25,00000247,25,513,1622333420308,1000606,43,1,2,1000606|1000621,0,1,0,0,1,0
00000247--b657952782--25:516:1000611:573|577,00000247--b657952782--25,00000247,25,516,1622633376732,1000611,94,1,2,1000611|1000624,0,1,0,0,1,0
00000247--b657952782--25:532:1000611:573|577,00000247--b657952782--25,00000247,25,532,1624233697415,1000611,94,1,2,1000611|1000651,0,1,0,0,1,0
00000247--b657952782--25:533:1000626:586|591,00000247--b657952782--25,00000247,25,533,1624333004365,1000626,59,1,2,1000626|1000651,0,1,0,1,1,0
00000247--b657952782--25:562:1000652:610|625,00000247--b657952782--25,00000247,25,562,1627232917267,1000652,68,1,2,1000652|1000699,0,1,0,0,1,0
00000247--b657952782--25:562:1000683:636|645,00000247--b657952782--25,00000247,25,562,1627232917267,1000683,91,1,2,1000683|1000700,0,1,0,0,1,0
00000247--b657952782--25:562:1000684:637|641,00000247--b657952782--25,00000247,25,562,1627232917267,1000684,39,1,2,1000684|1000701,0,1,0,0,1,0
00000247--b657952782--25:570:1000707:656|657,00000247--b657952782--25,00000247,25,570,1628032341679,1000707,60,1,2,1000707|1000715,0,1,0,0,1,0
00000247--b657952782--25:582:1000727:675|680,00000247--b657952782--25,00000247,25,582,1629232852964,1000727,53,1,2,1000727|1000734,0,1,0,0,1,0
00000247--b657952782--25:584:1000734:680|682,00000247--b657952782--25,00000247,25,584,1629432339059,1000734,37,1,2,1000734|1000743,0,1,0,0,1,0
00000247--b657952782--25:586:1000734:680|690,00000247--b657952782--25,00000247,25,586,1629633064581,1000734,37,1,2,1000734|1000745,0,1,0,0,1,0
00000247--b657952782--26:34:1000058:58|64,00000247--b657952782--26,00000247,26,34,1634433562629,1000058,90,1,2,1000058|1000069,0,1,0,0,1,0
00000247--b657952782--26:35:1000039:39|66,00000247--b657952782--26,00000247,26,35,1634533948068,1000039,71,1,2,1000039|1000071,0,1,0,0,1,0
00000247--b657952782--26:47:1000059:59|82,00000247--b657952782--26,00000247,26,47,1635732451535,1000059,91,1,2,1000059|1000092,0,1,0,0,1,0
00000247--b657952782--26:47:1000061:61|71,00000247--b657952782--26,00000247,26,47,1635732451535,1000061,93,1,2,1000061|1000091,0,1,0,0,1,0
00000247--b657952782--26:52:1000061:71|82,00000247--b657952782--26,00000247,26,52,1636232795069,1000061,93,1,2,1000061|1000100,0,1,0,0,1,0
00000247--b657952782--26:52:1000091:61|89,00000247--b657952782--26,00000247,26,52,1636232795069,1000091,81,1,2,1000091|1000101,0,1,0,0,1,0
00000247--b657952782--26:200:1000285:274|278,00000247--b657952782--26,00000247,26,200,1651032424199,1000285,48,1,2,1000285|1000300,0,1,0,0,1,0
00000247--b657952782--26:270:1000337:324|330,00000247--b657952782--26,00000247,26,270,1658033169767,1000337,90,1,2,1000337|1000372,0,1,0,0,1,0
00000247--b657952782--26:282:1000360:346|353,00000247--b657952782--26,00000247,26,282,1659232296351,1000360,65,1,2,1000360|1000389,0,1,0,0,1,0
00000247--b657952782--26:337:1000426:409|433,00000247--b657952782--26,00000247,26,337,1664733071712,1000426,58,1,2,1000426|1000441,0,1,0,0,1,0
00000247--b657952782--26:381:1000487:469|474,00000247--b657952782--26,00000247,26,381,1669132966958,1000487,33,1,2,1000487|1000532,0,1,0,0,1,0
00000247--b657952782--26:435:1000586:563|571,00000247--b657952782--26,00000247,26,435,1674533064083,1000586,63,1,2,1000586|1000612,0,1,0,0,1,0
00000247--b657952782--26:444:1000605:582|593,00000247--b657952782--26,00000247,26,444,1675433229734,1000605,64,1,2,1000605|1000630,0,1,0,0,1,0
00000247--b657952782--26:489:1000650:625|650,00000247--b657952782--26,00000247,26,489,1679934398785,1000650,69,1,2,1000650|1000682,0,1,0,0,1,0
00000247--b657952782--26:496:1000650:625|650,00000247--b657952782--26,00000247,26,496,1680632484959,1000650,69,1,2,1000650|1000695,0,1,0,0,1,0
00000247--b657952782--26:536:1000717:690|692,00000247--b657952782--26,00000247,26,536,1684633195947,1000717,78,1,2,1000717|1000723,0,1,0,0,1,0
00000247--b657952782--26:540:1000735:707|709,00000247--b657952782--26,00000247,26,540,1685032427020,1000735,51,1,2,1000735|1000751,0,1,0,0,1,0
00000247--b657952782--26:559:1000776:746|748,00000247--b657952782--26,00000247,26,559,1686932697453,1000776,67,1,2,1000776|1000783,0,1,0,0,1,0
00000247--b657952782--26:567:1000740:716|733,00000247--b657952782--26,00000247,26,567,1687732929311,1000740,93,1,2,1000740|1000795,0,1,0,0,1,0
00000247--b657952782--26:567:1000787:756|759,00000247--b657952782--26,00000247,26,567,1687732929311,1000787,38,1,2,1000787|1000796,0,1,0,0,1,0
00000247--b657952782--26:580:1000787:756|759|767,00000247--b657952782--26,00000247,26,580,1689033258785,1000787,38,1,2,1000787|1000817,0,1,0,1,1,0
00000247--b657952782--27:40:1000025:26|37,00000247--b657952782--27,00000247,27,40,1695033116512,1000025,57,1,2,1000025|1000063,0,1,0,0,1,0
00000247--b657952782--27:40:1000026:27|51,00000247--b657952782--27,00000247,27,40,1695033116512,1000026,58,1,2,1000026|1000064,0,1,0,0,1,0
00000247--b657952782--27:40:1000041:42|50,00000247--b657952782--27,00000247,27,40,1695033116512,1000041,73,1,2,1000041|1000048,0,1,0,0,1,0
00000247--b657952782--27:46:1000037:38|53,00000247--b657952782--27,00000247,27,46,1695632515894,1000037,69,1,2,1000037|1000073,0,1,0,0,1,0
00000247--b657952782--27:54:1000051:52|75,00000247--b657952782--27,00000247,27,54,1696432710926,1000051,83,1,2,1000051|1000086,0,1,0,0,1,0
00000247--b657952782--27:54:1000080:78|79,00000247--b657952782--27,00000247,27,54,1696432710926,1000080,61,1,2,1000080|1000087,0,1,0,0,1,0
00000247--b657952782--27:67:1000098:94|103,00000247--b657952782--27,00000247,27,67,1697733149195,1000098,52,1,2,1000098|1000114,0,1,0,0,1,0
00000247--b657952782--27:76:1000112:108|111,00000247--b657952782--27,00000247,27,76,1698632468955,1000112,95,1,2,1000112|1000127,0,1,0,0,1,0
00000247--b657952782--27:81:1000121:110|116,00000247--b657952782--27,00000247,27,81,1699134627577,1000121,46,1,2,1000121|1000134,0,1,0,0,1,0
00000247--b657952782--27:88:1000138:131|135,00000247--b657952782--27,00000247,27,88,1699833086131,1000138,87,1,2,1000138|1000149,0,1,0,0,1,0
00000247--b657952782--27:135:1000181:173|203,00000247--b657952782--27,00000247,27,135,1704533077277,1000181,80,1,2,1000181|1000219,0,1,0,0,1,0
00000247--b657952782--27:149:1000198:190|196|224,00000247--b657952782--27,00000247,27,149,1705933173527,1000198,72,1,2,1000198|1000244,0,1,0,0,1,0
00000247--b657952782--27:168:1000252:242|243,00000247--b657952782--27,00000247,27,168,1707833269623,1000252,34,1,2,1000252|1000266,0,1,0,0,1,0
00000247--b657952782--27:189:1000256:246|276,00000247--b657952782--27,00000247,27,189,1709932554565,1000256,45,1,2,1000256|1000291,0,1,0,0,1,0
00000247--b657952782--27:189:1000260:250|257,00000247--b657952782--27,00000247,27,189,1709932554565,1000260,93,1,2,1000260|1000301,0,1,0,0,1,0
00000247--b657952782--27:189:1000293:279|280,00000247--b657952782--27,00000247,27,189,1709932554565,1000293,54,1,2,1000293|1000302,0,1,0,0,1,0
00000247--b657952782--27:200:1000300:286|300,00000247--b657952782--27,00000247,27,200,1711033282735,1000300,79,1,2,1000300|1000308,0,1,0,0,1,0
00000247--b657952782--27:200:1000308:292|294,00000247--b657952782--27,00000247,27,200,1711033282735,1000308,95,1,2,1000308|1000320,0,1,0,1,1,0
00000247--b657952782--27:207:1000308:294|300,00000247--b657952782--27,00000247,27,207,1711733058626,1000308,95,1,2,1000308|1000332,0,1,0,0,1,0
00000247--b657952782--27:210:1000323:289|306,00000247--b657952782--27,00000247,27,210,1712033738345,1000323,81,1,2,1000323|1000336,0,1,0,0,1,0
00000247--b657952782--27:213:1000321:304|316,00000247--b657952782--27,00000247,27,213,1712332814589,1000321,78,1,2,1000321|1000340,0,1,0,0,1,0
00000247--b657952782--27:221:1000286:272|285,00000247--b657952782--27,00000247,27,221,1713133328553,1000286,52,1,2,1000286|1000351,0,1,0,0,1,0
00000247--b657952782--27:223:1000338:319|322,00000247--b657952782--27,00000247,27,223,1713332959950,1000338,59,1,2,1000338|1000347,0,1,0,0,1,0
00000247--b657952782--27:249:1000335:317|359,00000247--b657952782--27,00000247,27,249,1715932521438,1000335,58,1,2,1000335|1000392,0,1,0,0,1,0
00000247--b657952782--27:255:1000395:372|374,00000247--b657952782--27,00000247,27,255,1716532428795,1000395,82,1,2,1000395|1000402,0,1,0,0,1,0
00000247--b657952782--27:260:1000395:372|376,00000247--b657952782--27,00000247,27,260,1717032781121,1000395,82,1,2,1000395|1000410,0,1,0,0,1,0
00000247--b657952782--27:266:1000411:386|390,00000247--b657952782--27,00000247,27,266,1717632842921,1000411,39,1,2,1000411|1000417,0,1,0,0,1,0
00000247--b657952782--27:277:1000387:365|390,00000247--b657952782--27,00000247,27,277,1718732611871,1000387,90,1,2,1000387|1000436,0,1,0,0,1,0
00000247--b657952782--27:277:1000389:367|399,00000247--b657952782--27,00000247,27,277,1718732611871,1000389,56,1,2,1000389|1000437,0,1,0,0,1,0
00000247--b657952782--27:284:1000404:380|414,00000247--b657952782--27,00000247,27,284,1719432289108,1000404,41,1,2,1000404|1000434,0,1,0,0,1,0
00000247--b657952782--27:284:1000414:389|413,00000247--b657952782--27,00000247,27,284,1719432289108,1000414,48,1,2,1000414|1000447,0,1,0,0,1,0
00000247--b657952782--27:288:1000404:380|389,00000247--b657952782--27,00000247,27,288,1719824761807,1000404,41,1,2,1000404|1000453,0,1,0,0,1,0
00000247--b657952782--27:288:1000434:408|414,00000247--b657952782--27,00000247,27,288,1719824761807,1000434,32,1,2,1000434|1000454,0,1,0,0,1,0
00000247--b657952782--27:339:1000510:478|487,00000247--b657952782--27,00000247,27,339,1724932504920,1000510,43,1,2,1000510|1000527,0,1,0,0,1,0
00000247--b657952782--27:475:1000639:601|620,00000247--b657952782--27,00000247,27,475,1738532617489,1000639,37,1,2,1000639|1000663,0,1,0,0,1,0
00000247--b657952782--27:477:1000659:621|623,00000247--b657952782--27,00000247,27,477,1738724193288,1000659,95,1,2,1000659|1000666,0,1,0,0,1,0
