event_id,key,route,segment,split_scan,split_ns,parent_pid,parent_alias,parent_published_before,published_child_count,published_child_pids,publication_gap,new_public_point,alias_change,representative_change,external_visible,internal_only
00000266--f9c40304ea--11:205:1000331:288|304,00000266--f9c40304ea--11,00000266,11,205,753226544472,1000331,83,1,2,1000331|1000367,0,1,0,0,1,0
00000266--f9c40304ea--11:205:1000339:295|305,00000266--f9c40304ea--11,00000266,11,205,753226544472,1000339,70,1,2,1000339|1000351,0,1,0,1,1,0
00000266--f9c40304ea--11:207:1000361:310|317,00000266--f9c40304ea--11,00000266,11,207,753426219294,1000361,32,1,2,1000339|1000361,0,1,0,1,1,0
00000266--f9c40304ea--11:213:1000324:281|304,00000266--f9c40304ea--11,00000266,11,213,754027170003,1000324,64,1,2,1000324|1000388,0,1,0,0,1,0
00000266--f9c40304ea--11:213:1000339:295|317,00000266--f9c40304ea--11,00000266,11,213,754027170003,1000339,70,1,2,1000339|1000389,0,1,0,0,1,0
00000266--f9c40304ea--11:213:1000360:316|318,00000266--f9c40304ea--11,00000266,11,213,754027170003,1000360,67,1,2,1000360|1000390,0,1,0,0,1,0
00000266--f9c40304ea--11:228:1000409:357|359,00000266--f9c40304ea--11,00000266,11,228,755526172182,1000409,33,1,2,1000409|1000416,0,1,0,0,1,0
00000266--f9c40304ea--11:231:1000375:327|337,00000266--f9c40304ea--11,00000266,11,231,755826694692,1000375,89,1,2,1000375|1000425,0,1,0,0,1,0
00000266--f9c40304ea--11:298:1000447:390|411,00000266--f9c40304ea--11,00000266,11,298,762525795921,1000447,43,1,2,1000447|1000473,0,1,0,0,1,0
00000266--f9c40304ea--11:314:1000476:417|419,00000266--f9c40304ea--11,00000266,11,314,764126311651,1000476,74,1,2,1000476|1000486,0,1,0,0,1,0
00000266--f9c40304ea--11:365:1000524:464|466,00000266--f9c40304ea--11,00000266,11,365,769225985079,1000524,92,1,2,1000524|1000532,0,1,0,0,1,0
00000266--f9c40304ea--11:375:1000522:462|469,00000266--f9c40304ea--11,00000266,11,375,770226273501,1000522,68,1,2,1000522|1000549,0,1,0,0,1,0
00000266--f9c40304ea--11:376:1000491:431|481,00000266--f9c40304ea--11,00000266,11,376,770325882050,1000491,35,1,2,1000491|1000550,0,1,0,0,1,0
00000266--f9c40304ea--11:377:1000523:463|467,00000266--f9c40304ea--11,00000266,11,377,770426412820,1000523,52,1,2,1000523|1000552,0,1,0,0,1,0
00000266--f9c40304ea--11:382:1000556:489|490,00000266--f9c40304ea--11,00000266,11,382,770926298769,1000556,69,1,2,1000556|1000561,0,1,0,0,1,0
00000266--f9c40304ea--11:394:1000564:493|496,00000266--f9c40304ea--11,00000266,11,394,772126818389,1000564,64,1,2,1000564|1000576,0,1,0,0,1,0
00000266--f9c40304ea--11:396:1000525:465|505,00000266--f9c40304ea--11,00000266,11,396,772326407434,1000525,75,1,2,1000525|1000580,0,1,0,0,1,0
00000266--f9c40304ea--11:408:1000525:465|505,00000266--f9c40304ea--11,00000266,11,408,773526363036,1000525,75,1,2,1000525|1000595,0,1,0,0,1,0
00000266--f9c40304ea--11:463:1000645:572|590|595,00000266--f9c40304ea--11,00000266,11,463,779025717750,1000645,66,1,2,1000645|1000675,0,1,0,0,1,0
00000266--f9c40304ea--11:469:1000645:572|595,00000266--f9c40304ea--11,00000266,11,469,779626333449,1000645,66,1,2,1000645|1000682,0,1,0,0,1,0
00000266--f9c40304ea--11:509:1000645:572|595,00000266--f9c40304ea--11,00000266,11,509,783625719914,1000645,66,1,2,1000645|1000733,0,1,0,0,1,0
00000266--f9c40304ea--11:512:1000680:606|607|656,00000266--f9c40304ea--11,00000266,11,512,783925695297,1000680,69,1,2,1000680|1000739,0,1,0,0,1,0
00000266--f9c40304ea--11:514:1000680:606|607,00000266--f9c40304ea--11,00000266,11,514,784116206527,1000680,69,1,2,1000680|1000742,0,1,0,0,1,0
00000266--f9c40304ea--11:516:1000680:606|656,00000266--f9c40304ea--11,00000266,11,516,784316290795,1000680,69,1,2,1000680|1000743,0,1,0,0,1,0
00000266--f9c40304ea--11:521:1000680:606|607,00000266--f9c40304ea--11,00000266,11,521,784825614177,1000680,69,1,2,1000680|1000748,0,1,0,0,1,0
00000266--f9c40304ea--11:535:1000743:607|656|672,00000266--f9c40304ea--11,00000266,11,535,786216302887,1000743,51,1,2,1000743|1000760,0,1,0,0,1,0
00000266--f9c40304ea--11:560:1000744:665|679,00000266--f9c40304ea--11,00000266,11,560,788715848313,1000744,44,1,2,1000744|1000784,0,1,0,0,1,0
00000266--f9c40304ea--11:595:1000807:724|732,00000266--f9c40304ea--11,00000266,11,595,792216784361,1000807,73,1,2,1000807|1000821,0,1,0,0,1,0
00000266--f9c40304ea--12:24:1000026:27|42,00000266--f9c40304ea--12,00000266,12,24,795116131742,1000026,58,1,2,1000026|1000046,0,1,0,0,1,0
00000266--f9c40304ea--12:39:1000053:53|54,00000266--f9c40304ea--12,00000266,12,39,796616343129,1000053,85,1,2,1000045|1000053,0,1,0,0,1,0
00000266--f9c40304ea--12:51:1000068:68|73,00000266--f9c40304ea--12,00000266,12,51,797818179034,1000068,43,1,2,1000068|1000079,0,1,0,0,1,0
00000266--f9c40304ea--12:52:1000044:45|65,00000266--f9c40304ea--12,00000266,12,52,797916408822,1000044,76,1,2,1000044|1000081,0,1,0,0,1,0
00000266--f9c40304ea--12:61:1000043:44|58,00000266--f9c40304ea--12,00000266,12,61,798816222173,1000043,75,1,2,1000043|1000096,0,1,0,0,1,0
00000266--f9c40304ea--12:63:1000080:45|78,00000266--f9c40304ea--12,00000266,12,63,799016093959,1000080,59,1,2,1000080|1000100,0,1,0,0,1,0
00000266--f9c40304ea--12:69:1000085:83|99,00000266--f9c40304ea--12,00000266,12,69,799616775012,1000085,63,1,2,1000085|1000112,0,1,0,0,1,0
00000266--f9c40304ea--12:71:1000043:44|58|101,00000266--f9c40304ea--12,00000266,12,71,799816610634,1000043,75,1,2,1000043|1000115,0,1,0,1,1,0
00000266--f9c40304ea--12:75:1000026:76|92,00000266--f9c40304ea--12,00000266,12,75,800216503138,1000026,58,1,2,1000026|1000118,0,1,0,1,1,0
00000266--f9c40304ea--12:100:1000152:143|155,00000266--f9c40304ea--12,00000266,12,100,802716196892,1000152,88,1,2,1000152|1000171,0,1,0,0,1,0
00000266--f9c40304ea--12:129:1000125:118|155|184|208,00000266--f9c40304ea--12,00000266,12,129,805615896568,1000125,54,1,2,1000125|1000225,0,1,0,1,1,0
00000266--f9c40304ea--12:159:1000266:251|259,00000266--f9c40304ea--12,00000266,12,159,808616740326,1000266,73,1,2,1000266|1000285,0,1,0,0,1,0
00000266--f9c40304ea--12:162:1000273:258|265,00000266--f9c40304ea--12,00000266,12,162,808917083962,1000273,57,1,2,1000273|1000290,0,1,0,0,1,0
00000266--f9c40304ea--12:166:1000253:248|249,00000266--f9c40304ea--12,00000266,12,166,809316368492,1000253,83,1,2,1000253|1000295,0,1,0,0,1,0
00000266--f9c40304ea--12:170:1000294:243|268,00000266--f9c40304ea--12,00000266,12,170,809716214116,1000294,84,1,2,1000294|1000302,0,1,0,0,1,0
00000266--f9c40304ea--12:171:1000269:254|258|265,00000266--f9c40304ea--12,00000266,12,171,809816798104,1000269,52,1,3,1000269|1000304|1000305,0,1,0,0,1,0
00000266--f9c40304ea--12:173:1000279:263|267,00000266--f9c40304ea--12,00000266,12,173,810016641861,1000279,46,1,2,1000279|1000307,0,1,0,0,1,0
00000266--f9c40304ea--12:176:1000272:257|268,00000266--f9c40304ea--12,00000266,12,176,810315691992,1000272,76,1,2,1000272|1000318,0,1,0,0,1,0
00000266--f9c40304ea--12:193:1000253:248|249,00000266--f9c40304ea--12,00000266,12,193,812015715493,1000253,83,1,2,1000253|1000350,0,1,0,0,1,0
00000266--f9c40304ea--12:202:1000336:268|340,00000266--f9c40304ea--12,00000266,12,202,812916217295,1000336,87,1,2,1000336|1000376,0,1,0,0,1,0
00000266--f9c40304ea--12:207:1000370:341|346,00000266--f9c40304ea--12,00000266,12,207,813416121296,1000370,45,1,2,1000370|1000389,0,1,0,0,1,0
00000266--f9c40304ea--12:224:1000384:354|383,00000266--f9c40304ea--12,00000266,12,224,815116020200,1000384,35,1,2,1000384|1000422,0,1,0,0,1,0
00000266--f9c40304ea--12:226:1000410:371|379,00000266--f9c40304ea--12,00000266,12,226,815316618779,1000410,94,1,2,1000410|1000425,0,1,0,0,1,0
00000266--f9c40304ea--12:226:1000415:384|388,00000266--f9c40304ea--12,00000266,12,226,815316618779,1000415,38,1,2,1000415|1000426,0,1,0,0,1,0
00000266--f9c40304ea--12:227:1000406:375|389,00000266--f9c40304ea--12,00000266,12,227,815416501466,1000406,85,1,2,1000406|1000428,0,1,0,1,1,0
00000266--f9c40304ea--12:250:1000452:416|421,00000266--f9c40304ea--12,00000266,12,250,817716056638,1000452,66,1,2,1000452|1000472,0,1,0,0,1,0
00000266--f9c40304ea--12:256:1000402:390|441,00000266--f9c40304ea--12,00000266,12,256,818315983369,1000402,48,1,2,1000402|1000491,0,1,0,0,1,0
00000266--f9c40304ea--12:256:1000452:416|429,00000266--f9c40304ea--12,00000266,12,256,818315983369,1000452,66,1,2,1000452|1000490,0,1,0,0,1,0
00000266--f9c40304ea--12:256:1000470:434|448,00000266--f9c40304ea--12,00000266,12,256,818315983369,1000470,63,1,2,1000470|1000492,0,1,0,0,1,0
00000266--f9c40304ea--12:258:1000456:420|423,00000266--f9c40304ea--12,00000266,12,258,818516092119,1000456,75,1,2,1000456|1000471,0,1,0,0,1,0
00000266--f9c40304ea--12:263:1000402:390|441|446,00000266--f9c40304ea--12,00000266,12,263,819015978408,1000402,48,1,2,1000402|1000499,0,1,0,0,1,0
00000266--f9c40304ea--12:264:1000402:390|446,00000266--f9c40304ea--12,00000266,12,264,819115871901,1000402,48,1,2,1000402|1000500,0,1,0,0,1,0
00000266--f9c40304ea--12:269:1000402:390|446,00000266--f9c40304ea--12,00000266,12,269,819616084773,1000402,48,1,2,1000402|1000514,0,1,0,0,1,0
00000266--f9c40304ea--12:270:1000504:461|465,00000266--f9c40304ea--12,00000266,12,270,819715928219,1000504,57,1,2,1000504|1000518,0,1,0,0,1,0
00000266--f9c40304ea--12:286:1000535:489|496,00000266--f9c40304ea--12,00000266,12,286,821316133338,1000535,78,1,2,1000535|1000546,0,1,0,0,1,0
00000266--f9c40304ea--12:294:1000530:484|503,00000266--f9c40304ea--12,00000266,12,294,822118833012,1000530,89,1,2,1000530|1000569,0,1,0,0,1,0
00000266--f9c40304ea--12:296:1000538:492|493,00000266--f9c40304ea--12,00000266,12,296,822316273950,1000538,46,1,2,1000538|1000572,0,1,0,0,1,0
00000266--f9c40304ea--12:299:1000559:492|512,00000266--f9c40304ea--12,00000266,12,299,822615982214,1000559,82,1,2,1000559|1000576,0,1,0,0,1,0
00000266--f9c40304ea--12:301:1000535:489|503,00000266--f9c40304ea--12,00000266,12,301,822815876761,1000535,78,1,2,1000535|1000536,0,1,0,0,1,0
00000266--f9c40304ea--12:304:1000530:484|523,00000266--f9c40304ea--12,00000266,12,304,823116213705,1000530,89,1,2,1000530|1000582,0,1,0,0,1,0
00000266--f9c40304ea--12:305:1000538:493|516,00000266--f9c40304ea--12,00000266,12,305,823215851322,1000538,46,1,2,1000538|1000587,0,1,0,1,1,0
00000266--f9c40304ea--12:305:1000540:494|515,00000266--f9c40304ea--12,00000266,12,305,823215851322,1000540,75,1,2,1000538|1000540,0,1,0,0,1,0
00000266--f9c40304ea--12:321:1000592:536|538|545,00000266--f9c40304ea--12,00000266,12,321,824815728216,1000592,94,1,2,1000592|1000619,0,1,0,0,1,0
00000266--f9c40304ea--12:445:1000696:640|643,00000266--f9c40304ea--12,00000266,12,445,837215842467,1000696,41,1,2,1000696|1000708,0,1,0,0,1,0
00000266--f9c40304ea--13:82:1000047:48|64,00000266--f9c40304ea--13,00000266,13,82,860916299414,1000047,79,1,2,1000047|1000066,0,1,0,0,1,0
00000266--f9c40304ea--13:498:1000340:336|337,00000266--f9c40304ea--13,00000266,13,498,902506369445,1000340,40,1,2,1000340|1000354,0,1,0,0,1,0
00000266--f9c40304ea--13:504:1000320:317|330,00000266--f9c40304ea--13,00000266,13,504,903106599042,1000320,46,1,2,1000320|1000361,0,1,0,0,1,0
00000266--f9c40304ea--13:521:1000340:337|366,00000266--f9c40304ea--13,00000266,13,521,904805977790,1000340,40,1,2,1000340|1000391,0,1,0,0,1,0
00000266--f9c40304ea--13:525:1000369:362|364,00000266--f9c40304ea--13,00000266,13,525,905207830976,1000369,48,1,2,1000369|1000398,0,1,0,0,1,0
00000266--f9c40304ea--13:535:1000398:364|390,00000266--f9c40304ea--13,00000266,13,535,906206881286,1000398,51,1,2,1000398|1000413,0,1,0,0,1,0
00000266--f9c40304ea--13:547:1000414:402|404,00000266--f9c40304ea--13,00000266,13,547,907406816983,1000414,73,1,2,1000414|1000430,0,1,0,0,1,0
00000266--f9c40304ea--13:572:1000421:411|414,00000266--f9c40304ea--13,00000266,13,572,909907609472,1000421,86,1,2,1000421|1000459,0,1,0,0,1,0
00000266--f9c40304ea--14:65:1000003:4|51,00000266--f9c40304ea--14,00000266,14,65,919206733840,1000003,35,1,2,1000003|1000109,0,1,0,0,1,0
00000266--f9c40304ea--14:74:1000080:78|115,00000266--f9c40304ea--14,00000266,14,74,920106352763,1000080,75,1,2,1000080|1000123,0,1,0,0,1,0
00000266--f9c40304ea--14:81:1000080:78|115,00000266--f9c40304ea--14,00000266,14,81,920806158450,1000080,75,1,2,1000080|1000134,0,1,0,0,1,0
00000266--f9c40304ea--14:97:1000083:81|119,00000266--f9c40304ea--14,00000266,14,97,922406661486,1000083,74,1,2,1000083|1000159,0,1,0,0,1,0
00000266--f9c40304ea--14:97:1000140:114|116,00000266--f9c40304ea--14,00000266,14,97,922406661486,1000140,85,1,2,1000140|1000159,0,1,0,0,1,0
00000266--f9c40304ea--14:109:1000137:131|132,00000266--f9c40304ea--14,00000266,14,109,923605739857,1000137,89,1,2,1000137|1000174,0,1,0,0,1,0
00000266--f9c40304ea--14:150:1000164:154|155,00000266--f9c40304ea--14,00000266,14,150,927695870011,1000164,33,1,2,1000164|1000209,0,1,0,0,1,0
00000266--f9c40304ea--14:175:1000195:184|188,00000266--f9c40304ea--14,00000266,14,175,930196133514,1000195,62,1,2,1000195|1000241,0,1,0,0,1,0
00000266--f9c40304ea--14:175:1000228:215|225,00000266--f9c40304ea--14,00000266,14,175,930196133514,1000228,75,1,2,1000228|1000242,0,1,0,0,1,0
00000266--f9c40304ea--14:203:1000240:229|231,00000266--f9c40304ea--14,00000266,14,203,932996276270,1000240,73,1,2,1000240|1000262,0,1,0,0,1,0
00000266--f9c40304ea--14:203:1000255:239|243,00000266--f9c40304ea--14,00000266,14,203,932996276270,1000255,77,1,2,1000255|1000263,0,1,0,0,1,0
00000266--f9c40304ea--14:210:1000269:251|253,00000266--f9c40304ea--14,00000266,14,210,933696338232,1000269,46,1,2,1000266|1000269,0,1,0,1,1,0
00000266--f9c40304ea--14:215:1000256:240|248,00000266--f9c40304ea--14,00000266,14,215,934197239756,1000256,65,1,2,1000256|1000288,0,1,0,0,1,0
00000266--f9c40304ea--14:216:1000272:254|256,00000266--f9c40304ea--14,00000266,14,216,934296038727,1000272,69,1,2,1000272|1000289,0,1,0,0,1,0
00000266--f9c40304ea--14:247:1000313:291|294,00000266--f9c40304ea--14,00000266,14,247,937386619697,1000313,57,1,2,1000313|1000325,0,1,0,0,1,0
00000266--f9c40304ea--14:277:1000341:318|328,00000266--f9c40304ea--14,00000266,14,277,940387904401,1000341,73,1,2,1000341|1000354,0,1,0,0,1,0
00000266--f9c40304ea--14:383:1000456:432|433,00000266--f9c40304ea--14,00000266,14,383,950985945634,1000456,37,1,2,1000456|1000461,0,1,0,0,1,0
00000266--f9c40304ea--14:394:1000443:419|450,00000266--f9c40304ea--14,00000266,14,394,952085560434,1000443,63,1,2,1000443|1000478,0,1,0,0,1,0
00000266--f9c40304ea--14:420:1000507:481|512,00000266--f9c40304ea--14,00000266,14,420,954675871276,1000507,92,1,2,1000507|1000541,0,1,0,0,1,0
00000266--f9c40304ea--14:427:1000525:499|504,00000266--f9c40304ea--14,00000266,14,427,955376314478,1000525,95,1,2,1000525|1000537,0,1,0,1,1,0
00000266--f9c40304ea--14:428:1000537:504|511,00000266--f9c40304ea--14,00000266,14,428,955476134340,1000537,70,1,2,1000537|1000559,0,1,0,0,1,0
00000266--f9c40304ea--14:429:1000549:522|523,00000266--f9c40304ea--14,00000266,14,429,955576119947,1000549,38,1,2,1000549|1000561,0,1,0,0,1,0
00000266--f9c40304ea--14:431:1000517:491|531,00000266--f9c40304ea--14,00000266,14,431,955776778503,1000517,90,1,2,1000517|1000564,0,1,0,0,1,0
00000266--f9c40304ea--14:432:1000549:522|525,00000266--f9c40304ea--14,00000266,14,432,955876590817,1000549,38,1,2,1000549|1000569,0,1,0,0,1,0
00000266--f9c40304ea--14:435:1000517:491|531,00000266--f9c40304ea--14,00000266,14,435,956176779880,1000517,90,1,2,1000517|1000573,0,1,0,0,1,0
00000266--f9c40304ea--14:443:1000565:534|536|548,00000266--f9c40304ea--14,00000266,14,443,956975986485,1000565,47,1,2,1000565|1000585,0,1,0,0,1,0
00000266--f9c40304ea--14:444:1000490:464|492,00000266--f9c40304ea--14,00000266,14,444,957076345091,1000490,40,1,2,1000490|1000591,0,1,0,0,1,0
00000266--f9c40304ea--14:444:1000585:536|551,00000266--f9c40304ea--14,00000266,14,444,957076345091,1000585,73,1,2,1000565|1000585,0,1,0,0,1,0
00000266--f9c40304ea--14:445:1000565:534|536,00000266--f9c40304ea--14,00000266,14,445,957175940916,1000565,47,1,2,1000565|1000593,0,1,0,0,1,0
00000266--f9c40304ea--14:459:1000565:534|536,00000266--f9c40304ea--14,00000266,14,459,958576233680,1000565,47,1,2,1000565|1000614,0,1,0,0,1,0
00000266--f9c40304ea--14:463:1000566:535|537,00000266--f9c40304ea--14,00000266,14,463,958976601213,1000566,88,1,2,1000565|1000566,0,1,0,0,1,0
00000266--f9c40304ea--14:477:1000596:560|581,00000266--f9c40304ea--14,00000266,14,477,960376241675,1000596,92,1,2,1000596|1000644,0,1,0,0,1,0
00000266--f9c40304ea--14:481:1000583:549|587,00000266--f9c40304ea--14,00000266,14,481,960775977324,1000583,33,1,2,1000583|1000653,0,1,0,0,1,0
00000266--f9c40304ea--14:499:1000653:587|627,00000266--f9c40304ea--14,00000266,14,499,962576041732,1000653,56,1,2,1000583|1000656,0,1,0,0,1,0
00000266--f9c40304ea--14:508:1000583:549|587,00000266--f9c40304ea--14,00000266,14,508,963475871815,1000583,33,1,2,1000583|1000694,0,1,0,0,1,0
00000266--f9c40304ea--14:508:1000656:616|627,00000266--f9c40304ea--14,00000266,14,508,963475871815,1000656,43,1,2,1000656|1000695,0,1,0,0,1,0
00000266--f9c40304ea--14:511:1000656:616|627,00000266--f9c40304ea--14,00000266,14,511,963776074881,1000656,43,1,2,1000656|1000699,0,1,0,0,1,0
00000266--f9c40304ea--14:520:1000690:627|650,00000266--f9c40304ea--14,00000266,14,520,964676225914,1000690,78,1,2,1000690|1000708,0,1,0,0,1,0
00000266--f9c40304ea--14:521:1000643:605|648,00000266--f9c40304ea--14,00000266,14,521,964777084183,1000643,64,1,2,1000643|1000709,0,1,0,0,1,0
00000266--f9c40304ea--14:524:1000583:549|587|627,00000266--f9c40304ea--14,00000266,14,524,965076278653,1000583,33,1,2,1000583|1000715,0,1,0,0,1,0
00000266--f9c40304ea--14:526:1000656:616|662,00000266--f9c40304ea--14,00000266,14,526,965276616786,1000656,43,1,2,1000656|1000717,0,1,0,0,1,0
00000266--f9c40304ea--14:526:1000690:627|650|661,00000266--f9c40304ea--14,00000266,14,526,965276616786,1000690,78,1,2,1000690|1000717,0,1,0,0,1,0
00000266--f9c40304ea--14:533:1000656:616|665|672,00000266--f9c40304ea--14,00000266,14,533,965976329359,1000656,43,1,2,1000656|1000727,0,1,0,0,1,0
00000266--f9c40304ea--14:536:1000656:616|672,00000266--f9c40304ea--14,00000266,14,536,966276069179,1000656,43,1,2,1000656|1000727,0,1,0,1,1,0
00000266--f9c40304ea--14:536:1000690:627|650|662,00000266--f9c40304ea--14,00000266,14,536,966276069179,1000690,78,1,2,1000656|1000690,0,1,0,1,1,0
00000266--f9c40304ea--14:537:1000656:650|672,00000266--f9c40304ea--14,00000266,14,537,966376850142,1000656,43,1,2,1000656|1000690,0,1,0,0,1,0
00000266--f9c40304ea--14:537:1000727:616|665,00000266--f9c40304ea--14,00000266,14,537,966376850142,1000727,53,1,2,1000727|1000730,0,1,0,0,1,0
00000266--f9c40304ea--14:540:1000727:616|665,00000266--f9c40304ea--14,00000266,14,540,966676298535,1000727,53,1,2,1000727|1000736,0,1,0,0,1,0
00000266--f9c40304ea--14:541:1000726:673|678|679,00000266--f9c40304ea--14,00000266,14,541,966776122752,1000726,56,1,2,1000726|1000727,0,1,0,1,1,0
00000266--f9c40304ea--14:542:1000729:680|681,00000266--f9c40304ea--14,00000266,14,542,966876018343,1000729,52,1,2,1000729|1000737,0,1,0,1,1,0
00000266--f9c40304ea--14:545:1000727:665|673|679,00000266--f9c40304ea--14,00000266,14,545,967176310787,1000727,53,1,2,1000727|1000746,0,1,0,0,1,0
00000266--f9c40304ea--14:556:1000745:693|695,00000266--f9c40304ea--14,00000266,14,556,968276199734,1000745,50,1,2,1000745|1000761,0,1,0,0,1,0
00000266--f9c40304ea--14:561:1000743:691|703,00000266--f9c40304ea--14,00000266,14,561,968776057332,1000743,60,1,2,1000743|1000765,0,1,0,0,1,0
00000266--f9c40304ea--14:565:1000762:707|712,00000266--f9c40304ea--14,00000266,14,565,969175869469,1000762,39,1,2,1000762|1000776,0,1,0,0,1,0
00000266--f9c40304ea--14:568:1000762:707|720,00000266--f9c40304ea--14,00000266,14,568,969476276943,1000762,39,1,2,1000762|1000779,0,1,0,0,1,0
00000266--f9c40304ea--14:569:1000775:710|712,00000266--f9c40304ea--14,00000266,14,569,969576715775,1000775,68,1,2,1000775|1000781,0,1,0,0,1,0
00000266--f9c40304ea--14:571:1000765:703|712,00000266--f9c40304ea--14,00000266,14,571,969776562960,1000765,79,1,2,1000765|1000786,0,1,0,0,1,0
00000266--f9c40304ea--14:587:1000800:739|741,00000266--f9c40304ea--14,00000266,14,587,971366744578,1000800,34,1,2,1000800|1000809,0,1,0,0,1,0
00000266--f9c40304ea--14:588:1000801:740|743,00000266--f9c40304ea--14,00000266,14,588,971466246743,1000801,43,1,2,1000801|1000813,0,1,0,0,1,0
00000266--f9c40304ea--14:592:1000800:739|748,00000266--f9c40304ea--14,00000266,14,592,971865948939,1000800,34,1,2,1000800|1000821,0,1,0,0,1,0
00000266--f9c40304ea--14:598:1000817:747|754,00000266--f9c40304ea--14,00000266,14,598,972466572864,1000817,71,1,2,1000817|1000839,0,1,0,0,1,0
00000266--f9c40304ea--15:16:1000009:10|24,00000266--f9c40304ea--15,00000266,15,16,974267482774,1000009,41,1,2,1000009|1000047,0,1,0,0,1,0
00000266--f9c40304ea--15:16:1000020:21|30,00000266--f9c40304ea--15,00000266,15,16,974267482774,1000020,52,1,2,1000020|1000048,0,1,0,0,1,0
00000266--f9c40304ea--15:18:1000024:25|27,00000266--f9c40304ea--15,00000266,15,18,974466128376,1000024,56,1,2,1000024|1000034,0,1,0,0,1,0
00000266--f9c40304ea--15:21:1000034:25|35,00000266--f9c40304ea--15,00000266,15,21,974766794842,1000034,66,1,2,1000034|1000054,0,1,0,0,1,0
00000266--f9c40304ea--15:54:1000087:83|88,00000266--f9c40304ea--15,00000266,15,54,978065991119,1000087,62,1,2,1000087|1000098,0,1,0,0,1,0
00000266--f9c40304ea--15:69:1000085:81|92,00000266--f9c40304ea--15,00000266,15,69,979566076747,1000085,72,1,2,1000085|1000114,0,1,0,0,1,0
00000266--f9c40304ea--15:221:1000269:262|267,00000266--f9c40304ea--15,00000266,15,221,994765954747,1000269,52,1,2,1000269|1000278,0,1,0,0,1,0
00000266--f9c40304ea--15:233:1000269:262|278,00000266--f9c40304ea--15,00000266,15,233,995956472097,1000269,52,1,2,1000269|1000287,0,1,0,0,1,0
00000266--f9c40304ea--15:380:1000430:416|423,00000266--f9c40304ea--15,00000266,15,380,1010656478723,1000430,84,1,2,1000430|1000447,0,1,0,0,1,0
00000266--f9c40304ea--15:384:1000430:416|423,00000266--f9c40304ea--15,00000266,15,384,1011056672000,1000430,84,1,2,1000430|1000456,0,1,0,0,1,0
00000266--f9c40304ea--15:391:1000397:386|388|389,00000266--f9c40304ea--15,00000266,15,391,1011756779011,1000397,63,1,2,1000397|1000460,0,1,0,0,1,0
00000266--f9c40304ea--15:438:1000449:432|471,00000266--f9c40304ea--15,00000266,15,438,1016455885448,1000449,87,1,2,1000449|1000506,0,1,0,1,1,0
00000266--f9c40304ea--15:454:1000506:432|486,00000266--f9c40304ea--15,00000266,15,454,1018055889333,1000506,64,1,2,1000506|1000529,0,1,0,0,1,0
00000266--f9c40304ea--15:503:1000576:555|558,00000266--f9c40304ea--15,00000266,15,503,1022956184567,1000576,41,1,2,1000576|1000585,0,1,0,0,1,0
00000266--f9c40304ea--15:513:1000573:552|563,00000266--f9c40304ea--15,00000266,15,513,1023947355718,1000573,69,1,2,1000573|1000592,0,1,0,0,1,0
00000266--f9c40304ea--15:544:1000625:602|603,00000266--f9c40304ea--15,00000266,15,544,1027056271654,1000625,57,1,2,1000625|1000627,0,1,0,0,1,0
00000266--f9c40304ea--15:582:1000650:626|631,00000266--f9c40304ea--15,00000266,15,582,1030846310945,1000650,78,1,2,1000650|1000665,0,1,0,0,1,0
00000266--f9c40304ea--15:588:1000650:626|631,00000266--f9c40304ea--15,00000266,15,588,1031445844546,1000650,78,1,2,1000650|1000669,0,1,0,0,1,0
00000266--f9c40304ea--15:594:1000645:621|637,00000266--f9c40304ea--15,00000266,15,594,1032047599790,1000645,37,1,2,1000645|1000676,0,1,0,0,1,0
00000266--f9c40304ea--15:597:1000650:626|631,00000266--f9c40304ea--15,00000266,15,597,1032346019873,1000650,78,1,2,1000650|1000682,0,1,0,0,1,0
00000266--f9c40304ea--16:7:1000000:1|11,00000266--f9c40304ea--16,00000266,16,7,1033346843393,1000000,32,1,2,1000000|1000032,0,1,0,0,1,0
00000266--f9c40304ea--16:10:1000023:24|25,00000266--f9c40304ea--16,00000266,16,10,1033647770359,1000023,55,1,2,1000023|1000034,0,1,0,0,1,0
00000266--f9c40304ea--16:10:1000028:28|29,00000266--f9c40304ea--16,00000266,16,10,1033647770359,1000028,60,1,2,1000028|1000035,0,1,0,0,1,0
00000266--f9c40304ea--16:12:1000023:24|25,00000266--f9c40304ea--16,00000266,16,12,1033845993586,1000023,55,1,2,1000012|1000023,0,1,0,0,1,0
00000266--f9c40304ea--16:14:1000025:26|33,00000266--f9c40304ea--16,00000266,16,14,1034046264659,1000025,57,1,2,1000025|1000047,0,1,0,0,1,0
00000266--f9c40304ea--16:16:1000023:24|29,00000266--f9c40304ea--16,00000266,16,16,1034245988636,1000023,55,1,2,1000012|1000023,0,1,0,1,1,0
00000266--f9c40304ea--16:16:1000028:28|37,00000266--f9c40304ea--16,00000266,16,16,1034245988636,1000028,60,1,2,1000028|1000049,0,1,0,0,1,0
00000266--f9c40304ea--16:17:1000012:13|24|25,00000266--f9c40304ea--16,00000266,16,17,1034346032538,1000012,44,1,2,1000012|1000054,0,1,0,0,1,0
00000266--f9c40304ea--16:19:1000047:33|47,00000266--f9c40304ea--16,00000266,16,19,1034546679334,1000047,79,1,2,1000047|1000056,0,1,0,0,1,0
00000266--f9c40304ea--16:21:1000012:13|25|38,00000266--f9c40304ea--16,00000266,16,21,1034746014229,1000012,44,1,2,1000012|1000064,0,1,0,0,1,0
