family_id,key,route,segment,raw_pair,parent_member_sets,split_count,rejoin_count,median_split_interval_s,max_split_interval_s,median_rejoin_latency_s,pid_births,representative_retained,boundary_causes,publication_visible,internal_only
00000283--b395338ef9--37:94|103,00000283--b395338ef9--37,00000283,37,94|103,94|103,2,1,1.709300429,1.709300429,0.299659348,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000283--b395338ef9--4:2|53,00000283--b395338ef9--4,00000283,4,2|53,2|53,2,2,16.200037388,16.200037388,0.899944477,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000283--b395338ef9--4:6|53,00000283--b395338ef9--4,00000283,4,6|53,6|53,2,1,0.800023917,0.800023917,0.399800149,1,2,"{""LATERAL_DIAMETER"":2}",2,0
00000283--b395338ef9--41:237|249,00000283--b395338ef9--41,00000283,41,237|249,237|249,2,1,0.99965984,0.99965984,0.300078206,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000283--b395338ef9--41:278|295,00000283--b395338ef9--41,00000283,41,278|295,278|295,2,1,2.099979974,2.099979974,0.300469327,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000283--b395338ef9--43:379|392,00000283--b395338ef9--43,00000283,43,379|392,379|392,2,1,0.600684381,0.600684381,0.300582403,1,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000283--b395338ef9--43:392|400,00000283--b395338ef9--43,00000283,43,392|400,392|400,2,1,1.000390731,1.000390731,0.502279556,1,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000283--b395338ef9--43:65|67,00000283--b395338ef9--43,00000283,43,65|67,65|67,2,1,0.597616671,0.597616671,0.498415227,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000283--b395338ef9--44:391|407,00000283--b395338ef9--44,00000283,44,391|407,391|407,2,1,1.200910737,1.200910737,0.902367719,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000283--b395338ef9--44:400|440,00000283--b395338ef9--44,00000283,44,400|440,400|440,2,1,0.500030859,0.500030859,0.412292003,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000283--b395338ef9--45:177|213,00000283--b395338ef9--45,00000283,45,177|213,177|213,2,1,5.600271318,5.600271318,2.700461043,1,2,"{""LATERAL_DIAMETER"":2}",2,0
00000283--b395338ef9--45:230|237,00000283--b395338ef9--45,00000283,45,230|237,230|237,2,2,0.799779305,0.799779305,0.9497669425,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000283--b395338ef9--45:315|316,00000283--b395338ef9--45,00000283,45,315|316,315|316,2,1,0.199467619,0.199467619,0.100405356,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000283--b395338ef9--45:507|508,00000283--b395338ef9--45,00000283,45,507|508,507|508;507|508|515,2,1,1.4994489,1.4994489,1.399502641,2,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000283--b395338ef9--45:582|586,00000283--b395338ef9--45,00000283,45,582|586,582|584|586;582|584|586|606,2,1,2.302512957,2.302512957,2.200302799,2,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000283--b395338ef9--46:14|17,00000283--b395338ef9--46,00000283,46,14|17,14|17|36,2,2,4.399949185,4.399949185,2.1459373580000003,1,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000283--b395338ef9--46:51|61,00000283--b395338ef9--46,00000283,46,51|61,51|61,2,2,0.699765098,0.699765098,0.2001187745,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000283--b395338ef9--47:216|217,00000283--b395338ef9--47,00000283,47,216|217,216|217,2,1,0.400129407,0.400129407,0.200659605,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000283--b395338ef9--47:240|245,00000283--b395338ef9--47,00000283,47,240|245,240|245,2,1,0.500104552,0.500104552,0.20079835,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000283--b395338ef9--47:255|257,00000283--b395338ef9--47,00000283,47,255|257,255|257,2,1,0.899614248,0.899614248,0.600308046,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000283--b395338ef9--47:322|360,00000283--b395338ef9--47,00000283,47,322|360,322|360,2,2,0.200030606,0.200030606,0.700637424,1,1,"{""DISTANCE_GROWTH"":2}",2,0
00000283--b395338ef9--47:380|385,00000283--b395338ef9--47,00000283,47,380|385,380|385,2,1,2.000399074,2.000399074,0.39998683,1,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000283--b395338ef9--47:479|504,00000283--b395338ef9--47,00000283,47,479|504,479|504,2,2,0.701598406,0.701598406,0.354043964,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000283--b395338ef9--48:109|121,00000283--b395338ef9--48,00000283,48,109|121,109|121,2,2,1.19864189,1.19864189,0.2986714375,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000283--b395338ef9--48:112|119,00000283--b395338ef9--48,00000283,48,112|119,112|119,2,1,0.500291039,0.500291039,0.200409187,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000283--b395338ef9--48:168|177,00000283--b395338ef9--48,00000283,48,168|177,168|174|177;168|177,2,1,0.299318963,0.299318963,0.198972082,2,2,"{""DISTANCE_GROWTH"":2}",2,0
00000283--b395338ef9--48:26|51,00000283--b395338ef9--48,00000283,48,26|51,26|51;26|51|65,2,1,0.700835646,0.700835646,0.600804245,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000283--b395338ef9--6:140|149,00000283--b395338ef9--6,00000283,6,140|149,140|149,3,2,0.399983939,0.599631009,0.2506768245,2,3,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":2}",3,0
00000283--b395338ef9--6:20|28,00000283--b395338ef9--6,00000283,6,20|28,20|28,2,2,3.600381717,3.600381717,2.4001465335,1,1,"{""LATERAL_DIAMETER"":2}",2,0
00000283--b395338ef9--9:20|21,00000283--b395338ef9--9,00000283,9,20|21,17|18|20|21;20|21,2,0,0.699751113,0.699751113,,1,1,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000285--27dca1de75--10:193|197,00000285--27dca1de75--10,00000285,10,193|197,193|197,2,1,1.098664453,1.098664453,0.499039686,1,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--10:201|209,00000285--27dca1de75--10,00000285,10,201|209,201|209,2,1,0.599996432,0.599996432,0.499699037,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--10:250|273,00000285--27dca1de75--10,00000285,10,250|273,250|273,2,1,0.600093381,0.600093381,0.399469652,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--10:282|285,00000285--27dca1de75--10,00000285,10,282|285,282|285,2,1,1.200090589,1.200090589,0.899894395,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--11:278|308,00000285--27dca1de75--11,00000285,11,278|308,278|308,2,1,0.700256071,0.700256071,0.300374447,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--11:27|31,00000285--27dca1de75--11,00000285,11,27|31,27|31,2,1,1.390754764,1.390754764,0.59099389,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000285--27dca1de75--12:377|381,00000285--27dca1de75--12,00000285,12,377|381,377|381,2,1,0.700557619,0.700557619,0.099818774,2,2,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1}",2,0
00000285--27dca1de75--13:32|39,00000285--27dca1de75--13,00000285,13,32|39,32|33|39;32|39,3,1,0.8001714405,1.101295102,0.299841952,3,3,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":2}",3,0
00000285--27dca1de75--13:331|332,00000285--27dca1de75--13,00000285,13,331|332,331|332,2,2,0.399683952,0.399683952,0.200178674,2,2,"{""DISTANCE_GROWTH"":2}",2,0
00000285--27dca1de75--13:362|364,00000285--27dca1de75--13,00000285,13,362|364,362|364,2,2,0.200418768,0.200418768,0.24955918,1,1,"{""LATERAL_GROWTH"":2}",2,0
00000285--27dca1de75--13:3|278,00000285--27dca1de75--13,00000285,13,3|278,3|278,2,2,0.699057432,0.699057432,1.9000127525,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000285--27dca1de75--14:171|172,00000285--27dca1de75--14,00000285,14,171|172,171|172,2,1,0.19976153,0.19976153,0.100101479,1,1,"{""DISTANCE_GROWTH"":2}",2,0
00000285--27dca1de75--15:132|134,00000285--27dca1de75--15,00000285,15,132|134,132|134,4,3,0.900094978,1.001258676,0.399105179,4,4,"{""DISTANCE_DIAMETER"":4}",4,0
00000285--27dca1de75--15:73|81,00000285--27dca1de75--15,00000285,15,73|81,73|81,2,1,1.289670758,1.289670758,0.890106876,0,1,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000285--27dca1de75--15:78|80,00000285--27dca1de75--15,00000285,15,78|80,78|80,2,1,1.59999742,1.59999742,1.000047678,1,2,"{""LATERAL_DIAMETER"":2}",2,0
00000285--27dca1de75--15:81|83,00000285--27dca1de75--15,00000285,15,81|83,81|83,2,1,0.6092158,0.6092158,0.49957185,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_DIAMETER"":1}",2,0
00000285--27dca1de75--17:111|115,00000285--27dca1de75--17,00000285,17,111|115,111|115,2,1,0.699801799,0.699801799,0.500270553,2,2,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1}",2,0
00000285--27dca1de75--18:161|167,00000285--27dca1de75--18,00000285,18,161|167,161|167,2,1,2.200324945,2.200324945,1.100032997,2,2,"{""DISTANCE_GROWTH"":1,""OTHER_STATIONARY_MOVING"":1}",2,0
00000285--27dca1de75--18:162|164,00000285--27dca1de75--18,00000285,18,162|164,162|164,3,2,0.2995987525,0.400079981,0.150417945,3,3,"{""DISTANCE_GROWTH"":3}",3,0
00000285--27dca1de75--18:354|359,00000285--27dca1de75--18,00000285,18,354|359,354|359,2,1,0.698912,0.698912,0.599844046,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--19:130|131,00000285--27dca1de75--19,00000285,19,130|131,130|131,2,1,1.197616104,1.197616104,0.497409004,0,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--19:273|275,00000285--27dca1de75--19,00000285,19,273|275,273|275,2,1,1.000702324,1.000702324,0.299847553,1,1,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1}",2,0
00000285--27dca1de75--19:276|277,00000285--27dca1de75--19,00000285,19,276|277,276|277,2,1,1.399987623,1.399987623,0.300999314,1,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--19:282|291,00000285--27dca1de75--19,00000285,19,282|291,282|291,2,1,1.298653437,1.298653437,0.698615602,0,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--19:283|289,00000285--27dca1de75--19,00000285,19,283|289,283|289,2,1,0.601308723,0.601308723,0.300309409,1,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--19:296|302,00000285--27dca1de75--19,00000285,19,296|302,296|302,2,2,0.602209973,0.602209973,0.5490995835,1,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--19:297|305,00000285--27dca1de75--19,00000285,19,297|305,297|305,2,1,1.700368703,1.700368703,0.400442556,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--2:140|145,00000285--27dca1de75--2,00000285,2,140|145,140|145,2,1,1.299591711,1.299591711,0.299484069,1,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000285--27dca1de75--2:140|146,00000285--27dca1de75--2,00000285,2,140|146,140|146,3,2,0.800144384,0.800578452,0.550065467,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_DIAMETER"":2}",3,0
00000285--27dca1de75--2:19|27,00000285--27dca1de75--2,00000285,2,19|27,19|27,2,1,2.000065163,2.000065163,0.300644381,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000285--27dca1de75--2:338|346,00000285--27dca1de75--2,00000285,2,338|346,338|346,2,1,2.999288223,2.999288223,1.099394961,2,2,"{""DISTANCE_DIAMETER"":1,""OTHER_STATIONARY_MOVING"":1}",2,0
00000285--27dca1de75--2:42|56,00000285--27dca1de75--2,00000285,2,42|56,42|56,2,1,0.800937515,0.800937515,0.601009495,1,2,"{""DISTANCE_GROWTH"":1,""LATERAL_DIAMETER"":1}",2,0
00000285--27dca1de75--2:438|443,00000285--27dca1de75--2,00000285,2,438|443,438|443,2,2,2.599817882,2.599817882,1.5496549505000001,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--2:477|523,00000285--27dca1de75--2,00000285,2,477|523,477|523,3,2,0.2499487155,0.299612027,0.1501668925,3,3,"{""DISTANCE_GROWTH"":3}",3,0
00000285--27dca1de75--20:229|230,00000285--27dca1de75--20,00000285,20,229|230,229|230,2,1,0.89985702,0.89985702,0.801840194,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000285--27dca1de75--20:433|443,00000285--27dca1de75--20,00000285,20,433|443,433|443,2,1,0.200350182,0.200350182,0.100114303,2,2,"{""DISTANCE_GROWTH"":2}",2,0
00000285--27dca1de75--20:536|540,00000285--27dca1de75--20,00000285,20,536|540,536|540,2,1,1.298904062,1.298904062,0.599681386,1,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--20:540|543,00000285--27dca1de75--20,00000285,20,540|543,540|543,3,3,0.899470175,0.900293681,0.598597849,1,3,"{""DISTANCE_DIAMETER"":3}",3,0
00000285--27dca1de75--20:543|551,00000285--27dca1de75--20,00000285,20,543|551,543|551,2,1,1.799673135,1.799673135,0.999186003,0,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--20:580|581,00000285--27dca1de75--20,00000285,20,580|581,580|581,2,1,0.901895616,0.901895616,0.500763228,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--20:602|605,00000285--27dca1de75--20,00000285,20,602|605,602|605,2,1,0.500495284,0.500495284,0.299831545,1,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--22:105|110,00000285--27dca1de75--22,00000285,22,105|110,105|110,2,2,1.600009704,1.600009704,0.541047431,1,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--23:271|272,00000285--27dca1de75--23,00000285,23,271|272,271|272,3,2,0.449753493,0.499699239,0.35033937400000004,3,3,"{""DISTANCE_DIAMETER"":3}",3,0
00000285--27dca1de75--23:58|61,00000285--27dca1de75--23,00000285,23,58|61,58|61,2,2,0.901644561,0.901644561,0.449296443,2,2,"{""DISTANCE_GROWTH"":2}",2,0
00000285--27dca1de75--24:111|115,00000285--27dca1de75--24,00000285,24,111|115,111|115,2,1,0.197937344,0.197937344,0.097876518,2,2,"{""DISTANCE_GROWTH"":2}",2,0
00000285--27dca1de75--24:312|320,00000285--27dca1de75--24,00000285,24,312|320,312|320,2,2,0.300373919,0.300373919,0.199658857,2,2,"{""DISTANCE_GROWTH"":2}",2,0
00000285--27dca1de75--25:152|155,00000285--27dca1de75--25,00000285,25,152|155,152|155,2,1,0.399552832,0.399552832,0.30110197,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--25:29|40,00000285--27dca1de75--25,00000285,25,29|40,29|40,2,1,1.30092148,1.30092148,0.300973978,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--26:248|253,00000285--27dca1de75--26,00000285,26,248|253,248|253,2,1,0.500626598,0.500626598,0.301216741,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--26:304|312,00000285--27dca1de75--26,00000285,26,304|312,304|312,2,1,2.200734782,2.200734782,1.199356483,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--26:99|104,00000285--27dca1de75--26,00000285,26,99|104,99|104,2,2,1.900555238,1.900555238,0.999808673,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--27:163|164,00000285--27dca1de75--27,00000285,27,163|164,163|164,2,1,1.401281818,1.401281818,0.400505407,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--27:260|262,00000285--27dca1de75--27,00000285,27,260|262,260|262,2,1,0.900693017,0.900693017,0.799871735,2,2,"{""DISTANCE_GROWTH"":1,""VELOCITY_DIAMETER"":1}",2,0
00000285--27dca1de75--27:345|355,00000285--27dca1de75--27,00000285,27,345|355,345|355,4,4,1.31178594,2.098634065,0.3995478945,4,4,"{""DISTANCE_DIAMETER"":4}",4,0
00000285--27dca1de75--28:14|26,00000285--27dca1de75--28,00000285,28,14|26,14|26,2,1,0.200103718,0.200103718,0.100153139,1,2,"{""LATERAL_GROWTH"":1,""OTHER_STATIONARY_MOVING"":1}",2,0
00000285--27dca1de75--28:239|248,00000285--27dca1de75--28,00000285,28,239|248,239|248,4,4,0.50129613,2.299761713,0.9004544045,4,4,"{""DISTANCE_DIAMETER"":3,""LATERAL_GROWTH"":1}",4,0
00000285--27dca1de75--28:367|372,00000285--27dca1de75--28,00000285,28,367|372,367|372,2,1,0.710553912,0.710553912,0.59989122,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000285--27dca1de75--28:492|494,00000285--27dca1de75--28,00000285,28,492|494,492|494,2,1,0.89767262,0.89767262,0.297792538,0,0,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000285--27dca1de75--29:104|105,00000285--27dca1de75--29,00000285,29,104|105,104|105,2,1,1.400062971,1.400062971,0.201698612,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000285--27dca1de75--29:135|169,00000285--27dca1de75--29,00000285,29,135|169,102|135|169,2,2,1.300775885,1.300775885,1.5496681075,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--29:167|170,00000285--27dca1de75--29,00000285,29,167|170,167|170,2,1,0.599961051,0.599961051,0.499519729,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000285--27dca1de75--29:210|234,00000285--27dca1de75--29,00000285,29,210|234,210|234,3,2,0.450017782,0.499352241,0.2511411635,3,3,"{""DISTANCE_GROWTH"":2,""LATERAL_GROWTH"":1}",3,0
00000285--27dca1de75--29:22|29,00000285--27dca1de75--29,00000285,29,22|29,22|29,2,1,0.600938122,0.600938122,0.500368566,2,2,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1}",2,0
00000285--27dca1de75--29:533|537,00000285--27dca1de75--29,00000285,29,533|537,533|537;533|537|540|546,2,1,1.300198012,1.300198012,0.502147207,3,1,"{""DISTANCE_GROWTH"":1,""LATERAL_DIAMETER"":1}",2,0
00000285--27dca1de75--29:631|690,00000285--27dca1de75--29,00000285,29,631|690,626|631|690,2,1,0.499580728,0.499580728,0.299351971,2,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--3:241|245,00000285--27dca1de75--3,00000285,3,241|245,241|245,3,2,0.5491053185,0.598430164,0.298967274,3,3,"{""DISTANCE_DIAMETER"":3}",3,0
00000285--27dca1de75--30:117|147,00000285--27dca1de75--30,00000285,30,117|147,117|147;117|147|154,3,2,0.7003386869999999,0.899907916,0.4500757045,2,3,"{""LATERAL_DIAMETER"":1,""OTHER_STATIONARY_MOVING"":2}",3,0
00000285--27dca1de75--30:198|200,00000285--27dca1de75--30,00000285,30,198|200,195|198|200;198|200,4,2,0.799068519,2.400810246,1.2497884929999998,4,3,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":2}",4,0
00000285--27dca1de75--30:210|216,00000285--27dca1de75--30,00000285,30,210|216,210|216,2,2,0.800283152,0.800283152,0.24616235799999997,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000285--27dca1de75--30:210|234,00000285--27dca1de75--30,00000285,30,210|234,210|234;210|234|240,3,1,1.0502903885000001,1.601000291,0.201373852,2,1,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",3,0
00000285--27dca1de75--30:234|240,00000285--27dca1de75--30,00000285,30,234|240,234|240,2,1,0.199588363,0.199588363,0.100586382,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000285--27dca1de75--30:307|318,00000285--27dca1de75--30,00000285,30,307|318,307|318,2,1,1.599450186,1.599450186,0.200121467,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000285--27dca1de75--30:316|333,00000285--27dca1de75--30,00000285,30,316|333,316|333,6,5,0.599987815,2.699808796,0.499827928,6,6,"{""DISTANCE_DIAMETER"":2,""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":3}",6,0
00000285--27dca1de75--30:316|368,00000285--27dca1de75--30,00000285,30,316|368,316|368,3,2,0.7000173185,0.9994184,0.4011385785,3,3,"{""LATERAL_DIAMETER"":3}",3,0
00000285--27dca1de75--30:319|321,00000285--27dca1de75--30,00000285,30,319|321,319|321;319|321|324;319|321|390,4,2,1.301443625,6.099436232,0.8497453395,2,2,"{""DISTANCE_DIAMETER"":4}",4,0
00000285--27dca1de75--30:31|37,00000285--27dca1de75--30,00000285,30,31|37,31|37,3,2,3.850021455,5.799418304,2.9496829495,3,3,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",3,0
00000285--27dca1de75--30:321|531,00000285--27dca1de75--30,00000285,30,321|531,321|531,2,2,3.500122388,3.500122388,0.450238985,1,2,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1}",2,0
00000285--27dca1de75--30:324|327,00000285--27dca1de75--30,00000285,30,324|327,319|324|327,2,2,0.799578854,0.799578854,0.5499593005,0,0,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--30:332|409,00000285--27dca1de75--30,00000285,30,332|409,332|409,2,2,5.199696412,5.199696412,0.3500084085,1,1,"{""LATERAL_GROWTH"":2}",2,0
00000285--27dca1de75--30:332|518,00000285--27dca1de75--30,00000285,30,332|518,332|518,2,1,3.200156407,3.200156407,0.299716617,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000285--27dca1de75--30:369|377,00000285--27dca1de75--30,00000285,30,369|377,369|377,2,1,1.100078604,1.100078604,0.800960048,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--30:377|462,00000285--27dca1de75--30,00000285,30,377|462,377|462,8,7,0.900020545,3.699729199,0.50005353,8,8,"{""DISTANCE_DIAMETER"":8}",8,0
00000285--27dca1de75--30:6|14,00000285--27dca1de75--30,00000285,30,6|14,6|14|18,2,2,0.998123749,0.998123749,0.599347598,2,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--31:16|19,00000285--27dca1de75--31,00000285,31,16|19,16|19,7,7,2.4998949195,8.500385041,0.900198271,7,7,"{""DISTANCE_DIAMETER"":7}",7,0
00000285--27dca1de75--31:20|36,00000285--27dca1de75--31,00000285,31,20|36,20|36,2,1,0.30101178,0.30101178,0.100600798,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000285--27dca1de75--31:28|130,00000285--27dca1de75--31,00000285,31,28|130,28|130,2,1,4.399030702,4.399030702,3.999812463,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000285--27dca1de75--31:419|420,00000285--27dca1de75--31,00000285,31,419|420,419|420,4,3,0.899928899,2.199736501,0.799190452,4,4,"{""LATERAL_DIAMETER"":4}",4,0
00000285--27dca1de75--31:431|493,00000285--27dca1de75--31,00000285,31,431|493,431|493,3,2,2.600733688,3.501525384,1.050306663,3,3,"{""DISTANCE_DIAMETER"":3}",3,0
00000285--27dca1de75--31:431|556,00000285--27dca1de75--31,00000285,31,431|556,431|556|583,2,1,2.289566074,2.289566074,1.78946537,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--31:439|449,00000285--27dca1de75--31,00000285,31,439|449,439|449,2,1,0.400812593,0.400812593,0.199848755,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000285--27dca1de75--31:486|493,00000285--27dca1de75--31,00000285,31,486|493,486|493,3,2,1.2999098635,1.98903943,0.8004276265,3,3,"{""DISTANCE_DIAMETER"":3}",3,0
00000285--27dca1de75--31:84|160,00000285--27dca1de75--31,00000285,31,84|160,84|160,3,2,3.050173341,4.500093529,0.251379634,3,3,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",3,0
00000285--27dca1de75--31:9|130,00000285--27dca1de75--31,00000285,31,9|130,9|130,5,4,2.65491807,8.599981971,2.3500934715,4,5,"{""LATERAL_DIAMETER"":5}",5,0
00000285--27dca1de75--31:9|350,00000285--27dca1de75--31,00000285,31,9|350,9|350,5,4,1.550720293,1.799674391,0.6055241275000001,5,5,"{""LATERAL_DIAMETER"":2,""LATERAL_GROWTH"":3}",5,0
00000285--27dca1de75--32:13|151,00000285--27dca1de75--32,00000285,32,13|151,13|151,2,2,0.200408023,0.200408023,0.349887143,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000285--27dca1de75--32:196|200,00000285--27dca1de75--32,00000285,32,196|200,196|200,2,1,0.799332798,0.799332798,0.600917199,1,1,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000285--27dca1de75--32:296|332,00000285--27dca1de75--32,00000285,32,296|332,296|332,2,1,1.100116397,1.100116397,0.299793841,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000285--27dca1de75--32:30|89,00000285--27dca1de75--32,00000285,32,30|89,30|89,3,3,3.09989074,4.600297879,0.801235757,3,3,"{""DISTANCE_DIAMETER"":3}",3,0
00000285--27dca1de75--32:555|559,00000285--27dca1de75--32,00000285,32,555|559,555|559;555|559|591,2,1,0.399873481,0.399873481,0.3001697,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000285--27dca1de75--32:631|646,00000285--27dca1de75--32,00000285,32,631|646,631|646,2,1,0.900003842,0.900003842,0.301866721,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000285--27dca1de75--32:635|637,00000285--27dca1de75--32,00000285,32,635|637,635|637;635|637|640,2,2,1.599859694,1.599859694,1.85029157,1,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000285--27dca1de75--32:650|655,00000285--27dca1de75--32,00000285,32,650|655,650|655,2,1,0.99986713,0.99986713,0.099950629,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000285--27dca1de75--32:8|143,00000285--27dca1de75--32,00000285,32,8|143,8|143,2,1,0.800483171,0.800483171,0.400317411,1,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000285--27dca1de75--32:8|200,00000285--27dca1de75--32,00000285,32,8|200,8|200,5,4,1.649253774,2.601445752,0.3995790185,4,5,"{""DISTANCE_DIAMETER"":2,""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":2}",5,0
00000285--27dca1de75--32:9|142,00000285--27dca1de75--32,00000285,32,9|142,9|142,2,1,1.899896651,1.899896651,0.300620331,2,2,"{""LATERAL_DIAMETER"":1,""OTHER_STATIONARY_MOVING"":1}",2,0
