family_id,key,route,segment,raw_pair,parent_member_sets,split_count,rejoin_count,median_split_interval_s,max_split_interval_s,median_rejoin_latency_s,pid_births,representative_retained,boundary_causes,publication_visible,internal_only
00000243--a4d9c0a5dd--0:126|127,00000243--a4d9c0a5dd--0,00000243,0,126|127,126|127,3,2,0.845125319,0.990434957,0.6452184385,1,3,"{""DISTANCE_DIAMETER"":3}",3,0
00000243--a4d9c0a5dd--0:132|188,00000243--a4d9c0a5dd--0,00000243,0,132|188,132|188|190,3,2,1.1998776604999999,1.200223169,0.699153121,1,0,"{""DISTANCE_DIAMETER"":3}",3,0
00000243--a4d9c0a5dd--0:291|293,00000243--a4d9c0a5dd--0,00000243,0,291|293,291|293,2,2,0.299706549,0.299706549,0.1497348455,1,1,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000243--a4d9c0a5dd--0:74|75,00000243--a4d9c0a5dd--0,00000243,0,74|75,74|75,2,2,1.499587208,1.499587208,0.6504727175,1,1,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000243--a4d9c0a5dd--0:93|123,00000243--a4d9c0a5dd--0,00000243,0,93|123,93|123,2,1,0.401552794,0.401552794,0.2994917,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000245--2c15eb5d45--19:407|421,00000245--2c15eb5d45--19,00000245,19,407|421,407|421,3,2,1.450220883,2.299737925,0.4002817535,2,3,"{""DISTANCE_DIAMETER"":3}",3,0
00000245--2c15eb5d45--19:433|441,00000245--2c15eb5d45--19,00000245,19,433|441,433|441,2,2,0.399791433,0.399791433,0.3011778125,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000245--2c15eb5d45--19:536|538,00000245--2c15eb5d45--19,00000245,19,536|538,536|538;536|538|576,3,2,0.7998718890000001,0.800223519,0.2499353425,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":2}",3,0
00000245--2c15eb5d45--19:536|576,00000245--2c15eb5d45--19,00000245,19,536|576,536|576,3,2,0.7002655240000001,1.199758357,0.1496337085,2,2,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":2}",3,0
00000245--2c15eb5d45--19:579|583,00000245--2c15eb5d45--19,00000245,19,579|583,579|583,2,1,0.999463589,0.999463589,0.800416115,0,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000245--2c15eb5d45--21:310|312,00000245--2c15eb5d45--21,00000245,21,310|312,310|312,2,2,0.900331317,0.900331317,0.40041083850000003,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000245--2c15eb5d45--21:324|326,00000245--2c15eb5d45--21,00000245,21,324|326,324|326,2,1,1.699326765,1.699326765,1.499645825,1,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000245--2c15eb5d45--21:329|331,00000245--2c15eb5d45--21,00000245,21,329|331,329|331,2,2,1.208615801,1.208615801,1.004159427,1,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000245--2c15eb5d45--21:330|331,00000245--2c15eb5d45--21,00000245,21,330|331,330|331,2,1,2.399443641,2.399443641,1.500371559,1,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000245--2c15eb5d45--21:330|334,00000245--2c15eb5d45--21,00000245,21,330|334,330|334,2,1,1.000997446,1.000997446,0.399490775,0,0,"{""DISTANCE_DIAMETER"":2}",2,0
00000245--2c15eb5d45--7:227|228,00000245--2c15eb5d45--7,00000245,7,227|228,227|228,2,1,0.699686116,0.699686116,0.30019087,1,2,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1}",2,0
00000245--2c15eb5d45--7:269|273,00000245--2c15eb5d45--7,00000245,7,269|273,269|273;269|273|278,2,1,1.098840639,1.098840639,0.698887445,2,2,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1}",2,0
00000247--b657952782--0:157|162,00000247--b657952782--0,00000247,0,157|162,157|162,2,1,1.799892898,1.799892898,0.199626522,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--0:15|25,00000247--b657952782--0,00000247,0,15|25,15|25,2,1,0.601607813,0.601607813,0.501067813,1,1,"{""LATERAL_DIAMETER"":2}",2,0
00000247--b657952782--0:280|281,00000247--b657952782--0,00000247,0,280|281,280|281,2,1,0.700217631,0.700217631,0.299683602,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_DIAMETER"":1}",2,0
00000247--b657952782--0:449|521,00000247--b657952782--0,00000247,0,449|521,449|521,2,2,1.100352584,1.100352584,0.39987240749999997,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--0:456|461,00000247--b657952782--0,00000247,0,456|461,456|461,2,2,3.799620893,3.799620893,0.5498986405,2,2,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1}",2,0
00000247--b657952782--0:461|475,00000247--b657952782--0,00000247,0,461|475,456|461|475;461|475,2,2,0.299372744,0.299372744,0.1497947725,1,1,"{""LATERAL_GROWTH"":2}",2,0
00000247--b657952782--0:51|64,00000247--b657952782--0,00000247,0,51|64,51|64|102;51|64|66,2,0,2.998540816,2.998540816,,1,0,"{""DISTANCE_GROWTH"":2}",2,0
00000247--b657952782--0:559|570,00000247--b657952782--0,00000247,0,559|570,559|570,2,2,6.499005857,6.499005857,0.1499318895,1,2,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--0:595|605,00000247--b657952782--0,00000247,0,595|605,595|605,4,3,0.900013317,0.900634878,0.399987455,3,3,"{""DISTANCE_DIAMETER"":2,""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",4,0
00000247--b657952782--0:685|699,00000247--b657952782--0,00000247,0,685|699,685|699,3,2,1.2000642285,1.300573118,0.4008310245,3,3,"{""LATERAL_GROWTH"":2,""OTHER_IMMATURE_PAIR"":1}",3,0
00000247--b657952782--0:722|727,00000247--b657952782--0,00000247,0,722|727,722|727;722|727|728,2,1,3.299094882,3.299094882,0.199702414,1,1,"{""DISTANCE_GROWTH"":1,""OTHER_IMMATURE_PAIR"":1}",2,0
00000247--b657952782--0:745|765,00000247--b657952782--0,00000247,0,745|765,745|765;745|765|786,3,2,1.350183632,2.000819186,0.6513148105,3,2,"{""DISTANCE_DIAMETER"":2,""DISTANCE_GROWTH"":1}",3,0
00000247--b657952782--0:748|757,00000247--b657952782--0,00000247,0,748|757,748|757,2,1,3.698115499,3.698115499,1.398287044,0,0,"{""LATERAL_GROWTH"":2}",2,0
00000247--b657952782--0:787|803,00000247--b657952782--0,00000247,0,787|803,787|803,2,2,0.999553571,0.999553571,0.2994697745,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--1:135|163,00000247--b657952782--1,00000247,1,135|163,135|163,2,1,0.998998314,0.998998314,0.49897864,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000247--b657952782--1:14|52,00000247--b657952782--1,00000247,1,14|52,14|52;14|52|57,2,2,0.600091117,0.600091117,0.35145338800000003,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--1:275|293,00000247--b657952782--1,00000247,1,275|293,275|293,2,1,0.700212393,0.700212393,0.400288244,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000247--b657952782--1:289|293,00000247--b657952782--1,00000247,1,289|293,289|293,2,2,0.699713236,0.699713236,0.449547552,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--1:311|317,00000247--b657952782--1,00000247,1,311|317,307|311|317,2,2,0.600989474,0.600989474,0.7000503849999999,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--1:427|459,00000247--b657952782--1,00000247,1,427|459,427|459,2,1,6.199922429,6.199922429,3.29964679,1,1,"{""LATERAL_GROWTH"":2}",2,0
00000247--b657952782--1:444|464,00000247--b657952782--1,00000247,1,444|464,444|464,3,2,0.3495405555,0.49972323,0.2501216945,3,3,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":2}",3,0
00000247--b657952782--1:459|469,00000247--b657952782--1,00000247,1,459|469,427|459|469;459|469,2,2,3.799200732,3.799200732,1.2509820285,1,0,"{""LATERAL_GROWTH"":2}",2,0
00000247--b657952782--1:469|494,00000247--b657952782--1,00000247,1,469|494,469|494;469|494|513,2,1,3.888530961,3.888530961,2.797974216,0,0,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--1:49|66,00000247--b657952782--1,00000247,1,49|66,49|66;49|66|75,2,1,1.200743238,1.200743238,0.300123639,1,0,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--1:527|536,00000247--b657952782--1,00000247,1,527|536,527|536,2,2,0.507735164,0.507735164,0.5444885205000001,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--1:713|723,00000247--b657952782--1,00000247,1,713|723,713|723,2,1,0.999903132,0.999903132,0.800314243,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--1:713|752,00000247--b657952782--1,00000247,1,713|752,713|752,2,1,1.500394214,1.500394214,1.100779282,0,1,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--1:724|744,00000247--b657952782--1,00000247,1,724|744,724|744;724|744|754,2,1,2.699942556,2.699942556,0.999406397,2,1,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--10:149|172,00000247--b657952782--10,00000247,10,149|172,149|172,2,2,0.201137543,0.201137543,0.100573563,2,2,"{""DISTANCE_GROWTH"":2}",2,0
00000247--b657952782--10:1|3,00000247--b657952782--10,00000247,10,1|3,1|3,4,3,4.3004144,6.399621142,0.100283483,4,4,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":3}",4,0
00000247--b657952782--11:7|100,00000247--b657952782--11,00000247,11,7|100,1|7|100;1|7|100|108,2,2,3.899596561,3.899596561,0.30009761,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000247--b657952782--11:7|116,00000247--b657952782--11,00000247,11,7|116,1|7|115|116;1|7|116|118|120;1|7|116|125,3,2,2.350105358,3.30054149,0.6006375255,3,3,"{""LATERAL_DIAMETER"":3}",3,0
00000247--b657952782--11:7|146,00000247--b657952782--11,00000247,11,7|146,1|7|138|146;1|7|138|146|148,2,1,0.499480376,0.499480376,0.300296184,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000247--b657952782--11:7|29,00000247--b657952782--11,00000247,11,7|29,1|7|29;1|7|29|30,3,2,2.549779538,2.899680429,0.6502163190000001,3,3,"{""LATERAL_DIAMETER"":3}",3,0
00000247--b657952782--11:7|68,00000247--b657952782--11,00000247,11,7|68,1|7|68|71,2,2,2.99935062,2.99935062,0.300267156,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000247--b657952782--12:7|12,00000247--b657952782--12,00000247,12,7|12,1|3|5|7|12;1|5|7|12;1|5|7|12|26;1|7|12;1|7|12|26,9,6,1.450213902,8.899768998,0.745964962,9,9,"{""DISTANCE_GROWTH"":1,""LATERAL_DIAMETER"":8}",9,0
00000247--b657952782--13:517|530,00000247--b657952782--13,00000247,13,517|530,517|530,2,1,1.298831074,1.298831074,0.998634613,1,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--14:295|302,00000247--b657952782--14,00000247,14,295|302,295|302,2,1,0.399509846,0.399509846,0.299425772,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--14:315|327,00000247--b657952782--14,00000247,14,315|327,315|327,2,1,1.600392392,1.600392392,1.101576475,2,2,"{""DISTANCE_DIAMETER"":1,""VELOCITY_DIAMETER"":1}",2,0
00000247--b657952782--14:333|345,00000247--b657952782--14,00000247,14,333|345,333|345;333|345|348,2,1,2.099919891,2.099919891,0.099735304,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_DIAMETER"":1}",2,0
00000247--b657952782--14:333|378,00000247--b657952782--14,00000247,14,333|378,333|378,2,1,1.000339674,1.000339674,0.900289598,1,1,"{""LATERAL_DIAMETER"":2}",2,0
00000247--b657952782--14:333|394,00000247--b657952782--14,00000247,14,333|394,333|394,2,2,0.4996472,0.4996472,0.3001119,1,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--14:426|428,00000247--b657952782--14,00000247,14,426|428,426|428,2,1,1.900760164,1.900760164,1.302268588,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_DIAMETER"":1}",2,0
00000247--b657952782--14:430|438,00000247--b657952782--14,00000247,14,430|438,430|438,2,1,0.701305825,0.701305825,0.399960876,2,2,"{""DISTANCE_GROWTH"":2}",2,0
00000247--b657952782--14:96|104,00000247--b657952782--14,00000247,14,96|104,96|104,2,1,2.899697706,2.899697706,0.298236731,1,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--17:173|174,00000247--b657952782--17,00000247,17,173|174,173|174;173|174|189,2,0,0.400493587,0.400493587,,2,2,"{""DISTANCE_GROWTH"":2}",2,0
00000247--b657952782--18:300|304,00000247--b657952782--18,00000247,18,300|304,300|301|304;300|304|320,2,0,0.698965419,0.698965419,,1,1,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000247--b657952782--18:352|401,00000247--b657952782--18,00000247,18,352|401,352|401,2,2,0.201801704,0.201801704,0.10065415250000001,2,2,"{""DISTANCE_GROWTH"":2}",2,0
00000247--b657952782--18:45|64,00000247--b657952782--18,00000247,18,45|64,45|64,2,1,0.700888339,0.700888339,0.299478421,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--19:161|177,00000247--b657952782--19,00000247,19,161|177,161|177,2,1,0.69970278,0.69970278,0.499635376,1,1,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000247--b657952782--19:372|373,00000247--b657952782--19,00000247,19,372|373,372|373,2,1,0.60157257,0.60157257,0.300399588,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--19:377|382,00000247--b657952782--19,00000247,19,377|382,377|382,2,1,0.501560047,0.501560047,0.199366555,2,2,"{""DISTANCE_GROWTH"":2}",2,0
00000247--b657952782--19:736|737,00000247--b657952782--19,00000247,19,736|737,736|737,2,1,1.899524539,1.899524539,0.699677522,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--2:13|24,00000247--b657952782--2,00000247,2,13|24,13|24;13|24|91,5,4,2.7493112650000002,5.700880725,0.696724747,5,3,"{""LATERAL_DIAMETER"":4,""LATERAL_GROWTH"":1}",5,0
00000247--b657952782--2:237|246,00000247--b657952782--2,00000247,2,237|246,237|246,2,1,0.999935933,0.999935933,0.400012612,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000247--b657952782--2:275|279,00000247--b657952782--2,00000247,2,275|279,275|279,2,1,0.400222473,0.400222473,0.300280987,2,2,"{""LATERAL_DIAMETER"":1,""OTHER_STATIONARY_MOVING"":1}",2,0
00000247--b657952782--2:325|327,00000247--b657952782--2,00000247,2,325|327,325|327,2,1,0.301595925,0.301595925,0.099641716,2,2,"{""DISTANCE_GROWTH"":2}",2,0
00000247--b657952782--2:327|337,00000247--b657952782--2,00000247,2,327|337,327|337,2,2,2.099527343,2.099527343,0.3509048485,1,1,"{""LATERAL_GROWTH"":2}",2,0
00000247--b657952782--2:340|349,00000247--b657952782--2,00000247,2,340|349,340|349,2,1,1.100694235,1.100694235,0.300990433,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--2:46|104,00000247--b657952782--2,00000247,2,46|104,46|104,2,2,1.399511675,1.399511675,2.899570935,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000247--b657952782--2:530|543,00000247--b657952782--2,00000247,2,530|543,530|543,2,1,1.501449887,1.501449887,1.200010908,1,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--2:56|107,00000247--b657952782--2,00000247,2,56|107,56|107,3,3,1.550307509,2.500289447,2.2005278,2,3,"{""LATERAL_DIAMETER"":3}",3,0
00000247--b657952782--2:78|131,00000247--b657952782--2,00000247,2,78|131,78|131,2,2,1.399284246,1.399284246,0.4951038865,1,2,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--20:36|39,00000247--b657952782--20,00000247,20,36|39,36|39,2,1,1.899944979,1.899944979,1.299302514,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--20:462|463,00000247--b657952782--20,00000247,20,462|463,462|463,2,1,0.90066273,0.90066273,0.500190025,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--22:101|102,00000247--b657952782--22,00000247,22,101|102,101|102,3,2,0.5002141210000001,0.600161055,0.25078376199999997,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":2}",3,0
00000247--b657952782--22:122|123,00000247--b657952782--22,00000247,22,122|123,122|123,2,1,0.199983878,0.199983878,0.099440284,1,2,"{""DISTANCE_GROWTH"":2}",2,0
00000247--b657952782--23:298|314,00000247--b657952782--23,00000247,23,298|314,298|314,2,2,0.400176223,0.400176223,0.20026763350000001,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--24:124|136,00000247--b657952782--24,00000247,24,124|136,124|136,2,1,1.299789086,1.299789086,0.500897659,0,1,"{""DISTANCE_GROWTH"":2}",2,0
00000247--b657952782--24:569|574,00000247--b657952782--24,00000247,24,569|574,569|574,2,1,1.402050439,1.402050439,0.700012939,2,2,"{""VELOCITY_DIAMETER"":2}",2,0
00000247--b657952782--25:380|390,00000247--b657952782--25,00000247,25,380|390,380|390,2,1,0.697504347,0.697504347,0.297514849,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000247--b657952782--25:573|577,00000247--b657952782--25,00000247,25,573|577,573|577,2,1,1.600320683,1.600320683,0.300019026,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1}",2,0
00000247--b657952782--26:625|650,00000247--b657952782--26,00000247,26,625|650,625|650,2,2,0.698086174,0.698086174,0.7005268044999999,2,2,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1}",2,0
00000247--b657952782--3:176|188,00000247--b657952782--3,00000247,3,176|188,176|188,2,2,1.300250929,1.300250929,0.49981099500000004,1,1,"{""LATERAL_GROWTH"":2}",2,0
00000247--b657952782--3:179|185,00000247--b657952782--3,00000247,3,179|185,179|185,2,1,0.599753302,0.599753302,0.402652377,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000247--b657952782--3:34|40,00000247--b657952782--3,00000247,3,34|40,34|40,3,3,1.349811741,2.299530426,2.199662866,3,3,"{""DISTANCE_DIAMETER"":3}",3,0
00000247--b657952782--3:77|120,00000247--b657952782--3,00000247,3,77|120,77|120,2,1,2.101991763,2.101991763,0.80070648,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--3:77|78,00000247--b657952782--3,00000247,3,77|78,77|78,3,2,3.3490711025,6.198840053,3.1491569935,2,3,"{""DISTANCE_DIAMETER"":2,""LATERAL_GROWTH"":1}",3,0
00000247--b657952782--31:265|278,00000247--b657952782--31,00000247,31,265|278,265|278,2,1,0.499493005,0.499493005,0.399535428,2,2,"{""VELOCITY_DIAMETER"":2}",2,0
00000247--b657952782--31:2|4,00000247--b657952782--31,00000247,31,2|4,2|4,2,1,0.39908069,0.39908069,0.19931101,2,2,"{""DISTANCE_GROWTH"":2}",2,0
00000247--b657952782--31:407|408,00000247--b657952782--31,00000247,31,407|408,407|408,2,1,2.200767935,2.200767935,2.099952357,1,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--31:78|80,00000247--b657952782--31,00000247,31,78|80,78|80,2,2,1.299568971,1.299568971,0.2966738845,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--33:200|210,00000247--b657952782--33,00000247,33,200|210,200|210,3,3,1.1001386655,1.400607052,0.799887332,3,3,"{""DISTANCE_DIAMETER"":3}",3,0
00000247--b657952782--33:225|231,00000247--b657952782--33,00000247,33,225|231,225|231,2,2,0.701182449,0.701182449,0.349336458,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--33:245|277,00000247--b657952782--33,00000247,33,245|277,245|277,2,2,0.299308752,0.299308752,0.24976930549999998,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000247--b657952782--35:109|113,00000247--b657952782--35,00000247,35,109|113,109|113;109|113|118,2,1,0.500587631,0.500587631,0.200090615,2,2,"{""DISTANCE_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--35:121|122,00000247--b657952782--35,00000247,35,121|122,121|122,2,1,1.300552524,1.300552524,0.500902143,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--35:217|219,00000247--b657952782--35,00000247,35,217|219,217|219,2,1,0.300942521,0.300942521,0.100371352,1,1,"{""DISTANCE_GROWTH"":1,""LATERAL_DIAMETER"":1}",2,0
00000247--b657952782--35:5|7,00000247--b657952782--35,00000247,35,5|7,5|7;5|7|35,2,2,4.308871025,4.308871025,0.099091505,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000247--b657952782--36:60|68,00000247--b657952782--36,00000247,36,60|68,60|68,2,1,1.000856092,1.000856092,0.100798314,2,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--37:164|168,00000247--b657952782--37,00000247,37,164|168,164|168,2,2,0.400194422,0.400194422,0.3497824095,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000247--b657952782--38:30|66,00000247--b657952782--38,00000247,38,30|66,30|66,2,1,0.799512869,0.799512869,0.300115304,2,2,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--38:460|470,00000247--b657952782--38,00000247,38,460|470,460|470,2,1,3.69795553,3.69795553,0.298014227,1,2,"{""LATERAL_GROWTH"":2}",2,0
00000247--b657952782--38:683|690,00000247--b657952782--38,00000247,38,683|690,683|690,2,1,1.501142518,1.501142518,1.300514245,1,1,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--39:150|161,00000247--b657952782--39,00000247,39,150|161,150|161,2,2,0.901129379,0.901129379,0.5501112925,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000247--b657952782--39:171|176,00000247--b657952782--39,00000247,39,171|176,171|176,2,2,0.30292941,0.30292941,1.4500995824999998,1,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--39:171|179,00000247--b657952782--39,00000247,39,171|179,171|179,2,2,3.700667412,3.700667412,1.3498788505000001,1,1,"{""LATERAL_GROWTH"":2}",2,0
00000247--b657952782--39:238|288,00000247--b657952782--39,00000247,39,238|288,238|254|288;238|254|288|304,2,1,2.399613292,2.399613292,2.299895273,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_DIAMETER"":1}",2,0
00000247--b657952782--39:254|275,00000247--b657952782--39,00000247,39,254|275,254|275,2,1,0.199500104,0.199500104,0.099893835,2,2,"{""DISTANCE_DIAMETER"":1,""DISTANCE_GROWTH"":1}",2,0
00000247--b657952782--39:5|6,00000247--b657952782--39,00000247,39,5|6,5|6,2,1,0.702063211,0.702063211,0.601993435,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--39:5|8,00000247--b657952782--39,00000247,39,5|8,5|8,2,1,0.498911732,0.498911732,0.399770773,2,2,"{""DISTANCE_GROWTH"":1,""OTHER_STATIONARY_MOVING"":1}",2,0
00000247--b657952782--39:97|107,00000247--b657952782--39,00000247,39,97|107,97|107;97|107|113,2,1,0.600035673,0.600035673,0.500023043,1,1,"{""DISTANCE_GROWTH"":1,""LATERAL_DIAMETER"":1}",2,0
00000247--b657952782--4:40|83,00000247--b657952782--4,00000247,4,40|83,40|83,2,2,2.69910461,2.69910461,4.651072126,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000247--b657952782--4:83|138,00000247--b657952782--4,00000247,4,83|138,83|138,2,2,3.497450553,3.497450553,0.8987041065,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000247--b657952782--5:256|269,00000247--b657952782--5,00000247,5,256|269,256|269,2,2,2.799146446,2.799146446,0.300723815,2,2,"{""LATERAL_GROWTH"":2}",2,0
00000247--b657952782--5:407|480,00000247--b657952782--5,00000247,5,407|480,407|480,2,2,0.401010085,0.401010085,0.1992359565,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--5:449|474,00000247--b657952782--5,00000247,5,449|474,449|474,2,1,0.498327706,0.498327706,0.398777733,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000247--b657952782--6:131|132,00000247--b657952782--6,00000247,6,131|132,131|132,3,2,1.2453704810000001,1.289129511,0.6946015205,2,3,"{""DISTANCE_DIAMETER"":1,""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",3,0
00000247--b657952782--6:216|240,00000247--b657952782--6,00000247,6,216|240,216|240,3,3,0.8501913825,1.001715146,0.299814784,3,3,"{""DISTANCE_DIAMETER"":3}",3,0
00000247--b657952782--6:249|258,00000247--b657952782--6,00000247,6,249|258,249|258,2,2,0.498892717,0.498892717,0.499891346,2,2,"{""DISTANCE_GROWTH"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--6:414|465,00000247--b657952782--6,00000247,6,414|465,414|465,4,3,0.500970526,9.499845804,0.301889001,3,4,"{""DISTANCE_DIAMETER"":4}",4,0
00000247--b657952782--7:159|161,00000247--b657952782--7,00000247,7,159|161,159|161,3,3,0.7001694555,0.999702109,0.39925142,3,3,"{""LATERAL_DIAMETER"":3}",3,0
00000247--b657952782--7:281|282,00000247--b657952782--7,00000247,7,281|282,281|282,2,2,16.399432076,16.399432076,0.35493652,2,2,"{""LATERAL_DIAMETER"":2}",2,0
00000247--b657952782--7:28|36,00000247--b657952782--7,00000247,7,28|36,28|36,3,2,0.44984043650000005,0.699753507,0.350005964,3,3,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":2}",3,0
00000247--b657952782--7:90|92,00000247--b657952782--7,00000247,7,90|92,90|91|92;90|92,2,1,0.199715775,0.199715775,0.100202476,1,1,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--7:91|92,00000247--b657952782--7,00000247,7,91|92,91|92,2,1,0.701462714,0.701462714,0.400254778,0,1,"{""DISTANCE_DIAMETER"":2}",2,0
00000247--b657952782--7:91|99,00000247--b657952782--7,00000247,7,91|99,91|99,4,4,0.899245227,1.299658746,0.3510068315,2,4,"{""DISTANCE_GROWTH"":2,""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",4,0
00000247--b657952782--7:92|117,00000247--b657952782--7,00000247,7,92|117,92|117,3,2,0.8000391330000001,1.10087704,0.54935529,2,2,"{""DISTANCE_DIAMETER"":3}",3,0
00000247--b657952782--8:113|127,00000247--b657952782--8,00000247,8,113|127,113|124|127;113|127,2,2,3.099066883,3.099066883,1.9498473645,0,2,"{""LATERAL_DIAMETER"":1,""LATERAL_GROWTH"":1}",2,0
00000247--b657952782--8:124|126,00000247--b657952782--8,00000247,8,124|126,124|126,2,1,2.200025728,2.200025728,0.300792415,2,2,"{""LATERAL_GROWTH"":2}",2,0
