key,policy,scans,baseline_rep_changes,candidate_rep_changes,suppressed_transitions,suppressed_pingpong_returns,grouping_mismatch,pid_mismatch,member_mismatch,stale_representative,publication_changed_scans,legacy_p1_publication_changed_scans,publication_set_changed_scans,alias_changed_scans,aLead_changed_scans,radarstate_changed_scans,planner_input_changed_scans,lead_coordinate_only,lead_id_changed,lead_gain,lead_loss,lead1_lead2_change,lead_aLead_changed,state_peak,cutin_delay_ms,cutin_target_coordinate_changed_scans,route2bc_window_scans,route2bc_window_regression_scans,route2bc_window_rep_changes,p0_publication_duration_delta_scans
00000264--31b802e87a--15,E,600,27,24,3,1,0,0,0,0,4,4,0,0,15,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--16,E,600,56,48,8,4,0,0,0,0,10,10,0,0,27,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--17,E,600,70,62,10,9,0,0,0,0,21,21,0,0,49,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--18,E,600,35,31,6,3,0,0,0,0,5,5,0,0,23,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--19,E,600,111,94,18,14,0,20,20,0,268,268,18,253,47,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--2,E,600,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--20,E,600,33,27,8,4,0,0,0,0,11,11,0,0,27,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--21,E,600,182,158,40,20,0,2,2,0,136,136,1,77,139,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--22,E,600,309,221,95,75,0,4,4,0,73,73,4,33,168,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--23,E,600,172,170,2,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--24,E,600,160,129,41,21,0,62,62,0,266,266,1,173,136,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--25,E,600,38,34,5,4,0,0,0,0,7,7,0,0,38,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--26,E,600,27,25,2,1,0,0,0,0,4,4,0,0,23,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--27,E,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--28,E,600,16,12,6,3,0,0,0,0,18,18,0,0,40,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--29,E,600,101,77,26,13,0,58,58,0,318,318,38,274,188,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--3,E,599,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--30,E,600,48,41,9,4,0,28,28,0,200,200,15,171,42,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--31,E,599,70,58,16,4,0,7,7,0,231,231,6,188,244,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--32,E,600,41,41,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--33,E,599,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--34,E,600,112,90,26,16,0,3,3,0,249,249,3,237,125,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--35,E,599,46,44,4,1,0,0,0,0,10,10,0,0,54,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--36,E,599,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--37,E,599,10,8,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--38,E,599,118,99,22,14,0,21,21,0,485,485,15,434,171,147,147,0,147,0,0,0,0,0,,,,,,
00000264--31b802e87a--39,E,599,90,80,13,7,0,0,0,0,73,73,0,0,101,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--4,E,599,41,33,8,5,0,0,0,0,15,15,0,0,19,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--40,E,600,72,67,6,2,0,0,0,0,4,4,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--41,E,396,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--5,E,599,32,29,5,2,0,7,7,0,109,109,7,95,101,5,5,0,5,0,0,0,0,0,,,,,,
00000264--31b802e87a--6,E,600,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--7,E,599,100,100,7,1,0,0,0,0,14,14,0,0,43,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--8,E,599,302,230,80,59,0,0,0,0,85,85,0,0,139,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--9,E,599,109,107,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--0,E,621,87,85,3,1,0,6,6,0,32,32,0,0,52,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--1,E,600,84,79,8,2,0,44,44,0,134,134,40,111,112,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--10,E,599,84,72,13,6,0,20,20,0,87,87,18,65,60,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--11,E,600,303,225,69,39,0,588,588,0,590,590,588,588,542,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--12,E,600,158,136,30,14,0,13,13,0,516,516,13,497,149,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--13,E,600,49,47,2,1,0,0,0,0,1,1,0,0,40,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--14,E,600,197,169,31,20,0,34,34,0,272,272,7,225,155,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--15,E,600,76,66,11,8,0,0,0,0,11,11,0,0,80,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--16,E,600,30,28,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--17,E,600,165,120,57,32,0,15,15,0,351,351,1,264,304,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--18,E,600,39,36,7,2,0,408,408,0,565,565,408,408,266,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--19,E,600,98,80,18,12,0,19,19,0,486,486,16,484,104,2,2,0,2,0,0,0,0,0,,,,,,
00000266--f9c40304ea--2,E,600,81,63,19,5,0,334,334,0,377,377,334,334,290,3,3,0,3,0,0,0,0,0,,,,,,
00000266--f9c40304ea--20,E,600,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--21,E,600,108,98,13,8,0,30,30,0,53,53,30,39,74,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--22,E,600,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--23,E,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--3,E,600,77,68,13,7,0,8,8,0,364,364,8,334,73,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--4,E,599,26,24,2,1,0,0,0,0,1,1,0,0,23,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--5,E,600,24,20,4,2,0,0,0,0,18,18,0,0,36,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--6,E,599,60,54,9,6,0,0,0,0,57,57,0,0,64,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--7,E,600,71,61,12,6,0,0,0,0,20,20,0,0,39,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--8,E,599,91,78,20,12,0,29,29,0,181,181,16,131,124,0,0,0,0,0,0,0,0,0,,,,,,
00000266--f9c40304ea--9,E,600,23,21,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--0,E,622,36,36,2,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--1,E,600,121,96,29,18,0,52,52,0,136,136,40,45,200,0,0,0,0,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--10,E,600,101,85,19,14,0,0,0,0,21,21,0,0,58,0,0,0,0,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--11,E,600,155,137,19,11,0,2,2,0,328,328,2,310,320,0,0,0,0,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--12,E,600,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--13,E,600,173,134,42,30,0,71,71,0,230,230,60,194,122,0,0,0,0,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--14,E,600,98,79,25,16,0,1,1,0,53,53,0,0,79,0,0,0,0,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--15,E,599,46,44,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--16,E,600,35,32,3,1,0,69,69,0,300,300,62,282,18,0,0,0,0,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--17,E,599,103,97,17,6,0,483,483,0,485,485,483,483,362,68,68,0,68,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--18,E,599,105,103,2,1,0,0,0,0,2,2,0,0,97,0,0,0,0,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--19,E,343,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--2,E,600,39,37,4,1,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--3,E,600,127,97,39,21,0,44,44,0,448,448,30,405,201,0,0,0,0,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--4,E,600,97,81,25,12,0,41,41,0,386,386,27,340,221,0,0,0,0,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--5,E,600,123,105,18,9,0,38,38,0,460,460,33,446,135,229,229,0,229,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--6,E,600,104,101,4,2,0,5,5,0,10,10,0,0,21,0,0,0,0,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--7,E,600,99,91,14,11,0,0,0,0,27,27,0,0,46,0,0,0,0,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--8,E,600,102,81,28,17,0,11,11,0,490,490,11,419,130,0,0,0,0,0,0,0,0,0,,,,,,
00000267--5bcd0e5bb8--9,E,600,29,27,2,1,0,0,0,0,9,9,0,0,21,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--0,E,620,27,25,1,1,0,224,224,0,236,236,224,224,195,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--1,E,600,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--10,E,600,68,62,8,7,0,0,0,0,6,6,0,0,18,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--11,E,600,89,79,13,9,0,1,1,0,29,29,0,0,49,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--12,E,600,110,100,10,7,0,10,10,0,207,207,8,191,22,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--13,E,600,46,44,5,1,0,5,5,0,19,19,0,0,47,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--14,E,600,95,85,12,5,0,14,14,0,100,100,1,55,126,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--15,E,600,66,64,3,2,0,0,0,0,6,6,0,0,22,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--16,E,600,86,77,13,8,0,2,2,0,29,29,0,0,48,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--17,E,600,90,84,9,4,0,234,234,0,240,240,232,232,156,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--18,E,600,97,86,8,3,0,71,71,0,157,157,55,141,53,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--19,E,600,111,105,9,4,0,22,22,0,521,521,17,514,28,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--2,E,599,81,69,17,6,0,0,0,0,114,114,0,0,169,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--20,E,600,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--21,E,600,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--22,E,600,323,256,76,59,0,66,66,0,421,421,53,376,186,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--23,E,600,9,7,2,1,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--24,E,600,28,25,4,1,0,12,12,0,136,136,7,126,17,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--25,E,600,36,24,13,6,0,113,113,0,271,271,104,263,59,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--26,E,600,87,83,8,2,0,0,0,0,19,19,0,0,71,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--27,E,600,47,45,4,2,0,0,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--3,E,599,139,115,40,16,0,24,24,0,279,279,17,186,202,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--4,E,599,28,26,2,1,0,0,0,0,3,3,0,0,30,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--5,E,599,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--6,E,599,190,168,28,18,0,16,16,0,102,102,5,60,97,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--7,E,600,152,123,35,20,0,1,1,0,58,58,0,0,169,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--8,E,599,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000269--4014745f93--9,E,600,132,121,16,8,0,10,10,0,187,187,8,156,48,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--0,E,620,38,32,8,3,0,4,4,0,14,14,0,0,103,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--1,E,600,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--10,E,599,489,352,146,115,0,31,31,0,382,382,10,324,219,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--11,E,599,145,142,3,1,0,9,9,0,231,231,7,227,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--12,E,600,41,34,8,4,0,0,0,0,16,16,0,0,10,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--13,E,600,91,83,12,6,0,0,0,0,16,16,0,0,24,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--14,E,600,90,78,14,7,0,9,9,0,270,270,7,256,28,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--15,E,600,56,52,6,1,0,0,0,0,13,13,0,0,25,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--16,E,600,101,93,6,4,0,59,59,0,64,64,59,59,26,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--17,E,600,13,11,2,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--18,E,600,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--19,E,600,33,28,4,1,0,22,22,0,288,288,19,283,18,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--2,E,600,45,43,5,1,0,169,169,0,176,176,169,169,154,1,1,0,1,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--20,E,600,53,49,6,3,0,0,0,0,17,17,0,0,65,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--21,E,600,52,48,6,4,0,0,0,0,10,10,0,0,46,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--22,E,600,13,11,2,1,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--23,E,600,109,98,13,9,0,2,2,0,15,15,0,0,57,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--24,E,600,60,47,15,13,0,0,0,0,18,18,0,0,57,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--25,E,600,170,147,45,17,0,516,516,0,528,528,513,515,487,480,480,0,480,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--26,E,600,187,162,29,13,0,39,39,0,582,582,34,563,112,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--27,E,600,173,163,11,6,0,0,0,0,24,24,0,0,94,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--28,E,600,318,217,107,85,0,259,259,0,355,346,259,259,414,10,10,0,10,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--29,E,600,24,20,4,2,0,0,0,0,3,3,0,0,77,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--3,E,600,43,33,12,7,0,0,0,0,30,30,0,0,61,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--30,E,600,106,101,13,8,0,30,30,0,244,244,4,211,53,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--31,E,599,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--32,E,599,86,80,10,4,0,1,1,0,50,50,0,0,110,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--33,E,599,193,161,42,26,0,24,24,0,404,404,7,348,234,47,47,0,47,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--34,E,349,69,59,12,6,0,0,0,0,11,11,0,0,22,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--4,E,600,13,10,3,1,0,40,40,0,545,545,25,529,11,347,347,0,347,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--5,E,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--6,E,600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--7,E,599,45,43,3,1,0,0,0,0,21,21,0,0,20,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--8,E,599,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026a--171a0a1f5c--9,E,599,24,21,6,1,0,0,0,0,34,34,0,0,37,0,0,0,0,0,0,0,0,0,,,,,,
0000026b--4dfb361eee--0,E,621,87,67,24,9,0,9,9,0,314,314,6,306,127,0,0,0,0,0,0,0,0,0,,,,,,
0000026b--4dfb361eee--1,E,600,59,56,6,3,0,0,0,0,19,19,0,0,43,0,0,0,0,0,0,0,0,0,,,,,,
0000026b--4dfb361eee--10,E,600,46,38,8,6,0,0,0,0,18,18,0,0,274,208,208,0,0,0,0,0,208,0,,,,,,
0000026b--4dfb361eee--11,E,596,41,40,2,0,0,1,1,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,,,,,,
0000026b--4dfb361eee--2,E,600,39,37,4,1,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026b--4dfb361eee--3,E,600,28,28,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026b--4dfb361eee--4,E,600,95,83,15,9,0,4,4,0,25,25,1,1,69,0,0,0,0,0,0,0,0,0,,,,,,
0000026b--4dfb361eee--5,E,600,53,51,6,1,0,23,23,0,130,130,8,78,57,0,0,0,0,0,0,0,0,0,,,,,,
0000026b--4dfb361eee--6,E,600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026b--4dfb361eee--7,E,600,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026b--4dfb361eee--8,E,600,98,67,41,25,0,164,164,0,172,172,164,164,199,29,29,0,29,0,0,0,0,0,,,,,,
0000026b--4dfb361eee--9,E,600,69,63,6,3,0,0,0,0,23,23,0,0,46,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--0,E,617,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--1,E,600,64,56,11,5,0,0,0,0,21,21,0,0,57,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--10,E,600,11,8,3,1,0,21,21,0,68,68,1,41,54,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--11,E,600,13,11,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--12,E,600,17,13,7,3,0,0,0,0,34,34,0,0,24,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--13,E,600,33,27,6,3,0,0,0,0,21,21,0,0,24,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--14,E,600,42,36,6,4,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--15,E,600,23,23,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--16,E,600,32,28,8,3,0,5,5,0,21,21,0,0,39,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--17,E,600,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--18,E,600,29,25,5,3,0,0,0,0,10,10,0,0,7,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--19,E,600,103,85,18,10,0,212,212,0,226,226,211,211,172,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--2,E,599,55,51,6,3,0,0,0,0,16,16,0,0,25,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--20,E,600,61,53,14,10,0,0,0,0,15,15,0,0,44,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--21,E,600,62,56,7,4,0,0,0,0,12,12,0,0,10,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--22,E,599,44,38,6,4,0,0,0,0,9,9,0,0,19,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--23,E,600,34,32,3,2,0,0,0,0,6,6,0,0,23,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--24,E,599,28,28,3,1,0,0,0,0,18,18,0,0,42,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--25,E,600,63,59,5,5,0,0,0,0,11,11,0,0,12,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--26,E,599,14,10,5,3,0,0,0,0,6,6,0,0,39,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--27,E,599,19,19,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--28,E,599,55,54,1,0,0,17,17,0,119,119,5,106,2,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--29,E,599,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--3,E,599,75,70,7,3,0,2,2,0,400,400,2,391,20,2,2,0,2,0,0,0,0,0,,,,,,
0000026d--2363789071--30,E,600,40,36,4,2,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--31,E,600,15,14,3,1,0,0,0,0,4,4,0,0,29,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--32,E,600,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--33,E,600,30,28,4,4,0,0,0,0,5,5,0,0,30,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--34,E,600,8,7,1,0,0,23,23,0,202,202,8,177,23,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--35,E,600,3,2,1,0,0,25,25,0,49,49,17,32,14,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--36,E,600,21,10,11,6,0,0,0,0,17,17,0,0,34,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--37,E,600,36,34,3,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--38,E,600,32,32,2,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--39,E,600,45,40,5,3,0,10,10,0,163,163,9,159,4,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--4,E,599,53,45,8,5,0,0,0,0,11,11,0,0,21,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--40,E,600,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--41,E,600,9,7,3,1,0,0,0,0,5,5,0,0,14,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--42,E,600,60,51,10,7,0,1,1,0,16,16,0,0,10,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--43,E,600,59,50,10,6,0,0,0,0,29,29,0,0,83,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--44,E,600,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--45,E,600,51,50,4,4,0,0,0,0,12,12,0,0,15,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--46,E,600,75,69,6,3,0,0,0,0,4,4,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--47,E,600,29,25,5,3,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--48,E,600,30,26,5,2,0,11,11,0,110,110,11,99,21,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--49,E,600,77,70,8,4,0,0,0,0,7,7,0,0,17,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--5,E,599,66,64,3,2,0,44,44,0,372,372,42,363,54,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--50,E,600,49,47,3,2,0,0,0,0,7,7,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,
0000026d--2363789071--51,E,599,15,11,5,3,0,0,0,0,12,12,0,0,34,0,0,0,0,0,0,0,0,0,,,,,,
