key,policy,scans,baseline_rep_changes,candidate_rep_changes,suppressed_transitions,suppressed_pingpong_returns,grouping_mismatch,pid_mismatch,member_mismatch,stale_representative,publication_changed_scans,legacy_p1_publication_changed_scans,publication_set_changed_scans,alias_changed_scans,aLead_changed_scans,radarstate_changed_scans,planner_input_changed_scans,lead_coordinate_only,lead_id_changed,lead_gain,lead_loss,lead1_lead2_change,lead_aLead_changed,state_peak,cutin_delay_ms,cutin_target_coordinate_changed_scans,route2bc_window_scans,route2bc_window_regression_scans,route2bc_window_rep_changes,p0_publication_duration_delta_scans
00000254--0ac259250e--12,E,600,106,93,15,10,0,39,39,0,328,328,33,294,63,66,66,0,66,0,0,0,0,0,,,,,,
00000254--0ac259250e--13,E,600,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--14,E,600,36,27,10,5,0,0,0,0,37,37,0,0,63,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--15,E,600,26,20,7,3,0,2,2,0,377,377,2,333,83,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--16,E,600,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--17,E,600,69,50,21,10,0,5,5,0,333,333,3,272,103,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--18,E,600,25,21,4,1,0,12,12,0,20,20,10,10,68,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--19,E,600,165,117,53,42,0,0,0,0,37,37,0,0,80,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--2,E,599,105,91,16,7,0,18,18,0,309,309,16,255,137,4,4,0,0,0,0,0,4,0,,,,,,
00000254--0ac259250e--20,E,600,98,82,21,12,0,7,7,0,275,275,5,236,109,1,1,0,1,0,0,0,0,0,,,,,,
00000254--0ac259250e--21,E,599,38,38,1,0,0,0,0,0,4,4,0,0,21,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--22,E,600,68,56,14,7,0,170,170,0,183,183,170,170,206,121,121,0,121,0,0,0,0,0,,,,,,
00000254--0ac259250e--23,E,600,100,84,25,14,0,0,0,0,59,59,0,0,126,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--24,E,600,84,67,21,13,0,92,92,0,241,241,32,160,153,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--25,E,600,47,41,8,5,0,0,0,0,35,35,0,0,360,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--26,E,600,96,76,22,12,0,66,66,0,323,323,58,284,111,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--27,E,600,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--28,E,600,38,36,2,1,0,0,0,0,10,10,0,0,60,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--29,E,600,149,129,22,12,0,0,0,0,21,21,0,0,128,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--3,E,599,50,45,7,1,0,42,42,0,145,145,26,127,110,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--30,E,599,112,91,29,15,0,13,13,0,70,70,4,4,189,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--31,E,600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--32,E,600,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--33,E,600,57,49,9,5,0,0,0,0,16,16,0,0,68,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--34,E,600,78,65,15,9,0,14,14,0,136,136,13,93,115,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--35,E,600,32,31,1,0,0,13,13,0,62,62,9,57,5,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--36,E,600,14,12,2,1,0,0,0,0,5,5,0,0,99,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--37,E,600,91,80,11,6,0,6,6,0,236,236,4,222,16,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--38,E,600,88,88,2,1,0,92,92,0,123,123,92,118,4,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--39,E,600,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--4,E,600,30,26,7,3,0,0,0,0,14,14,0,0,29,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--40,E,600,84,80,4,2,0,0,0,0,16,16,0,0,43,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--41,E,600,56,55,3,1,0,6,6,0,116,116,1,49,63,1,1,0,0,0,0,0,1,0,,,,,,
00000254--0ac259250e--42,E,152,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--5,E,599,78,61,19,14,0,0,0,0,34,34,0,0,101,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--6,E,599,38,29,11,5,0,0,0,0,37,37,0,0,120,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--7,E,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--8,E,600,87,73,18,10,0,24,24,0,63,63,22,22,109,0,0,0,0,0,0,0,0,0,,,,,,
00000254--0ac259250e--9,E,600,22,16,4,2,0,40,40,0,360,360,40,350,99,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--21,E,599,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--22,E,599,28,24,5,2,0,3,3,0,29,29,0,0,74,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--23,E,599,38,33,10,4,0,11,11,0,136,136,10,93,105,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--24,E,600,44,38,8,5,0,4,4,0,38,38,0,0,96,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--25,E,599,21,19,4,2,0,0,0,0,15,15,0,0,117,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--26,E,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--27,E,600,50,46,5,5,0,1,1,0,6,6,0,0,7,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--28,E,599,79,67,22,9,0,505,505,0,510,510,504,504,473,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--29,E,600,42,41,2,0,0,27,27,0,57,57,26,47,27,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--30,E,600,168,157,14,7,0,17,17,0,341,341,15,321,41,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--31,E,600,37,33,4,2,0,0,0,0,2,2,0,0,12,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--32,E,600,21,19,6,1,0,0,0,0,21,21,0,0,36,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--33,E,600,74,42,36,27,0,2,2,0,67,67,0,0,163,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--34,E,600,30,27,4,1,0,32,32,0,54,54,29,36,24,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--35,E,600,93,75,26,12,0,1,1,0,49,49,0,0,120,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--36,E,600,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--37,E,600,32,27,5,3,0,0,0,0,47,47,0,0,36,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--38,E,600,67,57,12,5,0,12,12,0,412,412,12,376,87,0,0,0,0,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--39,E,600,116,96,22,12,0,67,67,0,374,374,57,336,143,5,5,0,5,0,0,0,0,0,,,,,,
00000255--d1d0ee73c5--40,E,420,26,24,3,1,0,0,0,0,5,5,0,0,10,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--0,E,619,82,73,9,4,0,4,4,0,47,47,4,39,8,30,30,0,30,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--1,E,600,37,27,11,4,0,89,89,0,122,122,83,99,42,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--10,E,599,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--11,E,600,43,37,6,5,0,0,0,0,5,5,0,0,14,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--12,E,599,104,92,18,7,0,5,5,0,52,52,0,0,145,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--13,E,600,55,49,6,3,0,22,22,0,206,206,21,192,27,1,1,0,1,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--14,E,599,316,232,95,62,0,16,16,0,168,168,16,82,307,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--15,E,600,57,43,17,9,0,78,78,0,212,212,76,190,120,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--16,E,600,81,75,7,4,0,0,0,0,13,13,0,0,15,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--17,E,600,27,25,2,1,0,0,0,0,29,29,0,0,35,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--18,E,600,40,39,6,2,0,67,67,0,348,348,67,341,17,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--19,E,600,28,23,8,2,0,412,412,0,427,427,412,412,285,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--2,E,600,70,58,17,6,0,17,17,0,448,448,17,410,272,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--20,E,600,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--21,E,600,54,45,10,5,0,25,25,0,101,101,2,68,29,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--22,E,600,276,194,88,73,0,17,17,0,221,221,10,159,160,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--23,E,600,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--24,E,600,70,60,11,7,0,17,17,0,80,80,17,60,52,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--25,E,600,244,216,37,30,0,7,7,0,119,119,4,31,170,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--26,E,600,88,65,27,14,0,3,3,0,80,80,0,0,209,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--27,E,600,50,46,4,2,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--28,E,600,261,212,60,32,0,137,137,0,403,403,124,369,180,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--29,E,599,94,86,13,8,0,1,1,0,67,67,0,0,97,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--3,E,600,100,86,19,12,0,14,14,0,54,54,11,26,133,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--30,E,600,97,88,9,4,0,0,0,0,14,14,0,0,15,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--31,E,431,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--4,E,600,111,99,14,10,0,0,0,0,49,49,0,0,101,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--5,E,600,61,49,14,7,0,49,49,0,380,380,36,359,88,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--6,E,599,58,51,8,3,0,4,4,0,57,57,2,10,41,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--7,E,599,244,193,62,36,0,10,10,0,399,399,10,311,212,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--8,E,599,39,36,3,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000257--d1cacb63a0--9,E,599,74,70,8,2,0,5,5,0,113,113,4,99,34,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--0,E,622,69,58,10,4,0,30,30,0,161,161,28,137,56,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--1,E,600,34,30,7,2,0,518,518,0,553,553,516,516,405,418,418,0,418,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--10,E,600,122,95,32,16,0,8,8,0,329,329,8,274,90,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--11,E,600,32,26,7,3,0,0,0,0,48,48,0,0,77,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--12,E,600,16,14,2,1,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--13,E,600,176,136,47,30,0,12,12,0,487,487,12,444,282,9,9,0,9,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--14,E,600,91,85,7,5,0,0,0,0,13,13,0,0,85,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--15,E,600,120,99,21,15,0,24,24,0,59,59,12,29,49,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--16,E,599,33,31,5,0,0,67,67,0,201,201,28,116,140,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--17,E,600,53,46,10,5,0,0,0,0,32,32,0,0,125,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--18,E,600,53,42,13,8,0,13,13,0,320,320,8,288,95,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--19,E,599,440,291,154,120,0,227,227,0,529,529,220,521,362,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--2,E,600,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--20,E,600,146,143,4,1,0,7,7,0,382,382,5,379,20,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--21,E,599,74,68,6,3,0,0,0,0,8,8,0,0,24,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--22,E,599,34,31,4,0,0,22,22,0,25,25,18,18,446,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--23,E,599,113,98,19,9,0,27,27,0,67,67,23,43,94,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--24,E,599,23,21,4,2,0,0,0,0,21,21,0,0,111,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--25,E,600,140,135,5,3,0,47,47,0,466,466,41,455,14,22,22,0,22,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--26,E,598,74,64,15,7,0,23,23,0,179,179,4,140,54,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--27,E,599,70,65,5,1,0,10,10,0,93,93,9,83,2,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--28,E,600,58,58,3,2,0,17,17,0,297,297,17,293,4,129,129,0,129,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--29,E,600,73,65,8,6,0,0,0,0,13,13,0,0,22,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--3,E,600,48,42,8,2,0,0,0,0,53,53,0,0,87,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--30,E,600,43,39,4,2,0,0,0,0,5,5,0,0,9,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--31,E,600,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--32,E,600,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--33,E,600,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--34,E,600,46,43,3,1,0,0,0,0,23,23,0,0,25,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--35,E,600,71,59,17,6,0,2,2,0,236,236,2,187,171,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--36,E,600,27,22,5,3,0,41,41,0,75,75,14,41,45,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--37,E,600,26,24,2,1,0,6,6,0,18,18,0,0,28,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--38,E,600,25,23,3,3,0,0,0,0,11,11,0,0,8,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--39,E,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--4,E,600,67,47,22,9,0,15,15,0,136,136,7,56,147,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--40,E,600,50,50,5,1,0,3,3,0,46,46,3,3,95,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--41,E,600,76,75,3,0,0,5,5,0,229,229,4,218,14,1,1,0,1,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--42,E,66,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--5,E,600,58,42,19,12,0,0,0,0,56,56,0,0,74,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--6,E,600,25,25,2,0,0,0,0,0,25,25,0,0,69,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--7,E,600,50,46,6,2,0,0,0,0,18,18,0,0,18,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--8,E,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000259--f920fb6ddd--9,E,600,192,156,38,16,0,240,240,0,262,261,240,240,294,0,0,0,0,0,0,0,0,0,,,,,,
0000025b--22177da8d7--0,E,620,90,76,12,4,0,53,53,0,63,63,53,53,35,0,0,0,0,0,0,0,0,0,,,,,,
0000025b--22177da8d7--1,E,600,6,4,2,1,0,0,0,0,16,16,0,0,23,0,0,0,0,0,0,0,0,0,,,,,,
0000025b--22177da8d7--2,E,600,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000025b--22177da8d7--3,E,600,18,16,3,1,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,
0000025c--0795289e2c--1,E,600,64,50,18,6,0,15,15,0,453,453,4,429,97,0,0,0,0,0,0,0,0,0,,,,,,
0000025c--0795289e2c--2,E,600,400,275,78,53,0,488,488,0,492,492,488,488,476,0,0,0,0,0,0,0,0,0,,,,,,
0000025c--0795289e2c--3,E,600,196,178,22,11,0,26,26,0,409,409,26,376,71,0,0,0,0,0,0,0,0,0,,,,,,
0000025c--0795289e2c--4,E,600,89,80,12,9,0,0,0,0,17,17,0,0,9,0,0,0,0,0,0,0,0,0,,,,,,
0000025c--0795289e2c--5,E,600,65,63,3,2,0,0,0,0,11,11,0,0,18,0,0,0,0,0,0,0,0,0,,,,,,
0000025c--0795289e2c--6,E,599,106,95,15,7,0,8,8,0,318,318,8,302,27,0,0,0,0,0,0,0,0,0,,,,,,
0000025c--0795289e2c--7,E,600,92,87,5,4,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000025c--0795289e2c--8,E,600,84,82,3,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000025d--70dff69b9d--0,E,621,53,46,11,7,0,22,22,0,312,312,18,299,46,0,0,0,0,0,0,0,0,0,,,,,,
0000025d--70dff69b9d--1,E,600,81,77,6,3,0,0,0,0,7,7,0,0,36,0,0,0,0,0,0,0,0,0,,,,,,
0000025d--70dff69b9d--10,E,600,67,54,18,8,0,552,552,0,559,559,552,552,279,0,0,0,0,0,0,0,0,0,,,,,,
0000025d--70dff69b9d--11,E,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000025d--70dff69b9d--15,E,600,21,17,5,2,0,4,4,0,47,47,0,0,508,0,0,0,0,0,0,0,0,0,,,,,,
0000025d--70dff69b9d--18,E,599,70,55,15,7,0,9,9,0,96,96,6,75,67,0,0,0,0,0,0,0,0,0,,,,,,
0000025d--70dff69b9d--19,E,599,31,28,6,3,0,0,0,0,18,18,0,0,47,0,0,0,0,0,0,0,0,0,,,,,,
0000025d--70dff69b9d--2,E,600,52,47,8,4,0,0,0,0,15,15,0,0,17,0,0,0,0,0,0,0,0,0,,,,,,
0000025d--70dff69b9d--20,E,600,34,26,10,4,0,536,536,0,545,545,535,535,189,0,0,0,0,0,0,0,0,0,,,,,,
0000025d--70dff69b9d--21,E,600,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
0000025d--70dff69b9d--22,E,600,13,13,1,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,,,,,,
0000025d--70dff69b9d--23,E,600,94,73,22,14,0,27,27,0,353,353,7,300,183,92,92,0,66,0,0,0,26,0,,,,,,
0000025d--70dff69b9d--3,E,600,78,65,18,10,0,2,2,0,24,24,0,0,72,0,0,0,0,0,0,0,0,0,,,,,,
0000025d--70dff69b9d--4,E,600,75,63,13,8,0,0,0,0,12,12,0,0,13,0,0,0,0,0,0,0,0,0,,,,,,
0000025d--70dff69b9d--5,E,600,160,150,16,8,0,23,23,0,520,520,9,492,104,38,38,0,38,0,0,0,0,0,,,,,,
0000025d--70dff69b9d--6,E,600,112,108,4,2,0,0,0,0,6,6,0,0,44,0,0,0,0,0,0,0,0,0,,,,,,
0000025d--70dff69b9d--7,E,600,229,163,60,34,0,366,366,0,402,402,361,386,354,202,202,0,202,0,0,0,0,0,,,,,,
0000025d--70dff69b9d--8,E,599,157,148,10,7,0,4,4,0,10,10,2,2,47,0,0,0,0,0,0,0,0,0,,,,,,
0000025d--70dff69b9d--9,E,599,17,17,3,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--0,E,616,69,62,7,2,0,53,53,0,64,64,53,53,37,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--1,E,599,50,43,8,2,0,36,36,0,330,330,35,316,84,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--10,E,600,64,58,10,4,0,10,10,0,96,96,7,75,26,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--11,E,600,49,44,7,3,0,0,0,0,18,18,0,0,36,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--12,E,600,194,165,30,20,0,14,14,0,202,202,14,181,56,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--13,E,600,383,365,21,16,0,0,0,0,55,55,0,0,95,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--14,E,600,233,215,20,10,0,0,0,0,40,40,0,0,46,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--15,E,600,279,224,59,44,0,0,0,0,46,46,0,0,131,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--16,E,600,299,283,23,13,0,23,23,0,233,233,21,191,136,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--17,E,600,223,206,22,13,0,52,52,0,305,305,52,277,138,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--18,E,599,222,210,15,7,0,38,38,0,83,83,31,31,110,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--19,E,600,223,190,40,28,0,4,4,0,112,112,0,0,226,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--2,E,599,114,79,38,25,0,86,86,0,377,377,78,372,120,16,16,0,16,0,0,0,0,0,,,,,,
00000261--4ff9c41127--20,E,600,181,165,22,11,0,33,33,0,552,552,30,532,83,331,331,0,331,0,0,0,0,0,,,,,,
00000261--4ff9c41127--21,E,599,216,204,13,8,0,2,2,0,79,79,2,58,112,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--22,E,600,259,228,40,30,0,30,30,0,364,364,27,349,106,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--23,E,600,147,137,20,10,0,0,0,0,37,37,0,0,87,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--24,E,600,83,70,13,7,0,35,35,0,264,263,19,252,41,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--25,E,599,37,29,11,3,0,35,35,0,305,305,34,295,93,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--26,E,599,60,55,6,2,0,0,0,0,8,8,0,0,94,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--27,E,599,96,85,12,6,0,14,14,0,337,337,12,310,27,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--28,E,444,58,56,2,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--3,E,600,40,38,5,1,0,0,0,0,19,19,0,0,71,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--4,E,600,35,33,4,1,0,0,0,0,18,18,0,0,32,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--5,E,600,10,8,3,2,0,0,0,0,13,13,0,0,43,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--6,E,600,62,55,11,4,0,0,0,0,74,74,0,0,154,2,2,2,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--7,E,600,41,31,12,5,0,3,3,0,70,70,9,9,214,17,17,5,0,0,2,0,10,0,,,,,,
00000261--4ff9c41127--8,E,600,200,176,25,13,0,57,57,0,454,454,51,446,153,0,0,0,0,0,0,0,0,0,,,,,,
00000261--4ff9c41127--9,E,600,115,95,19,13,0,28,28,0,360,360,18,347,228,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--1,E,600,51,44,7,4,0,0,0,0,8,9,0,0,55,4,4,0,0,0,0,0,4,0,,,,,,
00000264--31b802e87a--10,E,599,45,41,6,3,0,0,0,0,12,12,0,0,31,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--11,E,600,101,93,11,8,0,0,0,0,16,16,0,0,13,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--12,E,600,131,119,18,10,0,7,7,0,95,95,6,61,47,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--13,E,600,47,40,11,7,0,0,0,0,20,20,0,0,27,0,0,0,0,0,0,0,0,0,,,,,,
00000264--31b802e87a--14,E,600,44,40,5,2,0,0,0,0,16,16,0,0,33,0,0,0,0,0,0,0,0,0,,,,,,
