key,policy,scans,aLead_changed_scans,lead_aLead_changed
00000283--b395338ef9--26,E3,600,74,0
00000283--b395338ef9--26,E4,600,45,0
00000283--b395338ef9--26,E5,600,385,9
00000283--b395338ef9--27,E,600,18,0
00000283--b395338ef9--27,E1,600,3,0
00000283--b395338ef9--27,E2,600,15,0
00000283--b395338ef9--27,E3,600,15,0
00000283--b395338ef9--27,E4,600,12,0
00000283--b395338ef9--27,E5,600,228,0
00000283--b395338ef9--28,E,600,54,0
00000283--b395338ef9--28,E1,600,7,0
00000283--b395338ef9--28,E2,600,48,0
00000283--b395338ef9--28,E3,600,48,0
00000283--b395338ef9--28,E4,600,0,0
00000283--b395338ef9--28,E5,600,157,0
00000283--b395338ef9--29,E,600,19,0
00000283--b395338ef9--29,E1,600,0,0
00000283--b395338ef9--29,E2,600,19,0
00000283--b395338ef9--29,E3,600,19,0
00000283--b395338ef9--29,E4,600,0,0
00000283--b395338ef9--29,E5,600,168,0
00000283--b395338ef9--3,E,600,10,0
00000283--b395338ef9--3,E1,600,0,0
00000283--b395338ef9--3,E2,600,0,0
00000283--b395338ef9--3,E3,600,0,0
00000283--b395338ef9--3,E4,600,0,0
00000283--b395338ef9--3,E5,600,218,0
00000283--b395338ef9--30,E,600,65,0
00000283--b395338ef9--30,E1,600,0,0
00000283--b395338ef9--30,E2,600,25,0
00000283--b395338ef9--30,E3,600,25,0
00000283--b395338ef9--30,E4,600,0,0
00000283--b395338ef9--30,E5,600,150,0
00000283--b395338ef9--31,E,600,118,0
00000283--b395338ef9--31,E1,600,0,0
00000283--b395338ef9--31,E2,600,118,0
00000283--b395338ef9--31,E3,600,118,0
00000283--b395338ef9--31,E4,600,0,0
00000283--b395338ef9--31,E5,600,228,0
00000283--b395338ef9--32,E,600,61,0
00000283--b395338ef9--32,E1,600,24,0
00000283--b395338ef9--32,E2,600,58,0
00000283--b395338ef9--32,E3,600,58,0
00000283--b395338ef9--32,E4,600,17,0
00000283--b395338ef9--32,E5,600,220,0
00000283--b395338ef9--33,E,600,14,0
00000283--b395338ef9--33,E1,600,0,0
00000283--b395338ef9--33,E2,600,14,0
00000283--b395338ef9--33,E3,600,14,0
00000283--b395338ef9--33,E4,600,14,0
00000283--b395338ef9--33,E5,600,28,0
00000283--b395338ef9--34,E,600,31,0
00000283--b395338ef9--34,E1,600,0,0
00000283--b395338ef9--34,E2,600,31,0
00000283--b395338ef9--34,E3,600,31,0
00000283--b395338ef9--34,E4,600,0,0
00000283--b395338ef9--34,E5,600,51,0
00000283--b395338ef9--35,E,600,4,0
00000283--b395338ef9--35,E1,600,0,0
00000283--b395338ef9--35,E2,600,4,0
00000283--b395338ef9--35,E3,600,4,0
00000283--b395338ef9--35,E4,600,4,0
00000283--b395338ef9--35,E5,600,4,0
00000283--b395338ef9--36,E,600,56,0
00000283--b395338ef9--36,E1,600,0,0
00000283--b395338ef9--36,E2,600,56,0
00000283--b395338ef9--36,E3,600,56,0
00000283--b395338ef9--36,E4,600,0,0
00000283--b395338ef9--36,E5,600,268,0
00000283--b395338ef9--37,E,600,23,0
00000283--b395338ef9--37,E1,600,15,0
00000283--b395338ef9--37,E2,600,23,0
00000283--b395338ef9--37,E3,600,23,0
00000283--b395338ef9--37,E4,600,3,0
00000283--b395338ef9--37,E5,600,137,0
00000283--b395338ef9--38,E,600,32,0
00000283--b395338ef9--38,E1,600,32,0
00000283--b395338ef9--38,E2,600,32,0
00000283--b395338ef9--38,E3,600,32,0
00000283--b395338ef9--38,E4,600,0,0
00000283--b395338ef9--38,E5,600,394,0
00000283--b395338ef9--39,E,600,16,0
00000283--b395338ef9--39,E1,600,16,0
00000283--b395338ef9--39,E2,600,16,0
00000283--b395338ef9--39,E3,600,16,0
00000283--b395338ef9--39,E4,600,0,0
00000283--b395338ef9--39,E5,600,42,0
00000283--b395338ef9--4,E,600,0,0
00000283--b395338ef9--4,E1,600,0,0
00000283--b395338ef9--4,E2,600,0,0
00000283--b395338ef9--4,E3,600,0,0
00000283--b395338ef9--4,E4,600,0,0
00000283--b395338ef9--4,E5,600,0,0
00000283--b395338ef9--40,E,600,417,0
00000283--b395338ef9--40,E1,600,0,0
00000283--b395338ef9--40,E2,600,417,0
00000283--b395338ef9--40,E3,600,417,0
00000283--b395338ef9--40,E4,600,0,0
00000283--b395338ef9--40,E5,600,425,0
00000283--b395338ef9--41,E,600,0,0
00000283--b395338ef9--41,E1,600,0,0
00000283--b395338ef9--41,E2,600,0,0
00000283--b395338ef9--41,E3,600,0,0
00000283--b395338ef9--41,E4,600,0,0
00000283--b395338ef9--41,E5,600,71,0
00000283--b395338ef9--42,E,600,0,0
00000283--b395338ef9--42,E1,600,0,0
00000283--b395338ef9--42,E2,600,0,0
00000283--b395338ef9--42,E3,600,0,0
00000283--b395338ef9--42,E4,600,0,0
00000283--b395338ef9--42,E5,600,21,0
00000283--b395338ef9--43,E,600,14,0
00000283--b395338ef9--43,E1,600,0,0
00000283--b395338ef9--43,E2,600,10,0
00000283--b395338ef9--43,E3,600,10,0
00000283--b395338ef9--43,E4,600,0,0
00000283--b395338ef9--43,E5,600,121,0
00000283--b395338ef9--44,E,600,45,0
00000283--b395338ef9--44,E1,600,16,0
00000283--b395338ef9--44,E2,600,45,0
00000283--b395338ef9--44,E3,600,45,0
00000283--b395338ef9--44,E4,600,8,0
00000283--b395338ef9--44,E5,600,228,0
00000283--b395338ef9--45,E,599,104,0
00000283--b395338ef9--45,E1,599,0,0
00000283--b395338ef9--45,E2,599,82,0
00000283--b395338ef9--45,E3,599,82,0
00000283--b395338ef9--45,E4,599,17,0
00000283--b395338ef9--45,E5,599,489,0
00000283--b395338ef9--46,E,600,0,0
00000283--b395338ef9--46,E1,600,0,0
00000283--b395338ef9--46,E2,600,0,0
00000283--b395338ef9--46,E3,600,0,0
00000283--b395338ef9--46,E4,600,0,0
00000283--b395338ef9--46,E5,600,546,0
00000283--b395338ef9--47,E,599,50,0
00000283--b395338ef9--47,E1,599,12,0
00000283--b395338ef9--47,E2,599,45,0
00000283--b395338ef9--47,E3,599,45,0
00000283--b395338ef9--47,E4,599,15,0
00000283--b395338ef9--47,E5,599,250,0
00000283--b395338ef9--48,E,599,30,0
00000283--b395338ef9--48,E1,599,0,0
00000283--b395338ef9--48,E2,599,30,0
00000283--b395338ef9--48,E3,599,30,0
00000283--b395338ef9--48,E4,599,0,0
00000283--b395338ef9--48,E5,599,515,226
00000283--b395338ef9--49,E,28,0,0
00000283--b395338ef9--49,E1,28,0,0
00000283--b395338ef9--49,E2,28,0,0
00000283--b395338ef9--49,E3,28,0,0
00000283--b395338ef9--49,E4,28,0,0
00000283--b395338ef9--49,E5,28,0,0
00000283--b395338ef9--5,E,600,0,0
00000283--b395338ef9--5,E1,600,0,0
00000283--b395338ef9--5,E2,600,0,0
00000283--b395338ef9--5,E3,600,0,0
00000283--b395338ef9--5,E4,600,0,0
00000283--b395338ef9--5,E5,600,151,0
00000283--b395338ef9--6,E,600,50,0
00000283--b395338ef9--6,E1,600,0,0
00000283--b395338ef9--6,E2,600,48,0
00000283--b395338ef9--6,E3,600,48,0
00000283--b395338ef9--6,E4,600,0,0
00000283--b395338ef9--6,E5,600,480,0
00000283--b395338ef9--7,E,600,0,0
00000283--b395338ef9--7,E1,600,0,0
00000283--b395338ef9--7,E2,600,0,0
00000283--b395338ef9--7,E3,600,0,0
00000283--b395338ef9--7,E4,600,0,0
00000283--b395338ef9--7,E5,600,14,0
00000283--b395338ef9--8,E,600,79,0
00000283--b395338ef9--8,E1,600,14,0
00000283--b395338ef9--8,E2,600,42,0
00000283--b395338ef9--8,E3,600,42,0
00000283--b395338ef9--8,E4,600,37,0
00000283--b395338ef9--8,E5,600,241,0
00000283--b395338ef9--9,E,600,0,0
00000283--b395338ef9--9,E1,600,0,0
00000283--b395338ef9--9,E2,600,0,0
00000283--b395338ef9--9,E3,600,0,0
00000283--b395338ef9--9,E4,600,0,0
00000283--b395338ef9--9,E5,600,56,0
00000285--27dca1de75--10,E,599,26,0
00000285--27dca1de75--10,E1,599,0,0
00000285--27dca1de75--10,E2,599,26,0
00000285--27dca1de75--10,E3,599,26,0
00000285--27dca1de75--10,E4,599,13,0
00000285--27dca1de75--10,E5,599,449,0
00000285--27dca1de75--11,E,599,4,0
00000285--27dca1de75--11,E1,599,3,0
00000285--27dca1de75--11,E2,599,4,0
00000285--27dca1de75--11,E3,599,4,0
00000285--27dca1de75--11,E4,599,4,0
00000285--27dca1de75--11,E5,599,76,0
00000285--27dca1de75--12,E,600,10,0
00000285--27dca1de75--12,E1,600,9,0
00000285--27dca1de75--12,E2,600,10,0
00000285--27dca1de75--12,E3,600,10,0
00000285--27dca1de75--12,E4,600,0,0
00000285--27dca1de75--12,E5,600,145,0
00000285--27dca1de75--13,E,600,43,0
00000285--27dca1de75--13,E1,600,0,0
00000285--27dca1de75--13,E2,600,35,0
00000285--27dca1de75--13,E3,600,37,0
00000285--27dca1de75--13,E4,600,27,0
00000285--27dca1de75--13,E5,600,438,0
00000285--27dca1de75--14,E,600,15,0
00000285--27dca1de75--14,E1,600,3,0
00000285--27dca1de75--14,E2,600,3,0
00000285--27dca1de75--14,E3,600,3,0
00000285--27dca1de75--14,E4,600,0,0
00000285--27dca1de75--14,E5,600,45,0
00000285--27dca1de75--15,E,600,64,0
00000285--27dca1de75--15,E1,600,54,0
00000285--27dca1de75--15,E2,600,64,0
00000285--27dca1de75--15,E3,600,64,0
00000285--27dca1de75--15,E4,600,0,0
00000285--27dca1de75--15,E5,600,149,0
00000285--27dca1de75--16,E,600,63,0
00000285--27dca1de75--16,E1,600,31,0
00000285--27dca1de75--16,E2,600,63,0
00000285--27dca1de75--16,E3,600,63,0
00000285--27dca1de75--16,E4,600,0,0
00000285--27dca1de75--16,E5,600,124,0
00000285--27dca1de75--17,E,600,47,0
00000285--27dca1de75--17,E1,600,16,0
00000285--27dca1de75--17,E2,600,44,0
00000285--27dca1de75--17,E3,600,44,0
00000285--27dca1de75--17,E4,600,0,0
00000285--27dca1de75--17,E5,600,128,0
00000285--27dca1de75--18,E,600,18,0
00000285--27dca1de75--18,E1,600,0,0
00000285--27dca1de75--18,E2,600,16,0
00000285--27dca1de75--18,E3,600,16,0
00000285--27dca1de75--18,E4,600,0,0
00000285--27dca1de75--18,E5,600,168,0
00000285--27dca1de75--19,E,600,20,0
00000285--27dca1de75--19,E1,600,0,0
00000285--27dca1de75--19,E2,600,17,0
00000285--27dca1de75--19,E3,600,17,0
00000285--27dca1de75--19,E4,600,17,0
00000285--27dca1de75--19,E5,600,402,0
00000285--27dca1de75--2,E,600,187,0
00000285--27dca1de75--2,E1,600,151,0
00000285--27dca1de75--2,E2,600,172,0
00000285--27dca1de75--2,E3,600,172,0
00000285--27dca1de75--2,E4,600,108,0
00000285--27dca1de75--2,E5,600,573,258
00000285--27dca1de75--20,E,600,34,0
00000285--27dca1de75--20,E1,600,0,0
00000285--27dca1de75--20,E2,600,0,0
00000285--27dca1de75--20,E3,600,0,0
00000285--27dca1de75--20,E4,600,0,0
00000285--27dca1de75--20,E5,600,154,0
00000285--27dca1de75--21,E,600,54,0
00000285--27dca1de75--21,E1,600,30,0
00000285--27dca1de75--21,E2,600,30,0
00000285--27dca1de75--21,E3,600,30,0
00000285--27dca1de75--21,E4,600,26,0
00000285--27dca1de75--21,E5,600,119,0
00000285--27dca1de75--22,E,600,223,0
00000285--27dca1de75--22,E1,600,223,0
00000285--27dca1de75--22,E2,600,223,0
00000285--27dca1de75--22,E3,600,223,0
00000285--27dca1de75--22,E4,600,19,0
00000285--27dca1de75--22,E5,600,256,0
00000285--27dca1de75--23,E,600,64,0
00000285--27dca1de75--23,E1,600,64,0
00000285--27dca1de75--23,E2,600,64,0
00000285--27dca1de75--23,E3,600,64,0
00000285--27dca1de75--23,E4,600,55,0
00000285--27dca1de75--23,E5,600,193,0
00000285--27dca1de75--24,E,600,26,0
00000285--27dca1de75--24,E1,600,24,0
00000285--27dca1de75--24,E2,600,26,0
00000285--27dca1de75--24,E3,600,26,0
00000285--27dca1de75--24,E4,600,0,0
00000285--27dca1de75--24,E5,600,96,0
00000285--27dca1de75--25,E,600,0,0
00000285--27dca1de75--25,E1,600,0,0
00000285--27dca1de75--25,E2,600,0,0
00000285--27dca1de75--25,E3,600,0,0
00000285--27dca1de75--25,E4,600,0,0
00000285--27dca1de75--25,E5,600,97,0
00000285--27dca1de75--26,E,600,69,0
00000285--27dca1de75--26,E1,600,30,0
00000285--27dca1de75--26,E2,600,30,0
00000285--27dca1de75--26,E3,600,30,0
00000285--27dca1de75--26,E4,600,0,0
00000285--27dca1de75--26,E5,600,170,0
00000285--27dca1de75--27,E,599,28,0
00000285--27dca1de75--27,E1,599,0,0
00000285--27dca1de75--27,E2,599,28,0
00000285--27dca1de75--27,E3,599,28,0
00000285--27dca1de75--27,E4,599,28,0
00000285--27dca1de75--27,E5,599,167,0
00000285--27dca1de75--28,E,599,194,0
00000285--27dca1de75--28,E1,599,0,0
00000285--27dca1de75--28,E2,599,194,0
00000285--27dca1de75--28,E3,599,194,0
00000285--27dca1de75--28,E4,599,66,0
00000285--27dca1de75--28,E5,599,412,0
00000285--27dca1de75--29,E,600,230,0
00000285--27dca1de75--29,E1,600,14,0
00000285--27dca1de75--29,E2,600,166,0
00000285--27dca1de75--29,E3,600,166,0
00000285--27dca1de75--29,E4,600,36,0
00000285--27dca1de75--29,E5,600,554,0
00000285--27dca1de75--3,E,599,30,0
00000285--27dca1de75--3,E1,599,0,0
00000285--27dca1de75--3,E2,599,30,0
00000285--27dca1de75--3,E3,599,30,0
00000285--27dca1de75--3,E4,599,30,0
00000285--27dca1de75--3,E5,599,174,0
00000285--27dca1de75--30,E,600,13,0
00000285--27dca1de75--30,E1,600,0,0
00000285--27dca1de75--30,E2,600,13,0
00000285--27dca1de75--30,E3,600,13,0
00000285--27dca1de75--30,E4,600,13,0
00000285--27dca1de75--30,E5,600,411,0
00000285--27dca1de75--31,E,599,0,0
00000285--27dca1de75--31,E1,599,0,0
00000285--27dca1de75--31,E2,599,0,0
00000285--27dca1de75--31,E3,599,0,0
00000285--27dca1de75--31,E4,599,0,0
00000285--27dca1de75--31,E5,599,444,6
00000285--27dca1de75--32,E,599,85,0
00000285--27dca1de75--32,E1,599,0,0
00000285--27dca1de75--32,E2,599,62,0
00000285--27dca1de75--32,E3,599,62,0
00000285--27dca1de75--32,E4,599,3,0
00000285--27dca1de75--32,E5,599,237,0
00000285--27dca1de75--33,E,599,546,0
00000285--27dca1de75--33,E1,599,0,0
00000285--27dca1de75--33,E2,599,546,0
00000285--27dca1de75--33,E3,599,546,0
00000285--27dca1de75--33,E4,599,0,0
00000285--27dca1de75--33,E5,599,418,0
00000285--27dca1de75--34,E,189,0,0
00000285--27dca1de75--34,E1,189,0,0
00000285--27dca1de75--34,E2,189,0,0
00000285--27dca1de75--34,E3,189,0,0
00000285--27dca1de75--34,E4,189,0,0
00000285--27dca1de75--34,E5,189,0,0
00000285--27dca1de75--4,E,599,47,0
00000285--27dca1de75--4,E1,599,0,0
00000285--27dca1de75--4,E2,599,44,0
00000285--27dca1de75--4,E3,599,44,0
00000285--27dca1de75--4,E4,599,0,0
00000285--27dca1de75--4,E5,599,39,0
00000285--27dca1de75--5,E,599,41,0
00000285--27dca1de75--5,E1,599,0,0
00000285--27dca1de75--5,E2,599,41,0
00000285--27dca1de75--5,E3,599,41,0
00000285--27dca1de75--5,E4,599,38,0
00000285--27dca1de75--5,E5,599,271,0
00000285--27dca1de75--6,E,599,0,0
00000285--27dca1de75--6,E1,599,0,0
00000285--27dca1de75--6,E2,599,0,0
00000285--27dca1de75--6,E3,599,0,0
00000285--27dca1de75--6,E4,599,0,0
00000285--27dca1de75--6,E5,599,75,0
00000285--27dca1de75--7,E,599,11,0
00000285--27dca1de75--7,E1,599,0,0
00000285--27dca1de75--7,E2,599,11,0
00000285--27dca1de75--7,E3,599,11,0
00000285--27dca1de75--7,E4,599,7,0
00000285--27dca1de75--7,E5,599,130,0
00000285--27dca1de75--8,E,600,0,0
00000285--27dca1de75--8,E1,600,0,0
00000285--27dca1de75--8,E2,600,0,0
00000285--27dca1de75--8,E3,600,0,0
00000285--27dca1de75--8,E4,600,0,0
00000285--27dca1de75--8,E5,600,27,0
00000285--27dca1de75--9,E,600,28,0
00000285--27dca1de75--9,E1,600,0,0
00000285--27dca1de75--9,E2,600,28,0
00000285--27dca1de75--9,E3,600,28,0
00000285--27dca1de75--9,E4,600,0,0
00000285--27dca1de75--9,E5,600,168,0
00000286--de6bd2c087--11,E,600,28,0
00000286--de6bd2c087--11,E1,600,0,0
00000286--de6bd2c087--11,E2,600,15,0
00000286--de6bd2c087--11,E3,600,15,0
00000286--de6bd2c087--11,E4,600,0,0
00000286--de6bd2c087--11,E5,600,468,0
00000286--de6bd2c087--12,E,600,41,0
00000286--de6bd2c087--12,E1,600,27,0
00000286--de6bd2c087--12,E2,600,31,0
00000286--de6bd2c087--12,E3,600,31,0
00000286--de6bd2c087--12,E4,600,0,0
00000286--de6bd2c087--12,E5,600,160,0
00000286--de6bd2c087--13,E,600,30,0
00000286--de6bd2c087--13,E1,600,0,0
00000286--de6bd2c087--13,E2,600,0,0
00000286--de6bd2c087--13,E3,600,30,0
00000286--de6bd2c087--13,E4,600,0,0
00000286--de6bd2c087--13,E5,600,126,0
00000286--de6bd2c087--14,E,600,45,0
00000286--de6bd2c087--14,E1,600,0,0
00000286--de6bd2c087--14,E2,600,45,0
00000286--de6bd2c087--14,E3,600,45,0
00000286--de6bd2c087--14,E4,600,0,0
00000286--de6bd2c087--14,E5,600,208,0
00000286--de6bd2c087--15,E,600,38,0
00000286--de6bd2c087--15,E1,600,11,0
00000286--de6bd2c087--15,E2,600,38,0
00000286--de6bd2c087--15,E3,600,38,0
00000286--de6bd2c087--15,E4,600,2,0
00000286--de6bd2c087--15,E5,600,124,0
00000286--de6bd2c087--16,E,600,53,0
00000286--de6bd2c087--16,E1,600,30,0
00000286--de6bd2c087--16,E2,600,53,0
00000286--de6bd2c087--16,E3,600,53,0
00000286--de6bd2c087--16,E4,600,0,0
00000286--de6bd2c087--16,E5,600,271,0
00000286--de6bd2c087--17,E,600,0,0
00000286--de6bd2c087--17,E1,600,0,0
00000286--de6bd2c087--17,E2,600,0,0
00000286--de6bd2c087--17,E3,600,0,0
00000286--de6bd2c087--17,E4,600,0,0
00000286--de6bd2c087--17,E5,600,62,0
00000286--de6bd2c087--18,E,600,94,0
00000286--de6bd2c087--18,E1,600,11,0
00000286--de6bd2c087--18,E2,600,87,0
00000286--de6bd2c087--18,E3,600,87,0
00000286--de6bd2c087--18,E4,600,56,0
00000286--de6bd2c087--18,E5,600,125,0
00000286--de6bd2c087--19,E,600,32,0
00000286--de6bd2c087--19,E1,600,18,0
00000286--de6bd2c087--19,E2,600,23,0
00000286--de6bd2c087--19,E3,600,23,0
00000286--de6bd2c087--19,E4,600,0,0
00000286--de6bd2c087--19,E5,600,163,0
00000286--de6bd2c087--20,E,599,4,0
00000286--de6bd2c087--20,E1,599,3,0
00000286--de6bd2c087--20,E2,599,4,0
00000286--de6bd2c087--20,E3,599,4,0
00000286--de6bd2c087--20,E4,599,4,0
00000286--de6bd2c087--20,E5,599,33,0
00000286--de6bd2c087--21,E,599,31,0
00000286--de6bd2c087--21,E1,599,13,0
00000286--de6bd2c087--21,E2,599,31,0
00000286--de6bd2c087--21,E3,599,31,0
00000286--de6bd2c087--21,E4,599,0,0
00000286--de6bd2c087--21,E5,599,57,0
00000286--de6bd2c087--22,E,600,0,0
00000286--de6bd2c087--22,E1,600,0,0
00000286--de6bd2c087--22,E2,600,0,0
00000286--de6bd2c087--22,E3,600,0,0
00000286--de6bd2c087--22,E4,600,0,0
00000286--de6bd2c087--22,E5,600,17,0
00000286--de6bd2c087--23,E,600,0,0
00000286--de6bd2c087--23,E1,600,0,0
00000286--de6bd2c087--23,E2,600,0,0
00000286--de6bd2c087--23,E3,600,0,0
00000286--de6bd2c087--23,E4,600,0,0
00000286--de6bd2c087--23,E5,600,0,0
00000286--de6bd2c087--24,E,599,66,0
00000286--de6bd2c087--24,E1,599,60,0
00000286--de6bd2c087--24,E2,599,65,0
00000286--de6bd2c087--24,E3,599,65,0
00000286--de6bd2c087--24,E4,599,0,0
00000286--de6bd2c087--24,E5,599,182,0
00000286--de6bd2c087--25,E,599,60,0
00000286--de6bd2c087--25,E1,599,31,0
00000286--de6bd2c087--25,E2,599,60,0
00000286--de6bd2c087--25,E3,599,60,0
00000286--de6bd2c087--25,E4,599,0,0
00000286--de6bd2c087--25,E5,599,136,0
00000286--de6bd2c087--26,E,599,39,0
00000286--de6bd2c087--26,E1,599,9,0
00000286--de6bd2c087--26,E2,599,39,0
00000286--de6bd2c087--26,E3,599,39,0
00000286--de6bd2c087--26,E4,599,5,0
00000286--de6bd2c087--26,E5,599,99,0
00000286--de6bd2c087--27,E,599,45,0
00000286--de6bd2c087--27,E1,599,17,0
00000286--de6bd2c087--27,E2,599,43,0
00000286--de6bd2c087--27,E3,599,43,0
00000286--de6bd2c087--27,E4,599,1,0
00000286--de6bd2c087--27,E5,599,428,0
00000286--de6bd2c087--28,E,600,41,0
00000286--de6bd2c087--28,E1,600,0,0
00000286--de6bd2c087--28,E2,600,27,0
00000286--de6bd2c087--28,E3,600,27,0
00000286--de6bd2c087--28,E4,600,0,0
00000286--de6bd2c087--28,E5,600,120,0
00000286--de6bd2c087--29,E,599,28,0
00000286--de6bd2c087--29,E1,599,28,0
00000286--de6bd2c087--29,E2,599,28,0
00000286--de6bd2c087--29,E3,599,28,0
00000286--de6bd2c087--29,E4,599,0,0
00000286--de6bd2c087--29,E5,599,120,0
00000286--de6bd2c087--30,E,600,0,0
00000286--de6bd2c087--30,E1,600,0,0
00000286--de6bd2c087--30,E2,600,0,0
00000286--de6bd2c087--30,E3,600,0,0
00000286--de6bd2c087--30,E4,600,0,0
00000286--de6bd2c087--30,E5,600,21,0
00000286--de6bd2c087--31,E,600,504,0
00000286--de6bd2c087--31,E1,600,370,0
00000286--de6bd2c087--31,E2,600,504,0
00000286--de6bd2c087--31,E3,600,504,0
00000286--de6bd2c087--31,E4,600,368,0
00000286--de6bd2c087--31,E5,600,237,0
00000286--de6bd2c087--32,E,600,0,0
00000286--de6bd2c087--32,E1,600,0,0
00000286--de6bd2c087--32,E2,600,0,0
00000286--de6bd2c087--32,E3,600,0,0
00000286--de6bd2c087--32,E4,600,0,0
00000286--de6bd2c087--32,E5,600,55,0
00000286--de6bd2c087--33,E,600,4,0
00000286--de6bd2c087--33,E1,600,0,0
00000286--de6bd2c087--33,E2,600,4,0
00000286--de6bd2c087--33,E3,600,4,0
00000286--de6bd2c087--33,E4,600,0,0
00000286--de6bd2c087--33,E5,600,4,0
00000286--de6bd2c087--34,E,600,0,0
00000286--de6bd2c087--34,E1,600,0,0
00000286--de6bd2c087--34,E2,600,0,0
00000286--de6bd2c087--34,E3,600,0,0
00000286--de6bd2c087--34,E4,600,0,0
00000286--de6bd2c087--34,E5,600,122,0
0000028b--ca855432c0--10,E,600,24,0
0000028b--ca855432c0--10,E1,600,0,0
0000028b--ca855432c0--10,E2,600,24,0
0000028b--ca855432c0--10,E3,600,24,0
0000028b--ca855432c0--10,E4,600,0,0
0000028b--ca855432c0--10,E5,600,197,0
0000028b--ca855432c0--11,E,599,37,0
0000028b--ca855432c0--11,E1,599,0,0
0000028b--ca855432c0--11,E2,599,37,0
0000028b--ca855432c0--11,E3,599,37,0
0000028b--ca855432c0--11,E4,599,11,0
0000028b--ca855432c0--11,E5,599,194,0
0000028b--ca855432c0--24,E,600,56,0
0000028b--ca855432c0--24,E1,600,18,0
0000028b--ca855432c0--24,E2,600,56,0
0000028b--ca855432c0--24,E3,600,56,0
0000028b--ca855432c0--24,E4,600,0,0
0000028b--ca855432c0--24,E5,600,208,0
0000028b--ca855432c0--25,E,600,0,0
0000028b--ca855432c0--25,E1,600,0,0
0000028b--ca855432c0--25,E2,600,0,0
0000028b--ca855432c0--25,E3,600,0,0
0000028b--ca855432c0--25,E4,600,0,0
0000028b--ca855432c0--25,E5,600,161,0
0000028b--ca855432c0--33,E,599,55,0
0000028b--ca855432c0--33,E1,599,52,0
0000028b--ca855432c0--33,E2,599,55,0
0000028b--ca855432c0--33,E3,599,55,0
0000028b--ca855432c0--33,E4,599,35,0
0000028b--ca855432c0--33,E5,599,128,0
0000028b--ca855432c0--57,E,599,121,0
0000028b--ca855432c0--57,E1,599,30,0
0000028b--ca855432c0--57,E2,599,121,0
0000028b--ca855432c0--57,E3,599,121,0
0000028b--ca855432c0--57,E4,599,2,0
0000028b--ca855432c0--57,E5,599,523,0
0000028b--ca855432c0--58,E,600,174,0
0000028b--ca855432c0--58,E1,600,20,0
0000028b--ca855432c0--58,E2,600,92,0
0000028b--ca855432c0--58,E3,600,92,0
0000028b--ca855432c0--58,E4,600,34,0
0000028b--ca855432c0--58,E5,600,494,0
0000028b--ca855432c0--78,E,600,38,0
0000028b--ca855432c0--78,E1,600,16,0
0000028b--ca855432c0--78,E2,600,38,0
0000028b--ca855432c0--78,E3,600,38,0
0000028b--ca855432c0--78,E4,600,38,0
0000028b--ca855432c0--78,E5,600,364,0
0000028f--bc6e81a93a--32,E,600,54,0
0000028f--bc6e81a93a--32,E1,600,36,0
0000028f--bc6e81a93a--32,E2,600,47,0
0000028f--bc6e81a93a--32,E3,600,47,0
0000028f--bc6e81a93a--32,E4,600,7,0
0000028f--bc6e81a93a--32,E5,600,207,0
0000028f--bc6e81a93a--35,E,600,72,0
0000028f--bc6e81a93a--35,E1,600,18,0
0000028f--bc6e81a93a--35,E2,600,72,0
0000028f--bc6e81a93a--35,E3,600,72,0
0000028f--bc6e81a93a--35,E4,600,4,0
0000028f--bc6e81a93a--35,E5,600,138,0
0000028f--bc6e81a93a--36,E,599,86,0
0000028f--bc6e81a93a--36,E1,599,30,0
0000028f--bc6e81a93a--36,E2,599,86,0
0000028f--bc6e81a93a--36,E3,599,86,0
0000028f--bc6e81a93a--36,E4,599,0,0
0000028f--bc6e81a93a--36,E5,599,370,0
0000028f--bc6e81a93a--37,E,600,289,0
0000028f--bc6e81a93a--37,E1,600,92,0
0000028f--bc6e81a93a--37,E2,600,289,0
0000028f--bc6e81a93a--37,E3,600,289,0
0000028f--bc6e81a93a--37,E4,600,25,0
0000028f--bc6e81a93a--37,E5,600,446,0
0000028f--bc6e81a93a--38,E,600,80,0
0000028f--bc6e81a93a--38,E1,600,52,0
0000028f--bc6e81a93a--38,E2,600,76,0
0000028f--bc6e81a93a--38,E3,600,76,0
0000028f--bc6e81a93a--38,E4,600,0,0
0000028f--bc6e81a93a--38,E5,600,416,0
00000292--6d6fbf4d88--17,E,600,44,0
00000292--6d6fbf4d88--17,E1,600,41,0
00000292--6d6fbf4d88--17,E2,600,44,0
00000292--6d6fbf4d88--17,E3,600,44,0
00000292--6d6fbf4d88--17,E4,600,0,0
00000292--6d6fbf4d88--17,E5,600,118,0
00000294--307ed6c5e3--0,E,615,124,0
00000294--307ed6c5e3--0,E1,615,56,0
00000294--307ed6c5e3--0,E2,615,97,0
00000294--307ed6c5e3--0,E3,615,97,0
00000294--307ed6c5e3--0,E4,615,8,0
00000294--307ed6c5e3--0,E5,615,301,0
00000294--307ed6c5e3--1,E,600,85,0
00000294--307ed6c5e3--1,E1,600,0,0
00000294--307ed6c5e3--1,E2,600,9,0
00000294--307ed6c5e3--1,E3,600,9,0
00000294--307ed6c5e3--1,E4,600,9,0
00000294--307ed6c5e3--1,E5,600,489,470
00000294--307ed6c5e3--10,E,599,74,0
00000294--307ed6c5e3--10,E1,599,0,0
00000294--307ed6c5e3--10,E2,599,49,0
