key,policy,scans,aLead_changed_scans,lead_aLead_changed
0000025d--70dff69b9d--18,E1,599,0,0
0000025d--70dff69b9d--18,E2,599,67,0
0000025d--70dff69b9d--18,E3,599,67,0
0000025d--70dff69b9d--18,E4,599,0,0
0000025d--70dff69b9d--18,E5,599,338,0
0000025d--70dff69b9d--19,E,599,47,0
0000025d--70dff69b9d--19,E1,599,0,0
0000025d--70dff69b9d--19,E2,599,47,0
0000025d--70dff69b9d--19,E3,599,47,0
0000025d--70dff69b9d--19,E4,599,0,0
0000025d--70dff69b9d--19,E5,599,186,0
0000025d--70dff69b9d--2,E,600,17,0
0000025d--70dff69b9d--2,E1,600,14,0
0000025d--70dff69b9d--2,E2,600,17,0
0000025d--70dff69b9d--2,E3,600,17,0
0000025d--70dff69b9d--2,E4,600,3,0
0000025d--70dff69b9d--2,E5,600,149,0
0000025d--70dff69b9d--20,E,600,189,0
0000025d--70dff69b9d--20,E1,600,0,0
0000025d--70dff69b9d--20,E2,600,189,0
0000025d--70dff69b9d--20,E3,600,189,0
0000025d--70dff69b9d--20,E4,600,0,0
0000025d--70dff69b9d--20,E5,600,213,0
0000025d--70dff69b9d--21,E,600,0,0
0000025d--70dff69b9d--21,E1,600,0,0
0000025d--70dff69b9d--21,E2,600,0,0
0000025d--70dff69b9d--21,E3,600,0,0
0000025d--70dff69b9d--21,E4,600,0,0
0000025d--70dff69b9d--21,E5,600,0,0
0000025d--70dff69b9d--22,E,600,12,0
0000025d--70dff69b9d--22,E1,600,0,0
0000025d--70dff69b9d--22,E2,600,12,0
0000025d--70dff69b9d--22,E3,600,12,0
0000025d--70dff69b9d--22,E4,600,12,0
0000025d--70dff69b9d--22,E5,600,67,0
0000025d--70dff69b9d--23,E,600,183,26
0000025d--70dff69b9d--23,E1,600,0,0
0000025d--70dff69b9d--23,E2,600,146,26
0000025d--70dff69b9d--23,E3,600,146,26
0000025d--70dff69b9d--23,E4,600,84,26
0000025d--70dff69b9d--23,E5,600,498,26
0000025d--70dff69b9d--3,E,600,72,0
0000025d--70dff69b9d--3,E1,600,0,0
0000025d--70dff69b9d--3,E2,600,68,0
0000025d--70dff69b9d--3,E3,600,68,0
0000025d--70dff69b9d--3,E4,600,16,0
0000025d--70dff69b9d--3,E5,600,187,0
0000025d--70dff69b9d--4,E,600,13,0
0000025d--70dff69b9d--4,E1,600,13,0
0000025d--70dff69b9d--4,E2,600,13,0
0000025d--70dff69b9d--4,E3,600,13,0
0000025d--70dff69b9d--4,E4,600,13,0
0000025d--70dff69b9d--4,E5,600,170,0
0000025d--70dff69b9d--5,E,600,104,0
0000025d--70dff69b9d--5,E1,600,52,0
0000025d--70dff69b9d--5,E2,600,103,0
0000025d--70dff69b9d--5,E3,600,103,0
0000025d--70dff69b9d--5,E4,600,0,0
0000025d--70dff69b9d--5,E5,600,485,0
0000025d--70dff69b9d--6,E,600,44,0
0000025d--70dff69b9d--6,E1,600,0,0
0000025d--70dff69b9d--6,E2,600,5,0
0000025d--70dff69b9d--6,E3,600,5,0
0000025d--70dff69b9d--6,E4,600,0,0
0000025d--70dff69b9d--6,E5,600,202,0
0000025d--70dff69b9d--7,E,600,354,0
0000025d--70dff69b9d--7,E1,600,333,0
0000025d--70dff69b9d--7,E2,600,354,0
0000025d--70dff69b9d--7,E3,600,354,0
0000025d--70dff69b9d--7,E4,600,137,0
0000025d--70dff69b9d--7,E5,600,410,0
0000025d--70dff69b9d--8,E,599,47,0
0000025d--70dff69b9d--8,E1,599,43,0
0000025d--70dff69b9d--8,E2,599,47,0
0000025d--70dff69b9d--8,E3,599,47,0
0000025d--70dff69b9d--8,E4,599,37,0
0000025d--70dff69b9d--8,E5,599,349,0
0000025d--70dff69b9d--9,E,599,0,0
0000025d--70dff69b9d--9,E1,599,0,0
0000025d--70dff69b9d--9,E2,599,0,0
0000025d--70dff69b9d--9,E3,599,0,0
0000025d--70dff69b9d--9,E4,599,0,0
0000025d--70dff69b9d--9,E5,599,97,0
00000261--4ff9c41127--0,E,616,37,0
00000261--4ff9c41127--0,E1,616,0,0
00000261--4ff9c41127--0,E2,616,31,0
00000261--4ff9c41127--0,E3,616,31,0
00000261--4ff9c41127--0,E4,616,0,0
00000261--4ff9c41127--0,E5,616,237,0
00000261--4ff9c41127--1,E,599,84,0
00000261--4ff9c41127--1,E1,599,0,0
00000261--4ff9c41127--1,E2,599,84,0
00000261--4ff9c41127--1,E3,599,84,0
00000261--4ff9c41127--1,E4,599,24,0
00000261--4ff9c41127--1,E5,599,179,0
00000261--4ff9c41127--10,E,600,26,0
00000261--4ff9c41127--10,E1,600,0,0
00000261--4ff9c41127--10,E2,600,12,0
00000261--4ff9c41127--10,E3,600,12,0
00000261--4ff9c41127--10,E4,600,0,0
00000261--4ff9c41127--10,E5,600,419,87
00000261--4ff9c41127--11,E,600,36,0
00000261--4ff9c41127--11,E1,600,36,0
00000261--4ff9c41127--11,E2,600,0,0
00000261--4ff9c41127--11,E3,600,0,0
00000261--4ff9c41127--11,E4,600,0,0
00000261--4ff9c41127--11,E5,600,152,0
00000261--4ff9c41127--12,E,600,56,0
00000261--4ff9c41127--12,E1,600,18,0
00000261--4ff9c41127--12,E2,600,48,0
00000261--4ff9c41127--12,E3,600,48,0
00000261--4ff9c41127--12,E4,600,22,0
00000261--4ff9c41127--12,E5,600,370,122
00000261--4ff9c41127--13,E,600,95,0
00000261--4ff9c41127--13,E1,600,60,0
00000261--4ff9c41127--13,E2,600,95,0
00000261--4ff9c41127--13,E3,600,95,0
00000261--4ff9c41127--13,E4,600,0,0
00000261--4ff9c41127--13,E5,600,400,0
00000261--4ff9c41127--14,E,600,46,0
00000261--4ff9c41127--14,E1,600,6,0
00000261--4ff9c41127--14,E2,600,30,0
00000261--4ff9c41127--14,E3,600,46,0
00000261--4ff9c41127--14,E4,600,17,0
00000261--4ff9c41127--14,E5,600,478,0
00000261--4ff9c41127--15,E,600,131,0
00000261--4ff9c41127--15,E1,600,11,0
00000261--4ff9c41127--15,E2,600,123,0
00000261--4ff9c41127--15,E3,600,123,0
00000261--4ff9c41127--15,E4,600,0,0
00000261--4ff9c41127--15,E5,600,441,0
00000261--4ff9c41127--16,E,600,136,0
00000261--4ff9c41127--16,E1,600,25,0
00000261--4ff9c41127--16,E2,600,136,0
00000261--4ff9c41127--16,E3,600,136,0
00000261--4ff9c41127--16,E4,600,11,0
00000261--4ff9c41127--16,E5,600,516,0
00000261--4ff9c41127--17,E,600,138,0
00000261--4ff9c41127--17,E1,600,109,0
00000261--4ff9c41127--17,E2,600,138,0
00000261--4ff9c41127--17,E3,600,138,0
00000261--4ff9c41127--17,E4,600,0,0
00000261--4ff9c41127--17,E5,600,364,0
00000261--4ff9c41127--18,E,599,110,0
00000261--4ff9c41127--18,E1,599,0,0
00000261--4ff9c41127--18,E2,599,75,0
00000261--4ff9c41127--18,E3,599,75,0
00000261--4ff9c41127--18,E4,599,57,0
00000261--4ff9c41127--18,E5,599,439,0
00000261--4ff9c41127--19,E,600,226,0
00000261--4ff9c41127--19,E1,600,36,0
00000261--4ff9c41127--19,E2,600,168,0
00000261--4ff9c41127--19,E3,600,168,0
00000261--4ff9c41127--19,E4,600,5,0
00000261--4ff9c41127--19,E5,600,505,0
00000261--4ff9c41127--2,E,599,120,0
00000261--4ff9c41127--2,E1,599,92,0
00000261--4ff9c41127--2,E2,599,120,0
00000261--4ff9c41127--2,E3,599,120,0
00000261--4ff9c41127--2,E4,599,73,0
00000261--4ff9c41127--2,E5,599,405,0
00000261--4ff9c41127--20,E,600,83,0
00000261--4ff9c41127--20,E1,600,37,0
00000261--4ff9c41127--20,E2,600,65,0
00000261--4ff9c41127--20,E3,600,65,0
00000261--4ff9c41127--20,E4,600,0,0
00000261--4ff9c41127--20,E5,600,490,0
00000261--4ff9c41127--21,E,599,112,0
00000261--4ff9c41127--21,E1,599,60,0
00000261--4ff9c41127--21,E2,599,98,0
00000261--4ff9c41127--21,E3,599,98,0
00000261--4ff9c41127--21,E4,599,0,0
00000261--4ff9c41127--21,E5,599,400,0
00000261--4ff9c41127--22,E,600,106,0
00000261--4ff9c41127--22,E1,600,55,0
00000261--4ff9c41127--22,E2,600,104,0
00000261--4ff9c41127--22,E3,600,104,0
00000261--4ff9c41127--22,E4,600,37,0
00000261--4ff9c41127--22,E5,600,406,0
00000261--4ff9c41127--23,E,600,87,0
00000261--4ff9c41127--23,E1,600,71,0
00000261--4ff9c41127--23,E2,600,87,0
00000261--4ff9c41127--23,E3,600,87,0
00000261--4ff9c41127--23,E4,600,0,0
00000261--4ff9c41127--23,E5,600,298,0
00000261--4ff9c41127--24,E,600,41,0
00000261--4ff9c41127--24,E1,600,0,0
00000261--4ff9c41127--24,E2,600,41,0
00000261--4ff9c41127--24,E3,600,41,0
00000261--4ff9c41127--24,E4,600,22,0
00000261--4ff9c41127--24,E5,600,403,0
00000261--4ff9c41127--25,E,599,93,0
00000261--4ff9c41127--25,E1,599,0,0
00000261--4ff9c41127--25,E2,599,46,0
00000261--4ff9c41127--25,E3,599,46,0
00000261--4ff9c41127--25,E4,599,1,0
00000261--4ff9c41127--25,E5,599,150,0
00000261--4ff9c41127--26,E,599,94,0
00000261--4ff9c41127--26,E1,599,0,0
00000261--4ff9c41127--26,E2,599,92,0
00000261--4ff9c41127--26,E3,599,92,0
00000261--4ff9c41127--26,E4,599,66,0
00000261--4ff9c41127--26,E5,599,531,0
00000261--4ff9c41127--27,E,599,27,0
00000261--4ff9c41127--27,E1,599,17,0
00000261--4ff9c41127--27,E2,599,27,0
00000261--4ff9c41127--27,E3,599,27,0
00000261--4ff9c41127--27,E4,599,5,0
00000261--4ff9c41127--27,E5,599,332,0
00000261--4ff9c41127--28,E,444,4,0
00000261--4ff9c41127--28,E1,444,0,0
00000261--4ff9c41127--28,E2,444,4,0
00000261--4ff9c41127--28,E3,444,4,0
00000261--4ff9c41127--28,E4,444,4,0
00000261--4ff9c41127--28,E5,444,211,0
00000261--4ff9c41127--3,E,600,71,0
00000261--4ff9c41127--3,E1,600,0,0
00000261--4ff9c41127--3,E2,600,71,0
00000261--4ff9c41127--3,E3,600,71,0
00000261--4ff9c41127--3,E4,600,11,0
00000261--4ff9c41127--3,E5,600,179,0
00000261--4ff9c41127--4,E,600,32,0
00000261--4ff9c41127--4,E1,600,0,0
00000261--4ff9c41127--4,E2,600,30,0
00000261--4ff9c41127--4,E3,600,30,0
00000261--4ff9c41127--4,E4,600,0,0
00000261--4ff9c41127--4,E5,600,394,0
00000261--4ff9c41127--5,E,600,43,0
00000261--4ff9c41127--5,E1,600,0,0
00000261--4ff9c41127--5,E2,600,43,0
00000261--4ff9c41127--5,E3,600,43,0
00000261--4ff9c41127--5,E4,600,43,0
00000261--4ff9c41127--5,E5,600,283,11
00000261--4ff9c41127--6,E,600,154,0
00000261--4ff9c41127--6,E1,600,16,0
00000261--4ff9c41127--6,E2,600,123,0
00000261--4ff9c41127--6,E3,600,123,0
00000261--4ff9c41127--6,E4,600,29,0
00000261--4ff9c41127--6,E5,600,383,0
00000261--4ff9c41127--7,E,600,214,10
00000261--4ff9c41127--7,E1,600,0,0
00000261--4ff9c41127--7,E2,600,197,10
00000261--4ff9c41127--7,E3,600,197,10
00000261--4ff9c41127--7,E4,600,147,0
00000261--4ff9c41127--7,E5,600,333,31
00000261--4ff9c41127--8,E,600,153,0
00000261--4ff9c41127--8,E1,600,22,0
00000261--4ff9c41127--8,E2,600,116,0
00000261--4ff9c41127--8,E3,600,116,0
00000261--4ff9c41127--8,E4,600,30,0
00000261--4ff9c41127--8,E5,600,465,0
00000261--4ff9c41127--9,E,600,228,0
00000261--4ff9c41127--9,E1,600,22,0
00000261--4ff9c41127--9,E2,600,228,0
00000261--4ff9c41127--9,E3,600,228,0
00000261--4ff9c41127--9,E4,600,20,0
00000261--4ff9c41127--9,E5,600,464,0
00000264--31b802e87a--1,E,600,55,4
00000264--31b802e87a--1,E1,600,0,0
00000264--31b802e87a--1,E2,600,54,4
00000264--31b802e87a--1,E3,600,54,4
00000264--31b802e87a--1,E4,600,0,0
00000264--31b802e87a--1,E5,600,235,23
00000264--31b802e87a--10,E,599,31,0
00000264--31b802e87a--10,E1,599,13,0
00000264--31b802e87a--10,E2,599,26,0
00000264--31b802e87a--10,E3,599,26,0
00000264--31b802e87a--10,E4,599,0,0
00000264--31b802e87a--10,E5,599,127,0
00000264--31b802e87a--11,E,600,13,0
00000264--31b802e87a--11,E1,600,13,0
00000264--31b802e87a--11,E2,600,13,0
00000264--31b802e87a--11,E3,600,13,0
00000264--31b802e87a--11,E4,600,5,0
00000264--31b802e87a--11,E5,600,223,0
00000264--31b802e87a--12,E,600,47,0
00000264--31b802e87a--12,E1,600,34,0
00000264--31b802e87a--12,E2,600,47,0
00000264--31b802e87a--12,E3,600,47,0
00000264--31b802e87a--12,E4,600,10,0
00000264--31b802e87a--12,E5,600,247,0
00000264--31b802e87a--13,E,600,27,0
00000264--31b802e87a--13,E1,600,0,0
00000264--31b802e87a--13,E2,600,17,0
00000264--31b802e87a--13,E3,600,17,0
00000264--31b802e87a--13,E4,600,6,0
00000264--31b802e87a--13,E5,600,122,0
00000264--31b802e87a--14,E,600,33,0
00000264--31b802e87a--14,E1,600,0,0
00000264--31b802e87a--14,E2,600,33,0
00000264--31b802e87a--14,E3,600,33,0
00000264--31b802e87a--14,E4,600,0,0
00000264--31b802e87a--14,E5,600,432,0
00000264--31b802e87a--15,E,600,15,0
00000264--31b802e87a--15,E1,600,0,0
00000264--31b802e87a--15,E2,600,15,0
00000264--31b802e87a--15,E3,600,15,0
00000264--31b802e87a--15,E4,600,15,0
00000264--31b802e87a--15,E5,600,76,0
00000264--31b802e87a--16,E,600,27,0
00000264--31b802e87a--16,E1,600,3,0
00000264--31b802e87a--16,E2,600,4,0
00000264--31b802e87a--16,E3,600,4,0
00000264--31b802e87a--16,E4,600,4,0
00000264--31b802e87a--16,E5,600,175,0
00000264--31b802e87a--17,E,600,49,0
00000264--31b802e87a--17,E1,600,7,0
00000264--31b802e87a--17,E2,600,49,0
00000264--31b802e87a--17,E3,600,49,0
00000264--31b802e87a--17,E4,600,0,0
00000264--31b802e87a--17,E5,600,315,0
00000264--31b802e87a--18,E,600,23,0
00000264--31b802e87a--18,E1,600,21,0
00000264--31b802e87a--18,E2,600,23,0
00000264--31b802e87a--18,E3,600,23,0
00000264--31b802e87a--18,E4,600,2,0
00000264--31b802e87a--18,E5,600,144,0
00000264--31b802e87a--19,E,600,47,0
00000264--31b802e87a--19,E1,600,6,0
00000264--31b802e87a--19,E2,600,46,0
00000264--31b802e87a--19,E3,600,43,0
00000264--31b802e87a--19,E4,600,43,0
00000264--31b802e87a--19,E5,600,189,0
00000264--31b802e87a--2,E,600,0,0
00000264--31b802e87a--2,E1,600,0,0
00000264--31b802e87a--2,E2,600,0,0
00000264--31b802e87a--2,E3,600,0,0
00000264--31b802e87a--2,E4,600,0,0
00000264--31b802e87a--2,E5,600,206,0
00000264--31b802e87a--20,E,600,27,0
00000264--31b802e87a--20,E1,600,0,0
00000264--31b802e87a--20,E2,600,27,0
00000264--31b802e87a--20,E3,600,27,0
00000264--31b802e87a--20,E4,600,27,0
00000264--31b802e87a--20,E5,600,86,0
00000264--31b802e87a--21,E,600,139,0
00000264--31b802e87a--21,E1,600,12,0
00000264--31b802e87a--21,E2,600,121,0
00000264--31b802e87a--21,E3,600,121,0
00000264--31b802e87a--21,E4,600,32,0
00000264--31b802e87a--21,E5,600,497,0
00000264--31b802e87a--22,E,600,168,0
00000264--31b802e87a--22,E1,600,60,0
00000264--31b802e87a--22,E2,600,148,0
00000264--31b802e87a--22,E3,600,148,0
00000264--31b802e87a--22,E4,600,39,0
00000264--31b802e87a--22,E5,600,472,0
00000264--31b802e87a--23,E,600,0,0
00000264--31b802e87a--23,E1,600,0,0
00000264--31b802e87a--23,E2,600,0,0
00000264--31b802e87a--23,E3,600,0,0
00000264--31b802e87a--23,E4,600,0,0
00000264--31b802e87a--23,E5,600,307,0
00000264--31b802e87a--24,E,600,136,0
00000264--31b802e87a--24,E1,600,8,0
00000264--31b802e87a--24,E2,600,131,0
00000264--31b802e87a--24,E3,600,131,0
00000264--31b802e87a--24,E4,600,42,0
00000264--31b802e87a--24,E5,600,305,0
00000264--31b802e87a--25,E,600,38,0
00000264--31b802e87a--25,E1,600,38,0
00000264--31b802e87a--25,E2,600,38,0
00000264--31b802e87a--25,E3,600,38,0
00000264--31b802e87a--25,E4,600,0,0
00000264--31b802e87a--25,E5,600,254,0
00000264--31b802e87a--26,E,600,23,0
00000264--31b802e87a--26,E1,600,0,0
00000264--31b802e87a--26,E2,600,23,0
00000264--31b802e87a--26,E3,600,23,0
00000264--31b802e87a--26,E4,600,0,0
00000264--31b802e87a--26,E5,600,271,0
00000264--31b802e87a--27,E,600,0,0
00000264--31b802e87a--27,E1,600,0,0
00000264--31b802e87a--27,E2,600,0,0
00000264--31b802e87a--27,E3,600,0,0
00000264--31b802e87a--27,E4,600,0,0
00000264--31b802e87a--27,E5,600,0,0
00000264--31b802e87a--28,E,600,40,0
00000264--31b802e87a--28,E1,600,24,0
00000264--31b802e87a--28,E2,600,40,0
00000264--31b802e87a--28,E3,600,40,0
00000264--31b802e87a--28,E4,600,0,0
00000264--31b802e87a--28,E5,600,47,0
00000264--31b802e87a--29,E,600,188,0
00000264--31b802e87a--29,E1,600,18,0
00000264--31b802e87a--29,E2,600,133,0
00000264--31b802e87a--29,E3,600,133,0
00000264--31b802e87a--29,E4,600,51,0
00000264--31b802e87a--29,E5,600,280,0
00000264--31b802e87a--3,E,599,0,0
00000264--31b802e87a--3,E1,599,0,0
00000264--31b802e87a--3,E2,599,0,0
00000264--31b802e87a--3,E3,599,0,0
00000264--31b802e87a--3,E4,599,0,0
00000264--31b802e87a--3,E5,599,132,0
00000264--31b802e87a--30,E,600,42,0
00000264--31b802e87a--30,E1,600,0,0
00000264--31b802e87a--30,E2,600,42,0
00000264--31b802e87a--30,E3,600,42,0
00000264--31b802e87a--30,E4,600,0,0
00000264--31b802e87a--30,E5,600,401,0
00000264--31b802e87a--31,E,599,244,0
00000264--31b802e87a--31,E1,599,29,0
00000264--31b802e87a--31,E2,599,155,0
00000264--31b802e87a--31,E3,599,184,0
00000264--31b802e87a--31,E4,599,86,0
00000264--31b802e87a--31,E5,599,354,0
00000264--31b802e87a--32,E,600,0,0
00000264--31b802e87a--32,E1,600,0,0
00000264--31b802e87a--32,E2,600,0,0
00000264--31b802e87a--32,E3,600,0,0
00000264--31b802e87a--32,E4,600,0,0
00000264--31b802e87a--32,E5,600,354,0
00000264--31b802e87a--33,E,599,0,0
00000264--31b802e87a--33,E1,599,0,0
00000264--31b802e87a--33,E2,599,0,0
00000264--31b802e87a--33,E3,599,0,0
00000264--31b802e87a--33,E4,599,0,0
00000264--31b802e87a--33,E5,599,0,0
00000264--31b802e87a--34,E,600,125,0
00000264--31b802e87a--34,E1,600,19,0
00000264--31b802e87a--34,E2,600,122,0
00000264--31b802e87a--34,E3,600,122,0
00000264--31b802e87a--34,E4,600,11,0
00000264--31b802e87a--34,E5,600,328,0
00000264--31b802e87a--35,E,599,54,0
00000264--31b802e87a--35,E1,599,0,0
00000264--31b802e87a--35,E2,599,54,0
00000264--31b802e87a--35,E3,599,54,0
00000264--31b802e87a--35,E4,599,0,0
00000264--31b802e87a--35,E5,599,352,0
00000264--31b802e87a--36,E,599,0,0
00000264--31b802e87a--36,E1,599,0,0
00000264--31b802e87a--36,E2,599,0,0
00000264--31b802e87a--36,E3,599,0,0
00000264--31b802e87a--36,E4,599,0,0
00000264--31b802e87a--36,E5,599,0,0
00000264--31b802e87a--37,E,599,0,0
00000264--31b802e87a--37,E1,599,0,0
00000264--31b802e87a--37,E2,599,0,0
00000264--31b802e87a--37,E3,599,0,0
00000264--31b802e87a--37,E4,599,0,0
00000264--31b802e87a--37,E5,599,34,0
00000264--31b802e87a--38,E,599,171,0
00000264--31b802e87a--38,E1,599,74,0
00000264--31b802e87a--38,E2,599,114,0
00000264--31b802e87a--38,E3,599,114,0
00000264--31b802e87a--38,E4,599,12,0
00000264--31b802e87a--38,E5,599,335,0
00000264--31b802e87a--39,E,599,101,0
00000264--31b802e87a--39,E1,599,5,0
00000264--31b802e87a--39,E2,599,101,0
00000264--31b802e87a--39,E3,599,101,0
00000264--31b802e87a--39,E4,599,22,0
00000264--31b802e87a--39,E5,599,431,0
00000264--31b802e87a--4,E,599,19,0
00000264--31b802e87a--4,E1,599,10,0
00000264--31b802e87a--4,E2,599,19,0
00000264--31b802e87a--4,E3,599,19,0
00000264--31b802e87a--4,E4,599,0,0
00000264--31b802e87a--4,E5,599,110,0
00000264--31b802e87a--40,E,600,5,0
00000264--31b802e87a--40,E1,600,0,0
00000264--31b802e87a--40,E2,600,4,0
00000264--31b802e87a--40,E3,600,4,0
00000264--31b802e87a--40,E4,600,4,0
00000264--31b802e87a--40,E5,600,435,17
00000264--31b802e87a--41,E,396,0,0
00000264--31b802e87a--41,E1,396,0,0
00000264--31b802e87a--41,E2,396,0,0
00000264--31b802e87a--41,E3,396,0,0
00000264--31b802e87a--41,E4,396,0,0
00000264--31b802e87a--41,E5,396,378,0
00000264--31b802e87a--5,E,599,101,0
00000264--31b802e87a--5,E1,599,12,0
00000264--31b802e87a--5,E2,599,12,0
00000264--31b802e87a--5,E3,599,12,0
00000264--31b802e87a--5,E4,599,9,0
00000264--31b802e87a--5,E5,599,272,0
00000264--31b802e87a--6,E,600,0,0
00000264--31b802e87a--6,E1,600,0,0
00000264--31b802e87a--6,E2,600,0,0
00000264--31b802e87a--6,E3,600,0,0
00000264--31b802e87a--6,E4,600,0,0
00000264--31b802e87a--6,E5,600,590,528
00000264--31b802e87a--7,E,599,43,0
00000264--31b802e87a--7,E1,599,0,0
00000264--31b802e87a--7,E2,599,42,0
00000264--31b802e87a--7,E3,599,42,0
00000264--31b802e87a--7,E4,599,0,0
00000264--31b802e87a--7,E5,599,204,0
00000264--31b802e87a--8,E,599,139,0
00000264--31b802e87a--8,E1,599,69,0
00000264--31b802e87a--8,E2,599,139,0
00000264--31b802e87a--8,E3,599,139,0
00000264--31b802e87a--8,E4,599,22,0
00000264--31b802e87a--8,E5,599,480,0
00000264--31b802e87a--9,E,599,0,0
00000264--31b802e87a--9,E1,599,0,0
00000264--31b802e87a--9,E2,599,0,0
00000264--31b802e87a--9,E3,599,0,0
00000264--31b802e87a--9,E4,599,0,0
00000264--31b802e87a--9,E5,599,193,0
00000266--f9c40304ea--0,E,621,52,0
00000266--f9c40304ea--0,E1,621,0,0
00000266--f9c40304ea--0,E2,621,52,0
00000266--f9c40304ea--0,E3,621,52,0
00000266--f9c40304ea--0,E4,621,0,0
00000266--f9c40304ea--0,E5,621,564,11
00000266--f9c40304ea--1,E,600,112,0
00000266--f9c40304ea--1,E1,600,10,0
00000266--f9c40304ea--1,E2,600,112,0
00000266--f9c40304ea--1,E3,600,112,0
00000266--f9c40304ea--1,E4,600,7,0
00000266--f9c40304ea--1,E5,600,410,0
00000266--f9c40304ea--10,E,599,60,0
00000266--f9c40304ea--10,E1,599,0,0
00000266--f9c40304ea--10,E2,599,60,0
00000266--f9c40304ea--10,E3,599,60,0
00000266--f9c40304ea--10,E4,599,10,0
00000266--f9c40304ea--10,E5,599,172,0
00000266--f9c40304ea--11,E,600,542,0
00000266--f9c40304ea--11,E1,600,64,0
00000266--f9c40304ea--11,E2,600,542,0
00000266--f9c40304ea--11,E3,600,542,0
00000266--f9c40304ea--11,E4,600,3,0
00000266--f9c40304ea--11,E5,600,549,0
00000266--f9c40304ea--12,E,600,149,0
00000266--f9c40304ea--12,E1,600,29,0
00000266--f9c40304ea--12,E2,600,102,0
00000266--f9c40304ea--12,E3,600,102,0
00000266--f9c40304ea--12,E4,600,20,0
00000266--f9c40304ea--12,E5,600,337,0
00000266--f9c40304ea--13,E,600,40,0
00000266--f9c40304ea--13,E1,600,0,0
00000266--f9c40304ea--13,E2,600,40,0
00000266--f9c40304ea--13,E3,600,40,0
00000266--f9c40304ea--13,E4,600,0,0
00000266--f9c40304ea--13,E5,600,189,0
00000266--f9c40304ea--14,E,600,155,0
00000266--f9c40304ea--14,E1,600,41,0
00000266--f9c40304ea--14,E2,600,155,0
00000266--f9c40304ea--14,E3,600,155,0
00000266--f9c40304ea--14,E4,600,26,0
00000266--f9c40304ea--14,E5,600,420,0
00000266--f9c40304ea--15,E,600,80,0
00000266--f9c40304ea--15,E1,600,62,0
00000266--f9c40304ea--15,E2,600,80,0
00000266--f9c40304ea--15,E3,600,80,0
00000266--f9c40304ea--15,E4,600,35,0
00000266--f9c40304ea--15,E5,600,256,0
00000266--f9c40304ea--16,E,600,0,0
00000266--f9c40304ea--16,E1,600,0,0
00000266--f9c40304ea--16,E2,600,0,0
00000266--f9c40304ea--16,E3,600,0,0
00000266--f9c40304ea--16,E4,600,0,0
00000266--f9c40304ea--16,E5,600,521,380
00000266--f9c40304ea--17,E,600,304,0
00000266--f9c40304ea--17,E1,600,56,0
00000266--f9c40304ea--17,E2,600,273,0
00000266--f9c40304ea--17,E3,600,291,0
00000266--f9c40304ea--17,E4,600,55,0
00000266--f9c40304ea--17,E5,600,551,0
00000266--f9c40304ea--18,E,600,266,0
00000266--f9c40304ea--18,E1,600,0,0
00000266--f9c40304ea--18,E2,600,194,0
00000266--f9c40304ea--18,E3,600,194,0
00000266--f9c40304ea--18,E4,600,0,0
00000266--f9c40304ea--18,E5,600,595,593
00000266--f9c40304ea--19,E,600,104,0
00000266--f9c40304ea--19,E1,600,73,0
00000266--f9c40304ea--19,E2,600,81,0
00000266--f9c40304ea--19,E3,600,81,0
00000266--f9c40304ea--19,E4,600,23,0
00000266--f9c40304ea--19,E5,600,435,0
00000266--f9c40304ea--2,E,600,290,0
00000266--f9c40304ea--2,E1,600,0,0
00000266--f9c40304ea--2,E2,600,82,0
00000266--f9c40304ea--2,E3,600,84,0
00000266--f9c40304ea--2,E4,600,29,0
00000266--f9c40304ea--2,E5,600,524,377
00000266--f9c40304ea--20,E,600,0,0
00000266--f9c40304ea--20,E1,600,0,0
00000266--f9c40304ea--20,E2,600,0,0
00000266--f9c40304ea--20,E3,600,0,0
00000266--f9c40304ea--20,E4,600,0,0
00000266--f9c40304ea--20,E5,600,587,0
00000266--f9c40304ea--21,E,600,74,0
00000266--f9c40304ea--21,E1,600,61,0
00000266--f9c40304ea--21,E2,600,73,0
00000266--f9c40304ea--21,E3,600,73,0
00000266--f9c40304ea--21,E4,600,48,0
00000266--f9c40304ea--21,E5,600,466,8
00000266--f9c40304ea--22,E,600,0,0
00000266--f9c40304ea--22,E1,600,0,0
00000266--f9c40304ea--22,E2,600,0,0
00000266--f9c40304ea--22,E3,600,0,0
00000266--f9c40304ea--22,E4,600,0,0
00000266--f9c40304ea--22,E5,600,380,0
00000266--f9c40304ea--23,E,594,0,0
00000266--f9c40304ea--23,E1,594,0,0
00000266--f9c40304ea--23,E2,594,0,0
00000266--f9c40304ea--23,E3,594,0,0
00000266--f9c40304ea--23,E4,594,0,0
00000266--f9c40304ea--23,E5,594,0,0
00000266--f9c40304ea--3,E,600,73,0
00000266--f9c40304ea--3,E1,600,43,0
00000266--f9c40304ea--3,E2,600,67,0
00000266--f9c40304ea--3,E3,600,67,0
00000266--f9c40304ea--3,E4,600,0,0
00000266--f9c40304ea--3,E5,600,427,0
00000266--f9c40304ea--4,E,599,23,0
00000266--f9c40304ea--4,E1,599,0,0
00000266--f9c40304ea--4,E2,599,0,0
00000266--f9c40304ea--4,E3,599,0,0
00000266--f9c40304ea--4,E4,599,0,0
00000266--f9c40304ea--4,E5,599,138,0
00000266--f9c40304ea--5,E,600,36,0
00000266--f9c40304ea--5,E1,600,0,0
