key,policy,scans,radarstate_changed_scans,planner_input_changed_scans,lead_coordinate_only,lead_id_changed,lead_gain,lead_loss,lead1_lead2_change,lead_aLead_changed
0000025d--70dff69b9d--23,E1,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--23,E2,600,26,26,0,0,0,0,0,26
0000025d--70dff69b9d--23,E3,600,26,26,0,0,0,0,0,26
0000025d--70dff69b9d--23,E4,600,26,26,0,0,0,0,0,26
0000025d--70dff69b9d--23,E5,600,109,109,0,83,0,0,0,26
0000025d--70dff69b9d--3,E,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--3,E1,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--3,E2,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--3,E3,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--3,E4,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--3,E5,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--4,E,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--4,E1,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--4,E2,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--4,E3,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--4,E4,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--4,E5,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--5,E,600,38,38,0,38,0,0,0,0
0000025d--70dff69b9d--5,E1,600,38,38,0,38,0,0,0,0
0000025d--70dff69b9d--5,E2,600,38,38,0,38,0,0,0,0
0000025d--70dff69b9d--5,E3,600,38,38,0,38,0,0,0,0
0000025d--70dff69b9d--5,E4,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--5,E5,600,252,252,0,252,0,0,0,0
0000025d--70dff69b9d--6,E,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--6,E1,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--6,E2,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--6,E3,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--6,E4,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--6,E5,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--7,E,600,202,202,0,202,0,0,0,0
0000025d--70dff69b9d--7,E1,600,147,147,0,147,0,0,0,0
0000025d--70dff69b9d--7,E2,600,202,202,0,202,0,0,0,0
0000025d--70dff69b9d--7,E3,600,202,202,0,202,0,0,0,0
0000025d--70dff69b9d--7,E4,600,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--7,E5,600,202,202,0,202,0,0,0,0
0000025d--70dff69b9d--8,E,599,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--8,E1,599,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--8,E2,599,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--8,E3,599,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--8,E4,599,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--8,E5,599,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--9,E,599,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--9,E1,599,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--9,E2,599,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--9,E3,599,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--9,E4,599,0,0,0,0,0,0,0,0
0000025d--70dff69b9d--9,E5,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--0,E,616,0,0,0,0,0,0,0,0
00000261--4ff9c41127--0,E1,616,0,0,0,0,0,0,0,0
00000261--4ff9c41127--0,E2,616,0,0,0,0,0,0,0,0
00000261--4ff9c41127--0,E3,616,0,0,0,0,0,0,0,0
00000261--4ff9c41127--0,E4,616,0,0,0,0,0,0,0,0
00000261--4ff9c41127--0,E5,616,30,30,1,29,0,0,0,0
00000261--4ff9c41127--1,E,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--1,E1,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--1,E2,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--1,E3,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--1,E4,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--1,E5,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--10,E,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--10,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--10,E2,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--10,E3,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--10,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--10,E5,600,87,87,0,0,0,0,0,87
00000261--4ff9c41127--11,E,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--11,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--11,E2,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--11,E3,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--11,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--11,E5,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--12,E,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--12,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--12,E2,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--12,E3,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--12,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--12,E5,600,122,122,0,0,0,0,0,122
00000261--4ff9c41127--13,E,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--13,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--13,E2,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--13,E3,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--13,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--13,E5,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--14,E,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--14,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--14,E2,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--14,E3,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--14,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--14,E5,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--15,E,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--15,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--15,E2,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--15,E3,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--15,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--15,E5,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--16,E,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--16,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--16,E2,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--16,E3,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--16,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--16,E5,600,52,52,0,52,0,0,0,0
00000261--4ff9c41127--17,E,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--17,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--17,E2,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--17,E3,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--17,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--17,E5,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--18,E,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--18,E1,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--18,E2,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--18,E3,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--18,E4,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--18,E5,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--19,E,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--19,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--19,E2,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--19,E3,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--19,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--19,E5,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--2,E,599,16,16,0,16,0,0,0,0
00000261--4ff9c41127--2,E1,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--2,E2,599,16,16,0,16,0,0,0,0
00000261--4ff9c41127--2,E3,599,16,16,0,16,0,0,0,0
00000261--4ff9c41127--2,E4,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--2,E5,599,126,126,0,126,0,0,0,0
00000261--4ff9c41127--20,E,600,331,331,0,331,0,0,0,0
00000261--4ff9c41127--20,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--20,E2,600,331,331,0,331,0,0,0,0
00000261--4ff9c41127--20,E3,600,331,331,0,331,0,0,0,0
00000261--4ff9c41127--20,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--20,E5,600,331,331,0,331,0,0,0,0
00000261--4ff9c41127--21,E,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--21,E1,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--21,E2,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--21,E3,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--21,E4,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--21,E5,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--22,E,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--22,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--22,E2,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--22,E3,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--22,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--22,E5,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--23,E,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--23,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--23,E2,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--23,E3,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--23,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--23,E5,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--24,E,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--24,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--24,E2,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--24,E3,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--24,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--24,E5,600,313,313,0,313,0,0,0,0
00000261--4ff9c41127--25,E,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--25,E1,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--25,E2,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--25,E3,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--25,E4,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--25,E5,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--26,E,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--26,E1,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--26,E2,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--26,E3,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--26,E4,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--26,E5,599,16,16,0,16,0,0,0,0
00000261--4ff9c41127--27,E,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--27,E1,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--27,E2,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--27,E3,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--27,E4,599,0,0,0,0,0,0,0,0
00000261--4ff9c41127--27,E5,599,16,16,0,14,0,2,0,0
00000261--4ff9c41127--28,E,444,0,0,0,0,0,0,0,0
00000261--4ff9c41127--28,E1,444,0,0,0,0,0,0,0,0
00000261--4ff9c41127--28,E2,444,0,0,0,0,0,0,0,0
00000261--4ff9c41127--28,E3,444,0,0,0,0,0,0,0,0
00000261--4ff9c41127--28,E4,444,0,0,0,0,0,0,0,0
00000261--4ff9c41127--28,E5,444,284,284,0,276,5,3,0,0
00000261--4ff9c41127--3,E,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--3,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--3,E2,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--3,E3,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--3,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--3,E5,600,421,421,0,417,3,1,0,0
00000261--4ff9c41127--4,E,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--4,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--4,E2,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--4,E3,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--4,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--4,E5,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--5,E,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--5,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--5,E2,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--5,E3,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--5,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--5,E5,600,11,11,0,0,0,0,0,11
00000261--4ff9c41127--6,E,600,2,2,2,0,0,0,0,0
00000261--4ff9c41127--6,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--6,E2,600,2,2,2,0,0,0,0,0
00000261--4ff9c41127--6,E3,600,2,2,2,0,0,0,0,0
00000261--4ff9c41127--6,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--6,E5,600,2,2,2,0,0,0,0,0
00000261--4ff9c41127--7,E,600,17,17,5,0,0,2,0,10
00000261--4ff9c41127--7,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--7,E2,600,17,17,5,0,0,2,0,10
00000261--4ff9c41127--7,E3,600,17,17,5,0,0,2,0,10
00000261--4ff9c41127--7,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--7,E5,600,33,33,0,0,0,2,0,31
00000261--4ff9c41127--8,E,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--8,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--8,E2,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--8,E3,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--8,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--8,E5,600,185,185,0,185,0,0,0,0
00000261--4ff9c41127--9,E,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--9,E1,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--9,E2,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--9,E3,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--9,E4,600,0,0,0,0,0,0,0,0
00000261--4ff9c41127--9,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--1,E,600,4,4,0,0,0,0,0,4
00000264--31b802e87a--1,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--1,E2,600,4,4,0,0,0,0,0,4
00000264--31b802e87a--1,E3,600,4,4,0,0,0,0,0,4
00000264--31b802e87a--1,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--1,E5,600,24,24,0,1,0,0,0,23
00000264--31b802e87a--10,E,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--10,E1,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--10,E2,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--10,E3,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--10,E4,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--10,E5,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--11,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--11,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--11,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--11,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--11,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--11,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--12,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--12,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--12,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--12,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--12,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--12,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--13,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--13,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--13,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--13,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--13,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--13,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--14,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--14,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--14,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--14,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--14,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--14,E5,600,55,55,0,55,0,0,0,0
00000264--31b802e87a--15,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--15,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--15,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--15,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--15,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--15,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--16,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--16,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--16,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--16,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--16,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--16,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--17,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--17,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--17,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--17,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--17,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--17,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--18,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--18,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--18,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--18,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--18,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--18,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--19,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--19,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--19,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--19,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--19,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--19,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--2,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--2,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--2,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--2,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--2,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--2,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--20,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--20,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--20,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--20,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--20,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--20,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--21,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--21,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--21,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--21,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--21,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--21,E5,600,106,106,0,106,0,0,0,0
00000264--31b802e87a--22,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--22,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--22,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--22,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--22,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--22,E5,600,3,3,3,0,0,0,0,0
00000264--31b802e87a--23,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--23,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--23,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--23,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--23,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--23,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--24,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--24,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--24,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--24,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--24,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--24,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--25,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--25,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--25,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--25,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--25,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--25,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--26,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--26,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--26,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--26,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--26,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--26,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--27,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--27,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--27,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--27,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--27,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--27,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--28,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--28,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--28,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--28,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--28,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--28,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--29,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--29,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--29,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--29,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--29,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--29,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--3,E,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--3,E1,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--3,E2,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--3,E3,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--3,E4,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--3,E5,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--30,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--30,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--30,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--30,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--30,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--30,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--31,E,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--31,E1,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--31,E2,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--31,E3,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--31,E4,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--31,E5,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--32,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--32,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--32,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--32,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--32,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--32,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--33,E,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--33,E1,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--33,E2,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--33,E3,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--33,E4,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--33,E5,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--34,E,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--34,E1,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--34,E2,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--34,E3,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--34,E4,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--34,E5,600,0,0,0,0,0,0,0,0
00000264--31b802e87a--35,E,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--35,E1,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--35,E2,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--35,E3,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--35,E4,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--35,E5,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--36,E,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--36,E1,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--36,E2,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--36,E3,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--36,E4,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--36,E5,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--37,E,599,0,0,0,0,0,0,0,0
00000264--31b802e87a--37,E1,599,0,0,0,0,0,0,0,0
