event_id,key,scan,scan_ns,pid,category,old_members,new_members,old_representative,new_representative,old_rep_still_member,required_change,delta_d,delta_y,delta_v,abs_delta_d,abs_delta_y,abs_delta_v,old_published,new_published,old_alias,new_alias,publication_effect,publication_delta_d,publication_delta_y,publication_delta_v,publication_delta_aLead,radarstate_effect,radarstate_affected,score_delta,old_cost,new_cost,best_vision,old_vision,best_oem,old_oem,support_superiority,group_size_before,group_size_after,old_d,old_y,old_v,old_age,new_d,new_y,new_v,new_age,old_aRel,new_aRel,old_member_current_d,old_member_current_y,old_member_current_v,old_member_current_age,old_member_current_slot,old_member_current_measurement_ns,new_member_current_d,new_member_current_y,new_member_current_v,new_member_current_age,new_member_current_slot,new_member_current_measurement_ns,old_published_aLead,new_published_aLead,lead_role_before,lead_role_after,previous_rep_dwell_scans,previous_rep_dwell_s
00000243--a4d9c0a5dd--0:562:1000459,00000243--a4d9c0a5dd--0,562,213712909298,1000459,R1_STABLE_GROUP_REP_CHANGE,430|440,430|440,430,440,1,0,-2.0,0.1875,0.0,2.0,0.1875,0.0,1,1,33,33,P2_PUBLISHED_COORDINATE_CHANGE,-2.0029640197753906,0.1875,0.0,0.06683097461895825,NO_DOWNSTREAM_EFFECT,0,0.0018910275015429079,1.0478205137507715,1.0459294862492285,0,0,0,0,0,2,2,39.0,-4.625,-10.0,12,37.0,-4.4375,-10.0,13,N/A_NAN,N/A_NAN,39.0,-4.625,-10.0,13,1,213712909298,37.0,-4.4375,-10.0,5,31,213712909298,-0.1670774365473956,-0.10024646192843735,,,12,1.100050058
00000243--a4d9c0a5dd--0:601:1000483,00000243--a4d9c0a5dd--0,601,217613019321,1000483,R1_STABLE_GROUP_REP_CHANGE,453|464,453|464,453,464,1,0,-1.0,-0.03125,0.25,1.0,0.03125,0.25,1,1,53,53,P2_PUBLISHED_COORDINATE_CHANGE,-1.0032024383544922,-0.03125,0.25,0.37651342965986223,NO_DOWNSTREAM_EFFECT,0,2.2046332590022146,2.4734121814612244,0.2687789224590098,0,0,0,0,0,2,2,22.0,-2.96875,-8.75,16,21.0,-3.0,-8.5,17,N/A_NAN,N/A_NAN,18.75,-2.78125,-8.75,17,6,217613019321,21.0,-3.0,-8.5,6,12,217613019321,0.11748432182848152,0.49399775148834374,,,16,1.500331094
00000243--a4d9c0a5dd--0:602:1000475,00000243--a4d9c0a5dd--0,602,217713343550,1000475,R1_STABLE_GROUP_REP_CHANGE,445|456,445|456,445,456,1,0,-1.25,0.0625,0.0,1.25,0.0625,0.0,1,1,45,45,P2_PUBLISHED_COORDINATE_CHANGE,-1.2379837036132812,0.0625,0.0,-0.02837262238069213,NO_DOWNSTREAM_EFFECT,0,0.4792613477659273,0.8926919923532215,0.41343064458729417,0,0,0,0,0,2,2,34.75,-3.28125,-8.75,34,33.5,-3.21875,-8.75,35,N/A_NAN,N/A_NAN,34.75,-3.28125,-8.75,35,10,217713343550,33.5,-3.21875,-8.75,15,3,217713343550,0.07093155595173033,0.042558933571038196,,,34,3.3004910720000002
00000243--a4d9c0a5dd--0:619:1000475,00000243--a4d9c0a5dd--0,619,219422563171,1000475,R1_STABLE_GROUP_REP_CHANGE,456|465,456|465,456,465,1,0,-1.5,-0.21875,0.0,1.5,0.21875,0.0,1,1,45,45,P2_PUBLISHED_COORDINATE_CHANGE,-1.4213218688964844,-0.21875,0.0,0.2572410223102488,NO_DOWNSTREAM_EFFECT,0,0.10971215215660823,0.8595435760783041,0.7498314239216959,0,0,0,0,0,2,2,18.5,-4.0625,-8.25,51,17.0,-4.28125,-8.25,52,N/A_NAN,N/A_NAN,18.5,-4.0625,-8.25,32,3,219412862729,17.0,-4.28125,-8.25,22,31,219422563171,0.24377546006327,0.5010164823735188,,,17,1.6099642980000002
00000245--2c15eb5d45--12:24:1000012,00000245--2c15eb5d45--12,24,778329007398,1000012,R1_STABLE_GROUP_REP_CHANGE,13|16,13|16,13,16,1,0,-3.5,-0.09375,-0.25,3.5,0.09375,0.25,1,1,44,44,P2_PUBLISHED_COORDINATE_CHANGE,-3.5232162475585938,-0.09375,-0.25,-0.5402646469818128,NO_DOWNSTREAM_EFFECT,0,0.734375,1.7654372063102435,1.0310622063102435,0,0,0,0,0,2,2,100.25,-7.90625,-26.25,9,96.75,-8.0,-26.5,10,N/A_NAN,N/A_NAN,96.0,-7.96875,-26.5,10,2,778319378972,96.75,-8.0,-26.5,5,6,778319378972,0.12796140409110843,-0.4123032428907043,,,9,0.800019051
00000245--2c15eb5d45--12:25:1000012,00000245--2c15eb5d45--12,25,778428828018,1000012,R1_STABLE_GROUP_REP_CHANGE,13|16,13|16,16,13,1,0,-3.0,0.09375,0.0,3.0,0.09375,0.0,1,1,44,44,P2_PUBLISHED_COORDINATE_CHANGE,-2.9819107055664062,0.09375,0.0,-0.036966930311382984,NO_DOWNSTREAM_EFFECT,0,0.030790251001178603,0.4468360112464582,0.4160457602452796,0,0,0,0,0,2,2,96.75,-8.0,-26.5,10,93.75,-7.90625,-26.5,11,N/A_NAN,N/A_NAN,94.5,-7.9375,-26.5,6,6,778419362702,93.75,-7.90625,-26.5,11,2,778419362702,-0.4123032428907043,-0.4492701732020873,,,1,0.0
00000245--2c15eb5d45--12:171:1000095,00000245--2c15eb5d45--12,171,793018904861,1000095,R1_STABLE_GROUP_REP_CHANGE,95|99,95|99,95,99,1,0,-2.5,0.0,0.0,2.5,0.0,0.0,1,1,69,69,P2_PUBLISHED_COORDINATE_CHANGE,-2.4912338256835938,0.0,0.0,0.16219897060287947,NO_DOWNSTREAM_EFFECT,0,0.890625,0.997896612469664,0.10727161246966399,0,0,0,0,0,2,2,39.0,2.6875,-26.0,10,36.5,2.6875,-26.0,11,N/A_NAN,N/A_NAN,37.25,2.71875,-26.25,11,4,793018904861,36.5,2.6875,-26.0,6,11,793018904861,0.15608268049161156,0.318281651094491,,,10,0.899121135
00000245--2c15eb5d45--12:173:1000095,00000245--2c15eb5d45--12,173,793219394190,1000095,R1_STABLE_GROUP_REP_CHANGE,95|99,95|99,99,95,1,0,-3.0,-0.0625,0.0,3.0,0.0625,0.0,1,1,69,69,P2_PUBLISHED_COORDINATE_CHANGE,-2.994150161743164,-0.0625,0.0,-0.10021857678342289,NO_DOWNSTREAM_EFFECT,0,0.96875,1.369248573683307,0.4004985736833071,0,0,0,0,0,2,2,34.25,2.6875,-26.25,12,31.25,2.625,-26.25,13,N/A_NAN,N/A_NAN,30.25,2.6875,-26.25,8,11,793219394190,31.25,2.625,-26.25,13,4,793219394190,-0.10699010745895493,-0.20720868424237782,,,2,0.100180426
00000245--2c15eb5d45--12:179:1000095,00000245--2c15eb5d45--12,179,793819495161,1000095,R1_STABLE_GROUP_REP_CHANGE,95|99,95|99,95,99,1,0,-3.0,0.03125,0.0,3.0,0.03125,0.0,1,1,69,69,P2_PUBLISHED_COORDINATE_CHANGE,-3.0068893432617188,0.03125,0.0,0.03582840504638807,NO_DOWNSTREAM_EFFECT,0,0.2992849752532103,0.6574549876266051,0.35817001237339485,0,0,0,0,0,2,2,18.5,2.59375,-26.5,18,15.5,2.625,-26.5,19,N/A_NAN,N/A_NAN,16.5,2.59375,-26.5,19,4,793819495161,15.5,2.625,-26.5,14,11,793819495161,-0.28204550481113194,-0.24621709976474387,,,6,0.499883414
00000245--2c15eb5d45--12:181:1000095,00000245--2c15eb5d45--12,181,794019507657,1000095,R1_STABLE_GROUP_REP_CHANGE,95|99,95|99,99,95,1,0,-3.25,-0.03125,-0.25,3.25,0.03125,0.25,1,1,69,69,P2_PUBLISHED_COORDINATE_CHANGE,-3.2456655502319336,-0.03125,-0.25,-0.36295196597848967,NO_DOWNSTREAM_EFFECT,0,1.0,1.7367930216021163,0.7367930216021163,0,0,0,0,0,2,2,13.5,2.59375,-26.5,20,10.25,2.5625,-26.75,21,N/A_NAN,N/A_NAN,9.25,2.5625,-26.75,16,11,794019507657,10.25,2.5625,-26.75,21,4,794019507657,-0.10887072714553486,-0.47182269312402453,,,2,0.099898054
00000245--2c15eb5d45--12:182:1000095,00000245--2c15eb5d45--12,182,794118913098,1000095,R1_STABLE_GROUP_REP_CHANGE,95|99,95|99,95,99,1,0,-3.0,-0.03125,0.0,3.0,0.03125,0.0,1,1,69,69,P2_PUBLISHED_COORDINATE_CHANGE,-3.0112714767456055,-0.03125,0.0,0.10027844834297683,NO_DOWNSTREAM_EFFECT,0,0.31698559416731875,0.673224686435218,0.3562390922678993,0,0,0,0,0,2,2,10.25,2.5625,-26.75,21,7.25,2.53125,-26.75,22,N/A_NAN,N/A_NAN,8.25,2.53125,-26.75,22,4,794118913098,7.25,2.53125,-26.75,17,11,794118913098,-0.47182269312402453,-0.3715442447810477,,,1,0.0
