event_id,scan,pid,category,abs_delta_d,abs_delta_y,abs_delta_v,publication_divergence_scans,publication_divergence_duration_s,key,policy
00000261--4ff9c41127--17:149:1000168,149,1000168,R1_STABLE_GROUP_REP_CHANGE,2.25,0.0625,0.25,9,0.800054476,00000261--4ff9c41127--17,E
00000261--4ff9c41127--17:162:1000221,162,1000221,R1_STABLE_GROUP_REP_CHANGE,1.5,0.1875,0.0,5,0.40013239300000003,00000261--4ff9c41127--17,E
00000261--4ff9c41127--17:167:1000221,167,1000221,R1_STABLE_GROUP_REP_CHANGE,2.0,0.0625,0.25,0,0.0,00000261--4ff9c41127--17,E
00000261--4ff9c41127--17:188:1000240,188,1000240,R1_STABLE_GROUP_REP_CHANGE,1.75,0.09375,0.25,3,0.19975951700000003,00000261--4ff9c41127--17,E
00000261--4ff9c41127--17:191:1000240,191,1000240,R1_STABLE_GROUP_REP_CHANGE,1.75,0.09375,0.0,0,0.0,00000261--4ff9c41127--17,E
00000261--4ff9c41127--17:222:1000324,222,1000324,R1_STABLE_GROUP_REP_CHANGE,0.0,0.5625,0.0,78,7.69953568,00000261--4ff9c41127--17,E
00000261--4ff9c41127--17:224:1000307,224,1000307,R1_STABLE_GROUP_REP_CHANGE,2.0,0.125,0.25,78,7.69953568,00000261--4ff9c41127--17,E
00000261--4ff9c41127--17:227:1000307,227,1000307,R1_STABLE_GROUP_REP_CHANGE,1.25,0.0625,0.25,78,7.69953568,00000261--4ff9c41127--17,E
00000261--4ff9c41127--17:228:1000302,228,1000302,R1_STABLE_GROUP_REP_CHANGE,2.25,0.4375,0.0,78,7.69953568,00000261--4ff9c41127--17,E
00000261--4ff9c41127--17:238:1000344,238,1000344,R5_GROUP_MERGE_REP_CHANGE,2.0,0.0625,0.0,78,7.69953568,00000261--4ff9c41127--17,E
00000261--4ff9c41127--17:271:1000393,271,1000393,R1_STABLE_GROUP_REP_CHANGE,1.75,0.0,0.25,78,7.69953568,00000261--4ff9c41127--17,E
00000261--4ff9c41127--17:274:1000393,274,1000393,R4_GROUP_SPLIT_REP_CHANGE,8.0,0.4375,0.0,78,7.69953568,00000261--4ff9c41127--17,E
00000261--4ff9c41127--17:309:1000465,309,1000465,R5_GROUP_MERGE_REP_CHANGE,1.75,1.1875,0.25,64,6.2996463050000004,00000261--4ff9c41127--17,E
00000261--4ff9c41127--17:310:1000465,310,1000465,R1_STABLE_GROUP_REP_CHANGE,2.0,0.59375,0.0,64,6.2996463050000004,00000261--4ff9c41127--17,E
00000261--4ff9c41127--17:312:1000469,312,1000469,R1_STABLE_GROUP_REP_CHANGE,2.0,0.1875,0.0,64,6.2996463050000004,00000261--4ff9c41127--17,E
00000261--4ff9c41127--17:325:1000500,325,1000500,R5_GROUP_MERGE_REP_CHANGE,2.0,0.40625,0.25,64,6.2996463050000004,00000261--4ff9c41127--17,E
00000261--4ff9c41127--17:326:1000500,326,1000500,R2_MEMBER_DISAPPEAR_REP_CHANGE,3.75,0.53125,0.5,64,6.2996463050000004,00000261--4ff9c41127--17,E
00000261--4ff9c41127--18:88:1000071,88,1000071,R1_STABLE_GROUP_REP_CHANGE,2.5,0.15625,0.0,1,0.0,00000261--4ff9c41127--18,E
00000261--4ff9c41127--18:411:1000501,411,1000501,R4_GROUP_SPLIT_REP_CHANGE,1.25,0.40625,0.25,1,0.0,00000261--4ff9c41127--18,E
00000261--4ff9c41127--18:444:1000573,444,1000573,R1_STABLE_GROUP_REP_CHANGE,2.0,0.15625,0.5,12,1.100451359,00000261--4ff9c41127--18,E
00000261--4ff9c41127--18:452:1000596,452,1000596,R5_GROUP_MERGE_REP_CHANGE,1.25,0.25,0.0,12,1.100451359,00000261--4ff9c41127--18,E
00000261--4ff9c41127--18:454:1000596,454,1000596,R2_MEMBER_DISAPPEAR_REP_CHANGE,1.25,1.125,0.25,12,1.100451359,00000261--4ff9c41127--18,E
00000261--4ff9c41127--18:456:1000573,456,1000573,R2_MEMBER_DISAPPEAR_REP_CHANGE,1.0,0.46875,0.25,0,0.0,00000261--4ff9c41127--18,E
00000261--4ff9c41127--18:498:1000642,498,1000642,R1_STABLE_GROUP_REP_CHANGE,2.25,0.15625,0.25,6,0.49111790600000005,00000261--4ff9c41127--18,E
00000261--4ff9c41127--18:498:1000651,498,1000651,R1_STABLE_GROUP_REP_CHANGE,0.5,0.5625,0.0,6,0.49111790600000005,00000261--4ff9c41127--18,E
00000261--4ff9c41127--18:500:1000651,500,1000651,R2_MEMBER_DISAPPEAR_REP_CHANGE,1.25,1.09375,0.0,6,0.49111790600000005,00000261--4ff9c41127--18,E
00000261--4ff9c41127--18:504:1000642,504,1000642,R2_MEMBER_DISAPPEAR_REP_CHANGE,0.75,0.40625,0.25,0,0.0,00000261--4ff9c41127--18,E
00000261--4ff9c41127--18:516:1000681,516,1000681,R5_GROUP_MERGE_REP_CHANGE,1.0,0.1875,0.0,1,0.0,00000261--4ff9c41127--18,E
00000261--4ff9c41127--18:517:1000681,517,1000681,R2_MEMBER_DISAPPEAR_REP_CHANGE,1.75,1.21875,0.25,0,0.0,00000261--4ff9c41127--18,E
00000261--4ff9c41127--18:532:1000716,532,1000716,R1_STABLE_GROUP_REP_CHANGE,2.0,0.09375,0.5,6,0.49869754400000005,00000261--4ff9c41127--18,E
00000261--4ff9c41127--18:538:1000716,538,1000716,R2_MEMBER_DISAPPEAR_REP_CHANGE,0.75,0.1875,0.0,0,0.0,00000261--4ff9c41127--18,E
00000261--4ff9c41127--18:543:1000734,543,1000734,R1_STABLE_GROUP_REP_CHANGE,1.5,1.1875,0.25,56,5.4992263900000005,00000261--4ff9c41127--18,E
00000261--4ff9c41127--19:23:1000011,23,1000011,R1_STABLE_GROUP_REP_CHANGE,2.25,0.5625,0.0,22,2.1001335460000004,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:97:1000080,97,1000080,R1_STABLE_GROUP_REP_CHANGE,1.0,0.03125,0.0,2,0.10039598200000001,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:99:1000080,99,1000080,R1_STABLE_GROUP_REP_CHANGE,0.5,0.1875,0.0,0,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:107:1000114,107,1000114,R1_STABLE_GROUP_REP_CHANGE,2.5,0.65625,0.0,22,2.098912715,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:114:1000114,114,1000114,R4_GROUP_SPLIT_REP_CHANGE,1.5,0.34375,0.0,22,2.098912715,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:225:1000245,225,1000245,R1_STABLE_GROUP_REP_CHANGE,2.25,0.0625,0.0,14,1.3098890200000002,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:230:1000252,230,1000252,R5_GROUP_MERGE_REP_CHANGE,1.5,1.40625,0.0,14,1.3098890200000002,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:237:1000245,237,1000245,R2_MEMBER_DISAPPEAR_REP_CHANGE,1.0,0.4375,0.0,14,1.3098890200000002,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:239:1000252,239,1000252,R4_GROUP_SPLIT_REP_CHANGE,1.75,1.59375,0.25,0,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:310:1000345,310,1000345,R1_STABLE_GROUP_REP_CHANGE,0.75,0.0,0.0,2,0.101463989,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:312:1000345,312,1000345,R1_STABLE_GROUP_REP_CHANGE,1.75,0.03125,0.0,0,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:315:1000358,315,1000358,R5_GROUP_MERGE_REP_CHANGE,1.5,2.4375,0.25,1,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:316:1000358,316,1000358,R2_MEMBER_DISAPPEAR_REP_CHANGE,1.5,0.6875,0.0,0,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:321:1000358,321,1000358,R5_GROUP_MERGE_REP_CHANGE,2.75,0.96875,0.25,10,0.8999146370000001,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:323:1000358,323,1000358,R5_GROUP_MERGE_REP_CHANGE,0.75,0.34375,0.0,10,0.8999146370000001,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:331:1000358,331,1000358,R1_STABLE_GROUP_REP_CHANGE,1.0,0.5625,0.0,0,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:335:1000358,335,1000358,R1_STABLE_GROUP_REP_CHANGE,1.25,0.5625,0.0,1,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:336:1000358,336,1000358,R1_STABLE_GROUP_REP_CHANGE,1.25,0.53125,0.0,0,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:364:1000446,364,1000446,R1_STABLE_GROUP_REP_CHANGE,1.5,0.59375,0.0,2,0.100865008,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:390:1000491,390,1000491,R1_STABLE_GROUP_REP_CHANGE,1.25,0.09375,0.25,2,0.100348953,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:396:1000521,396,1000521,R1_STABLE_GROUP_REP_CHANGE,1.0,0.21875,0.0,1,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:397:1000521,397,1000521,R1_STABLE_GROUP_REP_CHANGE,1.5,0.78125,0.25,0,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:409:1000502,409,1000502,R1_STABLE_GROUP_REP_CHANGE,1.0,0.28125,0.25,1,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:410:1000502,410,1000502,R1_STABLE_GROUP_REP_CHANGE,1.75,0.34375,0.0,0,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:412:1000534,412,1000534,R1_STABLE_GROUP_REP_CHANGE,0.75,0.71875,0.0,11,1.000332966,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:423:1000534,423,1000534,R1_STABLE_GROUP_REP_CHANGE,2.0,0.09375,0.0,0,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:428:1000534,428,1000534,R1_STABLE_GROUP_REP_CHANGE,1.0,0.1875,0.0,7,0.5994427800000001,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:435:1000534,435,1000534,R1_STABLE_GROUP_REP_CHANGE,2.0,0.0625,0.0,0,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:450:1000549,450,1000549,R1_STABLE_GROUP_REP_CHANGE,1.25,0.15625,0.0,2,0.099647631,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:463:1000566,463,1000566,R1_STABLE_GROUP_REP_CHANGE,1.5,0.125,0.5,1,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:463:1000594,463,1000594,R1_STABLE_GROUP_REP_CHANGE,1.25,0.375,0.0,1,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:463:1000600,463,1000600,R1_STABLE_GROUP_REP_CHANGE,1.25,0.0,0.0,1,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:464:1000566,464,1000566,R1_STABLE_GROUP_REP_CHANGE,1.75,0.03125,0.5,0,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:464:1000594,464,1000594,R1_STABLE_GROUP_REP_CHANGE,2.0,0.125,0.0,0,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:464:1000600,464,1000600,R1_STABLE_GROUP_REP_CHANGE,2.0,0.375,0.0,0,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:512:1000624,512,1000624,R1_STABLE_GROUP_REP_CHANGE,1.5,0.03125,0.0,3,0.20072320700000001,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:528:1000711,528,1000711,R1_STABLE_GROUP_REP_CHANGE,1.75,0.6875,0.25,7,0.5912120660000001,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:535:1000711,535,1000711,R1_STABLE_GROUP_REP_CHANGE,2.0,0.375,0.25,0,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:546:1000709,546,1000709,R1_STABLE_GROUP_REP_CHANGE,3.0,0.15625,0.0,1,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--19:547:1000709,547,1000709,R1_STABLE_GROUP_REP_CHANGE,2.25,0.0625,0.0,0,0.0,00000261--4ff9c41127--19,E
00000261--4ff9c41127--2:113:1000005,113,1000005,R1_STABLE_GROUP_REP_CHANGE,0.25,0.25,0.0,172,17.11007189,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:467:1000471,467,1000471,R1_STABLE_GROUP_REP_CHANGE,2.25,0.5625,0.0,2,0.10103364000000001,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:469:1000471,469,1000471,R2_MEMBER_DISAPPEAR_REP_CHANGE,0.75,1.0625,0.25,0,0.0,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:473:1000449,473,1000449,R1_STABLE_GROUP_REP_CHANGE,0.25,0.59375,0.25,1,0.0,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:491:1000493,491,1000493,R1_STABLE_GROUP_REP_CHANGE,0.75,0.90625,0.25,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:494:1000493,494,1000493,R1_STABLE_GROUP_REP_CHANGE,1.0,1.0,0.0,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:494:1000496,494,1000496,R5_GROUP_MERGE_REP_CHANGE,2.0,0.3125,0.0,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:499:1000496,499,1000496,R2_MEMBER_DISAPPEAR_REP_CHANGE,0.75,0.40625,0.0,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:504:1000535,504,1000535,R1_STABLE_GROUP_REP_CHANGE,1.75,0.40625,0.5,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:505:1000535,505,1000535,R2_MEMBER_DISAPPEAR_REP_CHANGE,0.0,0.3125,0.5,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:513:1000507,513,1000507,R1_STABLE_GROUP_REP_CHANGE,1.5,1.15625,0.25,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:515:1000528,515,1000528,R1_STABLE_GROUP_REP_CHANGE,0.75,0.125,0.0,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:517:1000528,517,1000528,R1_STABLE_GROUP_REP_CHANGE,1.25,0.0625,0.25,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:518:1000528,518,1000528,R1_STABLE_GROUP_REP_CHANGE,0.75,0.0,0.25,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:521:1000528,521,1000528,R1_STABLE_GROUP_REP_CHANGE,1.75,0.0625,0.5,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:521:1000544,521,1000544,R1_STABLE_GROUP_REP_CHANGE,0.5,0.3125,0.5,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:523:1000544,523,1000544,R1_STABLE_GROUP_REP_CHANGE,1.25,0.03125,0.25,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:524:1000544,524,1000544,R1_STABLE_GROUP_REP_CHANGE,0.5,0.09375,0.5,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:525:1000544,525,1000544,R1_STABLE_GROUP_REP_CHANGE,1.5,0.15625,0.5,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:527:1000507,527,1000507,R5_GROUP_MERGE_REP_CHANGE,1.5,1.03125,0.0,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:529:1000503,529,1000503,R1_STABLE_GROUP_REP_CHANGE,0.5,0.5,0.25,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:529:1000507,529,1000507,R2_MEMBER_DISAPPEAR_REP_CHANGE,0.5,0.21875,0.0,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:530:1000503,530,1000503,R1_STABLE_GROUP_REP_CHANGE,1.5,0.53125,0.0,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:531:1000503,531,1000503,R1_STABLE_GROUP_REP_CHANGE,0.5,0.65625,0.0,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:531:1000566,531,1000566,R1_STABLE_GROUP_REP_CHANGE,0.75,0.25,0.5,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:533:1000503,533,1000503,R1_STABLE_GROUP_REP_CHANGE,1.5,0.28125,0.0,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:533:1000566,533,1000566,R1_STABLE_GROUP_REP_CHANGE,1.25,0.375,0.5,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:535:1000566,535,1000566,R1_STABLE_GROUP_REP_CHANGE,0.75,0.34375,0.5,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:536:1000566,536,1000566,R1_STABLE_GROUP_REP_CHANGE,1.25,0.375,0.75,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:544:1000561,544,1000561,R1_STABLE_GROUP_REP_CHANGE,0.5,0.21875,0.0,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:546:1000561,546,1000561,R1_STABLE_GROUP_REP_CHANGE,1.0,0.21875,0.0,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:555:1000503,555,1000503,R1_STABLE_GROUP_REP_CHANGE,0.5,0.125,0.0,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:557:1000503,557,1000503,R1_STABLE_GROUP_REP_CHANGE,1.0,0.15625,0.25,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:558:1000503,558,1000503,R1_STABLE_GROUP_REP_CHANGE,0.75,0.09375,0.25,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:567:1000595,567,1000595,R1_STABLE_GROUP_REP_CHANGE,0.25,0.65625,0.25,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:568:1000595,568,1000595,R1_STABLE_GROUP_REP_CHANGE,1.5,0.25,0.0,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:582:1000639,582,1000639,R1_STABLE_GROUP_REP_CHANGE,2.0,0.75,0.25,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--2:594:1000639,594,1000639,R2_MEMBER_DISAPPEAR_REP_CHANGE,1.0,1.46875,0.5,111,10.989101623,00000261--4ff9c41127--2,E
00000261--4ff9c41127--20:19:1000024,19,1000024,R1_STABLE_GROUP_REP_CHANGE,1.75,0.125,0.0,5,0.40020752000000004,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:24:1000024,24,1000024,R1_STABLE_GROUP_REP_CHANGE,2.0,0.03125,0.0,0,0.0,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:37:1000070,37,1000070,R1_STABLE_GROUP_REP_CHANGE,3.25,0.1875,0.25,1,0.0,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:38:1000070,38,1000070,R1_STABLE_GROUP_REP_CHANGE,2.25,0.21875,0.25,0,0.0,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:41:1000033,41,1000033,R5_GROUP_MERGE_REP_CHANGE,1.75,0.0,0.0,32,3.100421549,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:41:1000071,41,1000071,R1_STABLE_GROUP_REP_CHANGE,1.75,0.34375,0.0,32,3.100421549,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:42:1000073,42,1000073,R5_GROUP_MERGE_REP_CHANGE,3.0,0.125,0.0,32,3.100421549,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:43:1000073,43,1000073,R1_STABLE_GROUP_REP_CHANGE,2.25,0.03125,0.0,32,3.100421549,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:53:1000078,53,1000078,R1_STABLE_GROUP_REP_CHANGE,1.75,0.0625,0.0,32,3.100421549,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:53:1000084,53,1000084,R1_STABLE_GROUP_REP_CHANGE,1.75,0.0625,0.0,32,3.100421549,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:56:1000073,56,1000073,R1_STABLE_GROUP_REP_CHANGE,2.0,0.125,0.0,32,3.100421549,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:67:1000115,67,1000115,R1_STABLE_GROUP_REP_CHANGE,2.0,0.21875,0.0,32,3.100421549,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:104:1000161,104,1000161,R1_STABLE_GROUP_REP_CHANGE,1.75,0.0625,0.25,50,4.8998056640000005,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:162:1000286,162,1000286,R1_STABLE_GROUP_REP_CHANGE,2.75,0.15625,0.0,43,4.200897207000001,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:288:1000415,288,1000415,R5_GROUP_MERGE_REP_CHANGE,3.0,0.21875,0.25,421,41.990858675000005,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:298:1000421,298,1000421,R1_STABLE_GROUP_REP_CHANGE,2.75,0.5,0.0,421,41.990858675000005,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:302:1000421,302,1000421,R1_STABLE_GROUP_REP_CHANGE,3.5,0.125,0.25,421,41.990858675000005,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:420:1000515,420,1000515,R1_STABLE_GROUP_REP_CHANGE,2.75,0.09375,0.25,421,41.990858675000005,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:426:1000515,426,1000515,R5_GROUP_MERGE_REP_CHANGE,3.0,0.09375,0.25,421,41.990858675000005,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:430:1000515,430,1000515,R1_STABLE_GROUP_REP_CHANGE,3.25,0.125,0.25,421,41.990858675000005,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:575:1000707,575,1000707,R5_GROUP_MERGE_REP_CHANGE,3.0,0.625,0.0,421,41.990858675000005,00000261--4ff9c41127--20,E
00000261--4ff9c41127--20:577:1000707,577,1000707,R1_STABLE_GROUP_REP_CHANGE,0.25,0.53125,0.0,421,41.990858675000005,00000261--4ff9c41127--20,E
00000261--4ff9c41127--21:21:1000032,21,1000032,R1_STABLE_GROUP_REP_CHANGE,3.5,0.03125,0.0,1,0.0,00000261--4ff9c41127--21,E
00000261--4ff9c41127--21:22:1000032,22,1000032,R2_MEMBER_DISAPPEAR_REP_CHANGE,0.5,0.03125,0.0,0,0.0,00000261--4ff9c41127--21,E
00000261--4ff9c41127--21:121:1000125,121,1000125,R1_STABLE_GROUP_REP_CHANGE,2.75,0.0625,0.0,1,0.0,00000261--4ff9c41127--21,E
00000261--4ff9c41127--21:143:1000143,143,1000143,R1_STABLE_GROUP_REP_CHANGE,2.75,0.40625,0.0,4,0.30055797500000003,00000261--4ff9c41127--21,E
00000261--4ff9c41127--21:143:1000145,143,1000145,R1_STABLE_GROUP_REP_CHANGE,2.75,0.09375,0.0,4,0.30055797500000003,00000261--4ff9c41127--21,E
00000261--4ff9c41127--21:147:1000143,147,1000143,R2_MEMBER_DISAPPEAR_REP_CHANGE,4.25,0.03125,0.0,0,0.0,00000261--4ff9c41127--21,E
00000261--4ff9c41127--21:234:1000273,234,1000273,R5_GROUP_MERGE_REP_CHANGE,2.75,0.125,0.25,3,0.20022103000000002,00000261--4ff9c41127--21,E
00000261--4ff9c41127--21:237:1000273,237,1000273,R1_STABLE_GROUP_REP_CHANGE,2.25,0.0625,0.0,0,0.0,00000261--4ff9c41127--21,E
00000261--4ff9c41127--21:427:1000479,427,1000479,R1_STABLE_GROUP_REP_CHANGE,1.25,0.03125,0.0,3,0.199763047,00000261--4ff9c41127--21,E
00000261--4ff9c41127--21:500:1000571,500,1000571,R1_STABLE_GROUP_REP_CHANGE,1.75,0.5,0.25,11,1.0003852960000001,00000261--4ff9c41127--21,E
00000261--4ff9c41127--21:511:1000571,511,1000571,R1_STABLE_GROUP_REP_CHANGE,2.0,0.21875,0.25,0,0.0,00000261--4ff9c41127--21,E
00000261--4ff9c41127--21:584:1000663,584,1000663,R1_STABLE_GROUP_REP_CHANGE,1.25,0.03125,0.0,33,3.200694774,00000261--4ff9c41127--21,E
00000261--4ff9c41127--21:585:1000663,585,1000663,R1_STABLE_GROUP_REP_CHANGE,2.0,0.03125,0.25,33,3.200694774,00000261--4ff9c41127--21,E
00000261--4ff9c41127--22:33:1000021,33,1000021,R1_STABLE_GROUP_REP_CHANGE,1.25,0.03125,0.25,1,0.0,00000261--4ff9c41127--22,E
00000261--4ff9c41127--22:33:1000032,33,1000032,R1_STABLE_GROUP_REP_CHANGE,1.25,0.21875,0.25,1,0.0,00000261--4ff9c41127--22,E
00000261--4ff9c41127--22:33:1000038,33,1000038,R1_STABLE_GROUP_REP_CHANGE,1.25,0.1875,0.25,1,0.0,00000261--4ff9c41127--22,E
00000261--4ff9c41127--22:34:1000021,34,1000021,R1_STABLE_GROUP_REP_CHANGE,2.0,0.0,0.25,0,0.0,00000261--4ff9c41127--22,E
00000261--4ff9c41127--22:34:1000032,34,1000032,R1_STABLE_GROUP_REP_CHANGE,2.0,0.25,0.25,0,0.0,00000261--4ff9c41127--22,E
00000261--4ff9c41127--22:34:1000038,34,1000038,R1_STABLE_GROUP_REP_CHANGE,2.0,0.125,0.0,0,0.0,00000261--4ff9c41127--22,E
00000261--4ff9c41127--22:78:1000106,78,1000106,R1_STABLE_GROUP_REP_CHANGE,1.25,0.28125,0.0,2,0.100164137,00000261--4ff9c41127--22,E
00000261--4ff9c41127--22:80:1000106,80,1000106,R1_STABLE_GROUP_REP_CHANGE,1.75,0.25,0.0,0,0.0,00000261--4ff9c41127--22,E
00000261--4ff9c41127--22:86:1000104,86,1000104,R1_STABLE_GROUP_REP_CHANGE,1.25,0.1875,0.0,1,0.0,00000261--4ff9c41127--22,E
00000261--4ff9c41127--22:87:1000104,87,1000104,R1_STABLE_GROUP_REP_CHANGE,1.75,0.1875,0.0,0,0.0,00000261--4ff9c41127--22,E
00000261--4ff9c41127--22:88:1000083,88,1000083,R5_GROUP_MERGE_REP_CHANGE,3.0,0.0,0.0,3,0.19122106500000002,00000261--4ff9c41127--22,E
00000261--4ff9c41127--22:88:1000106,88,1000106,R1_STABLE_GROUP_REP_CHANGE,1.25,0.15625,0.0,3,0.19122106500000002,00000261--4ff9c41127--22,E
00000261--4ff9c41127--22:88:1000127,88,1000127,R1_STABLE_GROUP_REP_CHANGE,1.25,0.375,0.0,3,0.19122106500000002,00000261--4ff9c41127--22,E
00000261--4ff9c41127--22:89:1000100,89,1000100,R1_STABLE_GROUP_REP_CHANGE,1.0,0.1875,0.0,3,0.19122106500000002,00000261--4ff9c41127--22,E
00000261--4ff9c41127--22:91:1000100,91,1000100,R1_STABLE_GROUP_REP_CHANGE,2.0,0.125,0.0,0,0.0,00000261--4ff9c41127--22,E
00000261--4ff9c41127--22:91:1000127,91,1000127,R1_STABLE_GROUP_REP_CHANGE,1.75,0.59375,0.0,0,0.0,00000261--4ff9c41127--22,E
00000261--4ff9c41127--22:113:1000121,113,1000121,R1_STABLE_GROUP_REP_CHANGE,1.25,0.1875,0.0,2,0.11093074800000001,00000261--4ff9c41127--22,E
00000261--4ff9c41127--22:115:1000121,115,1000121,R2_MEMBER_DISAPPEAR_REP_CHANGE,2.5,0.03125,0.0,0,0.0,00000261--4ff9c41127--22,E
