score_delta_rounded_1e6,count,within_0_25
0.217858,1,1
0.217898,1,1
0.217961,1,1
0.218048,1,1
0.218106,1,1
0.218248,1,1
0.218278,1,1
0.218416,1,1
0.218586,1,1
0.2186,1,1
0.218627,1,1
0.218734,1,1
0.218738,1,1
0.21875,24,1
0.218771,1,1
0.218807,1,1
0.218817,1,1
0.218916,1,1
0.218919,1,1
0.219032,1,1
0.219053,1,1
0.219082,1,1
0.21909,1,1
0.219137,1,1
0.21915,1,1
0.219243,1,1
0.219258,1,1
0.219318,1,1
0.219352,1,1
0.219372,1,1
0.219465,1,1
0.219532,1,1
0.21956,1,1
0.219564,1,1
0.219587,1,1
0.219633,1,1
0.219645,1,1
0.219735,1,1
0.219742,1,1
0.219933,1,1
0.220028,1,1
0.220029,1,1
0.220033,1,1
0.220057,1,1
0.220128,1,1
0.220145,1,1
0.220303,1,1
0.220336,1,1
0.220362,1,1
0.220456,1,1
0.22049,1,1
0.220502,1,1
0.220519,1,1
0.220524,1,1
0.220673,1,1
0.22076,1,1
0.220896,1,1
0.220974,1,1
0.221004,1,1
0.221024,1,1
0.221031,1,1
0.221129,1,1
0.221149,1,1
0.221182,1,1
0.221262,1,1
0.221276,1,1
0.221437,1,1
0.221636,1,1
0.221664,1,1
0.221738,1,1
0.221766,1,1
0.221803,1,1
0.222008,1,1
0.222098,1,1
0.222137,1,1
0.222289,1,1
0.222431,1,1
0.222451,1,1
0.222477,1,1
0.222574,1,1
0.222651,1,1
0.222784,1,1
0.222786,1,1
0.222899,1,1
0.22303,1,1
0.223205,1,1
0.223256,1,1
0.223274,1,1
0.223444,1,1
0.223464,1,1
0.223563,1,1
0.223678,1,1
0.223896,1,1
0.223944,1,1
0.223945,2,1
0.223966,1,1
0.224008,1,1
0.224158,1,1
0.224224,1,1
0.224226,1,1
0.224393,1,1
0.224429,1,1
0.224461,1,1
0.224554,1,1
0.224806,1,1
0.224814,1,1
0.22487,1,1
0.224924,1,1
0.224937,1,1
0.224967,1,1
0.225017,1,1
0.225112,1,1
0.225155,1,1
0.225233,1,1
0.225269,1,1
0.225334,1,1
0.225338,1,1
0.225401,1,1
0.225525,1,1
0.225837,1,1
0.225865,1,1
0.225933,1,1
0.226096,1,1
0.226106,1,1
0.226213,1,1
0.226221,1,1
0.226249,1,1
0.226535,1,1
0.226681,1,1
0.226781,1,1
0.226824,1,1
0.226902,1,1
0.227165,1,1
0.227371,1,1
0.227416,1,1
0.227437,1,1
0.227585,1,1
0.227589,1,1
0.227597,1,1
0.227771,1,1
0.227799,1,1
0.227939,1,1
0.227996,1,1
0.22802,1,1
0.228109,1,1
0.228369,1,1
0.228395,1,1
0.228485,1,1
0.22852,1,1
0.228538,1,1
0.228574,1,1
0.228771,1,1
0.22894,1,1
0.228956,1,1
0.228997,1,1
0.229002,1,1
0.229113,1,1
0.229228,1,1
0.229528,1,1
0.22963,1,1
0.229705,1,1
0.229734,1,1
0.229772,1,1
0.229832,1,1
0.229883,1,1
0.229912,1,1
0.229948,1,1
0.230043,1,1
0.230062,1,1
0.230099,1,1
0.230224,1,1
0.230465,1,1
0.230516,1,1
0.230604,1,1
0.230614,1,1
0.230632,1,1
0.230634,1,1
0.230675,1,1
0.230721,1,1
0.230753,1,1
0.230792,1,1
0.230868,1,1
0.230894,1,1
0.230944,1,1
0.230988,1,1
0.231008,1,1
0.231037,1,1
0.231059,1,1
0.231093,1,1
0.231144,1,1
0.231147,1,1
0.231162,1,1
0.231176,1,1
0.231252,1,1
0.231286,1,1
0.231394,1,1
0.231412,1,1
0.231541,1,1
0.231566,1,1
0.231626,1,1
0.231628,1,1
0.231644,1,1
0.231669,1,1
0.231704,1,1
0.231705,1,1
0.231729,1,1
0.23181,1,1
0.231841,1,1
0.231866,1,1
0.23195,1,1
0.232268,1,1
0.232316,1,1
0.232356,1,1
0.232462,1,1
0.232649,1,1
0.232666,1,1
0.23276,1,1
0.232892,1,1
0.233227,1,1
0.233272,1,1
0.233331,1,1
0.233686,1,1
0.233766,1,1
0.233876,1,1
0.233967,1,1
0.23401,1,1
0.234088,1,1
0.234226,1,1
0.234298,1,1
0.234302,1,1
0.234331,1,1
0.234375,27,1
0.234518,1,1
0.234531,1,1
0.234606,1,1
0.234639,1,1
0.234667,1,1
0.234695,1,1
0.23474,1,1
0.234755,1,1
0.234966,1,1
0.235102,1,1
0.23545,1,1
0.235518,1,1
0.235527,1,1
0.235573,1,1
0.235616,1,1
0.235742,1,1
0.235756,1,1
0.235797,1,1
0.235818,1,1
0.23597,1,1
0.236009,1,1
0.236025,1,1
0.23649,1,1
0.236502,1,1
0.236646,1,1
0.236733,1,1
0.236766,1,1
0.236798,1,1
0.236865,1,1
0.236932,1,1
0.236933,1,1
0.237106,1,1
0.237128,1,1
0.237179,1,1
0.237219,1,1
0.237279,1,1
0.23735,1,1
0.237443,1,1
0.237517,1,1
0.237532,1,1
0.237566,1,1
0.237582,1,1
0.237594,1,1
0.237619,1,1
0.237622,1,1
0.237647,1,1
0.237694,1,1
0.237738,1,1
0.237779,1,1
0.237853,1,1
0.237999,1,1
0.238163,1,1
0.238193,1,1
0.238211,1,1
0.238233,1,1
0.238415,1,1
0.238512,1,1
0.238672,1,1
0.238699,1,1
0.238723,1,1
0.238727,1,1
0.238835,1,1
0.238893,1,1
0.238895,1,1
0.238927,1,1
0.239031,1,1
0.239038,1,1
0.23908,1,1
0.239081,1,1
0.239096,2,1
0.239139,1,1
0.239154,1,1
0.239297,1,1
0.239301,1,1
0.239358,1,1
0.239498,1,1
0.239515,1,1
0.239706,1,1
0.239735,1,1
0.239878,1,1
0.239946,1,1
0.239976,1,1
0.240078,1,1
0.240111,1,1
0.240214,1,1
0.240223,1,1
0.240475,1,1
0.240542,1,1
0.24056,1,1
0.240571,1,1
0.240712,1,1
0.240716,1,1
0.240731,1,1
0.240766,1,1
0.240787,1,1
0.240806,1,1
0.240854,1,1
0.241021,1,1
0.241048,1,1
0.241052,1,1
0.241093,1,1
0.24116,1,1
0.241176,1,1
0.241284,1,1
0.241496,1,1
0.241566,1,1
0.241603,1,1
0.241667,1,1
0.241671,1,1
0.241715,1,1
0.241731,1,1
0.241767,1,1
0.241827,1,1
0.241918,1,1
0.241929,1,1
0.241986,1,1
0.242036,1,1
0.242073,1,1
0.242105,1,1
0.242138,1,1
0.242139,1,1
0.242231,1,1
0.242236,1,1
0.242335,1,1
0.242378,1,1
0.242379,1,1
0.242598,1,1
0.242603,1,1
0.242634,1,1
0.242639,1,1
0.242771,1,1
0.242786,1,1
0.242823,1,1
0.242943,1,1
0.242998,1,1
0.243037,1,1
0.243243,1,1
0.243265,1,1
0.243381,1,1
0.24351,1,1
0.243594,1,1
0.243822,1,1
0.243847,1,1
0.243887,1,1
0.243968,1,1
0.244058,1,1
0.24416,1,1
0.244228,1,1
0.244239,1,1
0.24425,1,1
0.244356,1,1
0.244375,2,1
0.244383,1,1
0.244438,1,1
0.24448,1,1
0.244548,1,1
0.244585,1,1
0.244589,1,1
0.244677,1,1
0.244733,1,1
0.244754,1,1
0.244836,1,1
0.244849,1,1
0.244862,1,1
0.244967,1,1
0.245075,1,1
0.245077,1,1
0.245209,1,1
0.245308,1,1
0.2454,1,1
0.245488,1,1
0.245497,1,1
0.2455,1,1
0.245575,1,1
0.24561,1,1
0.245805,1,1
0.245832,1,1
0.24589,1,1
0.24597,1,1
0.245979,1,1
0.246084,1,1
0.246144,1,1
0.246313,1,1
0.246422,1,1
0.246453,1,1
0.246545,1,1
0.246711,1,1
0.246748,1,1
0.246768,1,1
0.246822,1,1
0.246831,1,1
0.246836,1,1
0.246963,1,1
0.247067,1,1
0.247108,1,1
0.247131,1,1
0.247145,1,1
0.247166,1,1
0.247268,1,1
0.247285,1,1
0.247301,1,1
0.247316,1,1
0.247342,1,1
0.247381,1,1
0.247382,1,1
0.247473,1,1
0.247562,1,1
0.247821,1,1
0.248069,1,1
0.248107,1,1
0.248162,1,1
0.248227,1,1
0.248236,1,1
0.24825,1,1
0.248281,1,1
0.248287,1,1
0.248289,1,1
0.248302,1,1
0.248366,1,1
0.248388,1,1
0.248457,1,1
0.248492,1,1
0.248512,1,1
0.248633,1,1
0.248702,1,1
0.248708,1,1
0.248723,1,1
0.248804,1,1
0.248848,1,1
0.248893,1,1
0.249119,1,1
0.249124,1,1
0.24928,1,1
0.249302,1,1
0.249305,1,1
0.249323,1,1
0.249576,1,1
0.249701,1,1
0.249704,1,1
0.249795,1,1
0.249888,1,1
0.249895,1,1
0.249917,1,1
0.24992,1,1
0.249994,1,1
0.25,33,1
0.25018,1,0
0.250207,1,0
0.250267,1,0
0.250375,1,0
0.250384,1,0
0.250392,1,0
0.25041,1,0
0.250488,1,0
0.250498,1,0
0.250509,1,0
0.250529,1,0
0.250702,1,0
0.250721,1,0
0.250798,1,0
0.25085,1,0
0.250859,1,0
0.250911,1,0
0.250957,1,0
0.250963,1,0
0.251195,1,0
0.25129,1,0
0.251307,1,0
0.251494,1,0
0.251549,1,0
0.25164,1,0
0.251652,1,0
0.251665,1,0
0.251683,1,0
0.251748,1,0
0.251849,1,0
0.251858,1,0
0.251874,1,0
0.252119,1,0
0.252153,1,0
0.252202,1,0
0.25222,1,0
0.252477,1,0
0.252535,1,0
0.252591,1,0
0.252611,1,0
0.252645,1,0
0.252791,1,0
0.252816,1,0
0.252851,1,0
0.25297,1,0
0.253035,1,0
0.253093,1,0
0.253252,1,0
0.253326,1,0
0.253867,1,0
0.253876,1,0
0.254003,1,0
0.254006,1,0
0.254104,1,0
0.254127,1,0
0.254186,1,0
0.254219,1,0
0.254325,1,0
0.254327,1,0
0.254474,1,0
0.254545,1,0
0.254606,1,0
0.254672,1,0
0.254706,1,0
0.254739,2,0
0.254797,1,0
0.254969,1,0
0.25513,1,0
0.255149,1,0
0.255199,1,0
0.255229,1,0
0.255274,1,0
0.255505,2,0
0.255608,1,0
0.255634,1,0
0.255668,1,0
0.255694,1,0
0.255846,1,0
0.256156,1,0
0.256176,1,0
0.256258,1,0
0.256262,1,0
0.256266,1,0
0.256465,1,0
0.256527,1,0
0.256544,1,0
0.256627,1,0
0.256631,1,0
0.256683,1,0
0.256734,1,0
0.256977,1,0
0.257018,1,0
0.257024,1,0
0.257045,1,0
0.257125,1,0
0.257172,1,0
0.257225,1,0
0.257239,1,0
0.257275,1,0
0.257289,1,0
0.257322,1,0
0.257334,1,0
0.257342,1,0
0.257384,1,0
0.257443,1,0
0.257457,1,0
0.257477,1,0
0.257537,1,0
0.257556,1,0
0.257591,1,0
0.257652,1,0
0.25771,1,0
0.257723,1,0
0.257817,1,0
0.257851,1,0
0.257885,1,0
0.257993,1,0
0.258102,1,0
0.258339,1,0
0.258432,1,0
0.258448,1,0
0.258488,1,0
0.258527,1,0
0.258561,1,0
0.258721,1,0
0.258882,1,0
0.258885,1,0
0.258983,1,0
0.258996,1,0
0.259147,1,0
0.259289,1,0
0.259331,1,0
0.259481,1,0
0.259488,1,0
0.259586,1,0
0.259637,1,0
0.259779,1,0
0.259839,1,0
0.259863,1,0
0.259867,1,0
0.259965,1,0
0.260236,1,0
0.26025,1,0
0.260296,1,0
0.260368,1,0
0.260448,1,0
0.260558,1,0
0.260594,1,0
0.260663,1,0
0.260822,1,0
0.260982,1,0
0.261023,1,0
0.261131,1,0
0.261287,1,0
0.26132,1,0
0.261331,1,0
0.26144,1,0
0.261495,1,0
0.26154,1,0
0.261603,1,0
0.261671,1,0
0.261734,1,0
0.26186,1,0
0.262126,1,0
0.262301,1,0
0.262362,1,0
0.262363,1,0
0.262462,1,0
0.262467,1,0
0.262528,1,0
0.262549,1,0
0.262584,1,0
0.262617,1,0
0.262632,1,0
0.262705,1,0
0.262734,1,0
0.262764,1,0
0.262777,1,0
0.26279,1,0
0.262869,1,0
0.262903,1,0
0.262931,1,0
0.263165,1,0
0.26324,1,0
0.263336,1,0
0.263472,1,0
0.263537,1,0
0.263643,1,0
0.263679,1,0
0.263682,1,0
0.26376,1,0
0.263917,1,0
0.263926,1,0
0.264026,1,0
0.264173,1,0
0.264214,1,0
0.264384,1,0
0.264476,1,0
0.264483,1,0
0.264681,1,0
0.264696,1,0
0.264806,1,0
0.264888,1,0
0.264913,1,0
0.264967,1,0
0.265074,1,0
0.265088,1,0
0.265197,1,0
0.265347,1,0
0.265378,1,0
0.265413,1,0
0.265423,1,0
0.265449,1,0
0.265625,20,0
0.26563,1,0
0.265631,1,0
0.265768,1,0
0.265819,1,0
0.265967,1,0
0.266152,2,0
0.266216,1,0
0.266254,1,0
0.266305,1,0
0.266347,1,0
0.266412,1,0
0.266437,1,0
0.266601,1,0
0.266605,1,0
0.266674,1,0
0.266735,1,0
0.266808,1,0
0.266862,1,0
0.266943,1,0
0.266952,1,0
0.267103,1,0
0.267121,1,0
0.267123,1,0
0.267242,1,0
0.267355,1,0
0.267364,1,0
0.267476,1,0
0.267485,1,0
0.267525,1,0
0.267537,1,0
0.267575,1,0
0.267691,1,0
0.267701,1,0
0.267778,1,0
0.267873,1,0
0.267882,1,0
0.267902,1,0
0.267954,1,0
0.268069,1,0
0.26816,1,0
0.26817,1,0
0.268191,1,0
0.268377,1,0
0.268518,1,0
0.26859,1,0
0.268634,1,0
0.268834,1,0
0.268864,1,0
0.268949,1,0
0.268996,1,0
0.269128,1,0
0.269137,1,0
0.269169,1,0
0.269324,1,0
0.269377,1,0
0.269388,1,0
0.269458,1,0
0.269499,1,0
0.269543,1,0
0.26959,1,0
0.269903,1,0
0.270061,1,0
0.27008,1,0
0.270109,1,0
0.270152,1,0
0.270289,1,0
0.270389,1,0
0.270401,1,0
0.270412,1,0
0.270464,1,0
0.270508,1,0
0.270587,1,0
0.270623,1,0
0.270801,1,0
0.270978,1,0
0.271003,1,0
0.271011,1,0
0.271053,1,0
0.271121,1,0
0.271194,1,0
0.271199,1,0
0.271269,1,0
0.271543,1,0
0.271651,1,0
0.271686,1,0
0.271702,1,0
0.271703,1,0
0.271747,1,0
0.271756,1,0
0.271831,1,0
0.271836,1,0
0.271838,1,0
0.27187,1,0
0.271976,1,0
0.272058,1,0
0.272308,2,0
0.272367,1,0
0.272443,1,0
0.272571,1,0
0.272578,1,0
0.272623,1,0
0.272748,1,0
0.272859,1,0
0.272866,1,0
0.273,1,0
0.273034,1,0
0.273068,1,0
0.273178,1,0
0.27321,1,0
0.273281,1,0
0.273363,1,0
0.273427,1,0
0.273546,1,0
0.273554,1,0
0.273598,1,0
0.273848,1,0
0.273981,1,0
0.274062,1,0
0.274158,1,0
0.274229,1,0
0.274321,1,0
0.274341,1,0
0.274448,1,0
0.274752,1,0
0.274775,1,0
0.274828,1,0
0.274861,1,0
0.274957,1,0
0.275011,1,0
0.275031,1,0
0.275117,1,0
0.27512,1,0
0.275129,1,0
0.27527,1,0
0.275332,1,0
0.275352,1,0
0.275435,1,0
0.275626,1,0
0.27581,1,0
0.275834,1,0
0.275969,1,0
0.275972,1,0
0.276058,1,0
0.276105,2,0
0.276128,1,0
0.276209,1,0
0.276267,1,0
0.276297,1,0
0.276395,1,0
0.276426,1,0
0.276453,1,0
0.276825,1,0
0.276827,1,0
0.27695,1,0
0.276994,1,0
0.276996,1,0
0.276997,1,0
0.277005,1,0
0.277012,1,0
0.277019,1,0
0.277051,1,0
0.277149,1,0
0.277186,1,0
0.277275,1,0
0.27737,1,0
0.277411,1,0
0.277477,1,0
0.277986,1,0
0.278002,1,0
0.278058,1,0
0.278093,1,0
0.278201,1,0
0.278205,1,0
0.278383,1,0
0.278459,1,0
0.278636,1,0
0.27866,1,0
0.278692,1,0
0.27876,1,0
0.278768,1,0
0.2788,1,0
0.278839,1,0
0.278905,1,0
0.2792,1,0
0.279212,1,0
0.279347,1,0
0.279423,1,0
0.279435,1,0
0.279501,1,0
0.279558,1,0
0.279582,1,0
0.279717,1,0
0.27972,1,0
0.279769,1,0
0.279771,1,0
0.279777,1,0
0.279817,1,0
0.279829,1,0
0.279879,1,0
0.280042,1,0
0.280048,1,0
0.280056,1,0
0.280116,1,0
0.280143,1,0
0.280145,1,0
0.280234,1,0
0.280336,1,0
0.280412,1,0
0.280503,1,0
0.280599,1,0
0.280711,1,0
0.280784,1,0
0.280866,1,0
0.280916,1,0
0.280927,1,0
0.280996,1,0
0.281027,1,0
0.281186,1,0
0.28125,18,0
0.281334,1,0
0.281419,1,0
0.281485,1,0
0.281492,1,0
0.281531,1,0
0.281592,1,0
0.281688,1,0
0.281741,1,0
0.281844,1,0
0.281894,1,0
0.281899,1,0
0.28198,1,0
0.282058,1,0
0.282208,1,0
0.282365,1,0
0.282378,1,0
0.282683,1,0
0.282827,1,0
0.282844,1,0
0.282989,1,0
0.28299,1,0
0.283052,1,0
0.283109,1,0
0.283343,1,0
0.283492,1,0
0.283617,1,0
0.283626,1,0
0.283747,1,0
0.283842,1,0
0.283852,1,0
0.283861,1,0
0.28404,1,0
0.284173,1,0
0.284315,1,0
0.284325,1,0
0.28433,1,0
0.284341,1,0
0.28457,1,0
0.284615,1,0
0.284719,1,0
0.284869,1,0
0.284873,1,0
0.284918,1,0
0.285045,1,0
0.285059,1,0
0.285076,1,0
0.285189,1,0
0.285266,1,0
0.285293,1,0
0.285343,1,0
0.285371,1,0
0.285403,1,0
0.285429,1,0
0.285515,1,0
0.285809,1,0
0.285916,1,0
0.285926,1,0
0.285957,1,0
0.285976,1,0
0.285981,1,0
0.286142,1,0
0.286255,1,0
0.286265,1,0
0.286371,1,0
0.286399,1,0
0.286457,1,0
0.286471,1,0
0.286557,1,0
0.286741,1,0
0.286747,1,0
0.28687,1,0
0.286963,1,0
0.287155,1,0
0.287173,1,0
0.287216,1,0
0.287298,1,0
0.287304,1,0
0.287336,1,0
0.287353,1,0
0.287372,1,0
0.28742,1,0
0.287558,1,0
0.287624,1,0
0.287668,1,0
0.287736,1,0
0.287798,1,0
0.287869,1,0
0.287905,1,0
0.287919,1,0
0.287933,1,0
0.287984,1,0
0.288488,1,0
0.288603,1,0
0.28862,1,0
0.288628,2,0
0.288656,1,0
0.288669,1,0
0.288725,1,0
0.288875,1,0
0.288893,1,0
0.288933,1,0
0.289031,1,0
0.289215,1,0
0.289271,1,0
0.2893,1,0
0.289372,1,0
0.289414,1,0
0.289546,1,0
0.289604,1,0
0.289663,1,0
0.290189,1,0
0.290253,1,0
0.290318,1,0
0.290336,1,0
0.290521,1,0
0.290618,1,0
0.290659,1,0
0.290715,1,0
0.290844,1,0
0.290886,1,0
0.290887,1,0
0.291085,1,0
0.291292,1,0
0.29135,1,0
0.291448,1,0
0.291465,1,0
0.291518,1,0
0.291522,1,0
0.291661,1,0
0.291745,1,0
0.291753,1,0
0.291801,1,0
0.291894,1,0
0.291911,1,0
0.291986,1,0
0.291988,1,0
0.292002,1,0
0.292053,1,0
0.292064,1,0
0.292224,1,0
0.29236,1,0
0.292364,1,0
0.292537,1,0
0.292602,1,0
0.292636,1,0
0.292802,1,0
0.293002,1,0
0.293134,1,0
0.293154,1,0
0.293195,1,0
0.29325,1,0
0.293251,1,0
0.293286,1,0
0.293418,1,0
0.293466,1,0
0.293622,1,0
0.29363,1,0
0.293635,1,0
0.293645,1,0
0.293778,1,0
0.2939,1,0
0.29391,1,0
0.293983,1,0
0.29424,1,0
0.294321,1,0
0.294387,1,0
0.294471,1,0
0.294662,1,0
0.29472,1,0
0.294765,2,0
0.294791,1,0
0.294818,1,0
0.294874,1,0
0.294924,1,0
0.295034,1,0
0.295058,1,0
0.29508,1,0
0.295098,1,0
0.295102,1,0
0.295186,1,0
0.295283,1,0
0.295481,1,0
0.295584,1,0
0.295694,1,0
0.295719,1,0
0.295815,1,0
0.29583,1,0
0.295848,1,0
0.2959,1,0
0.295966,1,0
0.296031,1,0
0.296058,1,0
0.296129,1,0
0.296148,1,0
0.296149,1,0
0.296162,1,0
0.29622,1,0
0.296355,1,0
0.296425,1,0
0.29646,1,0
0.296637,1,0
0.296722,1,0
0.296729,1,0
0.29679,1,0
0.296816,1,0
0.29684,1,0
0.296841,1,0
0.296863,1,0
0.296869,1,0
0.296871,1,0
0.296875,22,0
0.296971,1,0
0.296985,1,0
0.297056,1,0
0.297064,1,0
0.29709,1,0
0.29726,1,0
0.297531,1,0
0.297603,1,0
0.297647,2,0
0.298165,1,0
0.298245,1,0
0.298384,1,0
0.298392,1,0
0.298407,1,0
0.298439,1,0
0.298484,1,0
0.298645,1,0
0.298649,1,0
0.298688,1,0
0.298732,1,0
0.298808,1,0
0.298984,1,0
0.299044,1,0
0.299078,1,0
0.299109,1,0
0.299124,1,0
0.299285,1,0
0.299322,1,0
0.299452,1,0
0.299465,1,0
0.299489,1,0
0.299579,1,0
0.299642,1,0
0.299669,1,0
0.299692,1,0
0.299924,1,0
0.299926,1,0
0.299931,1,0
0.299958,1,0
0.299972,1,0
0.299995,1,0
0.300019,1,0
0.300024,1,0
0.300036,1,0
0.300074,1,0
0.300112,1,0
0.300215,1,0
0.300529,1,0
0.300657,1,0
0.300817,1,0
0.300929,1,0
0.300948,1,0
0.301087,1,0
0.301125,1,0
0.301148,1,0
0.301168,1,0
0.301178,1,0
0.301425,1,0
0.301491,1,0
0.301508,1,0
0.301545,1,0
0.301549,1,0
0.301578,1,0
0.301697,1,0
0.301814,1,0
0.301827,1,0
0.301858,1,0
0.301961,1,0
0.30198,1,0
0.302187,1,0
0.302188,1,0
0.302192,1,0
0.302366,1,0
0.302636,1,0
0.30264,1,0
0.302703,1,0
0.302853,1,0
0.302871,1,0
0.302975,1,0
0.303007,1,0
0.303028,1,0
0.303115,1,0
0.303258,1,0
0.303387,1,0
0.303462,1,0
0.303573,1,0
0.303705,1,0
0.303726,1,0
0.303817,1,0
0.303829,1,0
0.303973,1,0
0.304077,1,0
0.304236,1,0
0.304258,1,0
0.304287,1,0
0.304364,1,0
0.304366,1,0
0.304682,1,0
0.304806,1,0
0.304971,1,0
0.304977,1,0
0.305013,1,0
0.305128,1,0
0.305165,1,0
0.305271,1,0
0.305355,1,0
0.305373,1,0
0.305429,1,0
0.305542,1,0
0.305598,1,0
0.305652,1,0
0.30571,1,0
0.305726,1,0
0.305822,1,0
0.305873,1,0
0.305975,1,0
0.306003,1,0
0.306098,1,0
0.306269,1,0
0.306406,1,0
0.306487,1,0
0.306561,1,0
0.3066,1,0
0.306634,1,0
0.306657,1,0
0.306771,1,0
0.306862,1,0
0.307216,1,0
0.307224,1,0
0.307333,1,0
0.307441,1,0
0.307508,1,0
0.307741,1,0
0.307799,1,0
0.307813,1,0
0.307865,1,0
0.307951,1,0
0.307959,1,0
0.307984,1,0
0.308277,1,0
0.308286,1,0
0.308346,1,0
0.308434,1,0
0.308547,1,0
0.30863,1,0
0.30866,1,0
0.308663,1,0
0.308683,1,0
0.308693,1,0
0.308867,1,0
0.308894,1,0
0.309013,1,0
0.309302,1,0
0.30947,1,0
0.309721,1,0
0.309732,1,0
0.309847,1,0
0.309857,1,0
0.309959,1,0
0.310009,1,0
0.310045,1,0
0.310081,1,0
0.310103,1,0
0.310111,1,0
0.310117,1,0
0.310287,1,0
0.310345,1,0
0.310497,1,0
0.310524,1,0
0.310652,1,0
0.310654,1,0
0.310656,1,0
0.310801,1,0
0.310854,1,0
0.310868,1,0
0.31091,1,0
0.310932,1,0
0.310945,1,0
0.310999,1,0
0.311086,1,0
0.311161,1,0
0.311396,1,0
0.311537,1,0
0.311589,1,0
0.311763,1,0
0.311803,1,0
0.311873,1,0
0.311896,1,0
0.311926,1,0
0.312031,1,0
0.312175,1,0
0.312176,1,0
0.312222,1,0
0.312268,1,0
0.312358,1,0
0.312431,1,0
0.312462,1,0
0.312468,1,0
0.3125,21,0
0.312626,1,0
0.312657,1,0
0.312708,1,0
0.312725,1,0
0.312835,1,0
0.312939,1,0
0.313099,1,0
0.313123,1,0
0.313215,1,0
0.313264,1,0
0.313337,1,0
0.313466,1,0
0.313498,1,0
0.31354,1,0
0.313576,1,0
0.313615,1,0
0.313675,1,0
0.313728,1,0
0.314014,1,0
0.314035,1,0
0.314674,1,0
0.31474,1,0
0.314758,1,0
0.314781,1,0
0.314859,1,0
0.314958,1,0
0.315409,1,0
0.315486,1,0
0.315559,1,0
0.315562,1,0
0.315565,1,0
0.315652,1,0
0.31567,1,0
0.315672,1,0
0.315677,1,0
0.315702,1,0
0.315704,1,0
0.315798,1,0
0.315801,1,0
0.315821,1,0
0.315834,1,0
0.315836,1,0
0.315938,1,0
0.315957,1,0
0.315969,1,0
0.315996,1,0
0.316088,1,0
0.316188,1,0
0.316233,1,0
0.316277,1,0
0.316281,1,0
0.316328,1,0
0.316333,1,0
0.316391,1,0
0.316449,1,0
0.316472,1,0
0.316586,1,0
0.316619,1,0
0.316664,1,0
0.316678,1,0
0.316699,1,0
0.316711,1,0
0.316746,1,0
0.316752,1,0
0.316865,1,0
0.316884,1,0
0.316934,1,0
0.316986,1,0
0.317061,1,0
0.317127,1,0
0.317169,1,0
0.317323,1,0
0.317343,1,0
0.31746,1,0
0.31759,1,0
0.317709,1,0
0.317825,1,0
0.317891,1,0
0.318024,1,0
0.318191,1,0
0.318241,1,0
0.318311,1,0
0.318677,1,0
0.318681,1,0
0.318704,1,0
0.318808,1,0
0.31883,1,0
0.318989,1,0
0.319007,1,0
0.319246,1,0
0.319254,1,0
0.319292,1,0
0.319339,1,0
0.319373,1,0
0.319384,1,0
0.319443,1,0
0.319502,1,0
0.319516,1,0
0.319728,1,0
0.319838,1,0
0.319856,1,0
0.319904,1,0
0.319962,1,0
0.319998,1,0
0.320196,1,0
0.320318,1,0
0.320379,1,0
0.320425,1,0
0.320429,1,0
0.320573,1,0
0.320658,1,0
0.320812,1,0
0.320828,1,0
0.320938,1,0
0.320943,1,0
0.320946,1,0
0.321041,1,0
0.321047,1,0
0.321141,1,0
0.321169,1,0
0.321274,1,0
0.321291,1,0
0.321518,1,0
0.32169,1,0
0.321746,1,0
0.321862,1,0
0.322003,1,0
0.322066,2,0
0.322161,1,0
0.322204,1,0
0.322231,1,0
0.322342,1,0
0.32237,1,0
0.322441,1,0
0.322492,1,0
0.322537,2,0
0.322674,1,0
0.322972,1,0
0.323019,1,0
0.32308,1,0
0.323193,1,0
0.323226,1,0
0.323259,1,0
0.323301,1,0
0.32333,1,0
0.323426,1,0
0.32369,1,0
0.323787,1,0
0.323804,1,0
0.323986,1,0
0.324093,1,0
0.324377,1,0
0.324475,1,0
0.324517,1,0
0.324642,1,0
0.324657,1,0
0.324676,1,0
0.324804,1,0
0.324821,1,0
0.325055,1,0
0.325157,1,0
0.32527,1,0
0.325411,1,0
0.325583,1,0
0.325586,1,0
0.325613,1,0
0.325698,1,0
0.325719,1,0
0.325763,1,0
0.325876,1,0
0.325918,1,0
0.326019,1,0
0.326046,1,0
0.326059,1,0
0.326323,1,0
0.326434,1,0
0.326503,1,0
0.326567,1,0
0.326595,1,0
0.326685,1,0
0.326707,1,0
0.326774,1,0
0.326912,1,0
0.327123,1,0
0.327191,1,0
0.327383,1,0
0.327394,1,0
0.32744,1,0
0.327525,1,0
0.327527,1,0
0.327611,1,0
0.327754,1,0
0.327812,1,0
0.327829,1,0
0.327937,1,0
0.328117,1,0
0.328125,28,0
0.328178,1,0
0.328262,1,0
0.328306,1,0
0.328381,1,0
0.32844,1,0
0.328442,1,0
0.328473,1,0
0.328478,1,0
0.328485,1,0
0.328545,1,0
0.328587,1,0
0.328705,1,0
0.328714,1,0
0.32876,1,0
0.328839,1,0
0.328848,1,0
0.328864,1,0
0.328976,1,0
0.329001,1,0
0.329063,1,0
0.329085,1,0
0.329145,1,0
0.329266,1,0
0.329282,1,0
0.329294,1,0
0.329346,1,0
0.329518,1,0
0.329584,1,0
0.329619,1,0
0.329971,1,0
0.329998,1,0
0.330009,1,0
0.330049,1,0
0.330229,1,0
0.330305,1,0
