score_delta_rounded_1e6,count,within_0_25
0.694206,1,0
0.694247,2,0
0.694493,1,0
0.694548,1,0
0.694658,1,0
0.694693,1,0
0.694752,1,0
0.694793,1,0
0.695173,1,0
0.695193,1,0
0.695272,1,0
0.695439,1,0
0.695617,1,0
0.695643,1,0
0.695811,1,0
0.695875,1,0
0.695985,1,0
0.695994,1,0
0.696068,1,0
0.696227,1,0
0.696273,1,0
0.696344,1,0
0.69663,1,0
0.69664,1,0
0.696708,1,0
0.696773,1,0
0.696783,1,0
0.696784,1,0
0.696925,1,0
0.697193,1,0
0.697244,1,0
0.69732,1,0
0.697367,1,0
0.697379,1,0
0.697393,1,0
0.697452,1,0
0.697563,1,0
0.697627,1,0
0.69764,1,0
0.697879,1,0
0.69797,1,0
0.698014,1,0
0.698035,1,0
0.698196,1,0
0.698225,1,0
0.698235,1,0
0.698278,1,0
0.698327,1,0
0.698491,1,0
0.698549,1,0
0.698573,1,0
0.698908,1,0
0.698935,1,0
0.699158,1,0
0.699385,1,0
0.699395,1,0
0.699442,1,0
0.699469,1,0
0.699595,1,0
0.69965,1,0
0.699695,1,0
0.699807,1,0
0.699894,1,0
0.700036,1,0
0.700213,1,0
0.700279,1,0
0.700447,1,0
0.700736,1,0
0.700888,1,0
0.700899,1,0
0.700917,1,0
0.700988,1,0
0.701049,1,0
0.701218,1,0
0.701307,1,0
0.701396,1,0
0.701494,1,0
0.702072,1,0
0.702127,1,0
0.702249,1,0
0.702683,1,0
0.702847,1,0
0.702848,1,0
0.702897,1,0
0.702957,1,0
0.703052,1,0
0.703125,56,0
0.70313,1,0
0.703201,1,0
0.703259,1,0
0.703279,1,0
0.703324,1,0
0.703397,1,0
0.703485,1,0
0.703486,1,0
0.703886,1,0
0.704095,1,0
0.704108,1,0
0.704207,1,0
0.704304,1,0
0.704345,2,0
0.70458,1,0
0.704633,1,0
0.704751,1,0
0.704806,1,0
0.705057,1,0
0.705128,1,0
0.705397,1,0
0.705551,1,0
0.705609,1,0
0.705638,1,0
0.705722,1,0
0.705968,1,0
0.706149,1,0
0.706521,1,0
0.706553,1,0
0.706562,1,0
0.706589,1,0
0.706647,1,0
0.706708,1,0
0.706916,1,0
0.706976,1,0
0.707003,1,0
0.707046,1,0
0.707339,1,0
0.707446,1,0
0.707519,1,0
0.707699,1,0
0.707754,1,0
0.707814,1,0
0.707843,1,0
0.707849,1,0
0.707931,1,0
0.708089,1,0
0.708391,1,0
0.708434,1,0
0.708778,1,0
0.708784,1,0
0.708851,1,0
0.708869,1,0
0.709037,1,0
0.709197,1,0
0.709439,1,0
0.709464,1,0
0.709698,1,0
0.709747,1,0
0.710475,1,0
0.710783,1,0
0.710805,1,0
0.710827,1,0
0.711059,1,0
0.711081,1,0
0.711083,1,0
0.711151,1,0
0.711177,1,0
0.711299,1,0
0.711516,1,0
0.711518,1,0
0.711521,1,0
0.711947,1,0
0.71209,1,0
0.712177,1,0
0.712274,1,0
0.712288,1,0
0.712318,1,0
0.712503,1,0
0.712752,1,0
0.712777,1,0
0.712852,1,0
0.712857,1,0
0.712995,1,0
0.71308,1,0
0.713108,1,0
0.713166,1,0
0.713174,1,0
0.713206,1,0
0.713423,1,0
0.713704,1,0
0.713842,1,0
0.714025,1,0
0.714259,1,0
0.714286,1,0
0.714606,1,0
0.714716,1,0
0.71487,1,0
0.71517,1,0
0.715296,1,0
0.715355,1,0
0.715379,1,0
0.715671,1,0
0.715692,1,0
0.715802,1,0
0.715896,1,0
0.715904,1,0
0.715906,1,0
0.715944,1,0
0.715969,1,0
0.716013,1,0
0.716096,1,0
0.716145,1,0
0.716155,1,0
0.716781,1,0
0.716803,1,0
0.716937,1,0
0.717297,1,0
0.717302,1,0
0.717521,1,0
0.717571,1,0
0.71763,1,0
0.717657,1,0
0.717685,1,0
0.717789,1,0
0.71787,1,0
0.71788,1,0
0.718139,1,0
0.718183,1,0
0.718294,1,0
0.718371,1,0
0.718457,1,0
0.718514,1,0
0.718606,1,0
0.718705,1,0
0.718718,1,0
0.71875,79,0
0.718801,1,0
0.718895,1,0
0.718932,1,0
0.718999,1,0
0.71905,1,0
0.719103,1,0
0.719209,1,0
0.719249,1,0
0.719325,1,0
0.719501,1,0
0.719617,1,0
0.719625,1,0
0.719669,1,0
0.719717,1,0
0.719737,1,0
0.719749,1,0
0.719965,1,0
0.719984,1,0
0.720106,1,0
0.720141,1,0
0.720465,1,0
0.720503,1,0
0.720534,1,0
0.720594,1,0
0.720652,1,0
0.720673,1,0
0.720712,1,0
0.720739,1,0
0.720785,1,0
0.720898,1,0
0.72098,1,0
0.721066,1,0
0.721109,1,0
0.721143,1,0
0.721199,1,0
0.721276,1,0
0.721306,1,0
0.721436,1,0
0.721529,1,0
0.721579,1,0
0.721605,1,0
0.72164,1,0
0.721752,1,0
0.721934,1,0
0.721943,1,0
0.722044,1,0
0.722197,1,0
0.722426,1,0
0.722587,1,0
0.72259,1,0
0.72273,1,0
0.722742,1,0
0.722756,1,0
0.722924,1,0
0.722927,1,0
0.722928,1,0
0.723092,1,0
0.72316,1,0
0.72319,1,0
0.723261,1,0
0.723346,1,0
0.723393,1,0
0.723506,1,0
0.723538,1,0
0.723637,1,0
0.723838,1,0
0.723942,1,0
0.723951,1,0
0.724009,1,0
0.724116,1,0
0.724136,1,0
0.724154,1,0
0.724192,1,0
0.724375,1,0
0.724415,1,0
0.724424,1,0
0.724481,1,0
0.724539,1,0
0.724615,1,0
0.724672,1,0
0.724715,1,0
0.725043,1,0
0.725307,1,0
0.725322,1,0
0.725441,1,0
0.725641,1,0
0.725656,1,0
0.725781,1,0
0.725847,1,0
0.725879,1,0
0.725896,1,0
0.725908,1,0
0.725915,1,0
0.726014,1,0
0.726044,1,0
0.726493,1,0
0.726632,1,0
0.726792,1,0
0.726891,1,0
0.726933,1,0
0.726955,1,0
0.726985,1,0
0.72703,1,0
0.727461,1,0
0.727486,1,0
0.727503,1,0
0.727598,1,0
0.727671,1,0
0.727709,1,0
0.727722,1,0
0.72784,1,0
0.727912,1,0
0.727963,1,0
0.727968,1,0
0.728284,1,0
0.72839,1,0
0.728411,1,0
0.728791,1,0
0.728867,1,0
0.728961,1,0
0.729143,1,0
0.729263,1,0
0.729266,1,0
0.72927,1,0
0.729445,1,0
0.729467,1,0
0.729574,1,0
0.729686,1,0
0.729723,1,0
0.729755,1,0
0.729828,1,0
0.729858,1,0
0.729861,1,0
0.729902,1,0
0.730125,1,0
0.730239,1,0
0.730286,1,0
0.730397,1,0
0.730459,1,0
0.730835,1,0
0.730855,1,0
0.73125,1,0
0.731356,1,0
0.73137,1,0
0.731632,1,0
0.73167,1,0
0.731745,1,0
0.731758,1,0
0.731962,1,0
0.731986,1,0
0.732133,1,0
0.732376,1,0
0.732434,1,0
0.732608,1,0
0.732687,1,0
0.732791,1,0
0.732867,1,0
0.733249,1,0
0.733467,1,0
0.733559,1,0
0.733803,1,0
0.734146,1,0
0.734197,1,0
0.734375,93,0
0.734433,1,0
0.734793,1,0
0.734856,1,0
0.73504,1,0
0.73514,1,0
0.735169,1,0
0.735288,1,0
0.735322,1,0
0.735518,1,0
0.735535,1,0
0.735623,1,0
0.735654,1,0
0.735665,1,0
0.735765,1,0
0.735918,1,0
0.735928,1,0
0.736058,1,0
0.736187,1,0
0.736237,1,0
0.736398,1,0
0.73641,1,0
0.736455,1,0
0.736649,1,0
0.736656,1,0
0.73672,1,0
0.737035,1,0
0.737061,1,0
0.737329,1,0
0.73737,1,0
0.737611,1,0
0.737693,1,0
0.738001,1,0
0.738048,1,0
0.738093,1,0
0.738157,1,0
0.738299,1,0
0.738337,1,0
0.738346,1,0
0.738621,1,0
0.738672,1,0
0.738733,1,0
0.738948,1,0
0.738956,1,0
0.739034,1,0
0.7391,1,0
0.739267,1,0
0.739327,1,0
0.739579,1,0
0.739621,1,0
0.739697,1,0
0.73988,1,0
0.739883,1,0
0.739992,1,0
0.740037,1,0
0.740077,1,0
0.740078,1,0
0.740082,1,0
0.740283,1,0
0.740676,1,0
0.740828,1,0
0.741023,1,0
0.741091,1,0
0.741242,1,0
0.74131,1,0
0.741363,1,0
0.741401,1,0
0.74152,1,0
0.741645,1,0
0.741798,1,0
0.741914,1,0
0.741986,1,0
0.742084,1,0
0.74211,1,0
0.742148,1,0
0.742198,1,0
0.742758,1,0
0.742988,1,0
0.743104,1,0
0.743245,1,0
0.743438,1,0
0.743453,1,0
0.743485,1,0
0.743535,1,0
0.743659,1,0
0.743805,1,0
0.743933,1,0
0.744243,1,0
0.744244,1,0
0.744348,1,0
0.744403,1,0
0.744479,1,0
0.744482,1,0
0.744541,1,0
0.744579,1,0
0.744706,1,0
0.744717,1,0
0.744745,1,0
0.7448,1,0
0.744803,1,0
0.744843,1,0
0.745046,1,0
0.74507,1,0
0.74513,1,0
0.745737,1,0
0.745757,1,0
0.745814,1,0
0.745863,1,0
0.745898,1,0
0.745922,1,0
0.746145,1,0
0.746167,1,0
0.746285,1,0
0.74643,1,0
0.746589,1,0
0.746618,1,0
0.74698,1,0
0.747005,1,0
0.747289,1,0
0.747368,1,0
0.747544,1,0
0.747613,1,0
0.747797,1,0
0.747828,1,0
0.747877,1,0
0.748021,1,0
0.748101,1,0
0.748213,1,0
0.748396,1,0
0.748434,1,0
0.748437,2,0
0.748511,1,0
0.748564,1,0
0.748646,1,0
0.74868,1,0
0.7488,1,0
0.748816,1,0
0.748933,1,0
0.749001,1,0
0.749197,1,0
0.749218,1,0
0.749224,1,0
0.749476,1,0
0.749589,1,0
0.74973,1,0
0.749799,1,0
0.749803,1,0
0.749944,1,0
0.749958,1,0
0.749981,1,0
0.75,123,0
0.750051,1,0
0.750068,1,0
0.750072,1,0
0.750419,1,0
0.750613,1,0
0.750638,1,0
0.750652,1,0
0.750747,1,0
0.750828,1,0
0.750829,1,0
0.750915,1,0
0.75093,1,0
0.750982,1,0
0.751029,1,0
0.75108,1,0
0.751195,1,0
0.751275,1,0
0.751509,1,0
0.751571,1,0
0.751698,1,0
0.751722,1,0
0.7521,1,0
0.752202,1,0
0.752372,1,0
0.752739,1,0
0.752753,1,0
0.752765,1,0
0.752771,1,0
0.752901,1,0
0.753046,1,0
0.753054,1,0
0.753081,1,0
0.753211,1,0
0.753305,1,0
0.753357,1,0
0.753509,1,0
0.753537,1,0
0.753641,1,0
0.753761,1,0
0.754049,1,0
0.75405,1,0
0.754201,1,0
0.754372,1,0
0.754414,1,0
0.754583,1,0
0.754665,1,0
0.754769,1,0
0.75492,1,0
0.754932,1,0
0.75545,1,0
0.755561,1,0
0.755562,1,0
0.755585,1,0
0.75564,1,0
0.755779,1,0
0.755806,1,0
0.75586,1,0
0.755882,1,0
0.756,1,0
0.756053,1,0
0.7561,1,0
0.7563,1,0
0.756861,1,0
0.756904,1,0
0.757115,1,0
0.757426,1,0
0.757561,1,0
0.757583,1,0
0.757764,1,0
0.757876,1,0
0.758032,1,0
0.758309,1,0
0.758456,1,0
0.758547,1,0
0.758658,1,0
0.758803,1,0
0.758896,1,0
0.758898,1,0
0.759072,1,0
0.759182,1,0
0.759263,1,0
0.759375,1,0
0.759378,1,0
0.75943,1,0
0.759439,1,0
0.759442,1,0
0.759465,1,0
0.759564,1,0
0.759606,1,0
0.759689,1,0
0.759865,1,0
0.75992,1,0
0.760069,1,0
0.760182,1,0
0.760291,1,0
0.760533,1,0
0.760549,1,0
0.760674,1,0
0.760851,1,0
0.760972,1,0
0.761078,1,0
0.761257,1,0
0.76139,1,0
0.761395,1,0
0.761506,1,0
0.761508,1,0
0.76164,1,0
0.76184,1,0
0.762033,1,0
0.762035,1,0
0.76257,1,0
0.762635,1,0
0.76268,1,0
0.762696,1,0
0.762768,1,0
0.762772,1,0
0.76302,1,0
0.763037,1,0
0.76304,1,0
0.76314,1,0
0.763249,1,0
0.763419,1,0
0.76349,1,0
0.763695,1,0
0.763847,1,0
0.763987,1,0
0.763998,1,0
0.764087,1,0
0.764235,1,0
0.764415,1,0
0.764518,1,0
0.764613,1,0
0.764717,1,0
0.764787,1,0
0.765001,1,0
0.765023,1,0
0.765354,1,0
0.765425,1,0
0.765493,1,0
0.765625,65,0
0.765886,1,0
0.765987,1,0
0.766231,1,0
0.766267,1,0
0.766495,1,0
0.766529,1,0
0.766594,1,0
0.766629,1,0
0.766789,1,0
0.76683,1,0
0.766946,1,0
0.767011,1,0
0.7671,1,0
0.767151,1,0
0.767245,1,0
0.767407,1,0
0.767411,1,0
0.767608,1,0
0.767703,1,0
0.767855,1,0
0.767865,1,0
0.767889,1,0
0.767942,1,0
0.767955,1,0
0.7683,1,0
0.768326,1,0
0.768341,1,0
0.768693,1,0
0.768829,1,0
0.768863,1,0
0.768916,1,0
0.769091,1,0
0.769105,1,0
0.769114,1,0
0.769198,1,0
0.769215,1,0
0.769301,1,0
0.769467,1,0
0.769569,1,0
0.769607,1,0
0.769651,1,0
0.76966,1,0
0.769843,1,0
0.77,1,0
0.770201,1,0
0.77021,1,0
0.770273,1,0
0.770353,1,0
0.770453,1,0
0.770485,1,0
0.770657,1,0
0.770669,1,0
0.770733,1,0
0.770982,1,0
0.77116,1,0
0.771209,1,0
0.771275,1,0
0.771341,1,0
0.771605,1,0
0.771762,1,0
0.771766,1,0
0.771892,1,0
0.772039,1,0
0.772045,1,0
0.772104,1,0
0.772354,1,0
0.772478,1,0
0.772564,2,0
0.772627,1,0
0.77273,1,0
0.772781,1,0
0.773083,1,0
0.773259,1,0
0.773352,1,0
0.773533,1,0
0.773631,1,0
0.773643,1,0
0.773644,1,0
0.773651,1,0
0.773688,1,0
0.773887,1,0
0.773921,1,0
0.774073,1,0
0.774222,1,0
0.774285,1,0
0.77435,1,0
0.774588,1,0
0.774616,1,0
0.774743,1,0
0.7748,1,0
0.775125,1,0
0.775225,1,0
0.775286,1,0
0.775316,1,0
0.775617,1,0
0.775665,1,0
0.77569,1,0
0.775708,1,0
0.775732,1,0
0.775743,1,0
0.775798,1,0
0.775827,1,0
0.776385,1,0
0.776605,1,0
0.776607,1,0
0.77665,1,0
0.776797,1,0
0.776912,1,0
0.776983,1,0
0.777156,1,0
0.777254,1,0
0.777474,1,0
0.777621,1,0
0.777703,1,0
0.778031,1,0
0.778233,1,0
0.778452,1,0
0.77895,1,0
0.779179,1,0
0.779203,1,0
0.779468,1,0
0.779593,1,0
0.779846,1,0
0.78012,1,0
0.780202,1,0
0.780232,1,0
0.78045,1,0
0.780689,1,0
0.780984,1,0
0.780994,1,0
0.781026,1,0
0.781216,1,0
0.78125,38,0
0.781307,1,0
0.781675,1,0
0.781915,1,0
0.781949,1,0
0.781978,1,0
0.781987,1,0
0.782174,1,0
0.782553,1,0
0.782559,1,0
0.782563,1,0
0.782716,1,0
0.783389,1,0
0.783429,1,0
0.783567,1,0
0.78363,1,0
0.783791,1,0
0.783998,1,0
0.784002,1,0
0.78413,1,0
0.784214,1,0
0.784374,1,0
0.784537,1,0
0.784924,1,0
0.785286,1,0
0.785298,1,0
0.78537,1,0
0.785594,1,0
0.7856,1,0
0.785623,1,0
0.78566,1,0
0.785681,1,0
0.785795,1,0
0.785882,1,0
0.786033,1,0
0.786203,1,0
0.786238,1,0
0.786261,1,0
0.786306,1,0
0.786451,1,0
0.786458,1,0
0.786589,1,0
0.787723,1,0
0.787788,1,0
0.78794,1,0
0.788188,1,0
0.788615,1,0
0.788643,1,0
0.788798,1,0
0.789105,1,0
0.789169,1,0
0.789241,1,0
0.7894,1,0
0.789623,1,0
0.789806,1,0
0.789874,1,0
0.789927,1,0
0.789949,1,0
0.78997,1,0
0.790114,1,0
0.790355,1,0
0.790368,1,0
0.790394,1,0
0.790405,1,0
0.790546,1,0
0.790619,1,0
0.791107,1,0
0.791154,1,0
0.791263,1,0
0.791327,1,0
0.791822,1,0
0.791879,1,0
0.791923,2,0
0.792014,1,0
0.792359,1,0
0.792451,1,0
0.792622,1,0
0.79276,1,0
0.792869,1,0
0.792901,1,0
0.793074,1,0
0.793132,1,0
0.793163,1,0
0.793288,1,0
0.79343,1,0
0.793528,1,0
0.793657,1,0
0.793678,1,0
0.793757,1,0
0.79398,1,0
0.793985,1,0
0.794043,1,0
0.79415,1,0
0.794379,1,0
0.794402,1,0
0.79442,1,0
0.794538,1,0
0.794555,1,0
0.794723,1,0
0.794738,1,0
0.794777,1,0
0.794863,1,0
0.795033,1,0
0.795112,1,0
0.795168,1,0
0.795229,1,0
0.795325,1,0
0.795333,1,0
0.795397,1,0
0.795405,1,0
0.795732,1,0
0.796054,1,0
0.796057,1,0
0.796446,1,0
0.796538,1,0
0.796554,1,0
0.796678,1,0
0.79686,1,0
0.796875,24,0
0.796914,1,0
0.79704,1,0
0.797354,1,0
0.797554,1,0
0.797766,1,0
0.798063,1,0
0.798119,1,0
0.798217,1,0
0.798368,1,0
0.798587,1,0
0.798931,1,0
0.799119,1,0
0.79942,1,0
0.799535,1,0
0.799608,1,0
0.799647,1,0
0.799808,1,0
0.799976,1,0
0.80005,1,0
0.800155,1,0
0.8003,1,0
0.800906,1,0
0.800917,1,0
0.800993,1,0
0.801096,1,0
0.801142,1,0
0.801245,1,0
0.801421,1,0
0.801674,1,0
0.801773,1,0
0.801794,1,0
0.802051,1,0
0.802076,1,0
0.802108,1,0
0.80257,1,0
0.802623,1,0
0.802772,1,0
0.803165,1,0
0.80377,1,0
0.803904,1,0
0.804169,1,0
0.804177,1,0
0.804374,1,0
0.804407,1,0
0.804526,1,0
0.804535,1,0
0.804727,1,0
0.804737,1,0
0.804886,1,0
0.804958,1,0
0.805258,1,0
0.805541,1,0
0.805627,1,0
0.805695,1,0
0.805736,1,0
0.805829,1,0
0.805968,1,0
0.80597,1,0
0.806012,1,0
0.806153,1,0
0.806214,1,0
0.806391,1,0
0.806719,1,0
0.806829,1,0
0.806853,1,0
0.80689,1,0
0.807119,1,0
0.807133,1,0
0.807365,1,0
0.807642,1,0
0.807901,1,0
0.807951,1,0
0.808138,1,0
0.808284,1,0
0.808668,1,0
0.808709,1,0
0.808779,1,0
0.808787,1,0
0.80895,1,0
0.80922,1,0
0.809272,1,0
0.809498,1,0
0.809741,1,0
0.809917,1,0
0.810189,1,0
0.810226,1,0
0.810338,1,0
0.810447,1,0
0.810648,1,0
0.810649,1,0
0.810698,1,0
0.811058,1,0
0.811116,1,0
0.811186,1,0
0.811456,1,0
0.811501,1,0
0.811515,1,0
0.811516,1,0
0.811567,1,0
0.811656,1,0
0.81167,1,0
0.811733,1,0
0.811757,1,0
0.812141,1,0
0.8125,25,0
0.812524,1,0
0.812534,1,0
0.812814,1,0
0.812836,1,0
0.813018,1,0
0.81315,1,0
0.813221,1,0
0.813255,1,0
0.813506,1,0
0.813618,1,0
0.813682,1,0
0.813791,1,0
0.813964,1,0
0.81415,1,0
0.814213,1,0
0.814277,1,0
0.814393,1,0
0.814486,1,0
0.814515,1,0
0.814566,1,0
0.81463,1,0
0.81483,1,0
0.814861,1,0
0.8149,1,0
0.81494,1,0
0.814977,1,0
0.814985,1,0
0.815014,1,0
0.815134,1,0
0.815181,1,0
0.815207,1,0
0.815232,1,0
0.815292,1,0
0.815356,1,0
0.815378,1,0
0.815521,1,0
0.815611,1,0
0.815792,1,0
0.815813,1,0
0.815883,1,0
0.816051,1,0
0.816185,1,0
0.816323,1,0
0.816329,1,0
0.816331,1,0
0.81637,1,0
0.816667,1,0
0.816699,1,0
0.816987,1,0
0.817067,1,0
0.817083,1,0
0.817091,1,0
0.817244,1,0
0.817272,1,0
0.81753,1,0
0.817796,1,0
0.817865,1,0
0.817959,1,0
0.818005,1,0
0.81838,1,0
0.818471,1,0
0.818502,1,0
0.81852,1,0
0.818523,1,0
0.818589,1,0
0.818677,1,0
0.818686,1,0
0.818715,1,0
0.818799,1,0
0.819086,1,0
0.819233,1,0
0.81964,1,0
0.819652,1,0
0.819659,1,0
0.819674,1,0
0.819682,1,0
0.819922,1,0
0.819976,1,0
0.820257,1,0
0.820603,1,0
0.820615,1,0
0.820673,1,0
0.820758,1,0
0.820788,1,0
0.820806,1,0
0.820923,1,0
0.820936,1,0
0.820952,1,0
0.821164,1,0
0.821202,1,0
0.82136,1,0
0.821694,1,0
0.821703,1,0
0.822197,1,0
0.822225,1,0
0.82226,1,0
0.822362,1,0
0.822462,1,0
0.822535,1,0
0.822806,1,0
0.822938,1,0
0.822998,1,0
0.82304,1,0
0.823066,1,0
0.823457,1,0
0.823458,1,0
0.823541,1,0
0.823609,1,0
0.823982,1,0
0.824438,1,0
0.825024,1,0
0.825222,1,0
0.825231,1,0
0.825428,1,0
0.825435,1,0
0.825538,1,0
0.825564,1,0
0.825592,1,0
0.825593,1,0
0.825821,1,0
0.825869,1,0
0.825889,1,0
0.826316,1,0
0.826372,1,0
0.826403,2,0
0.826525,1,0
0.826676,1,0
0.826725,1,0
0.826737,1,0
0.82748,1,0
0.827683,1,0
0.827715,1,0
0.827928,1,0
0.827985,1,0
0.828031,1,0
0.828125,36,0
0.82843,1,0
0.828474,1,0
0.828584,1,0
0.828697,1,0
0.82916,1,0
0.829217,1,0
0.829232,1,0
0.829339,1,0
0.82935,1,0
0.829532,1,0
0.82966,1,0
0.829792,1,0
0.829798,1,0
0.829931,1,0
0.829965,1,0
0.829986,1,0
0.830086,1,0
0.830253,1,0
0.830293,1,0
0.830431,1,0
0.830487,1,0
0.831209,1,0
0.831279,1,0
0.83129,1,0
0.831316,1,0
0.83158,1,0
0.831591,1,0
0.831724,1,0
0.831938,1,0
0.831941,1,0
0.832196,1,0
0.832228,1,0
0.83253,1,0
0.832618,1,0
0.83306,1,0
0.833109,1,0
0.833129,1,0
0.83326,1,0
0.833384,1,0
0.833554,1,0
0.833597,1,0
0.833611,1,0
0.833698,1,0
0.834109,1,0
0.834165,1,0
0.834226,1,0
0.834359,1,0
0.834378,1,0
0.834398,1,0
0.834468,1,0
0.834995,2,0
0.835019,1,0
0.835058,1,0
0.835236,1,0
0.835255,1,0
0.835722,1,0
0.836213,1,0
0.836235,1,0
0.836753,1,0
0.836792,1,0
0.83685,1,0
0.836874,1,0
0.836984,1,0
0.837101,1,0
0.837111,1,0
0.837222,1,0
0.837316,1,0
0.837496,1,0
0.837528,1,0
0.837819,1,0
0.837902,1,0
0.838448,1,0
0.838563,1,0
0.838822,1,0
0.839069,1,0
0.839158,1,0
0.839357,1,0
0.839394,1,0
0.839493,1,0
0.839563,1,0
0.839573,1,0
0.839632,1,0
0.839787,1,0
0.839855,1,0
0.839907,1,0
0.840055,1,0
0.840059,1,0
0.840129,1,0
0.840364,1,0
0.840827,1,0
0.841376,1,0
0.841471,1,0
0.841541,1,0
0.841578,1,0
0.841643,1,0
0.841936,1,0
0.84203,1,0
0.842103,1,0
0.842166,1,0
0.842704,1,0
0.842983,1,0
0.843129,1,0
0.843302,1,0
0.843329,1,0
0.843465,1,0
0.843593,1,0
0.84375,21,0
0.843831,1,0
0.843844,1,0
0.844009,1,0
0.844516,1,0
0.844522,1,0
0.844536,1,0
0.844709,1,0
0.844739,1,0
0.844875,1,0
0.845039,1,0
0.84505,1,0
0.845249,1,0
0.845327,1,0
0.846007,1,0
0.846257,1,0
0.846463,1,0
0.846496,1,0
0.846515,1,0
0.846812,1,0
0.846872,1,0
0.847001,1,0
0.847195,1,0
0.84738,1,0
0.847447,1,0
0.847522,1,0
0.847534,1,0
0.84758,1,0
0.847677,1,0
0.847864,1,0
0.848268,1,0
0.84827,1,0
0.848383,1,0
0.848561,2,0
0.848738,1,0
0.848863,1,0
0.849031,1,0
0.849715,1,0
0.849979,1,0
0.85009,1,0
0.850508,1,0
0.850601,1,0
0.850795,1,0
0.851292,1,0
0.851403,1,0
0.851597,1,0
0.851616,1,0
0.851628,1,0
0.851681,1,0
0.851818,1,0
0.852038,1,0
0.852066,1,0
0.852155,1,0
0.852225,1,0
0.853033,1,0
0.853408,1,0
0.853536,1,0
0.853822,1,0
0.854128,1,0
0.854136,1,0
0.854399,1,0
0.854437,1,0
0.854601,1,0
0.854627,1,0
0.854652,1,0
0.85469,1,0
0.854993,1,0
0.855227,1,0
0.85546,1,0
0.855849,1,0
0.855862,1,0
0.856051,1,0
0.856121,1,0
0.856249,1,0
0.856296,1,0
0.856337,1,0
0.856834,1,0
0.857121,1,0
0.857296,1,0
0.857345,1,0
0.857497,1,0
0.857612,1,0
0.857652,1,0
0.857743,1,0
0.857934,1,0
0.857997,1,0
0.858042,1,0
0.858295,1,0
0.858367,1,0
0.858375,1,0
0.858447,1,0
0.858751,1,0
0.858986,1,0
0.859003,1,0
0.859375,43,0
0.859494,1,0
0.860209,1,0
0.86026,1,0
0.860372,1,0
0.860476,1,0
0.860765,1,0
0.860793,1,0
0.860831,1,0
0.860971,1,0
0.861018,1,0
0.861059,1,0
0.861061,1,0
0.861535,1,0
0.861637,1,0
0.861645,1,0
0.861687,1,0
0.862126,1,0
0.8622,1,0
0.862208,1,0
0.862435,1,0
0.862465,1,0
0.862823,1,0
0.86283,1,0
0.862888,1,0
0.862894,1,0
0.863009,1,0
0.863316,1,0
0.863501,1,0
0.863739,1,0
0.863904,1,0
0.863922,1,0
0.863933,1,0
0.864075,1,0
0.864157,1,0
0.864167,1,0
0.864181,1,0
0.86451,1,0
0.864646,1,0
0.864679,1,0
0.864684,1,0
0.864825,1,0
0.864968,1,0
0.865011,1,0
0.865038,1,0
0.865137,1,0
0.865327,1,0
0.865429,1,0
0.865616,1,0
0.865782,1,0
0.865813,1,0
0.865957,1,0
0.866438,1,0
0.866626,1,0
0.866932,1,0
0.866935,1,0
0.866987,1,0
0.867011,1,0
0.867201,1,0
0.867284,1,0
0.86731,1,0
0.867353,1,0
0.867401,1,0
0.867451,1,0
0.867705,1,0
0.86792,1,0
0.868445,1,0
0.868497,1,0
0.868512,1,0
0.868524,1,0
0.8688,1,0
0.868916,1,0
0.869115,1,0
0.869605,1,0
0.86967,1,0
0.869745,1,0
0.870011,1,0
0.870062,1,0
0.870102,1,0
0.870276,1,0
0.870325,1,0
0.870333,1,0
0.870703,1,0
0.870778,1,0
0.870955,1,0
0.871126,1,0
0.871428,1,0
0.871563,1,0
0.871662,1,0
0.871703,1,0
0.871784,1,0
0.872015,1,0
0.872302,1,0
0.872348,1,0
0.87255,1,0
0.872704,1,0
0.87276,1,0
0.872838,1,0
0.873047,1,0
0.873169,1,0
0.873184,1,0
0.873242,1,0
0.873284,1,0
0.873795,1,0
0.874304,1,0
0.874489,1,0
0.874673,1,0
0.87469,1,0
0.874716,1,0
0.875,58,0
0.87514,1,0
0.875226,1,0
0.875266,1,0
0.875325,1,0
0.875354,1,0
0.875398,1,0
0.875554,1,0
0.875556,1,0
0.87598,1,0
0.876073,1,0
0.876105,1,0
0.876274,1,0
0.876287,1,0
0.876331,1,0
0.876337,1,0
0.876513,1,0
0.876589,1,0
0.876898,1,0
0.876989,1,0
0.877024,1,0
0.877089,1,0
0.87715,1,0
0.877192,1,0
0.87743,1,0
0.877481,1,0
0.877597,1,0
0.877609,1,0
0.877761,1,0
0.877874,1,0
0.877919,1,0
0.878484,1,0
0.878567,1,0
0.878572,1,0
0.878921,1,0
0.879063,1,0
0.87908,1,0
0.879084,1,0
0.87912,1,0
0.879366,1,0
0.879617,1,0
0.879753,1,0
0.879936,1,0
0.88015,1,0
0.880347,1,0
0.880505,1,0
0.880508,1,0
0.880856,1,0
0.880965,1,0
0.881051,1,0
0.8811,1,0
0.881108,1,0
0.881191,1,0
0.881328,1,0
0.881409,1,0
0.881762,1,0
0.881821,1,0
0.882156,1,0
0.88225,1,0
0.88229,1,0
0.882437,1,0
0.882484,1,0
0.882623,1,0
0.882662,1,0
0.882771,1,0
0.882869,1,0
0.883049,1,0
0.883434,1,0
0.883461,1,0
0.883502,1,0
0.883917,1,0
0.883965,1,0
0.884022,1,0
0.88412,1,0
