route,segment,scan_s,scan_ns,pid,event,slots,raw_ids,rep,d_m,y_m,v_mps,camera,oem,published,public_alias
route26d,14,0.0,943642631458,1000000,PID_BIRTH_OR_REENTRY,9,1,1,72.0,4.5625,-27.0,0,0,1,32
route26d,14,0.0,943642631458,1000001,PID_BIRTH_OR_REENTRY,13,2,2,22.75,-3.21875,-3.5,0,0,1,33
route26d,14,0.0,943642631458,1000002,PID_BIRTH_OR_REENTRY,15,3,3,53.25,-15.6875,-27.5,0,0,1,34
route26d,14,0.0,943642631458,1000003,PID_BIRTH_OR_REENTRY,16,4,4,40.75,1.53125,0.75,1,1,1,35
route26d,14,0.0,943642631458,1000004,PID_BIRTH_OR_REENTRY,19,5,5,36.0,3.40625,-27.0,0,0,1,36
route26d,14,0.0,943642631458,1000005,PID_BIRTH_OR_REENTRY,23,6,6,126.75,-10.96875,-27.25,0,0,1,37
route26d,14,0.099944,943742575111,1000005,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,0.199692,943842323267,1000006,PID_BIRTH_OR_REENTRY,24,7,7,125.25,-11.78125,-27.75,0,0,1,38
route26d,14,0.300173,943942804406,1000006,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,0.699929,944342560555,1000007,PID_BIRTH_OR_REENTRY,26,8,8,45.5,5.9375,0.75,0,0,1,39
route26d,14,0.900806,944543437556,1000008,PID_BIRTH_OR_REENTRY,27,9,9,156.0,-12.375,-27.75,0,0,1,40
route26d,14,0.900806,944543437556,1000009,PID_BIRTH_OR_REENTRY,28,10,10,51.5,3.75,-27.5,0,0,1,41
route26d,14,0.900806,944543437556,1000010,PID_BIRTH_OR_REENTRY,29,11,11,91.0,6.71875,-27.25,0,0,1,42
route26d,14,0.900806,944543437556,1000007,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,1.000911,944643542110,1000007,COAST_RECOVERY_OR_QUALIFICATION_RESUME,30,8,8,44.75,5.21875,0.5,0,0,1,39
route26d,14,1.000911,944643542110,1000011,PID_BIRTH_OR_REENTRY,31,12,12,43.5,-2.90625,0.25,0,0,1,43
route26d,14,1.000911,944643542110,1000002,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,1.100364,944742995126,1000007,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,1.100364,944742995126,1000011,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,1.200294,944842925883,1000007,COAST_RECOVERY_OR_QUALIFICATION_RESUME,0,8,8,45.5,4.8125,0.75,0,0,1,39
route26d,14,1.200294,944842925883,1000004,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,1.399839,945042470474,1000012,PID_BIRTH_OR_REENTRY,1,13,13,43.75,-1.0,0.5,0,0,1,44
route26d,14,1.499568,945142199765,1000012,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,1.600107,945242738615,1000013,PID_BIRTH_OR_REENTRY,2,14,14,152.0,-6.4375,-27.75,0,0,1,45
route26d,14,1.699831,945342462079,1000013,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,1.800064,945442695556,1000007,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,2.099991,945742622593,1000014,PID_BIRTH_OR_REENTRY,3,15,15,46.75,4.75,0.5,0,0,1,46
route26d,14,2.200325,945842956312,1000014,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,2.401126,946043757270,1000015,PID_BIRTH_OR_REENTRY,4,16,16,155.5,-7.9375,-28.0,0,0,1,47
route26d,14,2.501095,946143726646,1000000,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,2.600615,946243246135,1000016,PID_BIRTH_OR_REENTRY,6,17,17,106.75,8.8125,-57.75,0,0,1,48
route26d,14,2.600615,946243246135,1000009,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,2.699949,946342580539,1000016,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,2.799882,946442513647,1000016,COAST_RECOVERY_OR_QUALIFICATION_RESUME,7,17,17,97.5,8.65625,-57.75,0,0,1,48
route26d,14,2.900062,946542693762,1000017,PID_BIRTH_OR_REENTRY,8,18,18,45.75,5.875,0.5,0,0,1,49
route26d,14,3.200108,946842739586,1000018,PID_BIRTH_OR_REENTRY,9,19,19,43.25,-1.5625,0.25,0,0,1,50
route26d,14,3.400507,947043138103,1000018,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,3.499625,947142256118,1000018,COAST_RECOVERY_OR_QUALIFICATION_RESUME,10,19,19,43.25,-1.1875,0.0,0,0,1,50
route26d,14,3.600288,947242919309,1000018,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,3.700049,947342680445,1000017,SLOT_CHANGE,14,18,18,45.75,5.15625,0.75,0,0,1,49
route26d,14,3.700049,947342680445,1000019,PID_BIRTH_OR_REENTRY,11,20,20,133.75,-9.21875,-28.25,0,0,1,51
route26d,14,3.700049,947342680445,1000020,PID_BIRTH_OR_REENTRY,12,21,21,53.25,4.4375,-28.25,0,0,1,52
route26d,14,3.700049,947342680445,1000021,PID_BIRTH_OR_REENTRY,15,22,22,133.75,14.53125,-28.0,0,0,1,53
route26d,14,3.799455,947442086016,1000016,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,3.799455,947442086016,1000020,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,4.001751,947644382255,1000022,PID_BIRTH_OR_REENTRY,17,23,23,124.75,-18.4375,-28.5,0,0,1,54
route26d,14,4.001751,947644382255,1000010,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,4.001751,947644382255,1000019,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,4.001751,947644382255,1000021,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,4.100804,947743434997,1000019,COAST_RECOVERY_OR_QUALIFICATION_RESUME,20,20,20,122.5,-10.40625,-28.25,0,0,1,51
route26d,14,4.100804,947743434997,1000023,PID_BIRTH_OR_REENTRY,18,24,24,82.5,5.25,-28.25,0,0,1,55
route26d,14,4.100804,947743434997,1000024,PID_BIRTH_OR_REENTRY,19,25,25,42.25,3.53125,-28.25,0,0,1,56
route26d,14,4.100804,947743434997,1000022,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,4.200498,947843129074,1000025,PID_BIRTH_OR_REENTRY,21,26,26,120.25,18.03125,-28.0,0,0,1,57
route26d,14,4.200498,947843129074,1000017,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,4.300076,947942707573,1000017,COAST_RECOVERY_OR_QUALIFICATION_RESUME,22,18,18,47.0,5.25,0.5,0,0,1,49
route26d,14,4.399895,948042526076,1000025,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,4.500036,948142667168,1000025,COAST_RECOVERY_OR_QUALIFICATION_RESUME,23,26,26,111.0,17.40625,-28.25,0,0,1,57
route26d,14,4.500036,948142667168,1000001,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,4.500036,948142667168,1000023,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,4.599634,948242265130,1000017,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,4.700103,948342734743,1000026,PID_BIRTH_OR_REENTRY,24,27,27,153.5,-3.28125,-28.5,0,0,1,58
route26d,14,4.700103,948342734743,1000027,PID_BIRTH_OR_REENTRY,25,28,28,7.5,-3.9375,-4.5,0,0,1,59
route26d,14,4.799878,948442509897,1000026,SLOT_CHANGE,27,27,27,149.0,-7.3125,-28.5,0,0,1,58
route26d,14,4.799878,948442509897,1000008,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,4.899802,948542433050,1000028,PID_BIRTH_OR_REENTRY,28,29,29,146.75,-4.28125,-28.5,0,0,1,60
route26d,14,4.899802,948542433050,1000029,PID_BIRTH_OR_REENTRY,29,30,30,152.25,-6.21875,-28.75,0,0,1,61
route26d,14,4.899802,948542433050,1000030,PID_BIRTH_OR_REENTRY,30,31,31,46.75,5.0,0.5,0,0,1,62
route26d,14,4.999687,948642318683,1000028,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,4.999687,948642318683,1000029,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,5.100257,948742888716,1000028,COAST_RECOVERY_OR_QUALIFICATION_RESUME,31,29,29,143.25,-4.875,-28.5,0,0,1,60
route26d,14,5.100257,948742888716,1000029,COAST_RECOVERY_OR_QUALIFICATION_RESUME,0,30,30,148.25,-6.6875,-28.75,0,0,1,61
route26d,14,5.199906,948842537000,1000031,PID_BIRTH_OR_REENTRY,1,32,32,50.75,4.09375,-28.5,0,0,1,63
route26d,14,5.199906,948842537000,1000027,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,5.199906,948842537000,1000028,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,5.299934,948942565704,1000025,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,5.399412,949042043866,1000029,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,5.49189,949134521676,1000024,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,5.601507,949244138577,1000032,PID_BIRTH_OR_REENTRY,2,33,33,96.25,-10.71875,-29.0,0,0,1,64
route26d,14,5.701544,949344175815,1000033,PID_BIRTH_OR_REENTRY,3,34,34,130.5,-7.15625,-28.75,0,0,1,65
route26d,14,5.899724,949542355895,1000033,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,5.999795,949642426804,1000033,COAST_RECOVERY_OR_QUALIFICATION_RESUME,5,34,34,121.75,-8.03125,-28.75,0,0,1,65
route26d,14,6.099656,949742287701,1000033,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,6.199625,949842256938,1000033,COAST_RECOVERY_OR_QUALIFICATION_RESUME,6,34,34,117.25,-8.3125,-29.0,0,0,1,65
route26d,14,6.199625,949842256938,1000034,PID_BIRTH_OR_REENTRY,7,35,35,123.5,2.625,-6.5,0,0,1,66
route26d,14,6.299846,949942477647,1000035,PID_BIRTH_OR_REENTRY,8,36,36,86.25,-10.6875,-29.0,0,0,1,67
route26d,14,6.399868,950042499187,1000036,PID_BIRTH_OR_REENTRY,9,37,37,153.5,-5.34375,-28.75,0,0,1,68
route26d,14,6.399868,950042499187,1000037,PID_BIRTH_OR_REENTRY,10,38,38,57.5,4.15625,-28.75,0,0,1,69
route26d,14,6.399868,950042499187,1000038,PID_BIRTH_OR_REENTRY,11,39,39,110.25,16.28125,-28.5,0,0,1,70
route26d,14,6.399868,950042499187,1000015,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,6.399868,950042499187,1000032,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,6.600336,950242967823,1000039,PID_BIRTH_OR_REENTRY,12,40,40,85.25,5.375,-28.75,0,0,1,71
route26d,14,6.600336,950242967823,1000034,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,6.700141,950342772499,1000034,COAST_RECOVERY_OR_QUALIFICATION_RESUME,14,35,35,120.5,1.375,-7.0,0,0,1,66
route26d,14,6.700141,950342772499,1000040,PID_BIRTH_OR_REENTRY,13,41,41,89.0,0.46875,5.25,0,0,1,72
route26d,14,6.790481,950433112835,1000040,SLOT_CHANGE,15,41,41,89.75,0.5,5.25,0,0,1,72
route26d,14,6.790481,950433112835,1000034,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,6.790481,950433112835,1000038,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,6.889993,950532624040,1000031,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,6.889993,950532624040,1000039,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,7.191601,950834232594,1000041,PID_BIRTH_OR_REENTRY,17,42,42,69.0,4.65625,-28.75,0,0,1,73
route26d,14,7.49031,951132941395,1000042,PID_BIRTH_OR_REENTRY,18,43,43,115.5,0.125,-6.75,0,0,1,74
route26d,14,7.600197,951242827985,1000019,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,7.600197,951242827985,1000040,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,7.689822,951332453740,1000043,PID_BIRTH_OR_REENTRY,19,44,44,156.5,2.8125,-6.25,0,0,1,75
route26d,14,7.689822,951332453740,1000044,PID_BIRTH_OR_REENTRY,20,45,45,136.25,-9.65625,-29.25,0,0,1,76
route26d,14,7.889881,951532512610,1000045,PID_BIRTH_OR_REENTRY,21,46,46,83.5,5.1875,-28.75,0,0,1,77
route26d,14,7.889881,951532512610,1000044,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,7.989905,951632536684,1000044,COAST_RECOVERY_OR_QUALIFICATION_RESUME,22,45,45,129.5,-10.125,-29.0,0,0,1,76
route26d,14,7.989905,951632536684,1000046,PID_BIRTH_OR_REENTRY,23,47,47,129.75,-3.5625,-29.0,0,0,1,78
route26d,14,8.089959,951732590649,1000047,PID_BIRTH_OR_REENTRY,24,48,48,153.75,10.1875,-6.0,0,0,1,79
route26d,14,8.089959,951732590649,1000046,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,8.190408,951833039337,1000044,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,8.290082,951932713570,1000037,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,8.389657,952032288811,1000048,PID_BIRTH_OR_REENTRY,25,49,49,108.75,8.28125,-6.75,0,0,1,80
route26d,14,8.490035,952132666612,1000049,PID_BIRTH_OR_REENTRY,26,50,50,145.5,-8.59375,-28.75,0,0,1,81
route26d,14,8.490035,952132666612,1000035,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,8.490035,952132666612,1000048,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,8.59047,952233101820,1000049,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,8.690412,952333043833,1000050,PID_BIRTH_OR_REENTRY,28,51,51,155.75,-7.125,-29.25,0,0,1,82
route26d,14,8.690412,952333043833,1000047,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,8.790153,952432784374,1000051,PID_BIRTH_OR_REENTRY,29,52,52,149.5,14.9375,-6.25,0,0,1,83
route26d,14,8.790153,952432784374,1000052,PID_BIRTH_OR_REENTRY,31,53,53,48.25,3.78125,-29.0,0,0,1,84
route26d,14,8.890023,952532654043,1000053,PID_BIRTH_OR_REENTRY,0,54,54,133.75,-9.15625,-29.0,0,0,1,85
route26d,14,8.98992,952632551140,1000051,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,9.090138,952732769363,1000030,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,9.090138,952732769363,1000052,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,9.190053,952832684270,1000054,PID_BIRTH_OR_REENTRY,1,55,55,146.75,14.3125,-6.25,0,0,1,86
route26d,14,9.190053,952832684270,1000055,PID_BIRTH_OR_REENTRY,2,56,56,147.5,4.0625,-6.25,0,0,1,87
route26d,14,9.190053,952832684270,1000026,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,9.289455,952932086656,1000056,PID_BIRTH_OR_REENTRY,3,57,57,90.75,3.78125,-29.0,0,0,1,88
route26d,14,9.289455,952932086656,1000054,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,9.389978,953032609384,1000057,PID_BIRTH_OR_REENTRY,4,58,58,30.5,3.09375,-29.0,0,0,1,89
route26d,14,9.389978,953032609384,1000041,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,9.389978,953032609384,1000055,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,9.389978,953032609384,1000056,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,9.490333,953132963995,1000058,PID_BIRTH_OR_REENTRY,5,59,59,145.75,13.875,-6.25,0,0,1,90
route26d,14,9.591646,953234277545,1000033,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,9.789808,953432439572,1000059,PID_BIRTH_OR_REENTRY,6,60,60,49.25,5.25,0.0,0,0,1,91
route26d,14,9.789808,953432439572,1000060,PID_BIRTH_OR_REENTRY,7,61,61,156.0,-10.0,-29.25,0,0,1,92
route26d,14,9.889576,953532207026,1000061,PID_BIRTH_OR_REENTRY,8,62,62,102.5,-11.09375,-29.25,0,0,1,93
route26d,14,9.889576,953532207026,1000062,PID_BIRTH_OR_REENTRY,10,63,63,152.0,-19.59375,-7.0,0,0,1,94
route26d,14,9.889576,953532207026,1000058,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,9.889576,953532207026,1000059,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,10.090284,953732915481,1000053,MEMBER_CHANGE|SLOT_CHANGE,0|8,54|62,54,99.25,-11.34375,-29.25,0,0,1,85
route26d,14,10.190696,953833327118,1000062,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,10.290836,953933467887,1000063,PID_BIRTH_OR_REENTRY,12,64,64,46.25,5.09375,0.25,0,0,1,95
route26d,14,10.290836,953933467887,1000057,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,10.390349,954032980206,1000064,PID_BIRTH_OR_REENTRY,13,65,65,37.25,3.15625,-29.25,0,0,1,37
route26d,14,10.390349,954032980206,1000065,PID_BIRTH_OR_REENTRY,14,66,66,58.5,3.71875,-29.25,0,0,1,38
route26d,14,10.590275,954232906920,1000064,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,10.690349,954332980597,1000064,COAST_RECOVERY_OR_QUALIFICATION_RESUME,15,65,65,30.0,3.0625,-29.25,0,0,1,37
route26d,14,10.690349,954332980597,1000066,PID_BIRTH_OR_REENTRY,17,67,67,147.5,4.1875,-29.25,0,0,1,34
route26d,14,10.690349,954332980597,1000067,PID_BIRTH_OR_REENTRY,20,68,68,137.75,10.15625,-6.5,0,0,1,43
route26d,14,10.690349,954332980597,1000045,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,10.890344,954532975237,1000067,SLOT_CHANGE,21,68,68,136.0,9.6875,-6.5,0,0,1,43
route26d,14,10.890344,954532975237,1000063,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,10.9899,954632530965,1000063,COAST_RECOVERY_OR_QUALIFICATION_RESUME,23,64,64,48.0,5.5625,-0.25,0,0,1,95
route26d,14,10.9899,954632530965,1000068,PID_BIRTH_OR_REENTRY,22,69,69,68.0,3.125,-29.25,0,0,1,36
route26d,14,10.9899,954632530965,1000036,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,10.9899,954632530965,1000067,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,11.089851,954732482517,1000067,COAST_RECOVERY_OR_QUALIFICATION_RESUME,25,68,68,135.0,9.8125,-6.5,0,0,1,43
route26d,14,11.089851,954732482517,1000069,PID_BIRTH_OR_REENTRY,24,70,70,44.75,2.59375,-0.25,0,0,1,44
route26d,14,11.190568,954833199281,1000070,PID_BIRTH_OR_REENTRY,26,71,71,83.5,3.1875,-29.25,0,0,1,39
route26d,14,11.190568,954833199281,1000067,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,11.190568,954833199281,1000069,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,11.289926,954932557088,1000069,COAST_RECOVERY_OR_QUALIFICATION_RESUME,27,70,70,44.75,2.25,0.0,0,0,1,44
route26d,14,11.289926,954932557088,1000064,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,11.38993,955032561476,1000063,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,11.489721,955132352663,1000063,COAST_RECOVERY_OR_QUALIFICATION_RESUME,29,64,64,48.5,5.65625,-0.25,0,0,1,95
route26d,14,11.489721,955132352663,1000068,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,11.489721,955132352663,1000069,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,11.489721,955132352663,1000070,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,11.589773,955232404314,1000070,COAST_RECOVERY_OR_QUALIFICATION_RESUME,30,71,71,71.0,3.625,-29.25,0,0,1,39
route26d,14,11.589773,955232404314,1000063,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,11.690234,955332865037,1000063,COAST_RECOVERY_OR_QUALIFICATION_RESUME,2,64,64,48.75,5.625,-0.25,0,0,1,95
route26d,14,11.690234,955332865037,1000071,PID_BIRTH_OR_REENTRY,1,72,72,131.0,11.625,-6.5,0,0,1,45
route26d,14,11.690234,955332865037,1000072,PID_BIRTH_OR_REENTRY,31,73,73,48.0,3.59375,-29.25,0,0,1,46
route26d,14,11.790336,955432967335,1000073,PID_BIRTH_OR_REENTRY,3,74,74,115.0,-11.6875,-29.5,0,0,1,32
route26d,14,11.990575,955633206335,1000063,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,11.990575,955633206335,1000073,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,12.089886,955732517272,1000063,COAST_RECOVERY_OR_QUALIFICATION_RESUME,6,64,64,47.75,5.71875,-0.25,0,0,1,95
route26d,14,12.089886,955732517272,1000074,PID_BIRTH_OR_REENTRY,4,75,75,83.0,-12.5,-29.25,0,0,1,41
route26d,14,12.089886,955732517272,1000075,PID_BIRTH_OR_REENTRY,5,76,76,135.25,10.71875,-6.5,0,0,1,50
route26d,14,12.089886,955732517272,1000050,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,12.18982,955832451101,1000074,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,12.18982,955832451101,1000075,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,12.290066,955932697454,1000063,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,12.290066,955932697454,1000065,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,12.390455,956033086483,1000053,MEMBER_CHANGE|SLOT_CHANGE,0,54,54,31.5,-12.4375,-29.25,0,0,1,85
route26d,14,12.390455,956033086483,1000063,COAST_RECOVERY_OR_QUALIFICATION_RESUME,10,64,64,46.75,6.03125,-0.25,0,0,1,95
route26d,14,12.390455,956033086483,1000076,PID_BIRTH_OR_REENTRY,8,62,62,28.25,-12.53125,-30.0,0,0,1,48
route26d,14,12.390455,956033086483,1000077,PID_BIRTH_OR_REENTRY,9,77,77,125.5,-20.28125,-6.75,0,0,1,52
route26d,14,12.390455,956033086483,1000078,PID_BIRTH_OR_REENTRY,11,78,78,130.75,-12.84375,-29.25,0,0,1,42
route26d,14,12.390455,956033086483,1000071,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,12.490015,956132646937,1000063,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,12.590099,956232730209,1000076,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,12.590099,956232730209,1000077,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,12.590099,956232730209,1000078,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,12.6895,956332131746,1000063,COAST_RECOVERY_OR_QUALIFICATION_RESUME,13,64,64,47.75,5.3125,0.25,0,0,1,95
route26d,14,12.6895,956332131746,1000053,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,12.789855,956432486577,1000063,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,12.890045,956532675984,1000063,COAST_RECOVERY_OR_QUALIFICATION_RESUME,14,64,64,47.25,5.4375,-0.25,0,0,1,95
route26d,14,12.990675,956633306591,1000079,PID_BIRTH_OR_REENTRY,15,79,79,58.0,3.25,-29.25,0,0,1,53
route26d,14,12.990675,956633306591,1000063,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,13.190022,956832652977,1000080,PID_BIRTH_OR_REENTRY,20,80,80,120.5,-16.0625,-6.5,0,0,1,54
route26d,14,13.190022,956832652977,1000081,PID_BIRTH_OR_REENTRY,21,81,81,156.25,-12.5625,-29.25,0,0,1,33
route26d,14,13.190022,956832652977,1000082,PID_BIRTH_OR_REENTRY,22,82,82,155.5,-13.21875,-29.75,0,0,1,55
route26d,14,13.190022,956832652977,1000072,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,13.291443,956934074835,1000082,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,13.391969,957034600062,1000083,PID_BIRTH_OR_REENTRY,23,83,83,93.5,3.6875,-29.25,0,0,1,49
route26d,14,13.391969,957034600062,1000080,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,13.489748,957132378971,1000084,PID_BIRTH_OR_REENTRY,24,84,84,113.5,4.9375,-29.25,0,0,1,40
route26d,14,13.590482,957233113925,1000085,PID_BIRTH_OR_REENTRY,25,85,85,127.5,-2.4375,-6.5,0,0,1,59
route26d,14,13.590482,957233113925,1000086,PID_BIRTH_OR_REENTRY,26,86,86,111.0,-14.28125,-29.5,0,0,1,60
route26d,14,13.689553,957332184034,1000085,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,13.790328,957432959485,1000087,PID_BIRTH_OR_REENTRY,28,87,87,103.75,1.28125,-29.25,0,0,1,57
route26d,14,13.889569,957532200227,1000085,COAST_RECOVERY_OR_QUALIFICATION_RESUME,29,85,85,125.25,-2.5,-6.5,0,0,1,59
route26d,14,13.889569,957532200227,1000088,PID_BIRTH_OR_REENTRY,30,88,88,70.5,-21.8125,-6.75,0,0,1,61
route26d,14,13.889569,957532200227,1000070,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,13.989803,957632434057,1000085,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,14.089487,957732118326,1000085,COAST_RECOVERY_OR_QUALIFICATION_RESUME,31,85,85,124.0,-3.34375,-6.5,0,0,1,59
route26d,14,14.089487,957732118326,1000083,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,14.089487,957732118326,1000086,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,14.089487,957732118326,1000088,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route26d,14,14.190462,957833093704,1000086,COAST_RECOVERY_OR_QUALIFICATION_RESUME,0,86,86,93.25,-13.8125,-29.5,0,0,1,60
