route,segment,scan_s,scan_ns,pid,event,slots,raw_ids,rep,d_m,y_m,v_mps,camera,oem,published,public_alias
route28f,32,26.259506,6548239005268,1000213,PID_BIRTH_OR_REENTRY,10,200,200,49.25,3.375,-30.75,0,0,1,35
route28f,32,26.360162,6548339661797,1000214,PID_BIRTH_OR_REENTRY,11,201,201,85.75,3.03125,-31.0,0,0,1,66
route28f,32,26.360162,6548339661797,1000195,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,26.460038,6548439537424,1000173,REPRESENTATIVE_SWITCH,8|27,164|186,164,44.5,3.4375,-30.75,0,0,1,89
route28f,32,26.460038,6548439537424,1000195,COAST_RECOVERY_OR_QUALIFICATION_RESUME,9,192,192,58.0,3.625,-30.75,0,0,1,40
route28f,32,26.460038,6548439537424,1000200,SLOT_CHANGE|REPRESENTATIVE_SWITCH,11|22,190|198,190,80.0,3.25,-31.0,0,0,1,50
route28f,32,26.460038,6548439537424,1000205,SLOT_CHANGE,5,194,194,78.25,3.6875,-31.0,0,0,1,57
route28f,32,26.460038,6548439537424,1000214,SLOT_CHANGE,12,201,201,83.5,3.28125,-30.75,0,0,1,66
route28f,32,26.460038,6548439537424,1000215,PID_BIRTH_OR_REENTRY,2,202,202,73.75,3.28125,-30.75,0,0,1,37
route28f,32,26.460038,6548439537424,1000212,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,26.559845,6548539344846,1000200,REPRESENTATIVE_SWITCH,11|22,190|198,198,76.75,3.46875,-30.75,0,0,1,50
route28f,32,26.559845,6548539344846,1000216,PID_BIRTH_OR_REENTRY,15,203,203,114.0,4.0,-30.75,0,0,1,65
route28f,32,26.659538,6548639037144,1000200,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,5|11|22,190|194|198,190,74.0,3.46875,-30.75,0,0,1,50
route28f,32,26.659538,6548639037144,1000217,PID_BIRTH_OR_REENTRY,17,204,204,87.75,2.375,-30.75,0,0,1,42
route28f,32,26.659538,6548639037144,1000216,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,26.759963,6548739462964,1000200,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,5|22,194|198,198,70.75,3.34375,-30.75,0,0,1,50
route28f,32,26.759963,6548739462964,1000216,COAST_RECOVERY_OR_QUALIFICATION_RESUME,19,203,203,108.75,3.9375,-30.75,0,0,1,65
route28f,32,26.759963,6548739462964,1000218,PID_BIRTH_OR_REENTRY,11,190,190,72.75,3.5,-30.75,0,0,1,71
route28f,32,26.759963,6548739462964,1000219,PID_BIRTH_OR_REENTRY,20,205,205,59.25,3.25,-30.75,0,0,1,52
route28f,32,26.759963,6548739462964,1000220,PID_BIRTH_OR_REENTRY,21,206,206,90.25,2.53125,-30.75,0,0,1,85
route28f,32,26.759963,6548739462964,1000195,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,26.859209,6548838708220,1000210,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,26.859209,6548838708220,1000216,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,26.859209,6548838708220,1000219,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,26.859209,6548838708220,1000220,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,26.959266,6548938765506,1000213,MEMBER_CHANGE|SLOT_CHANGE,8|10,186|200,200,25.75,3.4375,-31.0,0,0,1,35
route28f,32,26.959266,6548938765506,1000214,MEMBER_CHANGE|SLOT_CHANGE,11|12,190|201,201,68.5,3.625,-30.75,0,0,1,66
route28f,32,26.959266,6548938765506,1000216,COAST_RECOVERY_OR_QUALIFICATION_RESUME,23,203,203,103.0,3.8125,-30.75,0,0,1,65
route28f,32,26.959266,6548938765506,1000219,COAST_RECOVERY_OR_QUALIFICATION_RESUME,24,205,205,53.5,3.15625,-30.75,0,0,1,52
route28f,32,26.959266,6548938765506,1000221,PID_BIRTH_OR_REENTRY,25,207,207,70.0,-9.15625,-30.75,0,0,1,86
route28f,32,26.959266,6548938765506,1000222,PID_BIRTH_OR_REENTRY,26,208,208,121.25,3.40625,-30.75,0,0,1,94
route28f,32,26.959266,6548938765506,1000223,PID_BIRTH_OR_REENTRY,27,209,209,129.25,4.28125,-30.75,0,0,1,54
route28f,32,26.959266,6548938765506,1000224,PID_BIRTH_OR_REENTRY,28,210,210,81.75,-9.03125,-31.0,0,0,1,77
route28f,32,26.959266,6548938765506,1000173,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,26.959266,6548938765506,1000182,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.059654,6549039153820,1000216,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.059654,6549039153820,1000221,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.059654,6549039153820,1000222,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.059654,6549039153820,1000223,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.059654,6549039153820,1000224,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.159547,6549139046060,1000200,REPRESENTATIVE_SWITCH,5|22,194|198,194,58.0,3.75,-31.0,0,0,1,50
route28f,32,27.159547,6549139046060,1000216,COAST_RECOVERY_OR_QUALIFICATION_RESUME,31,203,203,97.0,3.84375,-30.75,0,0,1,65
route28f,32,27.159547,6549139046060,1000222,COAST_RECOVERY_OR_QUALIFICATION_RESUME,3,208,208,115.5,3.25,-30.75,0,0,1,94
route28f,32,27.159547,6549139046060,1000223,COAST_RECOVERY_OR_QUALIFICATION_RESUME,4,209,209,123.5,4.0,-30.75,0,0,1,54
route28f,32,27.159547,6549139046060,1000225,PID_BIRTH_OR_REENTRY,6,211,211,103.25,-9.90625,-30.75,0,0,1,55
route28f,32,27.159547,6549139046060,1000226,PID_BIRTH_OR_REENTRY,7,212,212,51.5,3.40625,-30.75,0,0,1,72
route28f,32,27.159547,6549139046060,1000227,PID_BIRTH_OR_REENTRY,9,213,213,75.25,3.59375,-30.75,0,0,1,61
route28f,32,27.159547,6549139046060,1000228,PID_BIRTH_OR_REENTRY,29,214,214,131.5,3.15625,-30.75,0,0,1,83
route28f,32,27.159547,6549139046060,1000229,PID_BIRTH_OR_REENTRY,30,215,215,30.0,3.5,-31.0,0,0,1,73
route28f,32,27.259581,6549239080550,1000219,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.259581,6549239080550,1000225,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.259581,6549239080550,1000226,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.259581,6549239080550,1000227,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.259581,6549239080550,1000228,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.259581,6549239080550,1000229,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.359946,6549339445026,1000219,COAST_RECOVERY_OR_QUALIFICATION_RESUME,14,205,205,41.5,3.09375,-30.75,0,0,1,52
route28f,32,27.359946,6549339445026,1000225,COAST_RECOVERY_OR_QUALIFICATION_RESUME,20,211,211,97.0,-9.75,-30.75,0,0,1,55
route28f,32,27.359946,6549339445026,1000227,COAST_RECOVERY_OR_QUALIFICATION_RESUME,21,213,213,69.0,3.46875,-30.75,0,0,1,61
route28f,32,27.359946,6549339445026,1000228,COAST_RECOVERY_OR_QUALIFICATION_RESUME,13,214,214,125.25,3.15625,-30.75,0,0,1,83
route28f,32,27.359946,6549339445026,1000230,PID_BIRTH_OR_REENTRY,15,216,216,73.25,3.09375,-30.75,0,0,1,33
route28f,32,27.359946,6549339445026,1000231,PID_BIRTH_OR_REENTRY,19,217,217,143.5,3.25,-30.75,0,0,1,45
route28f,32,27.460877,6549440376652,1000200,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,22,198,198,49.5,3.40625,-30.75,0,0,1,50
route28f,32,27.460877,6549440376652,1000232,PID_BIRTH_OR_REENTRY,23,218,218,111.25,31.96875,-31.75,0,0,1,53
route28f,32,27.460877,6549440376652,1000230,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.561138,6549540637089,1000214,REPRESENTATIVE_SWITCH,11|12,190|201,190,49.25,3.46875,-30.75,0,0,1,66
route28f,32,27.561138,6549540637089,1000217,MEMBER_CHANGE|SLOT_CHANGE,17|21,204|213,204,61.25,3.0,-30.75,0,0,1,42
route28f,32,27.561138,6549540637089,1000230,COAST_RECOVERY_OR_QUALIFICATION_RESUME,24,216,216,67.25,3.21875,-30.75,0,0,1,33
route28f,32,27.661177,6549640676205,1000213,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,8,186,186,7.25,3.6875,-30.5,0,0,1,35
route28f,32,27.661177,6549640676205,1000233,PID_BIRTH_OR_REENTRY,25,219,219,35.75,3.3125,-30.75,0,0,1,74
route28f,32,27.661177,6549640676205,1000225,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.661177,6549640676205,1000232,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.759685,6549739184738,1000214,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,11,201,201,44.75,3.40625,-30.75,0,0,1,66
route28f,32,27.759685,6549739184738,1000225,COAST_RECOVERY_OR_QUALIFICATION_RESUME,28,211,211,85.0,-9.8125,-30.75,0,0,1,55
route28f,32,27.759685,6549739184738,1000234,PID_BIRTH_OR_REENTRY,26,220,220,109.25,4.84375,-30.75,0,0,1,93
route28f,32,27.759685,6549739184738,1000235,PID_BIRTH_OR_REENTRY,27,221,221,125.25,2.84375,-30.75,0,0,1,47
route28f,32,27.759685,6549739184738,1000208,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.759685,6549739184738,1000213,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.759685,6549739184738,1000230,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.859247,6549838746783,1000215,MEMBER_CHANGE|SLOT_CHANGE,2|25,202|219,202,32.0,3.21875,-30.75,0,0,1,37
route28f,32,27.859247,6549838746783,1000179,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.859247,6549838746783,1000225,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.859247,6549838746783,1000234,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.859247,6549838746783,1000235,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,27.959517,6549939016870,1000234,COAST_RECOVERY_OR_QUALIFICATION_RESUME,29,220,220,103.5,4.875,-30.75,0,0,1,93
route28f,32,27.959517,6549939016870,1000235,COAST_RECOVERY_OR_QUALIFICATION_RESUME,30,221,221,119.5,3.3125,-30.75,0,0,1,47
route28f,32,27.959517,6549939016870,1000236,PID_BIRTH_OR_REENTRY,0,222,222,49.25,3.4375,-30.75,0,0,1,39
route28f,32,28.059965,6550039464725,1000234,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,28.159942,6550139441246,1000217,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,0|17|21,204|213|222,222,43.75,3.375,-30.75,0,0,1,42
route28f,32,28.159942,6550139441246,1000234,COAST_RECOVERY_OR_QUALIFICATION_RESUME,5,220,220,97.75,4.59375,-30.75,0,0,1,93
route28f,32,28.159942,6550139441246,1000211,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,28.259712,6550239211781,1000217,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,17|21,204|213,204,41.0,3.40625,-30.75,0,0,1,42
route28f,32,28.259712,6550239211781,1000234,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,28.360173,6550339672989,1000215,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,2,219,219,15.25,3.53125,-30.75,0,0,1,37
route28f,32,28.360173,6550339672989,1000217,MEMBER_CHANGE|SLOT_CHANGE,17,204,204,35.5,3.34375,-30.75,0,0,1,42
route28f,32,28.360173,6550339672989,1000219,SLOT_CHANGE,25,205,205,13.25,3.28125,-30.75,0,0,1,52
route28f,32,28.360173,6550339672989,1000237,PID_BIRTH_OR_REENTRY,7,213,213,41.0,3.3125,-31.0,0,0,1,62
route28f,32,28.360173,6550339672989,1000238,PID_BIRTH_OR_REENTRY,21,222,222,36.25,3.375,-30.75,0,0,1,87
route28f,32,28.360173,6550339672989,1000201,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,28.45965,6550439149593,1000239,PID_BIRTH_OR_REENTRY,8,223,223,104.5,2.6875,-30.75,0,0,1,84
route28f,32,28.45965,6550439149593,1000240,PID_BIRTH_OR_REENTRY,9,224,224,107.0,2.90625,-30.75,0,0,1,49
route28f,32,28.45965,6550439149593,1000241,PID_BIRTH_OR_REENTRY,10,225,225,72.5,3.59375,-30.75,0,0,1,70
route28f,32,28.45965,6550439149593,1000242,PID_BIRTH_OR_REENTRY,12,226,226,79.0,3.28125,-30.75,0,0,1,95
route28f,32,28.559405,6550538904576,1000215,MEMBER_CHANGE|SLOT_CHANGE,2|25,205|219,219,9.0,3.5625,-30.75,0,0,1,37
route28f,32,28.559405,6550538904576,1000217,MEMBER_CHANGE|SLOT_CHANGE|REPRESENTATIVE_SWITCH,17|21,204|222,222,30.25,3.4375,-30.75,0,0,1,42
route28f,32,28.559405,6550538904576,1000239,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,28.559405,6550538904576,1000240,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,28.559405,6550538904576,1000241,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,28.659855,6550639354122,1000215,MEMBER_CHANGE|SLOT_CHANGE,2,219,219,6.25,3.4375,-31.5,0,0,1,37
route28f,32,28.659855,6550639354122,1000217,REPRESENTATIVE_SWITCH,17|21,204|222,204,27.0,3.40625,-30.75,0,0,1,42
route28f,32,28.659855,6550639354122,1000240,COAST_RECOVERY_OR_QUALIFICATION_RESUME,14,224,224,102.25,3.21875,-30.75,0,0,1,49
route28f,32,28.659855,6550639354122,1000241,COAST_RECOVERY_OR_QUALIFICATION_RESUME,15,225,225,66.5,3.5625,-30.75,0,0,1,70
route28f,32,28.659855,6550639354122,1000243,PID_BIRTH_OR_REENTRY,16,227,227,52.5,3.3125,-30.75,0,0,1,75
route28f,32,28.659855,6550639354122,1000244,PID_BIRTH_OR_REENTRY,18,228,228,142.5,3.78125,-30.75,0,0,1,60
route28f,32,28.759636,6550739135237,1000215,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,28.759636,6550739135237,1000244,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,28.860046,6550839545976,1000222,MEMBER_CHANGE|SLOT_CHANGE,3|15,208|225,208,62.75,3.25,-30.75,0,0,1,94
route28f,32,28.860046,6550839545976,1000231,MEMBER_CHANGE|SLOT_CHANGE,14|19,217|224,217,97.0,3.6875,-30.75,0,0,1,45
route28f,32,28.860046,6550839545976,1000244,COAST_RECOVERY_OR_QUALIFICATION_RESUME,20,228,228,136.5,3.8125,-30.75,0,0,1,60
route28f,32,28.860046,6550839545976,1000245,PID_BIRTH_OR_REENTRY,23,229,229,71.5,-7.78125,-30.75,0,0,1,82
route28f,32,28.860046,6550839545976,1000246,PID_BIRTH_OR_REENTRY,24,230,230,40.5,3.46875,-30.75,0,0,1,78
route28f,32,28.959511,6550939010532,1000216,MEMBER_CHANGE|SLOT_CHANGE,16|31,203|227,203,41.0,3.375,-30.75,0,0,1,65
route28f,32,28.959511,6550939010532,1000217,REPRESENTATIVE_SWITCH,17|21,204|222,222,18.75,3.46875,-30.75,0,0,1,42
route28f,32,28.959511,6550939010532,1000222,MEMBER_CHANGE|SLOT_CHANGE,3,208,208,59.5,3.1875,-30.75,0,0,1,94
route28f,32,28.959511,6550939010532,1000231,MEMBER_CHANGE|SLOT_CHANGE,19,217,217,93.5,3.625,-30.75,0,0,1,45
route28f,32,28.959511,6550939010532,1000200,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,28.959511,6550939010532,1000245,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,28.959511,6550939010532,1000246,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.059755,6551039254464,1000217,REPRESENTATIVE_SWITCH,17|21,204|222,204,15.5,3.5,-30.75,0,0,1,42
route28f,32,29.059755,6551039254464,1000245,COAST_RECOVERY_OR_QUALIFICATION_RESUME,25,229,229,66.0,-7.65625,-30.75,0,0,1,82
route28f,32,29.059755,6551039254464,1000246,COAST_RECOVERY_OR_QUALIFICATION_RESUME,26,230,230,34.75,3.34375,-30.75,0,0,1,78
route28f,32,29.059755,6551039254464,1000247,PID_BIRTH_OR_REENTRY,27,231,231,47.5,3.25,-30.75,0,0,1,59
route28f,32,29.059755,6551039254464,1000248,PID_BIRTH_OR_REENTRY,28,232,232,48.75,3.3125,-30.75,0,0,1,48
route28f,32,29.059755,6551039254464,1000249,PID_BIRTH_OR_REENTRY,29,233,233,122.75,4.25,-30.75,0,0,1,32
route28f,32,29.059755,6551039254464,1000214,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.161009,6551140508370,1000245,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.161009,6551140508370,1000247,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.161009,6551140508370,1000248,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.161009,6551140508370,1000249,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.261057,6551240556909,1000247,COAST_RECOVERY_OR_QUALIFICATION_RESUME,0,231,231,41.75,3.34375,-30.75,0,0,1,59
route28f,32,29.261057,6551240556909,1000248,COAST_RECOVERY_OR_QUALIFICATION_RESUME,1,232,232,43.0,3.375,-30.75,0,0,1,48
route28f,32,29.261057,6551240556909,1000249,COAST_RECOVERY_OR_QUALIFICATION_RESUME,2,233,233,117.0,4.34375,-30.75,0,0,1,32
route28f,32,29.261057,6551240556909,1000250,PID_BIRTH_OR_REENTRY,5,234,234,101.0,3.25,-30.75,0,0,1,67
route28f,32,29.261057,6551240556909,1000251,PID_BIRTH_OR_REENTRY,6,235,235,105.0,3.90625,-30.75,0,0,1,64
route28f,32,29.261057,6551240556909,1000252,PID_BIRTH_OR_REENTRY,8,236,236,99.75,3.78125,-30.75,0,0,1,63
route28f,32,29.359572,6551339071474,1000246,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.359572,6551339071474,1000250,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.359572,6551339071474,1000251,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.359572,6551339071474,1000252,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.459123,6551438622983,1000216,MEMBER_CHANGE|SLOT_CHANGE,31,203,203,27.0,3.34375,-30.5,0,0,1,65
route28f,32,29.459123,6551438622983,1000250,COAST_RECOVERY_OR_QUALIFICATION_RESUME,10,234,234,95.25,3.46875,-30.75,0,0,1,67
route28f,32,29.459123,6551438622983,1000251,COAST_RECOVERY_OR_QUALIFICATION_RESUME,11,235,235,99.0,3.75,-30.75,0,0,1,64
route28f,32,29.459123,6551438622983,1000252,COAST_RECOVERY_OR_QUALIFICATION_RESUME,14,236,236,94.0,3.84375,-30.75,0,0,1,63
route28f,32,29.459123,6551438622983,1000253,PID_BIRTH_OR_REENTRY,16,227,227,30.75,3.3125,-30.75,0,0,1,41
route28f,32,29.459123,6551438622983,1000254,PID_BIRTH_OR_REENTRY,9,237,237,55.0,3.84375,-30.75,0,0,1,92
route28f,32,29.459123,6551438622983,1000217,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.459123,6551438622983,1000248,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.559421,6551538920455,1000247,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.559421,6551538920455,1000249,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.559421,6551538920455,1000250,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.559421,6551538920455,1000254,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.659167,6551638666195,1000222,SLOT_CHANGE,15,208,208,36.25,3.375,-30.75,0,0,1,94
route28f,32,29.659167,6551638666195,1000223,MEMBER_CHANGE|SLOT_CHANGE,3|12,209|226,209,43.0,3.3125,-31.0,0,0,1,54
route28f,32,29.659167,6551638666195,1000249,COAST_RECOVERY_OR_QUALIFICATION_RESUME,17,233,233,105.0,4.25,-30.75,0,0,1,32
route28f,32,29.659167,6551638666195,1000254,COAST_RECOVERY_OR_QUALIFICATION_RESUME,4,237,237,45.75,3.4375,-30.75,0,0,1,92
route28f,32,29.659167,6551638666195,1000237,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.759464,6551738963458,1000222,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.859505,6551839004676,1000222,COAST_RECOVERY_OR_QUALIFICATION_RESUME,18,208,208,29.5,3.375,-30.75,0,0,1,94
route28f,32,29.859505,6551839004676,1000255,PID_BIRTH_OR_REENTRY,21,238,238,79.75,2.59375,-30.75,0,0,1,46
route28f,32,29.859505,6551839004676,1000256,PID_BIRTH_OR_REENTRY,22,239,239,90.25,3.1875,-30.75,0,0,1,79
route28f,32,29.959333,6551938832409,1000249,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.959333,6551938832409,1000255,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,29.959333,6551938832409,1000256,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,30.059551,6552039050235,1000249,COAST_RECOVERY_OR_QUALIFICATION_RESUME,27,233,233,93.25,4.09375,-30.75,0,0,1,32
route28f,32,30.059551,6552039050235,1000255,COAST_RECOVERY_OR_QUALIFICATION_RESUME,23,238,238,74.25,2.8125,-30.75,0,0,1,46
route28f,32,30.059551,6552039050235,1000256,COAST_RECOVERY_OR_QUALIFICATION_RESUME,24,239,239,85.25,3.3125,-30.75,0,0,1,79
route28f,32,30.059551,6552039050235,1000257,PID_BIRTH_OR_REENTRY,25,240,240,59.25,3.5625,-30.75,0,0,1,81
route28f,32,30.059551,6552039050235,1000258,PID_BIRTH_OR_REENTRY,26,241,241,107.25,4.90625,-30.75,0,0,1,43
route28f,32,30.059551,6552039050235,1000259,PID_BIRTH_OR_REENTRY,28,242,242,113.5,3.40625,-31.0,0,0,1,80
route28f,32,30.059551,6552039050235,1000222,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,30.160109,6552139608916,1000257,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,30.160109,6552139608916,1000258,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,30.160109,6552139608916,1000259,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,30.259448,6552238947873,1000252,MEMBER_CHANGE|SLOT_CHANGE,14|23,236|238,236,67.75,3.6875,-30.75,0,0,1,63
route28f,32,30.259448,6552238947873,1000257,COAST_RECOVERY_OR_QUALIFICATION_RESUME,0,240,240,50.25,3.4375,-30.75,0,0,1,81
route28f,32,30.259448,6552238947873,1000259,COAST_RECOVERY_OR_QUALIFICATION_RESUME,1,242,242,104.25,3.53125,-30.75,0,0,1,80
route28f,32,30.259448,6552238947873,1000260,PID_BIRTH_OR_REENTRY,31,243,243,137.75,15.4375,-31.0,0,0,1,44
route28f,32,30.259448,6552238947873,1000216,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,30.259448,6552238947873,1000253,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,30.359133,6552338632588,1000223,REPRESENTATIVE_SWITCH,3|12,209|226,226,20.25,3.25,-31.0,0,0,1,54
route28f,32,30.359133,6552338632588,1000252,REPRESENTATIVE_SWITCH,14|23,236|238,238,66.0,2.8125,-30.75,0,0,1,63
route28f,32,30.459707,6552439206930,1000223,MEMBER_CHANGE|SLOT_CHANGE,3,226,226,14.5,3.15625,-31.0,0,0,1,54
route28f,32,30.459707,6552439206930,1000249,SLOT_CHANGE,7,233,233,81.75,3.53125,-30.75,0,0,1,32
route28f,32,30.459707,6552439206930,1000252,REPRESENTATIVE_SWITCH,14|23,236|238,236,62.0,3.59375,-30.75,0,0,1,63
route28f,32,30.459707,6552439206930,1000261,PID_BIRTH_OR_REENTRY,4,209,209,19.75,3.53125,-30.75,0,0,1,58
route28f,32,30.459707,6552439206930,1000262,PID_BIRTH_OR_REENTRY,5,244,244,130.5,3.59375,-30.75,0,0,1,91
route28f,32,30.459707,6552439206930,1000263,PID_BIRTH_OR_REENTRY,8,245,245,110.0,15.8125,-30.75,0,0,1,90
route28f,32,30.459707,6552439206930,1000264,PID_BIRTH_OR_REENTRY,27,246,246,77.5,3.71875,-30.75,0,0,1,34
route28f,32,30.459707,6552439206930,1000254,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,30.459707,6552439206930,1000260,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,30.559729,6552539228980,1000265,PID_BIRTH_OR_REENTRY,9,247,247,60.75,3.625,-30.75,0,0,1,38
route28f,32,30.662816,6552642315765,1000252,MEMBER_CHANGE|SLOT_CHANGE,14,236,236,57.0,3.40625,-30.75,0,0,1,63
route28f,32,30.761291,6552740790844,1000252,MEMBER_CHANGE|SLOT_CHANGE,9|14,236|247,236,54.25,3.375,-30.75,0,0,1,63
route28f,32,30.761291,6552740790844,1000266,PID_BIRTH_OR_REENTRY,10,248,248,83.5,3.71875,-30.75,0,0,1,57
route28f,32,30.761291,6552740790844,1000267,PID_BIRTH_OR_REENTRY,12,249,249,86.5,4.0,-30.75,0,0,1,88
route28f,32,30.761291,6552740790844,1000268,PID_BIRTH_OR_REENTRY,15,250,250,116.5,2.90625,-30.75,0,0,1,71
route28f,32,30.761291,6552740790844,1000269,PID_BIRTH_OR_REENTRY,16,251,251,81.75,4.59375,-30.75,0,0,1,40
route28f,32,30.859658,6552839157333,1000252,MEMBER_CHANGE|SLOT_CHANGE,14,236,236,50.5,3.34375,-30.75,0,0,1,63
route28f,32,30.859658,6552839157333,1000223,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,30.859658,6552839157333,1000266,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,30.859658,6552839157333,1000267,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
route28f,32,30.859658,6552839157333,1000268,OBSERVATION_OR_QUALIFICATION_GAP,,,,,,,,,,
