key,policy,scan,scan_ns,pid,baseline_raw,candidate_raw,delta_d,delta_y,delta_v,aLead,reason
00000243--a4d9c0a5dd--0,P3,93,166802937368,1000080,83,81,2.5051803588867188,-0.875,0.25,0.0,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000245--2c15eb5d45--19,P3,212,1217098650752,1000326,334,319,2.25,1.34375,0.0,-0.275446369502514,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000245--2c15eb5d45--19,P3,582,1254098693784,1000784,765,749,-0.48282384872436523,-0.40625,0.75,-1.4331777848312635,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000245--2c15eb5d45--19,P3,584,1254298983954,1000809,786,777,-0.2557830810546875,-1.21875,-0.25,-2.3362271461932234,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000245--2c15eb5d45--19,P3,588,1254700779678,1000809,786,777,-0.26055145263671875,-1.21875,-0.5,-1.8246005010753463,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000245--2c15eb5d45--7,P3,90,484958890624,1000174,172,166,-2.2613582611083984,-0.21875,-0.5,0.9350429909354114,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000245--2c15eb5d45--7,P3,197,495658775066,1000298,289,283,0.24436187744140625,0.9375,-0.25,-0.5972710464374,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--1,P3,243,155373075937,1000314,290,285,0.9886131286621094,-0.1875,-0.5,0.5944810963745449,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--14,P3,307,941772612461,1000302,302,295,-0.5,-0.9375,0.0,-0.22239352233678647,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--14,P3,399,950973143826,1000428,413,378,1.136505126953125,0.21875,-0.5,-1.640936377314532,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--15,P3,496,1020663388136,1000541,523,522,0.7446441650390625,-1.09375,-0.25,0.49514301822616485,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--17,P3,563,1147362502401,1000565,551,550,-3.005706787109375,-1.03125,-0.25,0.5425973985254255,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--2,P3,228,213942637565,1000275,262,241,0.4882936477661133,-0.125,-0.5,-0.19042682597724103,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--2,P3,343,225443267596,1000431,379,394,-0.9886703491210938,0.6875,0.5,-0.3514127656283157,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--2,P3,553,246442788266,1000707,651,646,0.0,-0.875,0.0,0.21731685033071238,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--21,P3,369,1367952937033,1000351,338,339,0.9826927185058594,-0.125,-0.75,-0.09356891349282948,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--21,P3,371,1368153317940,1000351,339,338,-0.7283554077148438,0.125,1.0,-1.0120599038774634,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--21,P3,379,1368954032392,1000344,331,336,1.738997459411621,-0.09375,-0.5,0.2425588227584311,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--22,P3,177,1408753744824,1000204,173,178,2.2665767669677734,-0.8125,0.75,-1.9694837799654168,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--22,P3,339,1424952532169,1000396,378,365,1.75,0.84375,0.0,-0.5108561632530898,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--23,P3,478,1498853414331,1000367,363,359,1.0170917510986328,0.84375,0.75,-1.2033875875731435,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--24,P3,323,1543344355607,1000346,348,327,1.9947319030761719,-1.09375,-0.25,0.3064233727964989,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--24,P3,422,1553243127528,1000510,486,485,2.25,1.375,0.0,0.0,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--24,P3,510,1562042281601,1000564,543,536,-1.0,0.9375,0.0,0.46822953547220236,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--26,P3,197,1650732709182,1000285,278,274,-0.25,-1.15625,0.0,-0.041407218792744005,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--3,P3,50,256033248982,1000040,41,71,-0.5,0.875,0.0,0.5982482537644354,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--3,P3,52,256232546392,1000040,41,71,-0.5,0.84375,0.0,0.5012066389058761,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--3,P3,54,256433355618,1000040,71,41,0.5,-0.84375,0.0,0.44202655164129834,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--3,P3,55,256532433117,1000040,71,41,0.5,-0.84375,0.0,0.265215930984779,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--3,P3,58,256835122799,1000040,71,41,0.5,-0.84375,0.0,-0.2359091328906032,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--3,P3,59,256933274693,1000040,71,41,0.494384765625,-0.90625,-0.25,0.23206233337534113,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--3,P3,62,257232607416,1000086,89,84,2.2614517211914062,-0.59375,0.5,-1.3301364517663536,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--36,P3,350,2266122771371,1000333,323,321,1.7441253662109375,1.0625,-0.25,0.3938397115926355,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--38,P3,412,2392333128779,1000521,511,496,-0.50640869140625,0.96875,-0.5,-7.7369592894182695,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--38,P3,413,2392432480308,1000521,511,496,-0.506866455078125,0.96875,-0.5,-7.134050025416052,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--38,P3,590,2410133900121,1000828,799,787,0.9939384460449219,0.5,-0.5,-3.239128791178692,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--4,P3,459,357042759759,1000147,145,140,0.25,0.875,0.0,-0.00036033279683574256,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--6,P3,79,439033393540,1000136,132,131,1.25,0.875,0.0,-0.0013215858132596113,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--6,P3,224,453532635553,1000363,342,332,-0.7556838989257812,-0.9375,-0.25,-0.10377662827371077,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--6,P3,227,453833209821,1000363,342,332,-0.5,-0.84375,0.0,-0.022415751707121526,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--7,P3,45,495633003394,1000058,57,56,-2.271879196166992,-0.5625,-1.0,0.0,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--7,P3,169,508033277885,1000168,159,161,-0.5,0.875,0.0,0.012519956781806618,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000247--b657952782--7,P3,173,508433468841,1000168,161,159,-0.25307464599609375,-1.09375,-0.25,0.0016225863989221376,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000250--8354d55131--1,P3,426,158528061354,1000750,696,689,-0.0143890380859375,0.15625,-0.5,-3.132382459725453,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000252--d191bee66c--0,P3,614,134057784695,1000323,292,280,0.6986274719238281,-0.71875,-0.75,-1.9722206033984548,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000254--0ac259250e--1,P3,297,145230434065,1000387,354,295,0.4711027145385742,0.0625,-0.75,0.7302767821896055,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000254--0ac259250e--10,P3,189,674470653741,1000110,92,116,0.8979644775390625,-0.96875,0.5,-0.7765034408726523,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000254--0ac259250e--10,P3,201,675670995677,1000116,94,95,0.9883270263671875,-0.90625,-0.75,1.1978898489656806,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000254--0ac259250e--11,P3,11,716650419779,1000031,32,39,0.5,-0.84375,0.0,0.4218180503936457,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000254--0ac259250e--11,P3,22,717750533800,1000007,53,8,0.7450637817382812,0.90625,-0.25,0.5497891609645276,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000254--0ac259250e--11,P3,313,746843294939,1000530,522,516,1.260345458984375,-0.5,0.5,-1.6030562902101113,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000254--0ac259250e--11,P3,319,747440779392,1000543,530,529,-0.23664093017578125,-0.78125,0.5,-0.4209169991491719,P3_LARGE_JUMP_WEAK_ADVANTAGE
00000254--0ac259250e--12,P3,478,823331111577,1000615,578,559,3.0148582458496094,-0.1875,0.5,-1.7808106498396792,P3_LARGE_JUMP_WEAK_ADVANTAGE
