key,policy,scan,scan_ns,pid,baseline_raw,candidate_raw,delta_d,delta_y,delta_v,aLead,reason
00000243--a4d9c0a5dd--0,P4,93,166802937368,1000080,83,81,2.5051803588867188,-0.875,0.25,0.0,P4_SUPPORT_AWARE_STICKY
00000243--a4d9c0a5dd--0,P4,119,169403459478,1000100,103,101,2.9030685424804688,0.125,0.0,-0.12258761944836605,P4_SUPPORT_AWARE_STICKY
00000243--a4d9c0a5dd--0,P4,121,169602823762,1000094,95,99,-1.6310348510742188,0.625,0.25,-0.22706427111630567,P4_SUPPORT_AWARE_STICKY
00000243--a4d9c0a5dd--0,P4,543,211813187350,1000427,403,399,1.7555618286132812,-0.375,0.25,-0.6896814973999822,P4_SUPPORT_AWARE_STICKY
00000243--a4d9c0a5dd--0,P4,556,213113626980,1000450,421,397,2.0,-0.125,0.0,-0.28453295019803987,P4_SUPPORT_AWARE_STICKY
00000243--a4d9c0a5dd--0,P4,562,213712909298,1000459,440,430,2.0,-0.1875,0.0,-0.10024646192843735,P4_SUPPORT_AWARE_STICKY
00000243--a4d9c0a5dd--0,P4,619,219422563171,1000475,465,456,1.4199714660644531,0.21875,0.0,0.5010164823735188,P4_SUPPORT_AWARE_STICKY
00000245--2c15eb5d45--12,P4,25,778428828018,1000012,13,16,0.75,-0.03125,0.0,-0.4492701732020873,P4_SUPPORT_AWARE_STICKY
00000245--2c15eb5d45--12,P4,296,805518995474,1000169,171,167,1.5,0.46875,0.0,-0.17358274920807232,P4_SUPPORT_AWARE_STICKY
00000245--2c15eb5d45--12,P4,375,813419437417,1000257,258,251,0.24425506591796875,-0.53125,-0.25,0.3036842702261697,P4_SUPPORT_AWARE_STICKY
00000245--2c15eb5d45--19,P4,64,1202299217177,1000116,126,114,-1.5,-0.46875,0.0,0.17756248767985966,P4_SUPPORT_AWARE_STICKY
00000245--2c15eb5d45--19,P4,93,1205200155262,1000150,148,147,-1.25,0.09375,0.0,0.00027896562765683335,P4_SUPPORT_AWARE_STICKY
00000245--2c15eb5d45--19,P4,141,1210000290326,1000238,229,245,0.25,-0.5625,0.0,0.024417108993550003,P4_SUPPORT_AWARE_STICKY
00000245--2c15eb5d45--19,P4,142,1210099339394,1000238,229,245,-0.005615234375,-0.59375,-0.25,0.40334085466271435,P4_SUPPORT_AWARE_STICKY
00000245--2c15eb5d45--19,P4,185,1214399196510,1000326,319,315,0.0,0.53125,0.0,0.0,P4_SUPPORT_AWARE_STICKY
00000245--2c15eb5d45--19,P4,186,1214499264430,1000326,319,315,0.0,0.53125,0.0,-0.24970092798327903,P4_SUPPORT_AWARE_STICKY
