case,route,segment,scan_s,scan_ns,raw_slot,raw_track_id,physical_pid,public_id,d_rel_m,y_rel_m,v_rel_mps,members,representative,camera_assoc,oem_word1,published,state,prior_gt
R259_S2_HARD_NEGATIVE,route259,2,24.959253,217238858438,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,24.959253,217238858438,16,85,1000106,86,10.5,1.40625,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.059378,217338983380,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.059378,217338983380,16,85,1000106,86,10.5,1.28125,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.158967,217438572322,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.158967,217438572322,16,85,1000106,86,10.5,1.3125,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.260114,217539719228,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.260114,217539719228,16,85,1000106,86,10.5,1.28125,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.359392,217638998175,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.359392,217638998175,16,85,1000106,86,10.5,1.28125,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.459947,217739552948,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.459947,217739552948,16,85,1000106,86,10.5,1.28125,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.560195,217839800301,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.560195,217839800301,16,85,1000106,86,10.5,1.25,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.660393,217939998899,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.660393,217939998899,16,85,1000106,86,10.75,1.3125,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.759418,218039023654,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.759418,218039023654,16,85,1000106,86,10.75,1.3125,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.860015,218139620928,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.860015,218139620928,16,85,1000106,86,10.75,1.34375,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.968875,218248481138,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,25.968875,218248481138,16,85,1000106,86,10.75,1.34375,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.06982,218349425877,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.06982,218349425877,16,85,1000106,86,10.75,1.375,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.169515,218449121044,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.169515,218449121044,16,85,1000106,86,10.75,1.375,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.269912,218549518019,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.269912,218549518019,16,85,1000106,86,10.75,1.375,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.368958,218648563512,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.368958,218648563512,16,85,1000106,86,10.75,1.40625,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.470016,218749622131,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.470016,218749622131,16,85,1000106,86,10.75,1.40625,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.569872,218849477851,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.569872,218849477851,16,85,1000106,86,10.75,1.40625,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.669638,218949244112,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.669638,218949244112,16,85,1000106,86,10.75,1.40625,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.76953,219049135794,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.76953,219049135794,16,85,1000106,86,10.75,1.40625,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.869214,219148820073,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.869214,219148820073,16,85,1000106,86,10.75,1.4375,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.9695,219249105474,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,26.9695,219249105474,16,85,1000106,86,10.75,1.40625,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,27.070012,219349617528,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,27.070012,219349617528,16,85,1000106,86,10.75,1.4375,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,27.169558,219449163487,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,27.169558,219449163487,16,85,1000106,86,10.75,1.4375,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,27.270987,219550592645,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,27.270987,219550592645,16,85,1000106,86,10.75,1.4375,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,27.381114,219660719493,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,27.381114,219660719493,16,85,1000106,86,10.75,1.4375,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,27.481313,219760919132,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,27.481313,219760919132,16,85,1000106,86,10.75,1.4375,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,27.579724,219859329989,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,27.579724,219859329989,16,85,1000106,86,10.75,1.4375,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,27.679862,219959468068,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,27.679862,219959468068,16,85,1000106,86,10.75,1.4375,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,27.779257,220058862598,7|8,5|59,1000004,36,15.5,-6.90625,0.0,5|59,5,0,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R259_S2_HARD_NEGATIVE,route259,2,27.779257,220058862598,16,85,1000106,86,10.75,1.4375,0.0,85,85,1,0,1,OBSERVED_QUALIFIED,DIFFERENT_OTHER
R280_S7_FRAGMENT,route280,7,20.691772,2906051947933,23,16,1000015,47,33.5,-0.4375,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,20.792209,2906152385630,23,16,1000015,47,33.5,-0.46875,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,20.902051,2906262227220,23,16,1000015,47,33.5,-0.4375,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,21.001476,2906361652097,23,16,1000015,47,33.5,-0.09375,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,21.100345,2906460520881,23,16,1000015,47,33.5,-0.09375,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,21.190785,2906550961460,23,16,1000015,47,33.75,-0.125,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,21.300522,2906660698372,23,16,1000015,47,33.5,-0.21875,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,21.400577,2906760753293,23,16,1000015,47,33.75,-0.5,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,21.50034,2906860516106,23,16,1000015,47,33.75,-0.53125,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,21.600132,2906960308291,23,16,1000015,47,33.75,-0.59375,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,21.700421,2907060597461,23,16,1000015,47,33.75,-0.5,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,21.799767,2907159943387,23,16,1000015,47,33.75,-0.5,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,21.900077,2907260253439,23,16,1000015,47,33.75,-0.4375,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,21.990716,2907350892072,23,16,1000015,47,33.75,-0.5,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,22.100057,2907460233345,23,16,1000015,47,33.75,-0.3125,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,22.199724,2907559900490,23,16,1000015,47,33.75,-0.4375,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,22.291315,2907651491011,23,16,1000015,47,33.75,-0.4375,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,22.39155,2907751725967,23,16,1000015,47,34.0,-0.3125,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,22.490647,2907850823219,23,16,1000015,47,34.0,-0.28125,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,22.601541,2907961717052,23,16,1000015,47,34.0,-0.34375,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,22.690649,2908050825518,23,16,1000015,47,34.0,-0.53125,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,22.800325,2908160500978,23,16,1000015,47,34.0,-0.3125,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,22.900312,2908260488301,23,16,1000015,47,34.0,-0.40625,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,22.990661,2908350837014,23,16,1000015,47,34.0,-0.40625,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,23.100038,2908460214013,23,16,1000015,47,34.0,-0.5,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,23.199643,2908559818664,23,16,1000015,47,34.0,-0.6875,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,23.29085,2908651026148,23,16,1000015,47,34.0,-0.5625,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,23.399783,2908759959336,23,16,1000015,47,34.0,-0.28125,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,23.501038,2908861213933,23,16,1000015,47,34.25,-0.28125,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,23.599651,2908959827429,23,16,1000015,47,34.25,-0.4375,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,23.599651,2908959827429,20,218,1000227,86,34.5,4.1875,0.0,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,23.690521,2909050697602,23,16,1000015,47,34.25,-0.6875,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,23.690521,2909050697602,20,218,1000227,86,35.0,3.375,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,23.799628,2909159804419,23,16,1000015,47,34.0,-0.6875,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,23.799628,2909159804419,20,218,1000227,86,35.0,3.40625,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,23.891309,2909251485035,23,16,1000015,47,34.25,-0.5,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,23.891309,2909251485035,20,218,1000227,86,35.25,3.53125,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,23.991593,2909351768840,23,16,1000015,47,34.25,-0.625,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,23.991593,2909351768840,20,218,1000227,86,35.25,3.625,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.10123,2909461406335,23,16,1000015,47,34.25,-0.59375,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.10123,2909461406335,20,218,1000227,86,35.25,3.65625,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.201324,2909561500158,23,16,1000015,47,34.25,-0.625,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.201324,2909561500158,20,218,1000227,86,34.75,3.84375,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.290955,2909651130763,23,16,1000015,47,34.25,-0.625,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.290955,2909651130763,20,218,1000227,86,34.75,3.96875,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.399695,2909759871468,23,16,1000015,47,34.25,-0.65625,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.399695,2909759871468,20,218,1000227,86,35.25,4.34375,0.0,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.490672,2909850848246,23,16,1000015,47,34.5,-0.6875,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.490672,2909850848246,20,218,1000227,86,35.0,4.3125,0.0,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.599761,2909959937512,23,16,1000015,47,34.5,-0.96875,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.599761,2909959937512,20,218,1000227,86,35.0,4.375,0.0,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.690637,2910050813309,23,16,1000015,47,34.5,-1.03125,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.690637,2910050813309,20,218,1000227,86,35.25,4.0625,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.790824,2910151000040,23,16,1000015,47,34.5,-1.0625,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.790824,2910151000040,20,218,1000227,86,35.0,4.28125,0.0,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.890759,2910250935337,23,16,1000015,47,34.5,-1.15625,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.890759,2910250935337,20,218,1000227,86,35.0,4.375,0.0,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.990497,2910350673100,23,16,1000015,47,34.5,-1.0625,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,24.990497,2910350673100,20,218,1000227,86,35.0,4.625,0.0,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.100106,2910460282421,23,16,1000015,47,34.5,-1.09375,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.100106,2910460282421,20,218,1000227,86,35.0,4.6875,0.0,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.200325,2910560501128,23,16,1000015,47,34.5,-1.09375,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.200325,2910560501128,20,218,1000227,86,35.0,4.40625,0.0,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.290438,2910650613717,23,16,1000015,47,34.5,-0.78125,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.290438,2910650613717,20,218,1000227,86,35.0,4.46875,0.0,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.399712,2910759888330,23,16,1000015,47,34.5,-0.84375,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.399712,2910759888330,20,218,1000227,86,35.0,4.25,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.491576,2910851752158,23,16,1000015,47,34.5,-0.9375,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.491576,2910851752158,20,218,1000227,86,35.0,4.28125,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.591635,2910951810881,23,16,1000015,47,34.5,-1.03125,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.591635,2910951810881,20,218,1000227,86,35.0,4.3125,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.690961,2911051136913,23,16,1000015,47,34.5,-1.0,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.690961,2911051136913,20,218,1000227,86,34.75,4.3125,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.790734,2911150910090,23,16,1000015,47,34.5,-1.0,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.790734,2911150910090,20,218,1000227,86,34.75,4.34375,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.890399,2911250574683,23,16,1000015,47,34.5,-1.0625,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.890399,2911250574683,20,218,1000227,86,34.75,4.15625,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.990248,2911350423790,23,16,1000015,47,34.5,-1.09375,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,25.990248,2911350423790,20,218,1000227,86,34.75,3.9375,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,26.090786,2911450962466,23,16,1000015,47,34.5,-1.09375,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,26.090786,2911450962466,20,218,1000227,86,35.0,3.9375,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,26.190385,2911550560868,23,16,1000015,47,34.5,-1.09375,0.0,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,26.190385,2911550560868,20,218,1000227,86,35.0,3.9375,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,26.290392,2911650568085,23,16,1000015,47,34.5,-0.96875,0.25,16,16,0,1,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
R280_S7_FRAGMENT,route280,7,26.290392,2911650568085,20,218,1000227,86,35.0,3.9375,0.25,218,218,0,0,1,OBSERVED_QUALIFIED,SAME_SURFACE_FRAGMENT
