event_id,key,scan,scan_ns,pid,category,old_members,new_members,old_representative,new_representative,old_rep_still_member,required_change,delta_d,delta_y,delta_v,abs_delta_d,abs_delta_y,abs_delta_v,old_published,new_published,old_alias,new_alias,publication_effect,publication_delta_d,publication_delta_y,publication_delta_v,publication_delta_aLead,radarstate_effect,radarstate_affected,score_delta,old_cost,new_cost,best_vision,old_vision,best_oem,old_oem,support_superiority,group_size_before,group_size_after,old_d,old_y,old_v,old_age,new_d,new_y,new_v,new_age,old_aRel,new_aRel,old_member_current_d,old_member_current_y,old_member_current_v,old_member_current_age,old_member_current_slot,old_member_current_measurement_ns,new_member_current_d,new_member_current_y,new_member_current_v,new_member_current_age,new_member_current_slot,new_member_current_measurement_ns,old_published_aLead,new_published_aLead,lead_role_before,lead_role_after,previous_rep_dwell_scans,previous_rep_dwell_s
00000294--307ed6c5e3--1:87:1000045,00000294--307ed6c5e3--1,87,177134548235,1000045,R1_STABLE_GROUP_REP_CHANGE,55|91,55|91,91,55,1,0,-1.5,-0.5,0.0,1.5,0.5,0.0,1,1,77,77,P2_PUBLISHED_COORDINATE_CHANGE,-1.490509033203125,-0.5,0.0,-0.367628535915726,LEAD_LOSS,1,0.7935284186047227,1.3116096723441324,0.5180812537394097,1,0,0,0,1,2,2,48.75,-0.90625,-12.75,64,47.25,-1.40625,-12.75,65,N/A_NAN,N/A_NAN,48.75,-0.90625,-12.75,15,4,177134548235,47.25,-1.40625,-12.75,56,7,177134548235,0.21930827129726066,-0.14832026461846531,lead_one,,8,0.700113309
00000294--307ed6c5e3--1:109:1000045,00000294--307ed6c5e3--1,109,179333675830,1000045,R4_GROUP_SPLIT_REP_CHANGE,55|58|91,58|91,55,58,0,1,0.5,0.28125,0.25,0.5,0.28125,0.25,1,1,77,77,P2_PUBLISHED_COORDINATE_CHANGE,0.5566387176513672,0.28125,0.25,0.28853468309706026,A_LEAD_CHANGED,1,,,1.5544583525778657,1,0,0,0,1,3,2,24.5,-0.3125,-8.25,86,25.0,-0.03125,-8.0,87,N/A_NAN,N/A_NAN,,,,,,,25.0,-0.03125,-8.0,75,28,179333675830,-0.04846603817807328,0.240068644918987,lead_one,lead_one,22,2.1012786080000003
00000294--307ed6c5e3--1:111:1000045,00000294--307ed6c5e3--1,111,179534491587,1000045,R4_GROUP_SPLIT_REP_CHANGE,58|91,91,58,91,0,1,0.5,-0.09375,0.25,0.5,0.09375,0.25,1,1,77,77,P2_PUBLISHED_COORDINATE_CHANGE,0.5902004241943359,-0.09375,0.25,0.07593963334561543,A_LEAD_CHANGED,1,,,,0,0,0,0,0,2,1,24.25,-0.09375,-7.75,88,24.75,-0.1875,-7.5,89,N/A_NAN,N/A_NAN,,,,,,,24.75,-0.1875,-7.5,39,4,179534491587,0.4115714690854929,0.48751110243110835,lead_one,lead_one,2,0.100543699
00000294--307ed6c5e3--1:358:1000128,00000294--307ed6c5e3--1,358,204223980010,1000128,R1_STABLE_GROUP_REP_CHANGE,55|158,55|158,55,158,1,0,0.5,-0.03125,0.0,0.5,0.03125,0.0,1,1,64,64,P2_PUBLISHED_COORDINATE_CHANGE,0.05725669860839844,0.0,0.0,0.05696619004370085,A_LEAD_CHANGED,1,0.13600511907255705,0.3291407892165267,0.19313567014396962,1,1,0,1,0,2,2,22.25,0.03125,3.25,249,22.75,0.0,3.25,250,N/A_NAN,N/A_NAN,22.25,0.03125,3.25,327,7,204216336727,22.75,0.0,3.25,103,16,204216336727,0.629018435735351,0.6859846257790518,lead_one,lead_one,249,24.790050258
00000294--307ed6c5e3--1:359:1000128,00000294--307ed6c5e3--1,359,204323568507,1000128,R2_MEMBER_DISAPPEAR_REP_CHANGE,55|158,55,158,55,0,1,-0.25,0.0625,0.0,0.25,0.0625,0.0,1,1,64,64,P2_PUBLISHED_COORDINATE_CHANGE,0.22106170654296875,0.03125,0.0,0.16880189029235737,A_LEAD_CHANGED,1,,,,0,0,0,0,0,2,1,22.75,0.0,3.25,250,22.5,0.0625,3.25,251,N/A_NAN,N/A_NAN,,,,,,,22.5,0.0625,3.25,328,7,204316192123,0.6859846257790518,0.8547865160714092,lead_one,lead_one,1,0.0
00000294--307ed6c5e3--3:537:1000041,00000294--307ed6c5e3--3,537,342083953266,1000041,R2_MEMBER_DISAPPEAR_REP_CHANGE,42|229,229,42,229,0,1,-0.5,-0.0625,0.0,0.5,0.0625,0.0,1,1,73,73,P2_PUBLISHED_COORDINATE_CHANGE,0.007414817810058594,-0.03125,0.0,-0.05680114494462807,A_LEAD_CHANGED,1,,,,0,0,0,0,0,2,1,10.75,0.28125,-1.0,393,10.25,0.21875,-1.0,394,N/A_NAN,N/A_NAN,,,,,,,10.25,0.21875,-1.0,98,18,342083953266,-0.6829326446729199,-0.739733789617548,lead_one,lead_one,384,38.290428338000005
00000294--307ed6c5e3--9:53:1000003,00000294--307ed6c5e3--9,53,653724336420,1000003,R2_MEMBER_DISAPPEAR_REP_CHANGE,4|13,13,4,13,0,1,-0.5,0.375,-0.25,0.5,0.375,0.25,1,1,35,35,P2_PUBLISHED_COORDINATE_CHANGE,-0.47504425048828125,0.375,-0.25,-0.42173277066829706,LEAD_LOSS,1,,,,0,0,0,0,0,2,1,119.75,-0.78125,-4.5,53,119.25,-0.40625,-4.75,54,N/A_NAN,N/A_NAN,,,,,,,119.25,-0.40625,-4.75,54,23,653724336420,-0.0706216932895391,-0.49235446395783616,lead_one,,53,5.20010126
00000299--4e4dc57170--1:234:1000155,00000299--4e4dc57170--1,234,154042963972,1000155,R2_MEMBER_DISAPPEAR_REP_CHANGE,147|201,201,147,201,0,1,-0.75,0.15625,0.0,0.75,0.15625,0.0,1,1,88,88,P2_PUBLISHED_COORDINATE_CHANGE,0.0,-0.0625,0.0,-0.10350936784967357,A_LEAD_CHANGED,1,,,,0,0,0,0,0,2,1,3.25,-0.1875,0.0,90,2.5,-0.03125,0.0,91,N/A_NAN,N/A_NAN,,,,,,,2.5,-0.03125,0.0,33,24,154042963972,1.0016191866740172,0.8981098188243436,lead_one,lead_one,90,8.890262864
00000299--4e4dc57170--6:265:1000000,00000299--4e4dc57170--6,265,457103777465,1000000,R2_MEMBER_DISAPPEAR_REP_CHANGE,1|3,3,1,3,0,1,-0.25,0.0,0.5,0.25,0.0,0.5,1,1,32,32,P2_PUBLISHED_COORDINATE_CHANGE,0.5017237663269043,0.03125,0.25,0.7424346040155338,A_LEAD_CHANGED,1,,,,0,0,0,0,0,2,1,4.25,0.09375,1.5,265,4.0,0.09375,2.0,266,N/A_NAN,N/A_NAN,,,,,,,4.0,0.09375,2.0,266,10,457094985534,2.6943487276333666,3.4367833316489005,lead_one,lead_one,265,26.399758771000002
0000029b--52f66a3abc--23:517:1000334,0000029b--52f66a3abc--23,517,1528769197378,1000334,R2_MEMBER_DISAPPEAR_REP_CHANGE,319|322,319,322,319,0,1,-0.25,-0.375,0.5,0.25,0.375,0.5,1,1,35,35,P2_PUBLISHED_COORDINATE_CHANGE,-0.3342704772949219,-0.375,0.5,0.49070881964640334,A_LEAD_CHANGED,1,,,,0,0,0,0,0,2,1,39.5,1.5,8.75,13,39.25,1.125,9.25,14,N/A_NAN,N/A_NAN,,,,,,,39.25,1.125,9.25,13,27,1528769197378,2.50289785453658,2.9936066741829834,lead_two,lead_two,13,1.20042461
000002a2--b53d86b8b1--13:344:1000132,000002a2--b53d86b8b1--13,344,884416538897,1000132,R5_GROUP_MERGE_REP_CHANGE,123,123|171,123,171,1,0,-0.5,-0.125,0.0,0.5,0.125,0.0,1,1,80,80,P2_PUBLISHED_COORDINATE_CHANGE,-0.5045490264892578,-0.125,0.0,-0.0037096218579492826,A_LEAD_CHANGED,1,0.9382580480975875,1.1175665240487938,0.1793084759512063,1,1,0,0,0,1,2,20.75,0.96875,-3.75,52,20.25,0.84375,-3.75,53,N/A_NAN,N/A_NAN,21.25,1.4375,-3.75,53,27,884416538897,20.25,0.84375,-3.75,9,26,884416538897,0.009274054644873207,0.005564432786923925,lead_one,lead_one,52,5.089395140000001
000002a2--b53d86b8b1--13:353:1000132,000002a2--b53d86b8b1--13,353,885316514883,1000132,R2_MEMBER_DISAPPEAR_REP_CHANGE,123|171,123,171,123,0,1,0.75,0.6875,0.0,0.75,0.6875,0.0,1,1,80,80,P2_PUBLISHED_COORDINATE_CHANGE,0.7478599548339844,0.6875,0.0,-0.16872961388401314,LEAD_LOSS,1,,,,0,0,0,0,0,2,1,17.5,0.78125,-3.5,61,18.25,1.46875,-3.5,62,N/A_NAN,N/A_NAN,,,,,,,18.25,1.46875,-3.5,62,27,885316514883,0.4218240347100328,0.2530944208260197,lead_one,,9,0.8003815910000001
000002a2--b53d86b8b1--13:366:1000132,000002a2--b53d86b8b1--13,366,886616751572,1000132,R2_MEMBER_DISAPPEAR_REP_CHANGE,123|136|176,136|176,123,176,0,1,-1.0,0.125,0.0,1.0,0.125,0.0,1,1,80,80,P2_PUBLISHED_COORDINATE_CHANGE,-0.9884767532348633,0.125,0.0,-0.00036728764306282,A_LEAD_CHANGED,1,,,0.7217932939104961,1,0,0,0,1,3,2,11.5,0.4375,-3.5,73,10.5,0.5625,-3.5,74,N/A_NAN,N/A_NAN,,,,,,,10.5,0.5625,-3.5,26,24,886616751572,0.0009182191076570498,0.0005509314645942298,lead_one,lead_one,6,0.500174872
000002a2--b53d86b8b1--13:369:1000132,000002a2--b53d86b8b1--13,369,886916667873,1000132,R4_GROUP_SPLIT_REP_CHANGE,136|170|176,136|170,176,136,0,1,1.25,0.03125,0.0,1.25,0.03125,0.0,1,1,80,80,P2_PUBLISHED_COORDINATE_CHANGE,1.2480897903442383,0.03125,0.0,-7.93341309015691e-05,A_LEAD_CHANGED,1,,,1.6194285698445054,1,0,0,0,1,3,2,10.0,0.46875,-3.5,76,11.25,0.5,-3.5,77,N/A_NAN,N/A_NAN,,,,,,,11.25,0.5,-3.5,69,7,886916667873,0.00019833532725392272,0.00011900119635235363,lead_one,lead_one,3,0.200660895
000002a2--b53d86b8b1--13:416:1000132,000002a2--b53d86b8b1--13,416,891606619132,1000132,R2_MEMBER_DISAPPEAR_REP_CHANGE,136|170|217,136|217,170,136,0,1,-1.75,-0.21875,-0.25,1.75,0.21875,0.25,1,1,80,80,P2_PUBLISHED_COORDINATE_CHANGE,-1.7567191123962402,-0.21875,-0.25,-0.4831846483177933,A_LEAD_CHANGED,1,,,2.0091759485909026,1,0,0,0,1,3,2,4.5,0.15625,0.25,123,2.75,-0.0625,0.0,124,N/A_NAN,N/A_NAN,,,,,,,2.75,-0.0625,0.0,116,24,891606619132,0.4381970307735625,-0.04498761754423081,lead_one,lead_one,43,4.188738056
000002a2--b53d86b8b1--14:74:1000008,000002a2--b53d86b8b1--14,74,917447234694,1000008,R2_MEMBER_DISAPPEAR_REP_CHANGE,9|10,10,9,10,0,1,0.75,-0.09375,0.0,0.75,0.09375,0.0,1,1,40,40,P2_PUBLISHED_COORDINATE_CHANGE,0.7490170001983643,-0.09375,0.0,-0.06137102495734169,A_LEAD_CHANGED,1,,,,0,0,0,0,0,2,1,2.5,0.125,0.5,74,3.25,0.03125,0.5,75,N/A_NAN,N/A_NAN,,,,,,,3.25,0.03125,0.5,75,24,917447234694,0.17414088788284188,0.11276986292550019,lead_one,lead_one,74,7.349771973
000002a2--b53d86b8b1--14:79:1000008,000002a2--b53d86b8b1--14,79,917946555753,1000008,R5_GROUP_MERGE_REP_CHANGE,10|29,9|10|29,10,29,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,40,40,P2_PUBLISHED_COORDINATE_CHANGE,-1.7492387294769287,0.15625,0.0,0.07303479448390358,LEAD_GAIN,1,1.828125,1.8531680522684528,0.025043052268452777,1,1,0,1,0,2,3,5.25,0.09375,0.25,79,5.25,0.09375,0.25,80,N/A_NAN,N/A_NAN,3.5,0.25,0.25,80,24,917946555753,5.25,0.09375,0.25,39,7,917946555753,-0.18258698620975897,-0.10955219172585538,,lead_one,5,0.39991837500000005
000002a2--b53d86b8b1--14:123:1000008,000002a2--b53d86b8b1--14,123,922376345915,1000008,R2_MEMBER_DISAPPEAR_REP_CHANGE,9|29|32,9|32,29,9,0,1,-0.25,0.0,0.25,0.25,0.0,0.25,1,1,40,40,P2_PUBLISHED_COORDINATE_CHANGE,0.23137426376342773,0.03125,0.0,0.33267847945578066,A_LEAD_CHANGED,1,,,0.551691261389182,1,0,1,0,1,3,2,6.25,0.3125,1.75,123,6.0,0.3125,2.0,124,N/A_NAN,N/A_NAN,,,,,,,6.0,0.3125,2.0,123,12,922366870848,1.7146941220477887,2.0473726015035694,lead_one,lead_one,44,4.330159931
000002a2--b53d86b8b1--27:261:1000208,000002a2--b53d86b8b1--27,261,1716346152004,1000208,R4_GROUP_SPLIT_REP_CHANGE,201|203|212,212,201,212,0,1,1.25,-1.0,0.5,1.25,1.0,0.5,1,1,74,74,P2_PUBLISHED_COORDINATE_CHANGE,1.2672717571258545,-1.0,0.5,1.1767760567301782,A_LEAD_CHANGED,1,,,,0,0,0,0,0,3,1,2.25,-0.9375,-0.5,16,3.5,-1.9375,0.0,17,N/A_NAN,N/A_NAN,,,,,,,3.5,-1.9375,0.0,8,30,1716346152004,-0.6906195223937026,0.48615653433647554,lead_one,lead_one,16,1.4999071210000001
